Var_Name_clean,Number of convenience stores in the neighbourhood (plus 50m buffer),Number of convenience stores in the neighbourhood per 1000 people (plus 50m buffer),Average distance to closest three convenience stores (population-weighted),Percent of population within a 15-minute walk of a convenience store,Number of fast food restaurants in the neighbourhood (plus 50m buffer),Number of fast food restaurants in the neighbourhood per 1000 people (plus 50m buffer),Average distance to closest three fast food restaurants (population-weighted),Percent of population within a 15-minute walk of a fast food restaurant,Number of grocery stores in the neighbourhood (plus 50m buffer),Number of grocery stores in the neighbourhood per 1000 people (plus 50m buffer),Average distance to closest three grocery stores (population-weighted),Percent of population within a 15-minute walk of a grocery store,Number of restaurants in the neighbourhood (plus 50m buffer),Number of restaurants in the neighbourhood per 1000 people (plus 50m buffer),Average distance to closest three restaurants (population-weighted),Percent of population within a 15-minute walk of a restaurant,Number of specialty food stores in the neighbourhood (plus 50m buffer),Number of specialty food stores in the neighbourhood per 1000 people (plus 50m buffer),Average distance to closest three specialty food stores (population-weighted),Percent of population within a 15-minute walk of a specialty food store,Number of people attached to a primary care physician,Number of people uncertainly attached to a primary care physician,Percent of people attached to a primary care physician,Percent of people attached to a primary care physician,Percent of people uncertainly attached to a primary care physician,Number of crimes against the person,Number of property crimes,Number of other crimes,Number of total crimes,Number of crimes against the person per 1000 people (plus 50m buffer),Number of property crimes per 1000 people (plus 50m buffer),Number of other crimes per 1000 people (plus 50m buffer),Number of total crimes per 1000 people (plus 50m buffer),Mean walk score,Mean bike score,SES index rank order,SES index decile,SES index quintile,Percent tree canopy coverage,Percent of residential area covered in parkland,Pedestrian network density (km per km squared),Cycling network density (km per km squared),Trail network density (km per km squared),Number of residents within a 15-minute walk of a CHC,Percent of residents within a 15-minute walk of a CHC,Average distance to the nearest CHC (km),Total population (2021),Number of private dwellings,Number of households
3007,6,1.149,0.854,0.924,15,2.874,0.777,0.939,2,0.383,1.655,0.593,16,3.065,0.793,0.953,5,0.958,0.98,0.901,4418,715,5133,86.1,13.9,27,190,16,233,6.130268199,38.69731801,3.0651341,47.89272031,33.79,54.11,62,6,3,32.59,8.69,4.91,2.81,3.28,0,0,6.12,5220,2140,2095
3008,2,0.462,1.297,0.839,9,2.079,0.744,0.94,1,0.231,1.857,1,6,1.386,0.875,0.928,1,0.231,1.39,0.384,3950,789,4739,83.4,16.6,32,79,12,123,8.083140878,18.93764434,2.771362587,29.79214781,26.12,58.08,87,8,4,17.27,9.83,8.23,7.02,3.48,0,0,5.5,4330,1890,1845
3009,7,1.154,0.687,1,37,6.101,0.504,1,4,0.66,0.922,0.966,13,2.143,0.593,1,8,1.319,0.688,1,4456,1220,5676,78.5,21.5,86,294,24,404,19.45589448,91.34377576,6.760098928,117.5597692,57.27,85.45,99,10,5,21.95,44.17,7.64,4.65,3.15,3412,56.26,1.37,6065,3325,2980
3010,2,0.242,1.537,0.931,5,0.606,0.774,0.939,1,0.121,3.174,0.839,2,0.242,1.651,0.939,1,0.121,2.682,0.838,6568,790,7358,89.3,10.7,38,121,8,167,8.721986675,15.50575409,6.420351302,30.64809207,33.32,51.35,66,7,4,35.02,9.78,7.13,4.56,4.35,0,0,6.17,8255,3230,3175
3011,6,0.657,1.069,1,7,0.767,0.85,0.977,2,0.219,1.527,0.872,3,0.329,1.255,0.951,1,0.11,1.774,0.302,8253,1489,9742,84.7,15.3,43,109,10,162,5.47645126,18.83899233,1.533406353,25.84884995,49.8,65.26,76,7,4,43.58,45.5,4.44,3.9,5.81,0,0,4.84,9130,3285,3210
3012,3,0.351,1.05,0.984,10,1.17,0.779,0.984,2,0.234,1.153,0.71,5,0.585,0.954,0.761,1,0.117,1.313,0.47,6935,1215,8150,85.1,14.9,34,94,10,138,8.771929825,25.61403509,1.637426901,36.02339181,26.23,70.01,65,6,3,21.9,14.42,7.3,4.66,2.27,2323,27.17,2.4,8550,3875,3765
3013,2,0.22,1.091,0.989,5,0.55,0.746,0.984,0,0,1.458,0.717,2,0.22,0.933,0.872,0,0,1.274,0.581,7426,1543,8969,82.8,17.2,36,683,13,732,5.173362686,81.34287287,1.651073198,88.16730875,24.41,79.15,72,7,4,25.42,4.21,6.8,4.03,3.27,536,5.9,2.63,9085,4080,3910
3014,3,0.116,1.54,0.901,7,0.271,1.337,0.808,2,0.077,1.723,0.494,5,0.194,1.335,0.529,0,0,2.766,0.043,24207,3557,27764,87.2,12.8,72,203,17,292,2.942884802,7.976766699,0.696999032,11.61665053,18.45,60.3,26,3,2,20.9,7.18,8.19,5.37,4.9,0,0,5.15,25825,9035,8930
3015,10,1.167,0.669,1,18,2.1,0.426,1,2,0.233,1.15,0.899,9,1.05,0.63,1,5,0.583,0.693,1,7892,1893,9785,80.7,19.3,104,261,32,397,15.05250875,35.70595099,4.317386231,55.07584597,27.77,84.47,100,10,5,37.18,85.38,10.39,7.74,7.67,5733,66.9,1.28,8570,4645,4405
3016,5,0.322,1.347,0.565,22,1.417,0.875,0.945,2,0.129,3.392,0.498,22,1.417,0.868,0.959,3,0.193,2.795,0.366,14867,2460,17327,85.8,14.2,58,220,13,291,3.735909823,14.29951691,0.901771337,18.93719807,19.53,66.58,31,3,2,13.98,14.57,5.57,3.98,2.5,0,0,8.67,15525,5040,4950
3017,2,0.154,1.975,0.736,8,0.615,0.985,0.919,0,0,2.62,0.468,2,0.154,1.323,0.857,1,0.077,2.745,0.33,11976,1533,13509,88.7,11.3,40,128,16,184,3.458877786,11.60645657,1.614142967,16.67947733,29.6,65.69,15,2,1,19.36,11.74,2.76,3.51,2.03,0,0,4.76,13010,4640,4475
3018,4,0.485,0.781,1,9,1.091,0.528,1,2,0.242,1.451,0.865,8,0.97,0.525,1,4,0.485,0.812,0.95,7253,1765,9018,80.4,19.6,45,153,14,212,6.545454545,20.84848485,1.696969697,29.09090909,26.23,79.43,94,9,5,27.22,16.76,6.87,4.37,2.91,0,0,3.09,8250,3895,3640
3019,1,100,NA,NA,30,3000,NA,NA,0,0,NA,NA,5,500,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,26,93,6,125,2800,9800,600,13200,26.16666667,86.5,NA,NA,NA,17.54,NA,8.62,12.69,12.1,0,0,2.67,NA,0,0
3020,10,0.622,0.673,1,23,1.43,0.612,0.995,2,0.124,1.334,0.956,16,0.995,0.793,1,2,0.124,1.417,0.786,13924,3834,17758,78.4,21.6,199,621,80,900,12.86913273,41.59154492,5.035747591,59.49642524,48.08,87.76,98,9,5,20.41,9.13,10.92,4.48,3.2,8160,50.73,1.24,16085,7555,7120
3021,3,0.468,5.9,0.202,8,1.247,4.143,0.243,0,0,10.586,0.003,4,0.624,4.07,0.321,3,0.468,4.477,0.259,6393,666,7059,90.6,9.4,19,88,1,108,3.585346843,15.58846454,0.467653936,19.64146532,5.36,29.84,6,1,1,38.76,3.83,0.17,0.22,0.42,0,0,13.68,6415,2275,2225
3022,3,0.282,0.997,0.913,22,2.069,0.594,1,2,0.188,1.59,0.49,12,1.128,0.714,1,1,0.094,1.628,0.637,9090,1750,10840,83.9,16.1,71,677,35,783,8.932769158,83.2157969,6.299952985,98.44851904,24.84,71.75,81,8,4,23.65,9.27,7.2,4.04,3.97,2570,24.17,1.68,10635,4795,4620
3023,2,0.216,1.17,0.88,16,1.728,0.732,1,0,0,2.629,0.08,5,0.54,0.863,1,0,0,1.81,0.271,8406,1577,9983,84.2,15.8,25,101,6,132,6.155507559,72.57019438,1.61987041,80.34557235,21.68,77.97,56,6,3,24.29,13.62,7.31,4.72,3,0,0,4.13,9260,3700,3580
3024,24,0.753,0.332,1,212,6.648,0.228,1,4,0.125,0.681,1,143,4.484,0.212,1,15,0.47,0.46,1,22705,7014,29719,76.4,23.6,748,2465,3235,6448,25.14894951,85.85763562,103.323926,214.3305111,68.97,95.07,64,6,3,15.51,42.23,28.51,9.05,6.08,29833,93.55,0.81,31890,22810,20335
3025,4,0.339,1.257,0.8,14,1.188,1.101,0.845,0,0,2.073,0.472,11,0.933,1.312,0.498,3,0.255,1.452,0.735,11147,1591,12738,87.5,12.5,33,138,9,180,3.139584217,15.10394569,0.933389902,19.17691981,47.68,50,39,4,2,35.08,11.18,8.21,4.82,4.37,0,0,4.39,11785,4440,4385
3026,2,0.139,2.773,0.25,19,1.317,2.383,0.38,2,0.139,3.356,0.018,6,0.416,2.66,0.074,5,0.347,2.836,0.074,12141,1363,13504,89.9,10.1,43,206,10,259,3.882149047,16.70710572,0.831889081,21.42114385,21.34,43.03,13,2,1,22.02,10.85,1.97,2.27,1.15,0,0,7.26,14425,4965,4860
3027,2,0.166,1.496,0.737,6,0.497,0.8,0.946,1,0.083,1.329,0.844,3,0.248,0.888,0.891,3,0.248,1.068,0.788,13227,2582,15809,83.7,16.3,44,133,8,185,4.140786749,12.50517598,0.745341615,17.39130435,49.34,56.09,58,6,3,18.78,17.82,10.42,7.04,4.88,0,0,4.84,12075,3755,3705
3028,6,0.903,1.012,1,44,6.622,0.573,1,1,0.15,1.42,0.635,17,2.558,0.713,1,9,1.354,1.071,0.949,4899,1297,6196,79.1,20.9,58,297,20,375,11.88863807,132.4303988,4.514672686,148.8337096,37.84,69.66,80,8,4,21.12,1.48,4.49,2.78,1.75,1381,20.78,1.58,6645,2600,2400
3029,1,0.174,0.949,1,5,0.868,0.539,1,0,0,1.585,0.377,1,0.174,0.648,1,2,0.347,0.704,0.985,5730,1162,6892,83.1,16.9,81,150,16,247,14.75694444,29.16666667,2.951388889,46.875,51.62,88.23,11,2,1,25.26,5.08,22.62,2.98,1.57,903,15.68,1.67,5760,2695,2535
3030,5,250,NA,NA,31,1550,NA,NA,0,0,NA,NA,19,950,NA,NA,1,50,NA,NA,NA,NA,NA,NA,NA,17,147,3,167,1500,11250,400,13150,20.48314607,62.6741573,NA,NA,NA,7.75,#VALUE!,2.39,2.38,0.89,0,0,3.51,NA,0,0
3031,2,0.873,3.231,0.491,2,0.873,2.144,0.491,0,0,19.841,0,1,0.437,5.598,0.113,1,0.437,15.119,0.375,2240,226,2466,90.8,9.2,11,22,2,35,5.240174672,10.04366812,0.873362445,16.15720524,6.19,36.46,74,7,4,64.06,1.9,2.08,0.92,4.64,0,0,30.44,2290,1115,995
3032,5,0.339,1.14,0.793,22,1.49,0.715,1,1,0.068,1.58,0.792,15,1.016,1.344,0.635,1,0.068,1.814,0.378,13297,1762,15059,88.3,11.7,66,257,16,339,5.010155721,18.82193636,1.218686527,25.05077861,37.6,61.3,50,5,3,26.44,16.62,7.83,7.28,5.43,35,0.24,3.21,14770,5920,5840
3033,0,0,9.273,0.011,0,0,9.016,0.011,0,0,13.429,0,0,0,9.487,0,0,0,10.165,0,3672,364,4036,91,9,19,28,5,52,4.98687664,7.874015748,1.312335958,14.17322835,0.24,28.52,4,1,1,55.92,3.19,0.01,0.1,0.13,0,0,18.51,3810,1315,1295
3034,2,0.228,1.193,0.903,3,0.342,0.971,0.903,0,0,2.859,0.197,2,0.228,1.268,0.539,1,0.114,1.615,0.236,7998,1448,9446,84.7,15.3,37,116,28,181,4.908675799,14.38356164,3.196347032,22.48858447,21.04,74.05,82,8,4,20.38,16.65,8.55,7.68,4.7,0,0,5.16,8760,3225,3125
3035,4,0.482,1.315,0.9,23,2.769,0.928,1,3,0.361,1.518,0.594,10,1.204,1.197,0.649,0,0,2.132,0.147,7840,1539,9379,83.6,16.4,66,276,15,357,7.947019868,33.59422035,1.806140879,43.3473811,24.71,74.18,70,7,4,23.34,5.33,5.91,4.6,5.14,479,5.77,2.98,8305,3240,3145
3036,1,0.254,1.704,0.848,0,0,1.745,0.126,0,0,3.8,0.084,3,0.761,0.951,0.932,0,0,2.186,0.084,3697,572,4269,86.6,13.4,10,36,3,49,2.791878173,10.15228426,0.76142132,13.70558376,10.48,63.72,29,3,2,37.52,18.1,3.94,3.53,4.56,0,0,5.09,3940,1645,1600
3037,1,0.217,3.329,0.109,1,0.217,3.047,0.109,0,0,4.427,0.021,1,0.217,3.238,0.114,1,0.217,3.888,0.089,4424,419,4843,91.3,8.7,18,30,6,54,4.130434783,8.47826087,1.304347826,13.91304348,2.13,22.89,8,1,1,31.3,4.4,0.06,0.32,0.18,0,0,10.37,4600,1660,1625
3038,2,0.354,6.458,0.133,0,0,7.036,0.041,0,0,11.057,0.02,3,0.531,5.148,0.154,0,0,11.438,0,5146,580,5726,89.9,10.1,18,50,2,70,3.183023873,9.549071618,0.530503979,13.26259947,1.66,28.81,3,1,1,38.65,9.63,0.03,0.27,0.2,0,0,19.77,5655,2085,2000
3039,2,0.656,5.496,0.034,2,0.656,5.596,0.092,0,0,9.692,0,4,1.311,5.62,0.103,0,0,9.825,0.002,2313,396,2709,85.4,14.6,13,67,4,84,5.901639344,28.85245902,1.639344262,36.39344262,0.74,26.62,57,6,3,38.84,30.85,0.06,0.03,0.24,0,0,16.75,3050,1280,1240
3040,5,0.613,0.833,0.962,12,1.471,0.694,0.972,2,0.245,1.453,0.678,3,0.368,1.004,0.962,1,0.123,1.267,0.927,7450,1456,8906,83.7,16.3,44,151,25,220,11.15879828,43.16370325,6.376456162,60.69895769,36.74,74.68,73,7,4,22.03,4.91,7.45,3.68,2.79,0,0,3.79,8155,3645,3570
3041,5,0.862,0.694,1,14,2.414,0.748,0.96,2,0.345,1.117,0.77,3,0.517,0.803,0.986,6,1.034,1.019,0.735,5215,1286,6501,80.2,19.8,48,182,10,240,8.965517241,33.62068966,2.068965517,44.65517241,56.08,72.16,102,10,5,45.67,9.16,5.68,3.34,7.76,0,0,3.73,5800,2180,2105
3042,0,0,NA,NA,3,300,NA,NA,0,0,NA,NA,0,0,NA,NA,1,100,NA,NA,NA,NA,NA,NA,NA,4,18,NA,NA,5400,8100,1500,15000,31.75,83.5,NA,NA,NA,9.62,NA,4.4,4.91,6.23,0,0,2.47,NA,0,0
3043,5,0.278,1.404,0.704,20,1.11,0.968,0.867,1,0.056,1.968,0.426,5,0.278,1.149,0.87,1,0.056,1.8,0.384,20948,2681,23629,88.7,11.3,68,196,15,279,4.05330372,11.54913937,0.888395336,16.49083842,31.79,61.87,21,2,1,15.76,11.47,7.42,5.93,3.26,127,0.71,3.33,18010,6565,6485
3044,5,0.35,1.423,0.613,10,0.7,1.199,0.719,1,0.07,4.235,0.564,4,0.28,1.4,0.603,0,0,6.469,0,11004,1624,12628,87.1,12.9,57,242,16,315,4.06162465,17.57703081,1.120448179,22.75910364,30.13,39.68,52,5,3,39.66,12.93,1.26,1.08,1.52,0,0,9.38,14280,4470,4380
3045,6,1.323,1.104,0.911,27,5.954,0.72,1,5,1.103,1.138,0.673,20,4.41,0.749,1,2,0.441,1.192,0.905,3585,789,4374,82,18,29,203,12,244,13.00992282,75.41345094,3.74862183,92.17199559,38.49,68.89,60,6,3,21.12,5.3,5.52,3.48,0.35,1316,29.02,1.53,4535,1770,1715
3046,1,0.255,7.852,0.218,1,0.255,7.521,0.23,0,0,19.633,0.012,0,0,10.233,0.012,0,0,15.034,0.006,3306,303,3609,91.6,8.4,17,44,4,65,5.612244898,13.26530612,1.275510204,20.15306122,2.23,30.47,40,4,2,37.44,49.52,0.05,0.2,0.3,0,0,34.59,3920,1695,1580
3047,6,0.442,0.63,1,22,1.622,0.415,1,4,0.295,0.791,0.911,44,3.244,0.39,1,9,0.663,0.618,1,11341,2300,13641,83.1,16.9,121,741,141,1003,8.993733874,55.14190933,10.46811648,74.60375968,48.85,94.98,34,4,2,26.02,18.15,28.78,10.76,9.21,1598,11.78,1.75,13565,6885,6395
3048,8,0.638,1.504,0.645,36,2.871,0.842,0.925,5,0.399,1.166,0.86,17,1.356,0.86,0.966,8,0.638,1.37,0.822,13100,1958,15058,87,13,84,232,16,332,7.256778309,20.33492823,1.275917065,28.8676236,32.71,72.28,51,5,3,16.21,10.73,8.11,6.67,4.14,2860,22.81,2.53,12540,4785,4705
3049,5,0.471,3.929,0.174,2,0.189,5.014,0.151,1,0.094,8.113,0.101,6,0.566,3.339,0.239,0,0,11.52,0,10089,1001,11090,91,9,32,159,7,198,3.204524034,15.83411876,0.754005655,19.79264844,11.9,35.15,12,2,1,43.38,4.01,0.22,0.93,0.47,0,0,16.65,10610,3620,3565
3050,4,3.433,0.963,0.77,9,7.725,0.815,0.844,0,0,2.434,0.364,5,4.292,1.167,0.709,0,0,2.003,0.271,NA,NA,NA,NA,NA,43,61,67,171,57.51072961,174.248927,60.08583691,291.8454936,10.08,31.98,83,8,4,42.66,281.58,0.41,0.9,1.32,0,0,6.49,1165,140,135
3051,2,12.5,2.763,0,6,37.5,2.655,0,1,6.25,3.45,0,0,0,2.548,0,0,0,2.632,0,NA,NA,NA,NA,NA,18,85,6,109,162.5,681.25,43.75,887.5,11.51,45.06,NA,NA,NA,35.47,3249.28,0.59,1.36,2.47,0,0,6,160,55,55
3052,1,0.162,0.945,1,2,0.324,0.811,1,0,0,2.301,0,0,0,1.601,0.772,0,0,1.776,0.581,6141,1164,7305,84.1,15.9,28,53,6,87,7.455429498,15.88330632,2.106969206,25.44570502,49.34,76,77,8,4,22.77,12.76,8.58,9.33,5.7,0,0,4.4,6170,2305,2260
3053,1,0.18,0.946,1,3,0.539,0.743,1,0,0,1.3,0.646,1,0.18,1.123,0.911,0,0,1.316,0.558,5043,952,5995,84.1,15.9,36,73,12,121,7.719928187,14.18312388,2.333931777,24.23698384,53.98,80.05,93,9,5,20.05,21.37,12.71,14.78,9.94,0,0,3.83,5570,2005,1965
3054,2,0.294,0.866,0.99,11,1.618,0.569,1,0,0,1.443,0.879,3,0.441,0.957,0.993,1,0.147,1.34,0.831,5455,1741,7196,75.8,24.2,83,371,37,491,12.20588235,56.02941176,5.441176471,73.67647059,62.04,71.66,101,10,5,19.28,4.21,7.64,1.81,2.03,0,0,4.36,6800,3130,2950
3055,6,0.547,0.457,1,32,2.918,0.263,1,1,0.091,1.017,1,27,2.462,0.399,1,14,1.277,0.4,1,8275,2077,10352,79.9,20.1,101,640,58,799,10.12311902,60.37391701,5.380756954,75.87779298,66.96,95.73,61,6,3,18.64,6.52,24.8,6.82,4.19,2109,19.23,1.65,10965,6685,6205
3056,3,0.353,0.985,0.981,3,0.353,0.942,0.994,0,0,3.465,0.001,1,0.118,1.699,0.718,1,0.118,1.353,0.973,9146,1817,10963,83.4,16.6,46,133,13,192,5.526161082,17.04879483,1.646090535,24.22104644,36.73,70.12,90,9,5,17.62,8.74,10.4,5.99,4.63,0,0,4.77,8505,3000,2940
3057,6,120,NA,NA,19,380,NA,NA,0,0,NA,NA,10,200,NA,NA,4,80,NA,NA,NA,NA,NA,NA,NA,42,108,67,217,1100,3680,1480,6260,38.92753623,54.63768116,NA,NA,NA,14.23,NA,2.37,0.57,0.73,0,0,4.55,NA,15,20
3058,5,0.848,0.864,1,17,2.884,0.521,1,0,0,2.408,0.192,6,1.018,0.759,1,4,0.679,0.925,1,5183,1328,6511,79.6,20.4,57,176,12,245,10.51738762,30.02544529,2.374893978,42.91772689,33.26,74.14,86,8,4,22.61,11.83,6.72,3.72,2.02,0,0,3.52,5895,2620,2510
3059,2,0.364,0.936,0.881,17,3.097,0.51,1,2,0.364,0.729,1,25,4.554,0.442,1,9,1.639,0.514,1,5288,740,6028,87.7,12.3,21,135,5,161,6.193078324,29.69034608,1.092896175,36.97632058,57.09,98.16,2,1,1,26.45,6.62,19.15,9.04,7.11,286,5.21,2.2,5490,2310,2230
3060,4,0.201,1.781,0.432,31,1.554,1.182,0.683,2,0.1,2.299,0.313,20,1.003,1.641,0.309,7,0.351,1.96,0.363,18308,2960,21268,86.1,13.9,65,396,21,482,3.309100025,20.25570318,1.052895463,24.61769867,22.39,61.4,27,3,2,22.05,36.29,5.42,4.79,4.16,0,0,4.54,19945,7545,7300
3061,6,0.524,1.059,0.819,20,1.748,0.876,0.99,4,0.35,1.157,0.948,11,0.962,0.92,0.961,7,0.612,1.254,0.524,10405,1727,12132,85.8,14.2,61,207,25,293,5.332167832,19.05594406,2.272727273,26.66083916,38.84,72.77,48,5,3,23.35,33.44,8.48,6.6,5.8,5029,43.96,1.62,11440,4390,4330
3062,1,0.376,8.613,0.04,0,0,10.476,0,0,0,17.857,0,0,0,10.242,0.018,1,0.376,8.875,0.005,2464,223,2687,91.7,8.3,6,13,1,20,2.631578947,7.142857143,0.37593985,10.15037594,0.6,29.12,24,3,2,27.46,2.93,0,0.02,0,0,0,28.59,2660,995,980
3063,4,0.35,0.928,0.936,37,3.24,0.558,1,2,0.175,1.194,0.92,23,2.014,0.623,1,11,0.963,0.753,0.994,9768,1643,11411,85.6,14.4,52,229,16,297,6.042031524,27.05779335,2.189141856,35.28896673,45.73,84,47,5,3,27.22,5.96,8.81,6.48,2.59,0,0,2.45,11420,4945,4805
3064,0,0,NA,NA,1,9.091,NA,NA,0,0,NA,NA,1,9.091,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,13,23,10,46,163.6363636,272.7272727,109.0909091,545.4545455,49.33333333,94,NA,NA,NA,10.57,NA,13.02,12.41,15.87,54,49.09,1.38,110,70,65
3065,5,0.356,0.831,1,22,1.566,0.549,1,3,0.214,1.086,0.909,17,1.21,0.554,1,4,0.285,0.83,1,12457,4170,16627,74.9,25.1,167,498,63,728,13.1007476,37.73584906,4.699181203,55.53577786,39.86,75.82,108,10,5,14.92,22.58,6.78,2.26,2.48,12110,86.22,1.21,14045,5995,5520
3066,0,0,1.432,0.332,0,0,0.967,1,0,0,2.806,0,1,0.314,1.215,1,0,0,1.83,0.104,2802,532,3334,84,16,10,40,3,53,4.081632653,13.81475667,1.25588697,19.1522763,22.5,65.47727273,63,6,3,27.5,11.45,9.27,5.65,2.93,0,0,4.14,3185,1425,1380
3067,6,0.871,0.462,1,12,1.743,0.345,1,1,0.145,0.88,1,14,2.033,0.323,1,1,0.145,0.853,1,4551,1440,5991,76,24,138,945,257,1340,37.76325345,162.2367466,42.41103849,242.4110385,71.44,95.56,105,10,5,18.37,37.88,26.6,7.6,7.34,6968,101.21,0.55,6885,4090,3585
3068,9,1.515,0.308,1,61,10.269,0.214,1,4,0.673,0.629,1,91,15.32,0.233,1,21,3.535,0.451,1,5275,2023,7298,72.3,27.7,571,1258,262,2091,96.63299663,211.952862,44.10774411,352.6936027,58.43,95.31,68,7,4,14.82,30.58,25.13,6.39,4.87,4871,82,1.09,5940,4025,3495
3069,5,0.62,0.686,1,10,1.241,0.515,1,1,0.124,1.336,0.627,5,0.62,0.554,1,1,0.124,1.159,1,7314,1699,9013,81.1,18.9,67,158,15,240,8.684863524,20.5955335,1.985111663,31.26550868,58.38,85.56,91,9,5,28.06,5.19,5.86,4.87,5.28,1766,21.91,2.03,8060,4350,4185
3070,3,0.287,4.01,0.281,10,0.957,2.841,0.259,1,0.096,6.069,0.117,17,1.628,2.772,0.237,4,0.383,3.625,0.21,10129,1066,11195,90.5,9.5,41,129,3,173,4.308281474,13.88224031,0.382958353,18.57348013,17.69,32.89,10,1,1,28.4,7.16,0.27,0.97,0.32,0,0,11.76,10445,3955,3835
3071,0,0,11.811,0,0,0,9.22,0,0,0,14.485,0,1,0.428,9.449,0.006,0,0,13.376,0,2358,222,2580,91.4,8.6,8,20,2,30,3.854389722,9.850107066,0.856531049,14.56102784,0.19,26.14,42,4,2,54.03,10.71,0.15,0.01,0.3,0,0,27.38,2335,885,855
3072,0,0,1.571,0.395,1,0.33,1.309,0.692,0,0,3.194,0,0,0,1.877,0.277,0,0,3.629,0,2492,277,2769,90,10,6,28,1,35,2.310231023,9.240924092,0.330033003,11.88118812,24.51,52.18,7,1,1,57.01,11.94,1.66,3.46,6.04,0,0,4.98,3030,1145,1130
