Data_ID,Non-official languages spoken most often at home,lang_count,ONS_ID
ID1056,          Yoruba,0,3063
ID1059,          Dinka,0,3063
ID1060,          Nuer,0,3063
ID1062,"          African, n.o.s.",0,3063
ID1064,          American Sign Language,0,3063
ID1065,          Quebec Sign Language,0,3063
ID1069,            Hakka,0,3063
ID1070,            Mandarin,100,3063
ID1071,            Min Dong,0,3063
ID1072,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",15,3063
ID1073,            Wu (Shanghainese),0,3063
ID1074,            Yue (Cantonese),15,3063
ID1075,"            Chinese, n.o.s.",0,3063
ID1078,            Burmese,0,3063
ID1081,              S'gaw Karen,0,3063
ID1083,            Tibetan,0,3063
ID1087,          Lao,0,3063
ID1088,          Thai,0,3063
ID1091,          Azerbaijani,0,3063
ID1092,          Kazakh,0,3063
ID1093,          Turkish,0,3063
ID1094,          Uyghur,0,3063
ID1095,          Uzbek,0,3063
ID1098,          Estonian,0,3063
ID1099,          Finnish,0,3063
ID1100,          Hungarian,0,3063
ID877,            Kabyle,0,3092
ID878,            Tamazight,0,3092
ID881,            Hausa,0,3092
ID882,            Mina,0,3092
ID883,          Coptic,0,3092
ID885,            Bilen,0,3092
ID886,            Oromo,0,3092
ID887,            Somali,15,3092
ID890,            Amharic,0,3092
ID891,            Arabic,35,3092
ID893,              Assyrian Neo-Aramaic,0,3092
ID894,              Chaldean Neo-Aramaic,0,3092
ID895,"              Aramaic, n.o.s.",0,3092
ID896,            Harari,0,3092
ID897,            Hebrew,0,3092
ID898,            Maltese,0,3092
ID899,            Tigrigna,15,3092
ID902,          Khmer (Cambodian),0,3092
ID903,          Vietnamese,15,3092
ID906,          Bikol,0,3092
ID907,"          Bisaya, n.o.s.",0,3092
ID908,          Cebuano,0,3092
ID909,          Fijian,0,3092
ID910,          Hiligaynon,0,3092
ID911,          Ilocano,0,3092
ID912,          Indonesian,0,3092
ID913,          Kankanaey,0,3092
ID914,          Kinaray-a,0,3092
ID916,            Merina,0,3092
ID917,"            Malagasy, n.o.s.",0,3092
ID918,          Malay,0,3092
ID919,"          Pampangan (Kapampangan, Pampango)",0,3092
ID920,          Pangasinan,0,3092
ID921,"          Tagalog (Pilipino, Filipino)",0,3092
ID922,          Waray-Waray,0,3092
ID925,          Haitian Creole,0,3092
ID926,          Jamaican English Creole,0,3092
ID927,          Krio,0,3092
ID928,          Morisyen,0,3092
ID929,          Sango,0,3092
ID930,"          Creole, n.o.s.",0,3092
ID933,          Kannada,0,3092
ID934,          Malayalam,0,3092
ID935,          Tamil,0,3092
ID936,          Telugu,0,3092
ID937,          Tulu,0,3092
ID939,        Georgian,0,3092
ID942,          Albanian,0,3092
ID943,          Armenian,0,3092
ID946,              Latvian,0,3092
ID947,              Lithuanian,0,3092
ID949,              Belarusian,0,3092
ID950,              Bulgarian,0,3092
ID951,              Czech,0,3092
ID952,              Macedonian,0,3092
ID953,              Polish,0,3092
ID954,              Russian,20,3092
ID955,              Rusyn,0,3092
ID956,              Serbo-Croatian,0,3092
ID957,                Bosnian,0,3092
ID958,                Croatian,0,3092
ID959,                Serbian,0,3092
ID960,"                Serbo-Croatian, n.i.e.",0,3092
ID961,              Slovak,0,3092
ID962,              Slovene (Slovenian),0,3092
ID963,              Ukrainian,0,3092
ID966,            Irish,0,3092
ID967,            Scottish Gaelic,0,3092
ID968,            Welsh,0,3092
ID971,            Frisian,0,3092
ID973,              German,0,3092
ID974,              Pennsylvania German,0,3092
ID975,              Swiss German,0,3092
ID976,              Yiddish,0,3092
ID978,              Afrikaans,0,3092
ID979,              Dutch,0,3092
ID980,"              Low German, n.o.s.",0,3092
ID981,              Low Saxon,0,3092
ID982,              Plautdietsch,0,3092
ID983,              Vlaams (Flemish),0,3092
ID985,              Danish,0,3092
ID986,              Icelandic,0,3092
ID987,              Norwegian,0,3092
ID988,              Swedish,0,3092
ID990,          Greek,0,3092
ID993,              Assamese,0,3092
ID994,              Bengali,0,3092
ID995,              Gujarati,0,3092
ID996,              Hindi,0,3092
ID997,              Kacchi,0,3092
ID998,              Kashmiri,0,3092
ID999,              Konkani,0,3092
ID1000,              Marathi,0,3092
ID1001,              Nepali,0,3092
ID1003,                Odia,0,3092
ID1004,"                Oriya, n.o.s.",0,3092
ID1005,              Punjabi (Panjabi),0,3092
ID1006,              Rohingya,0,3092
ID1007,              Sindhi,0,3092
ID1008,              Sinhala (Sinhalese),0,3092
ID1009,              Urdu,0,3092
ID1012,              Baluchi,0,3092
ID1013,              Kurdish,0,3092
ID1014,              Parsi,0,3092
ID1015,              Pashto,0,3092
ID1017,                Dari,0,3092
ID1018,                Iranian Persian,50,3092
ID1019,"                Persian (Farsi), n.o.s.",0,3092
ID1023,            Catalan,0,3092
ID1024,            Italian,0,3092
ID1025,            Portuguese,0,3092
ID1026,            Romanian,0,3092
ID1027,            Spanish,15,3092
ID1030,        Japanese,0,3092
ID1031,        Korean,0,3092
ID1032,        Mongolian,0,3092
ID1034,          Akan (Twi),0,3092
ID1035,          Bamanankan,0,3092
ID1036,          Edo,0,3092
ID1037,          Éwé,0,3092
ID1038,"          Fulah (Pular, Pulaar, Fulfulde)",0,3092
ID1039,          Ga,0,3092
ID1040,          Ganda,0,3092
ID1041,          Gikuyu,0,3092
ID1042,          Igbo,0,3092
ID1043,          Kinyarwanda (Rwanda),0,3092
ID1044,          Lingala,0,3092
ID1045,          Luba-Kasai,0,3092
ID1046,          Mòoré,0,3092
ID1047,          Mwani,0,3092
ID1048,          Ndebele,0,3092
ID1049,          Rundi (Kirundi),0,3092
ID1050,          Shona,0,3092
ID1051,          Soninke,0,3092
ID1053,          Swahili,0,3092
ID1054,          Wojenaka,0,3092
ID1055,          Wolof,0,3092
ID1056,          Yoruba,0,3092
ID1059,          Dinka,0,3092
ID1060,          Nuer,0,3092
ID1062,"          African, n.o.s.",0,3092
ID1064,          American Sign Language,0,3092
ID1065,          Quebec Sign Language,0,3092
ID1069,            Hakka,0,3092
ID1070,            Mandarin,20,3092
ID1071,            Min Dong,0,3092
ID1072,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",0,3092
ID1073,            Wu (Shanghainese),0,3092
ID1074,            Yue (Cantonese),15,3092
ID1075,"            Chinese, n.o.s.",0,3092
ID1078,            Burmese,0,3092
ID1081,              S'gaw Karen,0,3092
ID1083,            Tibetan,0,3092
ID1087,          Lao,0,3092
ID1088,          Thai,0,3092
ID1091,          Azerbaijani,0,3092
ID1092,          Kazakh,0,3092
ID1093,          Turkish,0,3092
ID1094,          Uyghur,0,3092
ID1095,          Uzbek,0,3092
ID1098,          Estonian,0,3092
ID1099,          Finnish,0,3092
ID1100,          Hungarian,0,3092
ID877,            Kabyle,0,3093
ID878,            Tamazight,0,3093
ID881,            Hausa,0,3093
ID882,            Mina,0,3093
ID883,          Coptic,0,3093
ID885,            Bilen,0,3093
ID886,            Oromo,0,3093
ID887,            Somali,0,3093
ID890,            Amharic,0,3093
ID891,            Arabic,30,3093
ID893,              Assyrian Neo-Aramaic,0,3093
ID894,              Chaldean Neo-Aramaic,0,3093
ID895,"              Aramaic, n.o.s.",0,3093
ID896,            Harari,0,3093
ID897,            Hebrew,0,3093
ID898,            Maltese,0,3093
ID899,            Tigrigna,0,3093
ID902,          Khmer (Cambodian),0,3093
ID903,          Vietnamese,0,3093
ID906,          Bikol,0,3093
ID907,"          Bisaya, n.o.s.",0,3093
ID908,          Cebuano,0,3093
ID909,          Fijian,0,3093
ID910,          Hiligaynon,0,3093
ID911,          Ilocano,0,3093
ID912,          Indonesian,0,3093
ID913,          Kankanaey,0,3093
ID914,          Kinaray-a,0,3093
ID916,            Merina,0,3093
ID917,"            Malagasy, n.o.s.",0,3093
ID918,          Malay,0,3093
ID919,"          Pampangan (Kapampangan, Pampango)",0,3093
ID920,          Pangasinan,0,3093
ID921,"          Tagalog (Pilipino, Filipino)",0,3093
ID922,          Waray-Waray,0,3093
ID925,          Haitian Creole,0,3093
ID926,          Jamaican English Creole,0,3093
ID927,          Krio,0,3093
ID928,          Morisyen,0,3093
ID929,          Sango,0,3093
ID930,"          Creole, n.o.s.",0,3093
ID933,          Kannada,0,3093
ID934,          Malayalam,0,3093
ID935,          Tamil,0,3093
ID936,          Telugu,0,3093
ID937,          Tulu,0,3093
ID939,        Georgian,0,3093
ID942,          Albanian,0,3093
ID943,          Armenian,0,3093
ID946,              Latvian,0,3093
ID947,              Lithuanian,0,3093
ID949,              Belarusian,0,3093
ID950,              Bulgarian,0,3093
ID951,              Czech,0,3093
ID952,              Macedonian,0,3093
ID953,              Polish,0,3093
ID954,              Russian,25,3093
ID955,              Rusyn,0,3093
ID956,              Serbo-Croatian,0,3093
ID957,                Bosnian,0,3093
ID958,                Croatian,0,3093
ID959,                Serbian,0,3093
ID960,"                Serbo-Croatian, n.i.e.",0,3093
ID961,              Slovak,0,3093
ID962,              Slovene (Slovenian),0,3093
ID963,              Ukrainian,0,3093
ID966,            Irish,0,3093
ID967,            Scottish Gaelic,0,3093
ID968,            Welsh,0,3093
ID971,            Frisian,0,3093
ID973,              German,0,3093
ID974,              Pennsylvania German,0,3093
ID975,              Swiss German,0,3093
ID976,              Yiddish,0,3093
ID978,              Afrikaans,0,3093
ID979,              Dutch,0,3093
ID980,"              Low German, n.o.s.",0,3093
ID981,              Low Saxon,0,3093
ID982,              Plautdietsch,0,3093
ID983,              Vlaams (Flemish),0,3093
ID985,              Danish,0,3093
ID986,              Icelandic,0,3093
ID987,              Norwegian,0,3093
ID988,              Swedish,0,3093
ID990,          Greek,0,3093
ID993,              Assamese,0,3093
ID994,              Bengali,0,3093
ID995,              Gujarati,0,3093
ID996,              Hindi,0,3093
ID997,              Kacchi,0,3093
ID998,              Kashmiri,0,3093
ID999,              Konkani,0,3093
ID1000,              Marathi,0,3093
ID1001,              Nepali,0,3093
ID1003,                Odia,0,3093
ID1004,"                Oriya, n.o.s.",0,3093
ID1005,              Punjabi (Panjabi),0,3093
ID1006,              Rohingya,0,3093
ID1007,              Sindhi,0,3093
ID1008,              Sinhala (Sinhalese),0,3093
ID1009,              Urdu,30,3093
ID1012,              Baluchi,0,3093
ID1013,              Kurdish,0,3093
ID1014,              Parsi,0,3093
ID1015,              Pashto,0,3093
ID1017,                Dari,0,3093
ID1018,                Iranian Persian,30,3093
ID1019,"                Persian (Farsi), n.o.s.",0,3093
ID1023,            Catalan,0,3093
ID1024,            Italian,15,3093
ID1025,            Portuguese,0,3093
ID1026,            Romanian,0,3093
ID1027,            Spanish,0,3093
ID1030,        Japanese,0,3093
ID1031,        Korean,30,3093
ID1032,        Mongolian,0,3093
ID1034,          Akan (Twi),0,3093
ID1035,          Bamanankan,0,3093
ID1036,          Edo,0,3093
ID1037,          Éwé,0,3093
ID1038,"          Fulah (Pular, Pulaar, Fulfulde)",0,3093
ID1039,          Ga,0,3093
ID1040,          Ganda,0,3093
ID1041,          Gikuyu,0,3093
ID1042,          Igbo,0,3093
ID1043,          Kinyarwanda (Rwanda),0,3093
ID1044,          Lingala,0,3093
ID1045,          Luba-Kasai,0,3093
ID1046,          Mòoré,0,3093
ID1047,          Mwani,0,3093
ID1048,          Ndebele,0,3093
ID1049,          Rundi (Kirundi),0,3093
ID1050,          Shona,0,3093
ID1051,          Soninke,0,3093
ID1053,          Swahili,0,3093
ID1054,          Wojenaka,0,3093
ID1055,          Wolof,0,3093
ID1056,          Yoruba,0,3093
ID1059,          Dinka,0,3093
ID1060,          Nuer,0,3093
ID1062,"          African, n.o.s.",0,3093
ID1064,          American Sign Language,0,3093
ID1065,          Quebec Sign Language,0,3093
ID1069,            Hakka,0,3093
ID1070,            Mandarin,0,3093
ID1071,            Min Dong,0,3093
ID1072,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",0,3093
ID1073,            Wu (Shanghainese),0,3093
ID1074,            Yue (Cantonese),15,3093
ID1075,"            Chinese, n.o.s.",0,3093
ID1078,            Burmese,0,3093
ID1081,              S'gaw Karen,0,3093
ID1083,            Tibetan,0,3093
ID1087,          Lao,0,3093
ID1088,          Thai,0,3093
ID1091,          Azerbaijani,0,3093
ID1092,          Kazakh,0,3093
ID1093,          Turkish,0,3093
ID1094,          Uyghur,0,3093
ID1095,          Uzbek,0,3093
ID1098,          Estonian,0,3093
ID1099,          Finnish,0,3093
ID1100,          Hungarian,0,3093
ID877,            Kabyle,0,3117
ID878,            Tamazight,0,3117
ID881,            Hausa,0,3117
ID882,            Mina,0,3117
ID883,          Coptic,0,3117
ID885,            Bilen,0,3117
ID886,            Oromo,0,3117
ID887,            Somali,0,3117
ID890,            Amharic,0,3117
ID891,            Arabic,160,3117
ID893,              Assyrian Neo-Aramaic,0,3117
ID894,              Chaldean Neo-Aramaic,0,3117
ID895,"              Aramaic, n.o.s.",0,3117
ID896,            Harari,0,3117
ID897,            Hebrew,0,3117
ID898,            Maltese,0,3117
ID899,            Tigrigna,0,3117
ID902,          Khmer (Cambodian),0,3117
ID903,          Vietnamese,20,3117
ID906,          Bikol,0,3117
ID907,"          Bisaya, n.o.s.",0,3117
ID908,          Cebuano,0,3117
ID909,          Fijian,0,3117
ID910,          Hiligaynon,0,3117
ID911,          Ilocano,0,3117
ID912,          Indonesian,0,3117
ID913,          Kankanaey,0,3117
ID914,          Kinaray-a,0,3117
ID916,            Merina,0,3117
ID917,"            Malagasy, n.o.s.",0,3117
ID918,          Malay,0,3117
ID919,"          Pampangan (Kapampangan, Pampango)",0,3117
ID920,          Pangasinan,0,3117
ID921,"          Tagalog (Pilipino, Filipino)",20,3117
ID922,          Waray-Waray,0,3117
ID925,          Haitian Creole,25,3117
ID926,          Jamaican English Creole,0,3117
ID927,          Krio,0,3117
ID928,          Morisyen,0,3117
ID929,          Sango,0,3117
ID930,"          Creole, n.o.s.",0,3117
ID933,          Kannada,0,3117
ID934,          Malayalam,0,3117
ID935,          Tamil,0,3117
ID936,          Telugu,0,3117
ID937,          Tulu,0,3117
ID939,        Georgian,0,3117
ID942,          Albanian,0,3117
ID943,          Armenian,0,3117
ID946,              Latvian,0,3117
ID947,              Lithuanian,0,3117
ID949,              Belarusian,0,3117
ID950,              Bulgarian,0,3117
ID951,              Czech,0,3117
ID952,              Macedonian,0,3117
ID953,              Polish,10,3117
ID954,              Russian,60,3117
ID955,              Rusyn,0,3117
ID956,              Serbo-Croatian,15,3117
ID957,                Bosnian,0,3117
ID958,                Croatian,0,3117
ID959,                Serbian,15,3117
ID960,"                Serbo-Croatian, n.i.e.",0,3117
ID961,              Slovak,0,3117
ID962,              Slovene (Slovenian),0,3117
ID963,              Ukrainian,15,3117
ID966,            Irish,0,3117
ID967,            Scottish Gaelic,0,3117
ID968,            Welsh,0,3117
ID971,            Frisian,0,3117
ID973,              German,0,3117
ID974,              Pennsylvania German,0,3117
ID975,              Swiss German,0,3117
ID976,              Yiddish,0,3117
ID978,              Afrikaans,0,3117
ID979,              Dutch,0,3117
ID980,"              Low German, n.o.s.",0,3117
ID981,              Low Saxon,0,3117
ID982,              Plautdietsch,0,3117
ID983,              Vlaams (Flemish),0,3117
ID985,              Danish,0,3117
ID986,              Icelandic,0,3117
ID987,              Norwegian,0,3117
ID988,              Swedish,0,3117
ID990,          Greek,0,3117
ID993,              Assamese,0,3117
ID994,              Bengali,0,3117
ID995,              Gujarati,55,3117
ID996,              Hindi,0,3117
ID997,              Kacchi,0,3117
ID998,              Kashmiri,0,3117
ID999,              Konkani,0,3117
ID1000,              Marathi,0,3117
ID1001,              Nepali,0,3117
ID1003,                Odia,0,3117
ID1004,"                Oriya, n.o.s.",0,3117
ID1005,              Punjabi (Panjabi),0,3117
ID1006,              Rohingya,0,3117
ID1007,              Sindhi,0,3117
ID1008,              Sinhala (Sinhalese),0,3117
ID1009,              Urdu,0,3117
ID1012,              Baluchi,0,3117
ID1013,              Kurdish,0,3117
ID1014,              Parsi,0,3117
ID1015,              Pashto,0,3117
ID1017,                Dari,0,3117
ID1018,                Iranian Persian,75,3117
ID1019,"                Persian (Farsi), n.o.s.",0,3117
ID1023,            Catalan,0,3117
ID1024,            Italian,60,3117
ID1025,            Portuguese,20,3117
ID1026,            Romanian,0,3117
ID1027,            Spanish,60,3117
ID1030,        Japanese,0,3117
ID1031,        Korean,0,3117
ID1032,        Mongolian,0,3117
ID1034,          Akan (Twi),0,3117
ID1035,          Bamanankan,0,3117
ID1036,          Edo,0,3117
ID1037,          Éwé,0,3117
ID1038,"          Fulah (Pular, Pulaar, Fulfulde)",0,3117
ID1039,          Ga,0,3117
ID1040,          Ganda,0,3117
ID1041,          Gikuyu,0,3117
ID1042,          Igbo,0,3117
ID1043,          Kinyarwanda (Rwanda),0,3117
ID1044,          Lingala,0,3117
ID1045,          Luba-Kasai,0,3117
ID1046,          Mòoré,0,3117
ID1047,          Mwani,0,3117
ID1048,          Ndebele,0,3117
ID1049,          Rundi (Kirundi),0,3117
ID1050,          Shona,0,3117
ID1051,          Soninke,0,3117
ID1053,          Swahili,20,3117
ID1054,          Wojenaka,0,3117
ID1055,          Wolof,0,3117
ID1056,          Yoruba,0,3117
ID1059,          Dinka,0,3117
ID1060,          Nuer,0,3117
ID1062,"          African, n.o.s.",0,3117
ID1064,          American Sign Language,0,3117
ID1065,          Quebec Sign Language,0,3117
ID1069,            Hakka,0,3117
ID1070,            Mandarin,80,3117
ID1071,            Min Dong,0,3117
ID1072,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",0,3117
ID1073,            Wu (Shanghainese),0,3117
ID1074,            Yue (Cantonese),45,3117
ID1075,"            Chinese, n.o.s.",0,3117
ID1078,            Burmese,0,3117
ID1081,              S'gaw Karen,0,3117
ID1083,            Tibetan,0,3117
ID1087,          Lao,0,3117
ID1088,          Thai,0,3117
ID1091,          Azerbaijani,0,3117
ID1092,          Kazakh,0,3117
ID1093,          Turkish,0,3117
ID1094,          Uyghur,0,3117
ID1095,          Uzbek,0,3117
ID1098,          Estonian,0,3117
ID1099,          Finnish,0,3117
ID1100,          Hungarian,15,3117
