name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized
ottawa_ons2022_fitzroy_3046_00000_4_2_percent,860,0,0,0,0,0,0,1,0,0.13372093023255813,0.029069767441860465,0.011627906976744186,0.01744186046511628,0,0.01744186046511628,0,0,0.01744186046511628,NA,0.1511627906976744,14.6,58700,72200,60600,82400,16.6,21,NA,0,85,0.09826589595375723,0,NA,0,NA,85,0.09826589595375723,73.4,72.5,860,0,NA,25,10,15,0,115,0,15,0,0,0,0,90,0.9,0,0,10,0.1,0,0,0,0,75,0.42857142857142855,10,0.05714285714285714,NA,0.1,15,0,10,10,0,0,0,0,0,0,0,0,0,845,0,0.011627906976744186,0.011627906976744186,0,0,0,0,0,0,0,0,0,0.9825581395348837
ottawa_ons2022_glebe_dows_lake_3047_00000_4_1_percent,2630,0,0,0,0,0,0,1,0,0.3288973384030418,0.0076045627376425855,0,0.005703422053231939,0,0.09885931558935361,0.0076045627376425855,0.08,0.02091254752851711,NA,0.3231939163498099,7.8,68100,84000,73000,87400,13.7,16.2,NA,20,220,0.0838095238095238,0,NA,0,NA,220,0.0838095238095238,74.9,74,2630,10,1,20,0,15,0,865,0,55,130,0.049429657794676805,0,0,145,0.6444444444444445,20,0.08888888888888889,35,0.15555555555555556,15,0.06666666666666667,15,0.06666666666666667,235,0.5,10,0.02127659574468085,NA,0,260,35,80,15,0,45,25,30,15,0,10,0,0,2370,0.013307984790874524,0.030418250950570342,0.005703422053231939,0,0.017110266159695818,0.009505703422053232,0.011406844106463879,0.005703422053231939,0,0.0038022813688212928,0,0,0.9011406844106464
ottawa_ons2022_glen_cairn_3048_00000_2_3_percent,1805,0,0,0,0,0,0,1,0.019444444444444445,0.275,0.030555555555555555,0.022222222222222223,0.008333333333333333,0,0.11944444444444445,0.027700831024930747,0.19607843137254902,0.022222222222222223,NA,0.21052631578947367,17,42640,35480,41480,36360,31.1,34.7,NA,50,115,0.06371191135734072,0,NA,0,NA,115,0.06371191135734072,74.2,73,1805,10,1,55,40,15,0,495,35,40,10,0.005555555555555556,0,0,130,0.8666666666666667,15,0.1,0,0,0,0,0,0,40,0.21052631578947367,20,0.10526315789473684,NA,0,215,65,55,35,10,10,0,10,20,0,0,10,0,1585,0.03611111111111111,0.030555555555555555,0.019444444444444445,0.005555555555555556,0.005555555555555556,0,0.005555555555555556,0.011111111111111112,0,0,0.005555555555555556,0,0.8805555555555555
ottawa_ons2022_greater_madawaska_3706_00010_11_0_percent,915,0,0,0,0,0,0,1,0,0.08196721311475409,0.01092896174863388,0,0,0,0.01092896174863388,0.01092896174863388,0.6666666666666666,0,NA,0.22950819672131148,27.8,39800,33500,37500,33200,35.8,37.8,NA,10,130,0.14207650273224043,0,NA,0,NA,130,0.14207650273224043,73.7,72.5,915,0,NA,10,0,0,0,75,0,0,10,0.01098901098901099,0,0,35,0.6363636363636364,0,0,10,0.18181818181818182,0,0,0,0,10,0.16666666666666666,10,0.16666666666666666,NA,0.18181818181818182,10,0,0,0,0,0,0,0,0,0,0,0,0,905,0,0,0,0,0,0,0,0,0,0,0,0,0.9890710382513661
ottawa_ons2022_greely_3049_00000_0_9_percent,1610,0,0,0,0,0,0,1,0.006230529595015576,0.27102803738317754,0.012461059190031152,0.012461059190031152,0,0,0.0778816199376947,0.018633540372670808,0.1875,0.03426791277258567,NA,0.12732919254658384,10.3,48360,44920,47920,47760,25,28.9,NA,30,45,0.027950310559006212,0,NA,0,NA,45,0.027950310559006212,73.6,72,1610,0,NA,20,20,0,0,435,10,55,70,0.04361370716510903,10,0.006230529595015576,155,0.9117647058823529,0,0,0,0,0,0,0,0,90,0.33962264150943394,20,0.07547169811320754,NA,0,125,20,55,20,0,20,0,0,0,0,0,0,0,1480,0.012461059190031152,0.03426791277258567,0.012461059190031152,0,0.012461059190031152,0,0,0,0,0,0,0,0.9221183800623053
ottawa_ons2022_greenbelt_east_3050_00000_6_9_percent,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,NA,0.2857142857142857,0,44000,36000,48000,38000,40,36,NA,0,0,0,0,NA,0,NA,0,0,74,74.5,35,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_greenbelt_west_3051_00919_12_5_percent,25,0,0,0,0,0,0,1,0,0.4,0,0,0,0,0,0,0,0,NA,0.6,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,25,0,NA,0,0,0,0,10,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.6
ottawa_ons2022_greenboro_east_3052_00000_2_0_percent,745,0,0,0,0,0,0,1,0,0.5675675675675675,0,0,0,0,0.3918918918918919,0.08053691275167785,0.25,0.10810810810810811,NA,0.16778523489932887,13.3,38400,37400,39300,39200,29.7,34.6,NA,60,85,0.11486486486486487,0,NA,0,NA,85,0.11486486486486487,73.1,72,745,0,NA,0,0,0,0,420,0,80,45,0.060810810810810814,10,0.013513513513513514,75,0.75,0,0,10,0.1,0,0,15,0.15,25,0.19230769230769232,10,0.07692307692307693,NA,0,290,55,45,35,0,65,10,35,25,0,0,0,10,450,0.07432432432432433,0.060810810810810814,0.0472972972972973,0,0.08783783783783784,0.013513513513513514,0.0472972972972973,0.033783783783783786,0,0,0,0.013513513513513514,0.6081081081081081
ottawa_ons2022_greenboro_west_3053_00000_2_2_percent,770,0,0,0,0,0,0,1,0,0.4935064935064935,0,0,0,0,0.3181818181818182,0.09740259740259741,0.32608695652173914,0.05194805194805195,NA,0.2077922077922078,15.4,46500,45400,44300,46600,28,32.6,NA,75,85,0.11038961038961038,0,NA,0,NA,85,0.11038961038961038,72.5,72,770,0,NA,0,0,0,0,380,0,40,70,0.09090909090909091,10,0.012987012987012988,40,0.8,0,0,0,0,0,0,10,0.2,55,0.5,0,0,NA,0,245,25,40,75,0,70,20,0,0,0,0,0,0,530,0.032467532467532464,0.05194805194805195,0.09740259740259741,0,0.09090909090909091,0.025974025974025976,0,0,0,0,0,0,0.6883116883116883
ottawa_ons2022_hawkesbury_3606_00000_4_1_percent,2960,0,0,0,0,0,0,1,0,0.06587837837837837,0.02364864864864865,0.018581081081081082,0.0033783783783783786,0,0.010135135135135136,0.0033783783783783786,0.16666666666666666,0.0033783783783783786,NA,0.34966216216216217,15.6,33440,24920,32240,25640,46.3,51.1,NA,10,665,0.22466216216216217,0,NA,0,NA,665,0.22466216216216217,74.3,73,2960,15,1,70,55,10,0,195,0,10,2275,0.768581081081081,735,0.2483108108108108,305,0.8840579710144928,0,0,20,0.057971014492753624,0,0,20,0.057971014492753624,35,0.09210526315789473,50,0.13157894736842105,NA,0.11594202898550725,30,10,0,10,10,0,0,0,0,0,0,0,0,2930,0.0033783783783783786,0,0.0033783783783783786,0.0033783783783783786,0,0,0,0,0,0,0,0,0.9898648648648649
ottawa_ons2022_hawthorn_meadows_sheffield_glen_3054_00000_7_3_percent,920,0,0,0,0,0,0,1,0.02702702702702703,0.43783783783783786,0.05945945945945946,0.02702702702702703,0.02702702702702703,0,0.2756756756756757,0.08152173913043478,0.3488372093023256,0.08108108108108109,NA,0.33695652173913043,19.2,37700,33000,35900,33000,37.4,42,NA,75,160,0.17391304347826086,0,NA,0,NA,160,0.17391304347826086,74.6,73,920,10,1,55,25,25,0,405,25,75,120,0.12972972972972974,35,0.03783783783783784,35,0.5,25,0.35714285714285715,0,0,0,0,0,0,35,0.35,0,0,NA,0,255,15,20,70,20,75,20,15,0,0,0,15,10,670,0.016216216216216217,0.021621621621621623,0.07567567567567568,0.021621621621621623,0.08108108108108109,0.021621621621621623,0.016216216216216217,0,0,0,0.016216216216216217,0.010810810810810811,0.7243243243243244
ottawa_ons2022_head_clara_and_maria_3707_00009_4_1_percent,115,0,0,0,0,0,0,1,0,0,0.13043478260869565,0.13043478260869565,0,0,0,0,NA,0,NA,0.13043478260869565,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,71.5,70,115,0,NA,15,15,0,0,0,0,0,15,0.13636363636363635,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,10,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0.9565217391304348
ottawa_ons2022_hintonburg_mechanicsville_3055_00000_3_8_percent,1470,0,0,0,0,0,0,1,0.006802721088435374,0.3843537414965986,0.02040816326530612,0.017006802721088437,0,0,0.1564625850340136,0.047619047619047616,0.23728813559322035,0.09523809523809523,NA,0.5136054421768708,15.9,43000,42900,43320,45400,30.6,35.3,NA,70,390,0.26440677966101694,0,NA,0,NA,390,0.26440677966101694,74.3,73,1470,0,NA,30,25,0,0,565,10,140,100,0.06802721088435375,30,0.02040816326530612,45,0.5,30,0.3333333333333333,10,0.1111111111111111,0,0,10,0.1111111111111111,100,0.5263157894736842,10,0.05263157894736842,NA,0,230,10,55,65,0,25,30,35,0,0,0,0,10,1240,0.006802721088435374,0.03741496598639456,0.04421768707482993,0,0.017006802721088437,0.02040816326530612,0.023809523809523808,0,0,0,0,0.006802721088435374,0.8435374149659864
ottawa_ons2022_horton_3708_00000_5_3_percent,710,0,0,0,0,0,0,1,0,0.08450704225352113,0.08450704225352113,0.02112676056338028,0.07042253521126761,0,0,0,0,0,NA,0.19718309859154928,24.1,33200,21200,33800,25300,41.6,50,NA,0,90,0.1258741258741259,0,NA,0,NA,90,0.1258741258741259,73.1,72,710,0,NA,60,15,50,0,60,0,0,0,0,0,0,85,1,0,0,0,0,0,0,0,0,20,0.17391304347826086,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_hunt_club_park_3056_00000_3_4_percent,1245,0,0,0,0,0,0,1,0,0.688,0,0,0,0,0.512,0.08835341365461848,0.2222222222222222,0.084,NA,0.14859437751004015,27.8,39900,40500,43200,44200,28.1,34.6,NA,110,130,0.10441767068273092,0,NA,0,NA,130,0.10441767068273092,73.2,71,1245,0,NA,0,0,0,0,860,0,105,80,0.064,40,0.032,140,0.9333333333333333,0,0,0,0,0,0,0,0,45,0.23076923076923078,20,0.10256410256410256,NA,0.06666666666666667,640,115,125,160,0,120,25,50,25,0,0,0,10,610,0.092,0.1,0.128,0,0.096,0.02,0.04,0.02,0,0,0,0.008,0.488
ottawa_ons2022_industrial_east_3057_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_iris_3058_00000_2_9_percent,860,0,0,0,0,0,0,1,0,0.36257309941520466,0.017543859649122806,0.011695906432748537,0.011695906432748537,0,0.16374269005847952,0.029069767441860465,0.23809523809523808,0.023391812865497075,NA,0.2558139534883721,8.3,41000,33200,43100,38600,30.6,37,NA,25,50,0.05847953216374269,0,NA,0,NA,50,0.05847953216374269,74.9,73,860,0,NA,15,10,10,0,310,0,20,35,0.04093567251461988,0,0,60,0.8,0,0,0,0,0,0,0,0,30,0.2727272727272727,0,0,NA,0,140,25,45,10,0,35,0,10,0,0,0,0,0,720,0.029239766081871343,0.05263157894736842,0.011695906432748537,0,0.04093567251461988,0,0.011695906432748537,0,0,0,0,0,0.8421052631578947
ottawa_ons2022_island_park_wellington_village_3059_00000_1_9_percent,990,0,0,0,0,0,0,1,0,0.2828282828282828,0.010101010101010102,0.010101010101010102,0,0,0.06565656565656566,0,0,0.020202020202020204,NA,0.26262626262626265,8.3,71800,80400,68000,79200,15.2,16.9,NA,0,25,0.025252525252525252,0,NA,0,NA,25,0.025252525252525252,73.3,71.5,990,0,NA,10,10,0,0,280,0,20,35,0.03535353535353535,0,0,65,0.7647058823529411,0,0,10,0.11764705882352941,0,0,0,0,80,0.5,15,0.09375,NA,0,65,25,15,10,0,0,0,0,0,0,0,0,0,925,0.025252525252525252,0.015151515151515152,0.010101010101010102,0,0,0,0,0,0,0,0,0,0.9343434343434344
ottawa_ons2022_kanata_lakes_3060_00000_2_3_percent,3695,0,0,0,0,0,0,1,0.02981029810298103,0.4024390243902439,0.014905149051490514,0.006775067750677507,0.005420054200542005,0,0.24254742547425473,0.017591339648173207,0.07602339181286549,0.10569105691056911,NA,0.2259810554803789,13.6,50480,49880,49120,50360,23.1,25.4,NA,65,215,0.058186738836265225,0,NA,0,NA,215,0.058186738836265225,76.2,75,3695,10,1,55,25,20,0,1485,110,390,120,0.032520325203252036,20,0.005420054200542005,170,0.7391304347826086,20,0.08695652173913043,25,0.10869565217391304,0,0,15,0.06521739130434782,210,0.47191011235955055,20,0.0449438202247191,NA,0.08695652173913043,895,185,485,50,10,35,0,15,70,0,10,10,15,2800,0.05013550135501355,0.13143631436314362,0.013550135501355014,0.0027100271002710027,0.009485094850948509,0,0.0040650406504065045,0.018970189701897018,0,0.0027100271002710027,0.0027100271002710027,0.0040650406504065045,0.7588075880758808
ottawa_ons2022_katimavik_hazeldean_3061_00000_1_7_percent,1990,0,0,0,0,0,0,1,0.007537688442211055,0.3743718592964824,0.01256281407035176,0,0.007537688442211055,0,0.21105527638190955,0.05527638190954774,0.3142857142857143,0.04271356783919598,NA,0.17587939698492464,6.9,45560,42160,45080,42600,26.8,30.7,NA,110,120,0.06030150753768844,0,NA,0,NA,120,0.06030150753768844,72.8,71.5,1990,0,NA,25,0,15,0,745,15,85,35,0.017587939698492462,0,0,115,0.8214285714285714,10,0.07142857142857142,0,0,0,0,15,0.10714285714285714,125,0.46296296296296297,25,0.09259259259259259,NA,0,420,75,165,35,35,35,30,35,20,0,0,0,0,1565,0.03768844221105527,0.0829145728643216,0.017587939698492462,0.017587939698492462,0.017587939698492462,0.01507537688442211,0.017587939698492462,0.010050251256281407,0,0,0,0,0.7864321608040201
ottawa_ons2022_killaloe_hagarty_and_richards_3709_00000_5_3_percent,730,0,0,0,0,0,0,1,0,0.10273972602739725,0.0684931506849315,0.03424657534246575,0.03424657534246575,0,0,0,0,0,NA,0.3219178082191781,20,34000,25200,33000,26700,43.6,48.2,NA,0,150,0.20408163265306123,0,NA,0,NA,150,0.20408163265306123,74.1,72.5,730,0,NA,50,25,25,0,75,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,25,0.38461538461538464,10,0.15384615384615385,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_kinburn_3062_00000_4_8_percent,400,0,0,0,0,0,0,1,0,0.15,0.025,0,0.025,0,0,0,0,0,NA,0.1875,0,44400,35400,42600,39600,29.4,35.2,NA,0,45,0.1125,0,NA,0,NA,45,0.1125,73.8,71.5,400,0,NA,10,0,10,0,60,0,0,0,0,0,0,45,0.75,0,0,0,0,0,0,0,0,50,0.45454545454545453,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_lanark_highlands_3404_00000_7_3_percent,1445,0,0,0,0,0,0,1,0,0.12110726643598616,0.02422145328719723,0.01730103806228374,0.006920415224913495,0,0,0,0,0,NA,0.20069204152249134,10.2,36480,30000,35040,30650,38.6,42.5,NA,0,270,0.18620689655172415,0,NA,0,NA,270,0.18620689655172415,72.6,71.5,1445,0,NA,35,25,10,0,175,0,0,25,0.017241379310344827,0,0,130,0.9285714285714286,0,0,10,0.07142857142857142,0,0,0,0,125,0.4716981132075472,45,0.16981132075471697,NA,0.10714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,1445,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_laurentian_3063_00000_1_7_percent,2270,0,0,0,0,0,0,1,0.004405286343612335,0.2775330396475771,0.011013215859030838,0.006607929515418502,0.004405286343612335,0,0.06607929515418502,0.024229074889867842,0.275,0.028634361233480177,NA,0.2665198237885463,6.8,55500,55300,53800,55850,21.8,24.6,NA,55,180,0.07929515418502203,0,NA,0,NA,180,0.07929515418502203,75.1,73.5,2270,0,NA,25,15,10,0,630,10,65,55,0.024229074889867842,0,0,100,0.7407407407407407,10,0.07407407407407407,20,0.14814814814814814,0,0,0,0,145,0.5087719298245614,10,0.03508771929824561,NA,0,150,20,35,20,0,35,10,0,15,0,10,0,10,2120,0.00881057268722467,0.015418502202643172,0.00881057268722467,0,0.015418502202643172,0.004405286343612335,0,0.006607929515418502,0,0.004405286343612335,0,0.004405286343612335,0.933920704845815
ottawa_ons2022_laurentian_hills_3710_00000_3_6_percent,530,0,0,0,0,0,0,1,0,0.10377358490566038,0.0660377358490566,0.05660377358490566,0,0,0.018867924528301886,0,0,0,NA,0.1792452830188679,23.1,42000,37000,42600,38600,31.8,37.2,NA,0,45,0.08490566037735849,0,NA,0,NA,45,0.08490566037735849,74.2,72.5,530,0,NA,35,30,0,0,55,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,10,0.2,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0.9811320754716981
ottawa_ons2022_laurentian_valley_3711_00000_1_9_percent,1945,0,0,0,0,0,0,1,0,0.07179487179487179,0.0641025641025641,0.02564102564102564,0.03333333333333333,0,0.007692307692307693,0,0,0,NA,0.16709511568123395,8,37520,29560,36480,30360,38.4,42.2,NA,0,235,0.12051282051282051,0,NA,0,NA,235,0.12051282051282051,74.2,73,1945,0,NA,125,50,65,0,140,0,0,25,0.01282051282051282,10,0.005128205128205128,165,0.9705882352941176,0,0,0,0,0,0,0,0,60,0.2608695652173913,35,0.15217391304347827,NA,0.08823529411764706,15,0,0,0,0,0,10,0,0,0,0,0,0,1935,0,0,0,0,0,0.005128205128205128,0,0,0,0,0,0,0.9923076923076923
ottawa_ons2022_lebreton_development_3064_00999_20_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_ledbury_heron_gate_ridgemont_3065_00000_6_2_percent,1365,0,0,0,0,0,0,1,0.011029411764705883,0.6727941176470589,0.014705882352941176,0.007352941176470588,0.011029411764705883,0,0.5,0.21611721611721613,0.48760330578512395,0.16911764705882354,NA,0.37362637362637363,15.8,29520,25850,27760,26100,51.7,58,NA,295,505,0.3713235294117647,0,NA,0,NA,505,0.3713235294117647,74.2,72.5,1365,20,1,20,10,15,0,915,15,230,85,0.0625,50,0.03676470588235294,100,0.7142857142857143,35,0.25,0,0,0,0,0,0,20,0.12121212121212122,15,0.09090909090909091,NA,0.10714285714285714,680,75,60,225,15,190,40,45,0,0,0,10,20,680,0.05514705882352941,0.04411764705882353,0.16544117647058823,0.011029411764705883,0.13970588235294118,0.029411764705882353,0.03308823529411765,0,0,0,0.007352941176470588,0.014705882352941176,0.5
ottawa_ons2022_leslie_park_bruce_farm_3066_00000_3_8_percent,605,0,0,0,0,0,0,1,0,0.32786885245901637,0.02459016393442623,0,0.01639344262295082,0,0.14754098360655737,0.05785123966942149,0.35,0.040983606557377046,NA,0.3305785123966942,25,46400,38800,39800,33400,35.6,34.4,NA,35,60,0.09836065573770492,0,NA,0,NA,60,0.09836065573770492,76.6,75,605,0,NA,15,0,10,0,200,0,25,20,0.03278688524590164,10,0.01639344262295082,20,1,0,0,0,0,0,0,0,0,25,0.5555555555555556,0,0,NA,0,90,0,30,10,0,0,10,15,0,0,0,0,0,520,0,0.04918032786885246,0.01639344262295082,0,0,0.01639344262295082,0.02459016393442623,0,0,0,0,0,0.8524590163934426
ottawa_ons2022_lowertown_east_3067_00000_6_5_percent,1190,0,0,0,0,0,0,1,0.008403361344537815,0.2815126050420168,0.02100840336134454,0.01680672268907563,0,0,0.17647058823529413,0.05042016806722689,0.27906976744186046,0.029411764705882353,NA,0.5210084033613446,28.6,42900,45900,41700,47400,31.1,36,NA,60,390,0.3277310924369748,0,NA,0,NA,390,0.3277310924369748,75.3,74,1190,15,0.75,25,20,0,0,335,10,35,435,0.36554621848739494,95,0.07983193277310924,30,0.42857142857142855,15,0.21428571428571427,25,0.35714285714285715,0,0,0,0,30,0.2857142857142857,0,0,NA,0,210,25,30,80,0,10,35,15,0,0,0,0,0,980,0.02100840336134454,0.025210084033613446,0.06722689075630252,0,0.008403361344537815,0.029411764705882353,0.012605042016806723,0,0,0,0,0,0.8235294117647058
ottawa_ons2022_lowertown_west_3068_00000_6_2_percent,915,0,0,0,0,0,0,1,0,0.25274725274725274,0.02197802197802198,0.02197802197802198,0,0,0.08241758241758242,0.0273224043715847,0.23809523809523808,0,NA,0.3989071038251366,10.3,60800,67000,62300,72600,16.9,20.8,NA,25,110,0.12087912087912088,0,NA,0,NA,110,0.12087912087912088,74.5,74,915,0,NA,20,20,0,0,230,0,0,240,0.26373626373626374,15,0.016483516483516484,30,0.4,15,0.2,25,0.3333333333333333,0,0,0,0,100,0.5882352941176471,10,0.058823529411764705,NA,0,75,0,10,20,0,20,10,0,0,0,10,0,0,840,0,0.01098901098901099,0.02197802197802198,0,0.02197802197802198,0.01098901098901099,0,0,0,0.01098901098901099,0,0,0.9230769230769231
ottawa_ons2022_madawaska_valley_3712_00000_7_7_percent,1160,0,0,0,0,0,0,1,0,0.15517241379310345,0.02586206896551724,0.01293103448275862,0.01293103448275862,0,0.01293103448275862,0.01293103448275862,0.375,0.008620689655172414,NA,0.25,11.5,33900,24400,32600,25850,44.6,49.2,NA,15,225,0.1939655172413793,0,NA,0,NA,225,0.1939655172413793,74.6,73,1160,0,NA,30,15,15,0,180,0,10,0,0,0,0,60,0.8,0,0,0,0,0,0,10,0.13333333333333333,40,0.32,15,0.12,NA,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1145,0,0,0,0,0,0,0,0,0,0,0,0,0.9870689655172413
ottawa_ons2022_manor_park_3069_00000_2_5_percent,2075,0,0,0,0,0,0,1,0.016867469879518072,0.27228915662650605,0.02891566265060241,0.014457831325301205,0.014457831325301205,0,0.13012048192771083,0.043373493975903614,0.3,0.03140096618357488,NA,0.41445783132530123,7.8,45720,47040,43400,47120,28.2,31.7,NA,90,435,0.20963855421686747,0,NA,0,NA,435,0.20963855421686747,75.4,74,2075,15,1,60,30,30,0,565,35,65,760,0.3671497584541063,125,0.06038647342995169,85,0.7083333333333334,20,0.16666666666666666,10,0.08333333333333333,0,0,10,0.08333333333333333,115,0.48936170212765956,10,0.0425531914893617,NA,0.08333333333333333,270,30,20,90,30,60,0,0,10,0,0,0,10,1805,0.014457831325301205,0.00963855421686747,0.043373493975903614,0.014457831325301205,0.02891566265060241,0,0,0.004819277108433735,0,0,0,0.004819277108433735,0.8698795180722891
