name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized,number_of_children_eligible_for_instruction_in_the_minority_official_language,percent_of_children_eligible_for_instruction_in_the_minority_official_language,number_of_children_not_eligible_for_instruction_in_the_minority_official_language,percent_of_children_not_eligible_for_instruction_in_the_minority_official_language,number_1_year_mobility_total,number_1_year_non_movers,number_1_year_movers,number_1_year_non_migrants,number_1_year_migrants,number_1_year_intraprovincial_migrants,number_1_year_interprovincial_migrants,number_1_year_external_migrants,percent_1_year_non_movers,percent_1_year_movers,percent_1_year_migrants.x,percent_1_year_migrants.y,percent_1_year_intraprovincial_migrants,percent_1_year_interprovincial_migrants,percent_1_year_external_migrants,number_5_year_mobility_total,number_5_year_non_movers,number_5_year_movers,number_5_year_non_migrants,number_5_year_migrants,number_5_year_intraprovincial_migrants,number_5_year_interprovincial_migrants,number_5_year_external_migrants,percent_5_year_non_movers,percent_5_year_movers,percent_5_year_migrants.x,percent_5_year_migrants.y,percent_5_year_intraprovincial_migrants,percent_5_year_interprovincial_migrants,percent_5_year_external_migrants
ottawa_ons2022_brookside_briarbrook_morgans_grant_3016_00000_1_0_percent,1125,1125,1,0,0,0,0,0,0.05752212389380531,0.06637168141592921,0.035398230088495575,0.017699115044247787,0.008849557522123894,0,0.5929203539823009,0.008888888888888889,0.13333333333333333,0.05309734513274336,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,55,0.04888888888888889,55,0.04888888888888889,0,NA,0,NA,3.9,4,0,115,0.10222222222222223,40,20,10,0,75,65,60,60,0.05309734513274336,20,0.017699115044247787,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,670,180,120,115,35,140,15,20,35,0,0,0,10,460,0.1592920353982301,0.10619469026548672,0.10176991150442478,0.030973451327433628,0.12389380530973451,0.01327433628318584,0.017699115044247787,0.030973451327433628,0,0,0,0.008849557522123894,0.40707964601769914,235,0.2088888888888889,895,0.7955555555555556,1000,835,170,85,90,35,25,30,0.835,0.17,0.085,0.09,0.035,0.025,0.03,395,220,175,80,95,15,25,55,0.5569620253164557,0.4430379746835443,0.20253164556962025,0.24050632911392406,0.0379746835443038,0.06329113924050633,0.13924050632911392
ottawa_ons2022_brudenell_lyndoch_and_raglan_3704_00000_5_1_percent,50,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,4.6,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,1,45,45,0,0,0,0,0,0,1,0,0,0,0,0,0,15,10,0,0,0,0,0,0,0.6666666666666666,0,0,0,0,0,0
ottawa_ons2022_cardinal_creek_3017_00000_1_7_percent,995,995,1,0,0,0,0,0,0.01507537688442211,0.01507537688442211,0.02512562814070352,0,0.020100502512562814,0,0.32160804020100503,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,35,0.035175879396984924,35,0.035175879396984924,0,NA,0,NA,3.7,3.9,0,65,0.06565656565656566,25,0,20,0,15,15,0,360,0.36180904522613067,155,0.15577889447236182,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,320,30,10,150,10,85,0,10,0,0,0,0,25,675,0.03015075376884422,0.010050251256281407,0.1507537688442211,0.010050251256281407,0.08542713567839195,0,0.010050251256281407,0,0,0,0,0.02512562814070352,0.678391959798995,555,0.5577889447236181,440,0.44221105527638194,880,780,100,70,30,0,0,20,0.8863636363636364,0.11363636363636363,0.07954545454545454,0.03409090909090909,0,0,0.022727272727272728,315,160,155,110,45,30,0,10,0.5079365079365079,0.49206349206349204,0.3492063492063492,0.14285714285714285,0.09523809523809523,0,0.031746031746031744
ottawa_ons2022_carleton_heights_courtland_park_3018_00000_3_6_percent,440,440,1,0,0,0,0,0,0.0449438202247191,0.0449438202247191,0.07865168539325842,0.033707865168539325,0.033707865168539325,0,0.5056179775280899,0.022727272727272728,0.5,0.0898876404494382,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,105,0.23863636363636365,105,0.23863636363636365,0,NA,0,NA,3.9,3.9,0,120,0.2727272727272727,35,15,15,0,20,20,40,65,0.14606741573033707,10,0.02247191011235955,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,225,35,10,80,0,55,20,0,0,0,0,0,0,220,0.07865168539325842,0.02247191011235955,0.1797752808988764,0,0.12359550561797752,0.0449438202247191,0,0,0,0,0,0,0.4943820224719101,165,0.375,280,0.6363636363636364,385,330,65,50,15,10,0,10,0.8571428571428571,0.16883116883116883,0.12987012987012986,0.03896103896103896,0.025974025974025976,0,0.025974025974025976,165,100,65,30,30,10,10,10,0.6060606060606061,0.3939393939393939,0.18181818181818182,0.18181818181818182,0.06060606060606061,0.06060606060606061,0.06060606060606061
ottawa_ons2022_carleton_place_3402_00000_2_3_percent,970,970,1,0,0,0,0,0,0.010309278350515464,0.010309278350515464,0.05154639175257732,0.02577319587628866,0.010309278350515464,0.010309278350515464,0.0979381443298969,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,70,0.07253886010362694,70,0.07253886010362694,0,NA,0,NA,3.4,3.5,0,120,0.1256544502617801,50,25,10,10,10,10,0,25,0.02577319587628866,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,95,15,0,35,0,20,10,0,0,0,0,0,0,875,0.015463917525773196,0,0.03608247422680412,0,0.020618556701030927,0.010309278350515464,0,0,0,0,0,0,0.9020618556701031,160,0.16580310880829016,810,0.8393782383419689,820,665,160,60,100,100,0,0,0.8109756097560976,0.1951219512195122,0.07317073170731707,0.12195121951219512,0.12195121951219512,0,0,275,115,160,50,115,85,20,10,0.41818181818181815,0.5818181818181818,0.18181818181818182,0.41818181818181815,0.3090909090909091,0.07272727272727272,0.03636363636363636
ottawa_ons2022_carleton_university_3019_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_carlington_3020_00000_4_4_percent,1265,1265,1,0,0,0,0,0,0.05533596837944664,0.05533596837944664,0.02766798418972332,0.011857707509881422,0,0.007905138339920948,0.6007905138339921,0.03162055335968379,0.5714285714285714,0.07114624505928854,NA,0,0,NA,NA,NA,NA,NA,NA,NA,40,375,0.2976190476190476,375,0.2976190476190476,0,NA,0,NA,3.6,3.6,0,300,0.23715415019762845,35,15,0,10,70,70,90,120,0.09486166007905138,30,0.023715415019762844,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,760,55,40,405,15,105,15,65,25,10,0,0,15,505,0.043478260869565216,0.03162055335968379,0.3201581027667984,0.011857707509881422,0.08300395256916997,0.011857707509881422,0.05138339920948617,0.019762845849802372,0.007905138339920948,0,0,0.011857707509881422,0.39920948616600793,345,0.27380952380952384,920,0.7301587301587301,1130,1010,125,95,20,0,10,10,0.8938053097345132,0.11061946902654868,0.084070796460177,0.017699115044247787,0,0.008849557522123894,0.008849557522123894,370,240,135,70,60,10,0,55,0.6486486486486487,0.36486486486486486,0.1891891891891892,0.16216216216216217,0.02702702702702703,0,0.14864864864864866
ottawa_ons2022_carp_3021_00000_1_8_percent,400,400,1,0,0,0,0,0,0,0,0.08860759493670886,0.02531645569620253,0.05063291139240506,0,0.1518987341772152,0,NA,0.02531645569620253,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,4,4.2,0,20,0.05,35,10,20,0,0,0,10,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,60,10,10,10,0,0,0,15,0,0,0,0,10,335,0.02531645569620253,0.02531645569620253,0.02531645569620253,0,0,0,0.0379746835443038,0,0,0,0,0.02531645569620253,0.8481012658227848,120,0.3,280,0.7,370,325,45,35,0,0,0,0,0.8783783783783784,0.12162162162162163,0.0945945945945946,0,0,0,0,135,70,65,40,20,15,10,0,0.5185185185185185,0.48148148148148145,0.2962962962962963,0.14814814814814814,0.1111111111111111,0.07407407407407407,0
ottawa_ons2022_carson_grove_carson_meadows_3022_00000_2_5_percent,645,645,1,0,0,0,0,0,0.078125,0.078125,0.03125,0.03125,0,0,0.59375,0.03875968992248062,0.5,0.0234375,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25,125,0.1937984496124031,125,0.1937984496124031,0,NA,0,NA,3.6,3.5,0,160,0.24806201550387597,20,20,0,0,50,50,15,240,0.375,120,0.1875,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,380,55,15,185,0,50,0,0,45,0,0,0,10,265,0.0859375,0.0234375,0.2890625,0,0.078125,0,0,0.0703125,0,0,0,0.015625,0.4140625,340,0.5271317829457365,305,0.4728682170542636,560,475,85,55,25,25,0,0,0.8482142857142857,0.15178571428571427,0.09821428571428571,0.044642857142857144,0.044642857142857144,0,0,200,85,120,55,65,30,0,35,0.425,0.6,0.275,0.325,0.15,0,0.175
ottawa_ons2022_casselman_3602_00000_2_7_percent,295,295,1,0,0,0,0,0,0.03389830508474576,0.03389830508474576,0,0,0,0,0.2542372881355932,0,0,0.03389830508474576,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,30,0.1016949152542373,30,0.1016949152542373,0,NA,0,NA,4,4,0,45,0.15254237288135594,0,0,0,0,10,10,10,155,0.5254237288135594,80,0.2711864406779661,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,75,10,20,20,0,0,0,10,0,0,0,0,0,220,0.03389830508474576,0.06779661016949153,0.06779661016949153,0,0,0,0.03389830508474576,0,0,0,0,0,0.7457627118644068,230,0.7796610169491526,65,0.22033898305084745,275,200,75,15,55,50,0,0,0.7272727272727273,0.2727272727272727,0.05454545454545454,0.2,0.18181818181818182,0,0,105,45,55,10,50,40,0,0,0.42857142857142855,0.5238095238095238,0.09523809523809523,0.47619047619047616,0.38095238095238093,0,0
ottawa_ons2022_centrepointe_briargreen_3023_00000_1_9_percent,450,450,1,0,0,0,0,0,0.03296703296703297,0.03296703296703297,0.02197802197802198,0.02197802197802198,0,0,0.4065934065934066,0,0,0.03296703296703297,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,25,0.054945054945054944,25,0.054945054945054944,0,NA,0,NA,3.5,3.5,0,60,0.13333333333333333,10,10,0,0,15,15,15,20,0.04395604395604396,10,0.02197802197802198,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,185,35,45,50,0,35,0,0,0,0,0,0,10,275,0.07692307692307693,0.0989010989010989,0.10989010989010989,0,0.07692307692307693,0,0,0,0,0,0,0.02197802197802198,0.6043956043956044,115,0.25274725274725274,340,0.7472527472527473,390,325,65,60,0,0,0,0,0.8333333333333334,0.16666666666666666,0.15384615384615385,0,0,0,0,120,65,60,50,10,0,0,0,0.5416666666666666,0.5,0.4166666666666667,0.08333333333333333,0,0,0
ottawa_ons2022_centretown_3024_00000_5_7_percent,1020,1020,1,0,0,0,0,0,0.0392156862745098,0.0392156862745098,0.03431372549019608,0.024509803921568627,0,0,0.49019607843137253,0,0,0.04411764705882353,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,215,0.2107843137254902,215,0.2107843137254902,0,NA,0,NA,3.4,3.6,0,210,0.20689655172413793,35,25,0,0,40,40,45,115,0.11274509803921569,25,0.024509803921568627,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,500,90,50,210,10,25,0,50,20,15,0,0,25,525,0.08823529411764706,0.049019607843137254,0.20588235294117646,0.00980392156862745,0.024509803921568627,0,0.049019607843137254,0.0196078431372549,0.014705882352941176,0,0,0.024509803921568627,0.5147058823529411,375,0.36764705882352944,650,0.6372549019607843,895,795,100,70,35,15,15,0,0.888268156424581,0.11173184357541899,0.0782122905027933,0.03910614525139665,0.01675977653631285,0.01675977653631285,0,280,150,130,80,50,10,10,25,0.5357142857142857,0.4642857142857143,0.2857142857142857,0.17857142857142858,0.03571428571428571,0.03571428571428571,0.08928571428571429
ottawa_ons2022_champlain_3603_00000_2_8_percent,450,450,1,0,0,0,0,0,0,0,0.03333333333333333,0.022222222222222223,0,0,0.044444444444444446,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,45,0.1,45,0.1,0,NA,0,NA,3.4,3.4,0,85,0.18888888888888888,15,10,0,0,0,0,0,230,0.5111111111111111,130,0.28888888888888886,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,20,10,0,10,0,0,0,0,0,0,0,0,0,430,0.022222222222222223,0,0.022222222222222223,0,0,0,0,0,0,0,0,0,0.9555555555555556,345,0.7666666666666667,110,0.24444444444444444,390,350,45,0,40,35,10,0,0.8974358974358975,0.11538461538461539,0,0.10256410256410256,0.08974358974358974,0.02564102564102564,0,115,55,60,15,50,40,10,0,0.4782608695652174,0.5217391304347826,0.13043478260869565,0.43478260869565216,0.34782608695652173,0.08695652173913043,0
ottawa_ons2022_chapel_hill_north_3025_00000_1_4_percent,760,760,1,0,0,0,0,0,0.046052631578947366,0.05263157894736842,0.03289473684210526,0.019736842105263157,0.019736842105263157,0,0.3881578947368421,0,0,0.03289473684210526,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,60,0.0784313725490196,60,0.0784313725490196,0,NA,0,NA,3.8,3.8,0,95,0.125,25,15,15,0,40,35,25,200,0.2631578947368421,90,0.11842105263157894,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,295,50,25,85,0,50,15,0,10,0,0,0,50,470,0.06578947368421052,0.03289473684210526,0.1118421052631579,0,0.06578947368421052,0.019736842105263157,0,0.013157894736842105,0,0,0,0.06578947368421052,0.618421052631579,415,0.5424836601307189,345,0.45098039215686275,670,575,95,70,20,0,15,0,0.8582089552238806,0.1417910447761194,0.1044776119402985,0.029850746268656716,0,0.022388059701492536,0,260,100,160,80,75,0,30,40,0.38461538461538464,0.6153846153846154,0.3076923076923077,0.28846153846153844,0,0.11538461538461539,0.15384615384615385
ottawa_ons2022_chapel_hill_south_3026_00000_1_3_percent,1240,1240,1,0,0,0,0,0,0.028225806451612902,0.028225806451612902,0.008064516129032258,0,0.008064516129032258,0,0.46774193548387094,0.008064516129032258,0.2857142857142857,0.028225806451612902,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,25,0.020161290322580645,25,0.020161290322580645,0,NA,0,NA,3.6,3.7,0,135,0.10887096774193548,10,0,10,0,35,35,35,365,0.29435483870967744,150,0.12096774193548387,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,580,95,20,165,10,115,20,30,40,25,0,0,65,660,0.07661290322580645,0.016129032258064516,0.13306451612903225,0.008064516129032258,0.09274193548387097,0.016129032258064516,0.024193548387096774,0.03225806451612903,0.020161290322580645,0,0,0.05241935483870968,0.532258064516129,680,0.5483870967741935,560,0.45161290322580644,1075,810,265,180,85,35,40,15,0.7534883720930232,0.24651162790697675,0.16744186046511628,0.07906976744186046,0.03255813953488372,0.037209302325581395,0.013953488372093023,375,150,225,120,105,35,45,25,0.4,0.6,0.32,0.28,0.09333333333333334,0.12,0.06666666666666667
ottawa_ons2022_chapman_mills_3027_00000_1_4_percent,1075,1075,1,0,0,0,0,0,0.06074766355140187,0.06542056074766354,0.009345794392523364,0,0.009345794392523364,0,0.6495327102803738,0.009302325581395349,0.14285714285714285,0.0794392523364486,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,90,0.08372093023255814,90,0.08372093023255814,0,NA,0,NA,3.8,3.9,0,75,0.07042253521126761,10,0,10,0,70,65,85,65,0.06074766355140187,15,0.014018691588785047,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,695,150,90,115,45,200,0,25,25,0,0,0,35,375,0.14018691588785046,0.08411214953271028,0.10747663551401869,0.04205607476635514,0.18691588785046728,0,0.02336448598130841,0.02336448598130841,0,0,0,0.03271028037383177,0.35046728971962615,200,0.18604651162790697,875,0.813953488372093,920,770,155,105,50,25,10,15,0.8369565217391305,0.16847826086956522,0.11413043478260869,0.05434782608695652,0.02717391304347826,0.010869565217391304,0.016304347826086956,375,175,205,85,120,45,25,40,0.4666666666666667,0.5466666666666666,0.22666666666666666,0.32,0.12,0.06666666666666667,0.10666666666666667
ottawa_ons2022_city_view_3028_00000_4_8_percent,295,295,1,0,0,0,0,0,0.06779661016949153,0.06779661016949153,0.05084745762711865,0,0,0.03389830508474576,0.3559322033898305,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,60,0.20689655172413793,60,0.20689655172413793,0,NA,0,NA,3.7,3.9,0,35,0.1206896551724138,15,0,0,10,20,20,0,40,0.13559322033898305,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,105,10,25,30,0,10,0,20,0,0,0,0,0,185,0.03389830508474576,0.0847457627118644,0.1016949152542373,0,0.03389830508474576,0,0.06779661016949153,0,0,0,0,0,0.6271186440677966,95,0.3220338983050847,200,0.6779661016949152,260,240,20,0,20,10,0,0,0.9230769230769231,0.07692307692307693,0,0.07692307692307693,0.038461538461538464,0,0,90,30,60,15,40,20,0,30,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.4444444444444444,0.2222222222222222,0,0.3333333333333333
ottawa_ons2022_civic_hospital_3029_00000_2_7_percent,375,375,1,0,0,0,0,0,0,0,0,0,0,0,0.26666666666666666,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,35,0.0945945945945946,35,0.0945945945945946,0,NA,0,NA,3.7,3.3,0,45,0.12,0,0,0,0,0,0,0,45,0.12,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,100,35,35,20,0,0,0,0,0,0,0,0,10,270,0.09333333333333334,0.09333333333333334,0.05333333333333334,0,0,0,0,0,0,0,0,0.02666666666666667,0.72,150,0.4,220,0.5866666666666667,325,305,20,10,10,0,0,10,0.9384615384615385,0.06153846153846154,0.03076923076923077,0.03076923076923077,0,0,0.03076923076923077,115,60,55,40,15,10,0,0,0.5217391304347826,0.4782608695652174,0.34782608695652173,0.13043478260869565,0.08695652173913043,0,0
ottawa_ons2022_clarence_rockland_3604_00000_1_7_percent,2065,2065,1,0,0,0,0,0,0.004842615012106538,0.004842615012106538,0.0387409200968523,0.026634382566585957,0.009685230024213076,0,0.14527845036319612,0,0,0.009685230024213076,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,120,0.05811138014527845,120,0.05811138014527845,0,NA,0,NA,3.8,4,0,215,0.10462287104622871,80,55,20,0,10,10,20,1045,0.5060532687651331,515,0.24939467312348668,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,300,45,0,150,30,20,0,0,10,0,0,0,45,1760,0.021791767554479417,0,0.07263922518159806,0.014527845036319613,0.009685230024213076,0,0,0.004842615012106538,0,0,0,0.021791767554479417,0.8523002421307506,1550,0.7506053268765133,510,0.2469733656174334,1795,1525,270,70,200,180,25,0,0.8495821727019499,0.15041782729805014,0.03899721448467967,0.11142061281337047,0.10027855153203342,0.013927576601671309,0,705,360,345,115,230,200,35,10,0.5106382978723404,0.48936170212765956,0.16312056737588654,0.3262411347517731,0.28368794326241137,0.04964539007092199,0.014184397163120567
ottawa_ons2022_colonnade_business_park_3030_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_constance_bay_3031_00000_5_1_percent,115,115,1,0,0,0,0,0,0,0,0.16666666666666666,0,0.16666666666666666,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,4.1,4.3,0,15,0.13043478260869565,20,0,20,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0.20833333333333334,95,0.7916666666666666,115,85,35,35,0,0,0,0,0.7391304347826086,0.30434782608695654,0.30434782608695654,0,0,0,0,40,15,25,15,10,0,10,0,0.375,0.625,0.375,0.25,0,0.25,0
ottawa_ons2022_convent_glen_orleans_woods_3032_00000_1_5_percent,985,985,1,0,0,0,0,0,0.02030456852791878,0.02030456852791878,0.03553299492385787,0.015228426395939087,0.015228426395939087,0.01015228426395939,0.24873096446700507,0,0,0.02030456852791878,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,50,0.05102040816326531,50,0.05102040816326531,0,NA,0,NA,3.6,3.7,0,125,0.12755102040816327,35,15,15,10,20,20,20,265,0.26903553299492383,115,0.116751269035533,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,245,20,30,95,0,55,0,0,0,0,0,0,20,740,0.02030456852791878,0.030456852791878174,0.09644670050761421,0,0.05583756345177665,0,0,0,0,0,0,0.02030456852791878,0.751269035532995,555,0.5663265306122449,425,0.4336734693877551,830,740,95,80,10,0,0,0,0.891566265060241,0.1144578313253012,0.0963855421686747,0.012048192771084338,0,0,0,325,175,150,105,45,20,10,20,0.5384615384615384,0.46153846153846156,0.3230769230769231,0.13846153846153847,0.06153846153846154,0.03076923076923077,0.06153846153846154
ottawa_ons2022_corkery_3033_00000_2_5_percent,300,300,1,0,0,0,0,0,0,0,0.03333333333333333,0.03333333333333333,0,0,0.11666666666666667,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.9,4.5,0,20,0.06666666666666667,10,10,0,0,0,0,0,35,0.11666666666666667,10,0.03333333333333333,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,35,10,15,0,0,0,0,0,0,0,0,0,0,260,0.03333333333333333,0.05,0,0,0,0,0,0,0,0,0,0,0.8666666666666667,100,0.3333333333333333,205,0.6833333333333333,270,220,40,35,10,0,0,0,0.8148148148148148,0.14814814814814814,0.12962962962962962,0.037037037037037035,0,0,0,120,70,50,30,20,0,15,0,0.5833333333333334,0.4166666666666667,0.25,0.16666666666666666,0,0.125,0
