name,number_of_people_who_identify_with_a_religion,number_buddhists,number_christians,number_hindus,number_jewish,number_muslims,number_sikhs,number_traditional_north_american_indigenous_spirituality,number_other_religions_and_spiritual_traditions,number_no_religion_and_secular_perspectives,percent_of_people_who_identify_with_a_religion,percent_buddhists,percent_christians,percent_hindus,percent_jewish,percent_muslims,percent_sikhs,percent_traditional_north_american_indigenous_spirituality,percent_other_religions_and_spiritual_traditions,percent_no_religion_and_secular_perspectives,number_of_people_0_5_in_low_income_based_on_lim_at,percent_of_people_0_5_in_low_income_based_on_lim_at,gini_index_on_adjusted_household_after_tax_income,number_of_people_with_english_as_a_language_most_spoken_at_home,percent_of_people_with_english_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_both_english_and_french,percent_of_people_with_knowledge_of_both_english_and_french,number_of_children_under_18_years_eligible_for_instruction_in_the_minority_official_language,percent_of_children_under_18_years_eligible_for_instruction_in_the_minority_official_language,number_of_commuters_aged_15_leaving_for_work_between_5_a_m_and_5_59_a_m,number_of_commuters_aged_15_leaving_for_work_between_6_a_m_and_6_59_a_m,number_of_commuters_aged_15_leaving_for_work_between_7_a_m_and_7_59_a_m,number_of_commuters_aged_15_leaving_for_work_between_8_a_m_and_8_59_a_m,number_of_commuters_aged_15_leaving_for_work_between_9_a_m_and_11_59_a_m,number_of_commuters_aged_15_leaving_for_work_between_12_p_m_and_4_59_a_m,percent_of_commuters_aged_15_leaving_for_work_between_5_a_m_and_5_59_a_m,percent_of_commuters_aged_15_leaving_for_work_between_6_a_m_and_6_59_a_m,percent_of_commuters_aged_15_leaving_for_work_between_7_a_m_and_7_59_a_m,percent_of_commuters_aged_15_leaving_for_work_between_8_a_m_and_8_59_a_m,percent_of_commuters_aged_15_leaving_for_work_between_9_a_m_and_11_59_a_m,percent_of_commuters_aged_15_leaving_for_work_between_12_p_m_and_4_59_a_m,number_of_commuters_aged_15_who_commute_for_less_than_15_minutes,number_of_commuters_aged_15_who_commute_for_15_to_29_minutes,number_of_commuters_aged_15_who_commute_for_30_to_44_minutes,number_of_commuters_aged_15_who_commute_for_45_to_59_minutes,number_of_commuters_aged_15_who_commute_for_60_minutes_and_over,percent_of_commuters_aged_15_who_commute_for_less_than_15_minutes,percent_of_commuters_aged_15_who_commute_for_15_to_29_minutes,percent_of_commuters_aged_15_who_commute_for_30_to_44_minutes,percent_of_commuters_aged_15_who_commute_for_45_to_59_minutes,percent_of_commuters_aged_15_who_commute_for_60_minutes_and_over,number_of_commuters_aged_15_who_commute_within_ottawa,number_of_commuters_aged_15_who_commute_outside_of_ottawa_in_ontario,number_of_commuters_aged_15_who_commute_to_a_different_province_territory,percent_of_commuters_aged_15_who_commute_within_ottawa,percent_of_commuters_aged_15_who_commute_outside_of_ottawa_in_ontario,percent_of_commuters_aged_15_who_commute_to_a_different_province_territory,number_of_people_aged_25_64_with_no_high_school_diploma_or_equivalent,number_of_people_aged_25_64_with_a_high_school_diploma_or_equivalent,number_of_people_aged_25_64_with_a_postsecondary_certificate_diploma_or_degree,number_of_people_aged_25_64_with_an_apprencticeship_or_trades_certificate,number_of_people_aged_25_64_with_a_college_cegep_or_other_non_university_certificate_diploma,number_of_people_aged_25_64_with_a_university_certificate_below_bachelor_level,number_of_people_aged_25_64_with_a_bachelors_degree_or_higher,number_of_people_aged_25_64_with_a_bachelors_degree,number_of_people_aged_25_64_with_a_masters_degree,number_of_people_aged_25_64_with_a_doctorate,percent_of_people_aged_25_64_with_no_high_school_diploma_or_equivalent,percent_of_people_aged_25_64_with_a_high_school_diploma_or_equivalent,percent_of_people_aged_25_64_with_a_postsecondary_certificate_diploma_or_degree,percent_of_people_aged_25_64_with_an_apprencticeship_or_trades_certificate,percent_of_people_aged_25_64_with_a_college_cegep_or_other_non_university_certificate_diploma,percent_of_people_aged_25_64_with_a_university_certificate_below_bachelor_level,percent_of_people_aged_25_64_with_a_bachelors_degree_or_higher,percent_of_people_aged_25_64_with_a_bachelors_degree,percent_of_people_aged_25_64_with_a_masters_degree,percent_of_people_aged_25_64_with_a_doctorate,number_of_households,number_of_multigenerational_households,percent_of_multigenerational_households,number_of_census_families,number_of_couple_families,number_of_couple_families_with_children,number_of_couple_families_without_children,percent_of_census_families,percent_of_couple_families,percent_of_couple_families_with_children,percent_of_couple_families_without_children,median_after_tax_income_of_households_in_2020,average_after_tax_income_of_households_in_2020,median_after_tax_income_of_one_person_households_in_2020,average_after_tax_income_of_one_person_households_in_2020,median_after_tax_income_of_two_or_more_person_households_in_2020,average_after_tax_income_of_two_or_more_person_households_in_2020
ons2022_beckwith_3401_00000_1_8_percent,5600,25,5505,10,0,60,0,0,0,3640,0.6044252563410686,0.002698327037236913,0.5941716135995683,0.0010793308148947653,0,0.0064759848893685915,0,0,0,0.39287641662169454,0,0,0.2,8955,0.9670626349892009,1905,0.20572354211663066,0.18872549019607843,0.18872549019607843,355,875,830,555,300,425,0.10597014925373134,0.26119402985074625,0.24776119402985075,0.16567164179104477,0.08955223880597014,0.12686567164179105,760,985,1035,405,155,0.22686567164179106,0.29402985074626864,0.30895522388059704,0.1208955223880597,0.04626865671641791,220,1330,15,0.0842911877394636,0.5095785440613027,0.005747126436781609,360,4865,3805,450,1850,85,1415,1030,230,20,0.06889952153110047,0.9311004784688995,0.7282296650717703,0.0861244019138756,0.35406698564593303,0.016267942583732056,0.2708133971291866,0.19712918660287082,0.04401913875598086,0.003827751196172249,3455,105,0.030390738060781478,2910,2720,1340,1380,1,0.9347079037800687,0.46048109965635736,0.4742268041237113,109000,114800,48000,52400,116000,126700
ons2022_beechwood_cemetery_3006_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ons2022_bells_corners_east_3007_00000_1_1_percent,3195,25,2795,50,0,305,0,0,20,1810,0.639,0.005,0.559,0.01,0,0.061,0,0,0.004,0.362,0,0,0.2,4615,0.922077922077922,1290,0.25774225774225773,0.24096385542168675,0.24096385542168675,80,300,335,260,185,280,0.05555555555555555,0.20833333333333334,0.2326388888888889,0.18055555555555555,0.1284722222222222,0.19444444444444445,425,665,210,90,55,0.2951388888888889,0.4618055555555556,0.14583333333333334,0.0625,0.03819444444444445,1175,15,15,0.9832635983263598,0.012552301255230125,0.012552301255230125,215,2525,2000,115,810,45,1035,690,235,45,0.07875457875457875,0.924908424908425,0.7326007326007326,0.04212454212454213,0.2967032967032967,0.016483516483516484,0.3791208791208791,0.25274725274725274,0.08608058608058608,0.016483516483516484,2125,70,0.03294117647058824,1475,1245,545,705,1,0.8440677966101695,0.3694915254237288,0.47796610169491527,83000,92600,43600,49400,99000,109600
ons2022_bells_corners_west_3008_00000_2_6_percent,2720,90,2200,30,15,340,0,0,45,1410,0.6546329723225031,0.021660649819494584,0.529482551143201,0.007220216606498195,0.0036101083032490976,0.08182912154031288,0,0,0.010830324909747292,0.33935018050541516,45,0.14285714285714285,0.3,3600,0.8664259927797834,960,0.23104693140794225,0.25517241379310346,0.25517241379310346,75,330,415,220,165,210,0.053003533568904596,0.2332155477031802,0.29328621908127206,0.15547703180212014,0.1166077738515901,0.14840989399293286,330,670,240,80,95,0.2332155477031802,0.4734982332155477,0.1696113074204947,0.05653710247349823,0.06713780918727916,1185,20,10,0.9713114754098361,0.01639344262295082,0.00819672131147541,260,2115,1525,110,710,30,670,465,150,20,0.10947368421052632,0.8905263157894737,0.6421052631578947,0.04631578947368421,0.29894736842105263,0.01263157894736842,0.28210526315789475,0.1957894736842105,0.06315789473684211,0.008421052631578947,1820,70,0.038461538461538464,1170,825,420,405,1,0.7051282051282052,0.358974358974359,0.34615384615384615,74000,81000,47200,49800,88000,96000
ons2022_billings_bridge_heron_park_3009_00000_6_4_percent,3740,50,2855,125,65,540,30,10,65,2130,0.637137989778535,0.008517887563884156,0.48637137989778534,0.02129471890971039,0.011073253833049404,0.0919931856899489,0.005110732538330494,0.0017035775127768314,0.011073253833049404,0.3628620102214651,60,0.21052631578947367,0.3,4720,0.8040885860306644,1585,0.27001703577512776,0.37888198757763975,0.37888198757763975,65,300,345,350,250,310,0.040123456790123455,0.18518518518518517,0.21296296296296297,0.21604938271604937,0.15432098765432098,0.19135802469135801,515,630,330,85,60,0.31790123456790126,0.3888888888888889,0.2037037037037037,0.05246913580246913,0.037037037037037035,1295,20,20,0.9736842105263158,0.015037593984962405,0.015037593984962405,275,2860,2355,110,660,65,1515,895,420,85,0.08771929824561403,0.9122807017543859,0.7511961722488039,0.03508771929824561,0.21052631578947367,0.02073365231259968,0.48325358851674644,0.28548644338118023,0.1339712918660287,0.02711323763955343,2975,40,0.013445378151260505,1325,995,360,630,1,0.7509433962264151,0.27169811320754716,0.47547169811320755,55200,67100,32000,39800,78500,87600
ons2022_blackburn_hamlet_3010_00000_2_3_percent,5435,40,4815,60,50,350,25,0,95,2600,0.6759950248756219,0.004975124378109453,0.5988805970149254,0.007462686567164179,0.006218905472636816,0.043532338308457715,0.003109452736318408,0,0.01181592039800995,0.32338308457711445,65,0.12264150943396226,0.3,6625,0.8245177349097698,3715,0.46235220908525204,0.42318840579710143,0.42318840579710143,120,360,585,435,280,360,0.056074766355140186,0.16822429906542055,0.2733644859813084,0.20327102803738317,0.1308411214953271,0.16822429906542055,640,930,390,100,80,0.29906542056074764,0.43457943925233644,0.1822429906542056,0.04672897196261682,0.037383177570093455,1765,40,40,0.9540540540540541,0.021621621621621623,0.021621621621621623,325,3720,2950,205,960,75,1715,1040,500,90,0.08024691358024691,0.9185185185185185,0.7283950617283951,0.050617283950617285,0.23703703703703705,0.018518518518518517,0.42345679012345677,0.25679012345679014,0.12345679012345678,0.022222222222222223,3170,60,0.01892744479495268,2385,1930,1000,930,1,0.8092243186582809,0.4192872117400419,0.389937106918239,90000,102000,54400,58700,106000,114400
ons2022_blossom_park_timbermill_3011_00000_2_0_percent,7095,50,5030,65,35,1825,0,0,90,2200,0.763724434876211,0.005382131324004306,0.5414424111948332,0.006996770721205597,0.003767491926803014,0.19644779332615717,0,0,0.00968783638320775,0.23681377825618946,85,0.15315315315315314,0.3,7290,0.7851373182552503,3235,0.34841141626278943,0.3524027459954233,0.3524027459954233,110,510,740,650,370,480,0.03859649122807018,0.17894736842105263,0.2596491228070175,0.22807017543859648,0.12982456140350876,0.16842105263157894,800,1300,510,110,135,0.2807017543859649,0.45614035087719296,0.17894736842105263,0.03859649122807018,0.04736842105263158,2265,40,60,0.9577167019027484,0.016913319238900635,0.02536997885835095,505,4600,3470,225,1125,125,1995,1200,500,135,0.09901960784313725,0.9019607843137255,0.6803921568627451,0.04411764705882353,0.22058823529411764,0.024509803921568627,0.3911764705882353,0.23529411764705882,0.09803921568627451,0.026470588235294117,3230,120,0.03715170278637771,2550,2035,1225,820,1,0.7980392156862746,0.4803921568627451,0.3215686274509804,95000,107900,48800,55800,106000,120300
ons2022_bonnechere_valley_3703_00000_4_5_percent,2755,0,2740,0,0,0,0,0,15,1090,0.7155844155844155,0,0.7116883116883117,0,0,0,0,0,0.003896103896103896,0.2831168831168831,35,0.1590909090909091,0.3,3815,0.9896238651102465,310,0.08041504539559015,0.07518796992481203,0.07518796992481203,210,285,310,175,120,155,0.168,0.228,0.248,0.14,0.096,0.124,295,265,375,125,185,0.236,0.212,0.3,0.1,0.148,270,125,0,0.28125,0.13020833333333334,0,225,1590,1020,155,640,20,210,170,40,0,0.12396694214876033,0.8760330578512396,0.5619834710743802,0.08539944903581267,0.3526170798898072,0.011019283746556474,0.11570247933884298,0.09366391184573003,0.02203856749311295,0,1735,30,0.01729106628242075,1185,1035,365,670,1,0.8734177215189873,0.3080168776371308,0.5654008438818565,62800,70400,36000,40400,78000,84400
ons2022_borden_farm_fisher_glen_3012_00000_3_2_percent,5855,105,4940,205,60,450,20,0,75,2335,0.7140243902439024,0.012804878048780487,0.6024390243902439,0.025,0.007317073170731708,0.054878048780487805,0.0024390243902439024,0,0.009146341463414634,0.2847560975609756,25,0.0641025641025641,0.3,6955,0.848170731707317,2330,0.2841463414634146,0.21585903083700442,0.21585903083700442,120,375,570,440,200,270,0.06060606060606061,0.1893939393939394,0.2878787878787879,0.2222222222222222,0.10101010101010101,0.13636363636363635,570,940,345,55,70,0.2878787878787879,0.47474747474747475,0.17424242424242425,0.027777777777777776,0.03535353535353535,1570,35,45,0.9544072948328267,0.02127659574468085,0.02735562310030395,180,3805,3070,160,905,25,1980,1245,480,110,0.045112781954887216,0.9536340852130326,0.7694235588972431,0.040100250626566414,0.22681704260651628,0.006265664160401002,0.49624060150375937,0.31203007518796994,0.12030075187969924,0.02756892230576441,3790,55,0.014511873350923483,2300,1950,845,1105,1,0.8478260869565217,0.3673913043478261,0.48043478260869565,81000,91000,47200,48800,104000,114200
ons2022_braemar_park_belair_heights_copeland_park_3013_00000_4_5_percent,5710,140,4760,220,55,430,45,0,60,3260,0.6362116991643454,0.015598885793871866,0.5303621169916435,0.024512534818941504,0.006128133704735376,0.0479108635097493,0.005013927576601671,0,0.006685236768802228,0.36323119777158774,0,0,0.3,7765,0.8646993318485523,2725,0.3034521158129176,0.3087719298245614,0.3087719298245614,155,475,540,605,365,500,0.058712121212121215,0.17992424242424243,0.20454545454545456,0.22916666666666666,0.13825757575757575,0.1893939393939394,830,1205,360,140,105,0.3143939393939394,0.4564393939393939,0.13636363636363635,0.05303030303030303,0.03977272727272727,2090,40,65,0.9521640091116174,0.018223234624145785,0.029612756264236904,365,4465,3620,170,1205,60,2180,1405,550,95,0.07556935817805382,0.9244306418219461,0.7494824016563147,0.035196687370600416,0.2494824016563147,0.012422360248447204,0.45134575569358176,0.2908902691511387,0.11387163561076605,0.019668737060041408,3920,80,0.02040816326530612,2390,2005,925,1080,1,0.8389121338912134,0.38702928870292885,0.45188284518828453,79500,90900,45200,51400,100000,109900
ons2022_bridlewood_emerald_meadows_3014_00000_1_2_percent,17620,430,14010,630,275,1820,275,0,180,8080,0.6856031128404669,0.016731517509727626,0.545136186770428,0.0245136186770428,0.010700389105058366,0.07081712062256809,0.010700389105058366,0,0.007003891050583658,0.31439688715953307,80,0.0440771349862259,0.3,21715,0.8447772806846917,7795,0.3032483952538417,0.27229676400947117,0.27229676400947117,370,1200,1810,1430,980,1110,0.05358435916002897,0.17378711078928313,0.2621288921071687,0.20709630702389573,0.14192614047791455,0.16075307748008688,1750,3070,1400,375,305,0.25343953656770457,0.444605358435916,0.20275162925416365,0.05430847212165098,0.044170890658942794,5720,210,100,0.9485903814262023,0.03482587064676617,0.01658374792703151,520,13605,11655,365,3510,325,7455,4690,1960,380,0.036827195467422094,0.9635269121813032,0.8254249291784702,0.025849858356940508,0.24858356940509915,0.02301699716713881,0.5279745042492918,0.3321529745042493,0.1388101983002833,0.026912181303116147,8930,290,0.032474804031354984,7540,6625,4155,2470,1,0.8786472148541115,0.5510610079575596,0.3275862068965517,112000,123200,62400,64600,123000,133600
ons2022_britannia_3015_00000_4_2_percent,5935,120,4415,155,105,955,75,0,110,2510,0.7031990521327014,0.014218009478672985,0.5231042654028436,0.018364928909952605,0.012440758293838863,0.11315165876777251,0.008886255924170616,0,0.013033175355450236,0.29739336492890994,125,0.32051282051282054,0.3,6820,0.8080568720379147,2365,0.2802132701421801,0.34108527131782945,0.34108527131782945,130,365,510,400,335,440,0.05963302752293578,0.16743119266055045,0.23394495412844038,0.1834862385321101,0.1536697247706422,0.2018348623853211,470,940,500,155,115,0.21559633027522937,0.43119266055045874,0.22935779816513763,0.07110091743119266,0.052752293577981654,1720,25,55,0.9529085872576177,0.013850415512465374,0.030470914127423823,520,3995,3090,240,820,85,1945,1140,575,80,0.11529933481152993,0.885809312638581,0.6851441241685144,0.05321507760532151,0.18181818181818182,0.018847006651884702,0.4312638580931264,0.25277161862527714,0.12749445676274945,0.017738359201773836,4380,45,0.010273972602739725,2080,1565,590,980,1,0.7524038461538461,0.28365384615384615,0.47115384615384615,58800,69000,40800,46360,79000,89500
ons2022_brookside_briarbrook_morgans_grant_3016_00000_1_0_percent,10605,200,6345,755,70,2945,150,0,140,4860,0.685077519379845,0.012919896640826873,0.40988372093023256,0.048772609819121446,0.004521963824289405,0.1902454780361757,0.009689922480620155,0,0.00904392764857881,0.313953488372093,45,0.04838709677419355,0.3,11710,0.7567043618739903,4690,0.3030694668820679,0.25085518814139113,0.25085518814139113,140,705,930,800,700,600,0.03608247422680412,0.18170103092783504,0.23969072164948454,0.20618556701030927,0.18041237113402062,0.15463917525773196,1165,1415,820,230,260,0.3002577319587629,0.3646907216494845,0.211340206185567,0.059278350515463915,0.06701030927835051,3230,60,45,0.9714285714285714,0.01804511278195489,0.013533834586466165,180,8225,7035,205,1605,155,5075,3005,1480,290,0.021415823914336704,0.9785841760856633,0.8370017846519928,0.024390243902439025,0.19095776323616895,0.018441403926234383,0.6038072575847709,0.35752528256989885,0.17608566329565734,0.034503271861986914,4955,285,0.05751765893037336,4305,3715,2575,1140,1,0.8629500580720093,0.5981416957026713,0.26480836236933797,112000,123700,66500,67800,123000,132200
ons2022_brudenell_lyndoch_and_raglan_3704_00000_5_1_percent,1115,0,1115,0,0,0,0,0,0,425,0.7170418006430869,0,0.7170418006430869,0,0,0,0,0,0,0.2733118971061093,0,0,0.2,1530,0.9870967741935484,95,0.06129032258064516,0,0,35,130,125,40,65,45,0.07954545454545454,0.29545454545454547,0.2840909090909091,0.09090909090909091,0.14772727272727273,0.10227272727272728,125,100,110,30,80,0.2840909090909091,0.22727272727272727,0.25,0.06818181818181818,0.18181818181818182,120,60,0,0.3380281690140845,0.16901408450704225,0,120,630,355,40,225,10,85,70,0,0,0.16,0.84,0.47333333333333333,0.05333333333333334,0.3,0.013333333333333334,0.11333333333333333,0.09333333333333334,0,0,690,10,0.014492753623188406,480,440,160,285,1,0.9166666666666666,0.3333333333333333,0.59375,54000,63000,26800,37600,68000,72800
ons2022_cardinal_creek_3017_00000_1_7_percent,10185,40,8885,140,20,1035,25,0,40,2725,0.7889233152594888,0.003098373353989156,0.6882261812548413,0.010844306738962044,0.001549186676994578,0.0801704105344694,0.0019364833462432224,0,0.003098373353989156,0.21107668474051122,30,0.03592814371257485,0.2,8580,0.6646010844306739,7190,0.5569326103795508,0.5605590062111802,0.5605590062111802,225,750,1080,655,440,560,0.06056527590847914,0.2018842530282638,0.29071332436069985,0.17631224764468373,0.11843876177658143,0.15074024226110364,990,1350,820,295,255,0.26648721399730824,0.3633916554508748,0.22072678331090176,0.07940780619111709,0.06864064602960969,3105,65,70,0.9568567026194145,0.020030816640986132,0.02157164869029276,305,6765,5590,320,1950,215,3105,2110,655,135,0.04314002828854314,0.9568599717114569,0.7906647807637907,0.04526166902404526,0.2758132956152758,0.03041018387553041,0.4391796322489392,0.2984441301272984,0.09264497878359264,0.019094766619519095,4495,155,0.034482758620689655,3735,3170,1955,1220,1,0.8487282463186078,0.5234270414993306,0.32663989290495316,114000,124600,60800,63400,124000,136800
ons2022_carleton_heights_courtland_park_3018_00000_3_6_percent,5175,130,3890,160,20,840,50,0,85,3015,0.6318681318681318,0.015873015873015872,0.47496947496947495,0.019536019536019536,0.002442002442002442,0.10256410256410256,0.006105006105006105,0,0.010378510378510378,0.36813186813186816,65,0.18571428571428572,0.3,6375,0.7783882783882784,2335,0.2851037851037851,0.3628691983122363,0.3628691983122363,95,350,625,500,360,475,0.039337474120082816,0.14492753623188406,0.2587991718426501,0.2070393374741201,0.14906832298136646,0.19668737060041408,575,1190,410,130,105,0.23809523809523808,0.4927536231884058,0.16977225672877846,0.053830227743271224,0.043478260869565216,1930,75,45,0.9414634146341463,0.036585365853658534,0.02195121951219512,370,3755,3080,120,785,70,2105,1295,505,145,0.08980582524271845,0.9114077669902912,0.7475728155339806,0.02912621359223301,0.19053398058252427,0.01699029126213592,0.5109223300970874,0.3143203883495146,0.12257281553398058,0.03519417475728155,3630,45,0.012396694214876033,1950,1540,705,830,1,0.7897435897435897,0.36153846153846153,0.42564102564102563,68500,89100,41600,47400,90000,109400
ons2022_carleton_place_3402_00000_2_3_percent,7450,25,7130,65,15,80,25,0,110,4555,0.6205747605164514,0.0020824656393169513,0.5939192003331945,0.005414410662224073,0.0012494793835901709,0.006663890045814244,0.0020824656393169513,0,0.009162848812994586,0.3794252394835485,55,0.06285714285714286,0.2,11730,0.9770928779675135,2200,0.1832569762598917,0.1614785992217899,0.1614785992217899,395,970,1085,700,385,640,0.09472422062350119,0.23261390887290168,0.26019184652278177,0.16786570743405277,0.09232613908872901,0.15347721822541965,1490,1010,1110,400,160,0.35731414868105515,0.2422062350119904,0.26618705035971224,0.09592326139088729,0.03836930455635491,1425,1540,30,0.41184971098265893,0.44508670520231214,0.008670520231213872,500,5845,4030,340,2120,85,1485,1060,260,50,0.07880220646178093,0.9211977935382191,0.6351457840819543,0.05358550039401103,0.3341213553979511,0.013396375098502758,0.23404255319148937,0.16706067769897556,0.04097714736012608,0.007880220646178092,5130,75,0.014619883040935672,3585,2935,1385,1540,1,0.8186889818688982,0.38633193863319387,0.4295676429567643,77000,85100,40400,43480,93000,101200
ons2022_carleton_university_3019_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ons2022_carlington_3020_00000_4_4_percent,10020,380,7215,220,185,1750,75,0,195,5620,0.640051101884382,0.02427339508144363,0.46087511977004153,0.01405301820504631,0.011817310763334398,0.11178537208559565,0.0047908016608112424,0,0.012456084318109231,0.35899073778345575,325,0.2981651376146789,0.3,11880,0.7588629830725008,4525,0.2890450335356116,0.31993817619783615,0.31993817619783615,225,775,1145,840,660,825,0.05044843049327354,0.17376681614349776,0.25672645739910316,0.18834080717488788,0.14798206278026907,0.18497757847533633,1280,2055,655,260,215,0.28699551569506726,0.460762331838565,0.1468609865470852,0.05829596412556054,0.04820627802690583,3590,70,125,0.9484808454425363,0.018494055482166448,0.03302509907529723,1055,8075,6420,420,1735,200,4070,2430,1165,160,0.11555312157721796,0.884446878422782,0.7031763417305587,0.04600219058050383,0.1900328587075575,0.02190580503833516,0.4457831325301205,0.2661555312157722,0.1276013143483023,0.017524644030668127,7105,145,0.02040816326530612,3935,2950,1460,1480,1,0.7496823379923762,0.3710292249047014,0.3761118170266836,62000,75900,37200,42960,87000,97500
ons2022_carp_3021_00000_1_8_percent,4050,30,3680,40,40,110,80,0,70,2280,0.6393054459352802,0.004735595895816891,0.5808997632202052,0.006314127861089187,0.006314127861089187,0.017363851617995266,0.012628255722178374,0,0.011049723756906077,0.35990528808208366,0,0,0.3,5950,0.9392265193370166,1930,0.30465666929755325,0.27424749163879597,0.27424749163879597,90,335,465,370,235,200,0.05309734513274336,0.1976401179941003,0.2743362831858407,0.2182890855457227,0.13864306784660768,0.11799410029498525,390,635,450,130,90,0.23008849557522124,0.3746312684365782,0.26548672566371684,0.07669616519174041,0.05309734513274336,1255,90,10,0.9296296296296296,0.06666666666666667,0.007407407407407408,85,3120,2645,140,810,55,1645,1120,320,40,0.026521060842433698,0.9734789391575663,0.8252730109204368,0.0436817472698908,0.25273010920436817,0.0171606864274571,0.5132605304212169,0.3494539781591264,0.0998439937597504,0.0124804992199688,2260,65,0.028761061946902654,1925,1765,960,805,1,0.9168831168831169,0.4987012987012987,0.41818181818181815,126000,152600,48000,58800,140000,170400
ons2022_carson_grove_carson_meadows_3022_00000_2_5_percent,7655,90,6190,85,60,1145,0,0,85,2645,0.7417635658914729,0.00872093023255814,0.5998062015503876,0.008236434108527133,0.005813953488372093,0.11094961240310078,0,0,0.008236434108527133,0.2562984496124031,95,0.1792452830188679,0.3,6260,0.6065891472868217,5040,0.4883720930232558,0.5380281690140845,0.5380281690140845,150,490,715,535,410,410,0.05545286506469501,0.18114602587800369,0.2643253234750462,0.1977818853974122,0.15157116451016636,0.15157116451016636,755,1090,515,195,145,0.27911275415896486,0.4029574861367837,0.19038817005545286,0.07208872458410351,0.053604436229205174,2220,35,135,0.9308176100628931,0.014675052410901468,0.05660377358490566,460,5040,3895,230,1200,95,2370,1420,595,145,0.08356039963669391,0.9155313351498637,0.7075386012715713,0.04178019981834696,0.21798365122615804,0.01725703905540418,0.4305177111716621,0.2579473206176203,0.1080835603996367,0.02633969118982743,4610,90,0.019522776572668113,2820,2160,980,1175,1,0.7659574468085106,0.3475177304964539,0.4166666666666667,75500,86400,45600,49520,97000,105500
ons2022_casselman_3602_00000_2_7_percent,3105,10,2960,0,0,125,0,0,10,670,0.8203434610303831,0.002642007926023778,0.7820343461030383,0,0,0.03302509907529723,0,0,0.002642007926023778,0.17701453104359313,20,0.09302325581395349,0.2,1310,0.34610303830911493,2800,0.7397622192866579,0.847953216374269,0.847953216374269,130,375,430,225,85,235,0.08843537414965986,0.25510204081632654,0.2925170068027211,0.15306122448979592,0.05782312925170068,0.1598639455782313,470,265,435,210,90,0.3197278911564626,0.18027210884353742,0.29591836734693877,0.14285714285714285,0.061224489795918366,470,520,35,0.3745019920318725,0.41434262948207173,0.027888446215139442,190,1835,1365,110,605,60,590,440,110,10,0.09382716049382717,0.9061728395061729,0.674074074074074,0.05432098765432099,0.29876543209876544,0.02962962962962963,0.291358024691358,0.21728395061728395,0.05432098765432099,0.0049382716049382715,1580,40,0.02531645569620253,1135,970,440,530,1,0.8546255506607929,0.3876651982378855,0.4669603524229075,83000,94100,40000,46400,103000,110600
ons2022_centrepointe_briargreen_3023_00000_1_9_percent,5795,130,3815,275,765,680,45,0,85,3305,0.6364634816035145,0.014277869302580999,0.41900054914881935,0.030203185063152116,0.08401976935749589,0.07468423942888523,0.004942339373970346,0,0.009335529928610654,0.3629873695771554,30,0.075,0.3,7650,0.8406593406593407,2645,0.2906593406593407,0.24,0.24,105,300,665,615,420,345,0.04285714285714286,0.12244897959183673,0.2714285714285714,0.2510204081632653,0.17142857142857143,0.14081632653061224,735,1080,375,135,125,0.3,0.44081632653061226,0.15306122448979592,0.05510204081632653,0.05102040816326531,2015,35,45,0.9595238095238096,0.016666666666666666,0.02142857142857143,185,4650,4050,120,910,75,2940,1670,870,115,0.038262668045501554,0.9617373319544984,0.8376421923474664,0.02481902792140641,0.18821096173733196,0.015511892450879007,0.6080661840744571,0.3453981385729059,0.17993795243019647,0.023784901758014478,3590,85,0.023676880222841225,2590,2165,1130,1045,1,0.8359073359073359,0.4362934362934363,0.4034749034749035,101000,118400,55600,55600,117000,136600
