name,ONS_ID,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized
ottawa_carlington_3020,3020,1990,0,0,1995,1.002512563,0,0,0,0.065162907,0.238095238,0.060150376,0.030075188,0.01754386,0.005012531,0.538847118,0.133165829,0.557894737,0,NA,0.077889447,24.4,20360,16560,15240,15320,10,32.3,NA,265,350,0.175879397,100,0.222222222,255,0.165048544,0,NA,20.6,20.8,0,530,0.397003745,120,60,35,10,475,130,0,165,0.082706767,50,0.025062657,380,0.567164179,225,0.335820896,25,0.037313433,20,0.029850746,30,0.044776119,180,0.210526316,80,0.093567251,NA,0.089552239,1075,115,125,420,45,150,45,95,20,10,10,0,35,920,0.05764411,0.062656642,0.210526316,0.022556391,0.07518797,0.022556391,0.047619048,0.010025063,0.005012531,0.005012531,0,0.01754386,0.461152882
ottawa_carp_3021,3021,880,0,0,875,0.994318182,0,0,0,0,0.073863636,0.051136364,0.022727273,0.022727273,0,0.147727273,0,0,0,NA,0,28.7,15000,11440,11280,11360,7.9,29.2,NA,0,30,0.034090909,0,0,20,0.037383178,0,NA,19.2,18.8,0,110,0.131736527,45,20,20,0,65,0,0,15,0.017045455,0,0,270,0.9,10,0.033333333,10,0.033333333,0,0,0,0,85,0.220779221,60,0.155844156,NA,0.033333333,130,20,25,25,0,0,0,15,0,15,0,0,30,745,0.022727273,0.028409091,0.028409091,0,0,0,0.017045455,0,0.017045455,0,0,0.034090909,0.846590909
ottawa_carson_grove_carson_meadows_3022,3022,1325,0,0,1325,1,0,0,0,0.04887218,0.214285714,0.04887218,0.037593985,0.015037594,0,0.533834586,0.094339623,0.438596491,0,NA,0.052830189,24.7,19320,15280,15040,14920,9.7,32.2,NA,125,195,0.147169811,45,0.132352941,145,0.146464646,0,NA,20.3,20.4,0,415,0.406862745,65,50,20,0,285,65,0,470,0.353383459,90,0.067669173,205,0.539473684,135,0.355263158,30,0.078947368,0,0,0,0,170,0.309090909,55,0.1,NA,0.065789474,710,15,70,380,35,130,10,20,20,15,0,10,15,620,0.011278195,0.052631579,0.285714286,0.026315789,0.097744361,0.007518797,0.015037594,0.015037594,0.011278195,0,0.007518797,0.011278195,0.466165414
ottawa_centrepointe_briargreen_3023,3023,1315,0,0,1310,0.996197719,0,0,0,0.015209125,0.133079848,0.022813688,0.015209125,0.007604563,0,0.490494297,0.011406844,0.085714286,0,NA,0.015209125,27.7,18880,15720,14200,14760,6.3,27.4,NA,15,135,0.102661597,20,0.066666667,110,0.108910891,0,NA,20.3,20.4,0,310,0.319587629,30,20,10,0,175,20,0,25,0.019011407,0,0,265,0.670886076,95,0.240506329,0,0,10,0.025316456,15,0.037974684,140,0.264150943,75,0.141509434,NA,0.050632911,645,140,195,110,10,45,20,20,25,35,0,0,30,675,0.106463878,0.148288973,0.08365019,0.007604563,0.034220532,0.015209125,0.015209125,0.019011407,0.02661597,0,0,0.022813688,0.513307985
ottawa_centretown_3024,3024,4050,0,0,4050,1,0,0,0,0.027160494,0.133333333,0.02962963,0.011111111,0.012345679,0.003703704,0.332098765,0.030864198,0.231481481,0.002469136,NA,0.27654321,19.9,25960,23360,19320,19720,5.8,21.1,NA,125,1050,0.259259259,75,0.217391304,975,0.263157895,0,NA,22.2,22.8,0,270,0.350649351,120,45,50,15,540,110,10,205,0.050617284,0,0,440,0.353413655,250,0.200803213,445,0.357429719,60,0.048192771,40,0.032128514,1205,0.489837398,115,0.046747967,NA,0.044176707,1345,215,320,280,50,195,45,35,70,35,25,10,55,2705,0.05308642,0.079012346,0.069135802,0.012345679,0.048148148,0.011111111,0.008641975,0.017283951,0.008641975,0.00617284,0.002469136,0.013580247,0.667901235
ottawa_chapel_hill_north_3025,3025,1490,0,0,1495,1.003355705,0,0,0,0.046822742,0.120401338,0.040133779,0.013377926,0.026755853,0,0.2909699,0.046979866,0.388888889,0,NA,0,23.6,17480,14440,14760,15200,5.5,27.2,NA,70,80,0.053691275,20,0.043956044,55,0.052884615,0,NA,19.8,19.8,0,375,0.275735294,60,20,40,0,180,70,0,395,0.264214047,15,0.010033445,390,0.71559633,75,0.137614679,55,0.100917431,15,0.027522936,20,0.036697248,150,0.217391304,45,0.065217391,NA,0.055045872,435,55,40,170,15,110,0,15,10,0,0,10,0,1055,0.036789298,0.026755853,0.113712375,0.010033445,0.073578595,0,0.010033445,0.006688963,0,0,0.006688963,0,0.705685619
ottawa_chapel_hill_south_3026,3026,1910,0,0,1905,0.997382199,0,0,0,0.034031414,0.141361257,0.02617801,0.010471204,0.010471204,0,0.463350785,0.044502618,0.314814815,0.005235602,NA,0.013089005,20.1,20700,17460,15740,16360,6.5,26.9,NA,85,65,0.034031414,20,0.036363636,40,0.029411765,0,NA,20,20,0,315,0.182080925,50,20,20,0,270,65,10,560,0.293193717,20,0.010471204,545,0.801470588,85,0.125,30,0.044117647,10,0.014705882,15,0.022058824,290,0.297435897,115,0.117948718,NA,0.051470588,885,95,70,375,15,190,15,25,55,10,0,0,40,1020,0.04973822,0.036649215,0.196335079,0.007853403,0.09947644,0.007853403,0.013089005,0.028795812,0.005235602,0,0,0.020942408,0.534031414
ottawa_chapman_mills_3027,3027,1835,0,0,1835,1,0,0,0,0.065395095,0.231607629,0.016348774,0.005449591,0.008174387,0,0.694822888,0.035422343,0.152941176,0,NA,0,23.7,18060,14160,14960,15360,4.8,31,NA,65,110,0.059945504,35,0.058333333,70,0.056680162,0,NA,19.8,19.6,0,295,0.189102564,30,10,15,0,425,120,0,125,0.068119891,0,0,425,0.817307692,60,0.115384615,30,0.057692308,0,0,0,0,205,0.280821918,85,0.116438356,NA,0.067307692,1275,390,275,190,70,205,15,45,50,20,0,0,20,560,0.21253406,0.14986376,0.103542234,0.038147139,0.111716621,0.008174387,0.024523161,0.027247956,0.010899183,0,0,0.010899183,0.305177112
ottawa_city_view_3028,3028,1330,0,0,1330,1,0,0,0,0.030075188,0.052631579,0.041353383,0.011278195,0.026315789,0,0.563909774,0.011278195,0.214285714,0,NA,0.022556391,15.6,22600,19480,15120,15760,5.4,23,NA,15,165,0.12406015,20,0.129032258,150,0.127659574,0,NA,21.4,21.6,0,95,0.253333333,55,15,35,0,70,40,0,40,0.030075188,0,0,310,0.433566434,350,0.48951049,35,0.048951049,10,0.013986014,0,0,95,0.117283951,175,0.216049383,NA,0.090909091,750,460,85,65,0,35,0,60,10,25,0,0,0,580,0.345864662,0.063909774,0.04887218,0,0.026315789,0,0.045112782,0.007518797,0.018796992,0,0,0,0.436090226
ottawa_civic_hospital_3029,3029,770,0,0,770,1,0,0,0,0.019607843,0.098039216,0,0,0,0,0.392156863,0.025974026,0.266666667,0,NA,0.12987013,31.3,18000,15850,13200,13350,6.9,25.2,NA,20,230,0.300653595,30,0.146341463,205,0.362831858,0,NA,20.1,20,0,70,0.157303371,0,0,0,0,75,15,0,20,0.026143791,0,0,110,0.564102564,40,0.205128205,30,0.153846154,20,0.102564103,0,0,90,0.305084746,25,0.084745763,NA,0,300,15,50,140,0,45,10,0,0,20,0,0,10,465,0.019607843,0.065359477,0.183006536,0,0.058823529,0.013071895,0,0,0.026143791,0,0,0.013071895,0.607843137
ottawa_colonnade_business_park_3030,3030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_constance_bay_3031,3031,220,0,0,220,1,0,0,0,0,0,0.113636364,0.068181818,0.045454545,0,0,0,NA,0,NA,0,29.4,18800,16200,15100,15300,6.6,24,NA,0,0,0,0,0,0,0,0,NA,19.8,20.4,0,55,0.255813953,25,15,10,0,0,0,0,0,0,0,0,90,0.9,0,0,0,0,0,0,0,0,20,0.166666667,20,0.166666667,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_convent_glen_orleans_woods_3032,3032,1505,0,0,1505,1,0,0,0,0.03654485,0.099667774,0.046511628,0.019933555,0.023255814,0,0.279069767,0.029900332,0.3,0,NA,0.029900332,27.2,17920,14240,14280,14480,6.9,29.1,NA,45,80,0.052980132,30,0.055555556,55,0.056994819,0,NA,19.8,19.6,0,390,0.283636364,70,30,35,0,150,55,0,315,0.209302326,0,0,355,0.669811321,80,0.150943396,60,0.113207547,25,0.047169811,10,0.018867925,140,0.210526316,80,0.120300752,NA,0.028301887,420,55,15,130,10,115,15,35,0,10,0,0,25,1090,0.03654485,0.009966777,0.086378738,0.006644518,0.07641196,0.009966777,0.023255814,0,0.006644518,0,0,0.016611296,0.724252492
ottawa_corkery_3033,3033,465,0,0,465,1,0,0,0,0,0.053763441,0.021505376,0.021505376,0,0,0.150537634,0.021505376,0.4,0,NA,0,15.6,16400,14150,16000,16600,5.5,24,NA,10,0,0,0,0,0,0,0,NA,19.7,19.8,0,55,0.123595506,10,10,0,0,25,0,0,0,0,0,0,225,0.9,10,0.04,0,0,0,0,0,0,25,0.090909091,50,0.181818182,NA,0.06,70,15,15,0,0,10,10,0,0,0,0,10,0,395,0.032258065,0.032258065,0,0,0.021505376,0.021505376,0,0,0,0,0.021505376,0,0.849462366
ottawa_craig_henry_manordale_3034,3034,1255,0,0,1255,1,0,0,0,0.131474104,0.227091633,0.039840637,0.023904382,0.015936255,0,0.486055777,0.135458167,0.596491228,0,NA,0.007968127,24.8,18440,15040,14200,15120,11.5,32.2,NA,170,155,0.123505976,50,0.149253731,105,0.114754098,0,NA,20.2,20.4,0,240,0.248704663,50,30,20,0,285,165,0,60,0.047808765,0,0,225,0.555555556,135,0.333333333,30,0.074074074,0,0,20,0.049382716,110,0.213592233,90,0.174757282,NA,0.086419753,610,135,45,185,35,125,10,30,10,0,0,0,25,645,0.107569721,0.035856574,0.147410359,0.027888446,0.099601594,0.007968127,0.023904382,0.007968127,0,0,0,0.019920319,0.513944223
ottawa_crestview_tanglewood_3035,3035,1060,0,0,1065,1.004716981,0,0,0,0.033018868,0.132075472,0.033018868,0.018867925,0.009433962,0,0.377358491,0.056603774,0.428571429,0,NA,0.014150943,26.8,18760,15160,13880,14800,8.8,29.9,NA,60,130,0.122641509,15,0.057692308,110,0.1375,0,NA,20.5,20.8,0,170,0.244604317,35,20,10,0,140,35,0,35,0.033018868,10,0.009433962,280,0.651162791,120,0.279069767,30,0.069767442,0,0,0,0,70,0.138613861,85,0.168316832,NA,0.081395349,400,55,60,95,15,70,40,45,0,0,0,0,15,660,0.051886792,0.056603774,0.089622642,0.014150943,0.066037736,0.037735849,0.04245283,0,0,0,0,0.014150943,0.622641509
ottawa_crystal_bay_lakeview_park_3036,3036,380,0,0,380,1,0,0,0,0,0.039473684,0.052631579,0,0.026315789,0,0.236842105,0,0,0,NA,0.026315789,31.7,8100,14900,15400,15700,5.6,22.8,NA,0,0,0,0,0,0,0,0,NA,19.7,19.8,0,55,0.183333333,20,0,10,0,15,0,0,10,0.026315789,0,0,70,0.736842105,15,0.157894737,10,0.105263158,0,0,0,0,45,0.321428571,20,0.142857143,NA,0,90,25,30,0,10,10,0,0,0,0,0,0,0,295,0.065789474,0.078947368,0,0.026315789,0.026315789,0,0,0,0,0,0,0,0.776315789
ottawa_cumberland_3037,3037,515,0,0,515,1,0,0,0,0,0.067961165,0.048543689,0.038834951,0,0,0.087378641,0,0,0,NA,0.019417476,20.3,16500,13350,13700,13850,6.7,29,NA,0,15,0.029126214,0,0,15,0.045454545,0,NA,19.4,19.2,0,45,0.091836735,25,20,0,0,35,0,0,160,0.310679612,0,0,205,0.931818182,15,0.068181818,0,0,0,0,0,0,55,0.2,35,0.127272727,NA,0,45,0,0,0,0,15,0,0,10,0,0,0,0,475,0,0,0,0,0.029126214,0,0,0.019417476,0,0,0,0,0.922330097
ottawa_dunrobin_3038,3038,720,0,0,720,1,0,0,0,0.041666667,0.097222222,0.013888889,0,0.013888889,0,0.201388889,0,0,0,NA,0,25,17800,16300,14650,14900,7.4,23.4,NA,0,0,0,0,0,0,0,0,NA,19.3,19,0,25,0.035971223,10,0,10,0,70,30,0,20,0.027586207,0,0,190,0.88372093,15,0.069767442,10,0.046511628,0,0,0,0,65,0.228070175,75,0.263157895,NA,0.046511628,145,45,65,0,0,10,10,0,0,0,0,0,0,575,0.0625,0.090277778,0,0,0.013888889,0.013888889,0,0,0,0,0,0,0.798611111
ottawa_edwards_carlsbad_springs_3039,3039,270,0,0,275,1.018518519,0,0,0,0,0,0.037037037,0.037037037,0,0,0.055555556,0,NA,0,NA,0,10.8,20800,21400,19600,21200,4.6,17.5,NA,0,0,0,0,0,0,0,0,NA,19.9,20,0,70,0.269230769,10,10,0,0,0,0,0,45,0.166666667,0,0,135,0.964285714,0,0,0,0,0,0,0,0,15,0.090909091,60,0.363636364,NA,0,15,0,0,0,0,15,0,0,0,0,0,0,0,255,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0.944444444
ottawa_elmvale_canterbury_3040,3040,845,0,0,845,1,0,0,0,0.082352941,0.2,0.058823529,0.041176471,0.017647059,0,0.388235294,0.065088757,0.323529412,0,NA,0.023668639,25.8,18880,14150,13650,13200,11.7,33.6,NA,55,50,0.059171598,0,0,45,0.071428571,0,NA,20.2,20.2,0,225,0.34351145,50,35,15,0,170,70,0,50,0.058823529,15,0.017647059,135,0.519230769,75,0.288461538,40,0.153846154,0,0,10,0.038461538,100,0.277777778,30,0.083333333,NA,0,330,10,20,100,45,85,15,0,0,0,10,10,25,515,0.011764706,0.023529412,0.117647059,0.052941176,0.1,0.017647059,0,0,0,0.011764706,0.011764706,0.029411765,0.605882353
ottawa_emerald_woods_sawmill_creek_3041,3041,795,0,0,795,1,0,0,0,0.182389937,0.408805031,0.012578616,0,0,0,0.761006289,0.245283019,0.6,0,NA,0.031446541,23.9,20200,15200,14100,14450,16,39.2,NA,195,160,0.202531646,65,0.333333333,95,0.158333333,0,NA,20.6,20.8,0,170,0.272,10,0,0,0,325,145,0,25,0.031446541,0,0,130,0.509803922,55,0.215686275,35,0.137254902,10,0.039215686,25,0.098039216,80,0.242424242,35,0.106060606,NA,0,605,40,20,180,10,295,10,0,30,0,0,0,20,190,0.050314465,0.025157233,0.226415094,0.012578616,0.371069182,0.012578616,0,0.037735849,0,0,0,0.025157233,0.238993711
ottawa_experimental_farm_3042,3042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_fallingbrook_3043,3043,2300,0,0,2300,1,0,0,0,0.019607843,0.091503268,0.045751634,0.017429194,0.021786492,0.006535948,0.315904139,0.015217391,0.166666667,0.004357298,NA,0,23.6,18040,15220,15000,15200,6.7,27.7,NA,35,35,0.015217391,0,0,30,0.01910828,0,NA,19.8,19.8,0,525,0.245327103,105,40,50,15,210,45,10,645,0.281045752,20,0.008714597,650,0.773809524,105,0.125,50,0.05952381,15,0.017857143,10,0.011904762,215,0.204761905,140,0.133333333,NA,0.041666667,725,75,60,340,30,95,15,25,30,20,0,20,15,1570,0.032679739,0.026143791,0.148148148,0.013071895,0.041394336,0.006535948,0.010893246,0.013071895,0.008714597,0,0.008714597,0.006535948,0.684095861
ottawa_findlay_creek_3044,3044,2035,0,0,2030,0.997542998,0,0,0,0.066339066,0.267813268,0.012285012,0.00982801,0.004914005,0,0.665847666,0.071253071,0.266055046,0,NA,0,27.5,18280,14860,13600,13800,7.1,28.3,NA,145,180,0.088452088,60,0.090225564,120,0.087591241,0,NA,19.8,19.8,0,305,0.163101604,25,20,10,0,545,135,0,175,0.085995086,10,0.004914005,425,0.732758621,60,0.103448276,60,0.103448276,0,0,30,0.051724138,265,0.313609467,70,0.082840237,NA,0.025862069,1355,225,45,295,25,600,10,40,35,0,15,20,35,685,0.110565111,0.022113022,0.144963145,0.012285012,0.294840295,0.004914005,0.01965602,0.017199017,0,0.007371007,0.00982801,0.017199017,0.336609337
ottawa_fisher_heights_3045,3045,535,0,0,530,0.990654206,0,0,0,0.028037383,0.065420561,0,0,0,0,0.485981308,0.037383178,0.571428571,0,NA,0.046728972,20.6,21000,18300,20000,21100,4.7,23.4,NA,20,55,0.102803738,0,0,50,0.12195122,0,NA,20.5,20.8,0,90,0.272727273,0,0,0,0,35,15,0,10,0.018691589,0,0,185,0.880952381,20,0.095238095,10,0.047619048,0,0,0,0,65,0.236363636,30,0.109090909,NA,0,260,80,30,75,0,40,0,0,0,0,0,0,20,275,0.14953271,0.056074766,0.140186916,0,0.074766355,0,0,0,0,0,0,0.037383178,0.514018692
ottawa_fitzroy_3046,3046,390,0,0,395,1.012820513,0,0,0,0,0,0.038461538,0.025641026,0.025641026,0,0,0,NA,0,NA,0,17,20200,19000,16600,18000,4.1,16.4,NA,0,0,0,0,0,0,0,0,NA,20,19.6,0,55,0.150684932,15,10,10,0,0,0,0,0,0,0,0,160,0.888888889,0,0,10,0.055555556,0,0,0,0,20,0.102564103,45,0.230769231,NA,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_glebe_dows_lake_3047,3047,1905,0,0,1905,1,0,0,0,0,0.047120419,0.020942408,0.010471204,0,0,0.183246073,0.005249344,0.111111111,0,NA,0.081364829,23.6,19220,16420,15800,15940,4.8,24.5,NA,10,265,0.138743455,0,0,255,0.170568562,0,NA,20.6,20.8,0,225,0.2,40,20,0,0,90,0,0,85,0.044502618,0,0,275,0.407407407,100,0.148148148,210,0.311111111,65,0.096296296,20,0.02962963,355,0.342995169,90,0.086956522,NA,0.066666667,350,75,110,60,15,10,10,15,10,0,10,10,25,1560,0.039267016,0.057591623,0.031413613,0.007853403,0.005235602,0.005235602,0.007853403,0.005235602,0,0.005235602,0.005235602,0.013089005,0.816753927
ottawa_glen_cairn_3048,3048,1045,0,0,1045,1,0,0,0,0.023809524,0.123809524,0.076190476,0.066666667,0.014285714,0,0.295238095,0.033492823,0.269230769,0,NA,0.014354067,21.3,19600,16840,16120,16320,9.1,26.2,NA,35,95,0.09047619,45,0.136363636,50,0.06993007,0,NA,19.9,19.6,0,285,0.308108108,80,70,15,0,130,25,0,0,0,0,0,300,0.722891566,40,0.096385542,75,0.180722892,0,0,0,0,60,0.126315789,85,0.178947368,NA,0.024096386,310,55,30,115,25,25,10,10,20,0,0,0,15,740,0.052380952,0.028571429,0.10952381,0.023809524,0.023809524,0.00952381,0.00952381,0.019047619,0,0,0,0.014285714,0.704761905
ottawa_greely_3049,3049,1215,0,0,1215,1,0,0,0,0.020576132,0.061728395,0.04526749,0.032921811,0.008230453,0,0.16872428,0.012345679,0.2,0,NA,0,19.9,17760,14800,14720,14960,6.8,27.7,NA,15,55,0.04526749,30,0.072289157,30,0.0375,0,NA,19.6,19.6,0,135,0.115879828,55,40,10,0,75,25,0,80,0.065843621,0,0,480,0.923076923,10,0.019230769,10,0.019230769,0,0,10,0.019230769,95,0.154471545,80,0.130081301,NA,0.019230769,205,40,55,50,15,30,15,0,0,0,0,0,0,1005,0.032921811,0.04526749,0.041152263,0.012345679,0.024691358,0.012345679,0,0,0,0,0,0,0.827160494
ottawa_greenbelt_east_3050,3050,35,0,0,30,0.857142857,0,0,0,0,0.285714286,0.285714286,0,0,0,0.285714286,0,0,0,NA,0,0,13000,9000,10000,NA,5,50,NA,0,0,0,0,NA,0,0,0,NA,20,20.2,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571
ottawa_greenbelt_west_3051,3051,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_greenboro_east_3052,3052,950,0,0,950,1,0,0,0,0.058201058,0.232804233,0.010582011,0.010582011,0,0,0.677248677,0.084210526,0.363636364,0,NA,0.021052632,31.8,19000,15680,14320,14700,8.4,31.4,NA,80,95,0.1,25,0.108695652,70,0.097902098,0,NA,20.4,20.6,0,205,0.254658385,10,10,0,0,220,55,0,55,0.058201058,0,0,240,0.827586207,40,0.137931034,0,0,0,0,0,0,80,0.213333333,55,0.146666667,NA,0.051724138,640,40,35,175,25,255,15,20,15,0,0,20,40,310,0.042328042,0.037037037,0.185185185,0.026455026,0.26984127,0.015873016,0.021164021,0.015873016,0,0,0.021164021,0.042328042,0.328042328
ottawa_greenboro_west_3053,3053,770,0,0,770,1,0,0,0,0.032258065,0.232258065,0.019354839,0.019354839,0,0,0.612903226,0.077922078,0.333333333,0,NA,0,28.6,18400,13450,15300,15900,6,35.2,NA,60,90,0.116129032,30,0.171428571,60,0.1,0,NA,20.4,20.8,0,220,0.346456693,15,15,0,0,180,25,0,60,0.077419355,0,0,140,0.595744681,55,0.234042553,15,0.063829787,15,0.063829787,0,0,65,0.220338983,20,0.06779661,NA,0.063829787,475,45,25,115,20,205,20,10,20,0,0,0,10,295,0.058064516,0.032258065,0.148387097,0.025806452,0.264516129,0.025806452,0.012903226,0.025806452,0,0,0,0.012903226,0.380645161
ottawa_hawthorn_meadows_sheffield_glen_3054,3054,825,0,0,825,1,0,0,0,0.096969697,0.296969697,0.054545455,0.042424242,0,0,0.593939394,0.103030303,0.346938776,0,NA,0.072727273,16,23500,21500,18000,18700,7.3,25.2,NA,85,155,0.187878788,55,0.305555556,95,0.147286822,0,NA,20.5,20.8,0,195,0.339130435,45,35,0,0,245,80,0,155,0.187878788,20,0.024242424,180,0.537313433,85,0.253731343,35,0.104477612,20,0.059701493,20,0.059701493,85,0.2,70,0.164705882,NA,0.074626866,490,35,10,260,50,90,10,20,0,0,0,0,15,335,0.042424242,0.012121212,0.315151515,0.060606061,0.109090909,0.012121212,0.024242424,0,0,0,0,0.018181818,0.406060606
ottawa_hintonburg_mechanicsville_3055,3055,945,0,0,945,1,0,0,0,0.015957447,0.111702128,0.026595745,0.015957447,0,0,0.345744681,0.031746032,0.285714286,0,NA,0.164021164,17.9,27850,26100,21440,22320,7.6,19.6,NA,30,120,0.126984127,0,0,110,0.144736842,0,NA,21.5,22.8,0,155,0.407894737,25,15,0,0,105,15,0,55,0.058510638,15,0.015957447,165,0.515625,90,0.28125,35,0.109375,35,0.109375,0,0,225,0.412844037,40,0.073394495,NA,0.0625,325,35,55,100,20,25,0,55,0,10,0,0,15,615,0.037234043,0.058510638,0.106382979,0.021276596,0.026595745,0,0.058510638,0,0.010638298,0,0,0.015957447,0.654255319
ottawa_hunt_club_park_3056,3056,1380,0,0,1375,0.996376812,0,0,0,0.021818182,0.167272727,0.010909091,0.007272727,0,0,0.661818182,0.050724638,0.304347826,0,NA,0,28,20360,17040,14840,15160,7.2,30.5,NA,70,115,0.083636364,55,0.171875,55,0.052380952,0,NA,20.5,20.8,0,430,0.337254902,15,10,0,0,230,30,0,115,0.083636364,10,0.007272727,345,0.775280899,65,0.146067416,30,0.06741573,0,0,0,0,140,0.239316239,60,0.102564103,NA,0.02247191,910,60,10,270,15,405,25,25,25,0,0,15,55,465,0.043636364,0.007272727,0.196363636,0.010909091,0.294545455,0.018181818,0.018181818,0.018181818,0,0,0.010909091,0.04,0.338181818
