name,total_population,number_of_youth_age_15_24,percent_of_of_pop_that_are_youth_age_15_24,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized
ottawa_ons2022_westboro_3116_00000_4_2_percent,265,15,0.056603774,0.188679245,0,0,1,0.442307692,0.480769231,0,0,0,NA,0,0,0.301886792,16.7,42800,68000,50800,64500,10.8,15.8,0.818181818,0,40,0.150943396,0,0,25,0.142857143,0,0,44.6,46,18.9,20,0.363636364,260,115,125,0,0,0,0,10,Inf,0,NA,40,0.533333333,15,0.2,10,0.133333333,0,0,10,0.133333333,55,0.423076923,10,0.076923077,0.96969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_whitehaven_woodpark_glabar_park_3117_00000_2_7_percent,255,30,0.117647059,0.176470588,0,0,1,0.48,0.46,0,0,0,NA,0,0.166666667,0.294117647,11.5,46800,53600,44800,54000,10.2,14.6,0.566666667,0,40,0.156862745,0,0,25,0.151515152,0,0,44.4,46.4,17.6,0,0,250,120,115,0,0,0,0,10,Inf,0,NA,80,0.842105263,10,0.105263158,0,0,0,0,0,0,25,0.208333333,20,0.166666667,0.833333333,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_ons2022_whitewater_region_3719_00000_3_1_percent,595,90,0.151260504,0.117647059,0,0,1,0.63559322,0.355932203,0,0,0,NA,0,0.083333333,0.058823529,14.3,43200,46800,37400,42800,16,23,0.583333333,0,120,0.201680672,40,0.228571429,70,0.2,0,0,36.9,39.2,11.8,55,0.25,590,375,210,0,0,0,0,30,Inf,0,NA,190,0.904761905,0,0,15,0.071428571,0,0,0,0,20,0.083333333,20,0.083333333,0.933333333,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_1_alta_vista_00000_4_4_percent,620,95,0.153225806,0.112903226,0,0,1,0.475806452,0.427419355,0.056451613,0,0,NA,0,0.263157895,0.137096774,15.1,45600,55000,41200,48400,14.5,19.4,0.565789474,0,75,0.120967742,0,0,60,0.130434783,0,0,37.1,32.8,11.3,95,0.633333333,620,295,265,35,0,0,0,30,Inf,0,NA,110,0.578947368,35,0.184210526,25,0.131578947,10,0.052631579,10,0.052631579,110,0.360655738,40,0.131147541,0.736842105,0.078947368,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_3_beaconhill_00000_2_5_percent,555,70,0.126126126,0.126126126,0,0,1,0.54954955,0.423423423,0,0,0,NA,0,0.080645161,0.099099099,5.3,46400,52600,44400,53800,11.8,17.4,0.64516129,0,35,0.063063063,0,0,20,0.054054054,0,0,37.5,36,12.6,65,0.342105263,555,305,235,0,0,0,0,125,Inf,10,Inf,100,0.769230769,20,0.153846154,10,0.076923077,0,0,0,0,140,0.528301887,35,0.132075472,0.903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_4_beaverbrook_marchwood_00000_1_6_percent,255,35,0.137254902,0.176470588,0,0.06,1,0.44,0.44,0,0,0,NA,0,0,0.078431373,10,51600,60000,47200,56400,13.4,16.4,0.75,0,40,0.16,0,0,25,0.185185185,0,0,39.6,42.4,17.6,35,0.35,250,110,110,0,15,0,0,0,NA,0,NA,45,0.75,10,0.166666667,0,0,0,0,0,0,30,0.315789474,15,0.157894737,0.958333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_5_bells_corners_00000_1_9_percent,315,40,0.126984127,0.095238095,0,0,1,0.46875,0.46875,0.03125,0,0,NA,0,0.194444444,0.079365079,0,47200,56400,43200,53600,11.6,16.8,0.527777778,0,45,0.140625,0,0,30,0.15,0,0,36.6,36.4,9.5,60,0.52173913,320,150,150,10,0,0,0,0,NA,0,NA,110,0.814814815,15,0.111111111,0,0,0,0,0,0,45,0.257142857,15,0.085714286,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_7_blossom_park_00000_2_8_percent,465,45,0.096774194,0.064516129,0,0,1,0.580645161,0.322580645,0.032258065,0,0,NA,0,0.163636364,0.11827957,17.8,41400,48000,39600,47200,11.6,17.6,0.636363636,0,35,0.075268817,0,0,30,0.098360656,0,0,34.7,35.6,6.5,65,0.342105263,465,270,150,15,0,0,0,45,Inf,0,NA,85,0.80952381,0,0,0,0,0,0,10,0.095238095,80,0.432432432,20,0.108108108,0.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_8_bridlewood_00000_1_2_percent,525,50,0.095238095,0.076190476,0,0,1,0.59047619,0.380952381,0,0,0,NA,0,0.074074074,0.057142857,9.8,53600,60000,50400,55200,11.8,13.8,0.814814815,0,30,0.056603774,0,0,20,0.063492063,0,0,32.3,33.2,7.6,65,0.282608696,525,310,200,0,0,0,0,20,Inf,0,NA,110,0.956521739,0,0,0,0,0,0,0,0,110,0.488888889,20,0.088888889,0.944444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_10_carleton_heights_00000_3_7_percent,210,55,0.261904762,0,0,0,1,0.452380952,0.357142857,0,0,0,NA,0,0.111111111,0.119047619,8,45000,54000,38000,45000,6.6,12,0.722222222,0,0,0,0,0,0,0,0,NA,29.2,24.8,0,30,0.428571429,210,95,75,0,0,0,0,15,Inf,0,NA,55,0.785714286,15,0.214285714,0,0,0,0,0,0,45,0.391304348,0,0,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_11_carlington_00000_4_7_percent,455,100,0.21978022,0.043956044,0,0.021978022,1,0.527472527,0.263736264,0.120879121,0,0,NA,0,0.206896552,0.274725275,20,36800,43200,33200,43200,16.4,27,0.586206897,0,130,0.285714286,0,0,95,0.25,0,0,36.6,35.2,4.4,80,0.727272727,455,240,120,55,10,0,0,0,NA,0,NA,85,0.566666667,40,0.266666667,10,0.066666667,0,0,0,0,75,0.340909091,30,0.136363636,0.810344828,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_14_centre_town_00000_5_8_percent,870,120,0.137931034,0.045977011,0,0,1,0.505747126,0.385057471,0.068965517,0,0,NA,0,0.0703125,0.431034483,13.9,47400,58800,44700,54900,7.6,11.8,0.6640625,0,180,0.208092486,0,0,155,0.205298013,0,0,37.2,34,4.6,45,0.473684211,870,440,335,60,0,0,0,70,Inf,0,NA,65,0.276595745,50,0.212765957,100,0.425531915,15,0.063829787,10,0.042553191,280,0.533333333,15,0.028571429,0.9296875,0.042553191,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_19_copeland_00000_3_4_percent,665,90,0.135338346,0.112781955,0,0,1,0.481203008,0.37593985,0.067669173,0,0,NA,0,0.097560976,0.180451128,8,46400,51600,42600,51800,10.4,16.8,0.658536585,0,55,0.082706767,0,0,50,0.103092784,0,0,39.8,38.8,11.3,55,0.35483871,665,320,250,45,0,0,0,30,Inf,0,NA,165,0.75,25,0.113636364,20,0.090909091,0,0,0,0,120,0.347826087,45,0.130434783,0.890243902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_21_cyrville_00000_2_6_percent,655,85,0.129770992,0.091603053,0,0.015267176,1,0.648854962,0.213740458,0.091603053,0,0,NA,0,0.088607595,0.13740458,14.9,40400,46600,44800,72000,11.8,21.8,0.620253165,0,95,0.145038168,35,0.24137931,45,0.1,15,0.25,36.3,34.8,9.2,100,0.444444444,655,425,140,60,10,0,0,55,Inf,0,NA,145,0.743589744,20,0.102564103,30,0.153846154,0,0,0,0,85,0.298245614,35,0.122807018,0.924050633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_22_dalhousie_00000_5_8_percent,385,75,0.194805195,0.025974026,0,0,1,0.519480519,0.25974026,0.155844156,0,0,NA,0,0.14,0.285714286,12.5,36800,42000,32000,40800,13.8,26,0.7,0,120,0.311688312,0,0,95,0.306451613,0,NA,35.5,34,2.6,35,0.5,385,200,100,60,0,0,0,45,Inf,0,NA,50,0.454545455,20,0.181818182,40,0.363636364,0,0,0,0,75,0.416666667,25,0.138888889,0.88,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_23_glebe_00000_4_1_percent,200,40,0.2,0.1,0,0,1,0.6,0.25,0.05,0,0,NA,0,0,0.225,8,46800,50000,43000,49000,7,14.8,0.782608696,0,30,0.153846154,0,0,25,0.178571429,0,0,34.6,32.4,10,35,0.538461538,200,120,50,10,0,0,0,20,Inf,0,NA,35,0.7,0,0,15,0.3,0,0,0,0,60,0.545454545,10,0.090909091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_28_hunt_club_east_00000_2_9_percent,555,90,0.162162162,0.054054054,0,0,1,0.540540541,0.324324324,0.063063063,0,0,NA,0,0.160714286,0.153153153,17.4,45200,54800,40200,52800,16,22.8,0.714285714,0,125,0.225225225,60,0.307692308,60,0.184615385,0,0,31.7,30.8,5.4,165,0.673469388,555,300,180,35,0,0,0,45,Inf,20,Inf,100,0.869565217,10,0.086956522,0,0,0,0,0,0,75,0.405405405,10,0.054054054,0.839285714,0.086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_29_hunt_club_west_00000_2_0_percent,335,60,0.179104478,0.149253731,0.029850746,0.044776119,1,0.47761194,0.447761194,0.044776119,0,0,0,0,0.117647059,0.134328358,9.1,50400,60000,46400,54800,13.4,15.8,0.617647059,0,30,0.089552239,0,0,20,0.097560976,0,0,37.5,37.6,14.9,55,0.523809524,335,160,150,15,15,10,0,25,Inf,0,NA,80,0.727272727,20,0.181818182,0,0,0,0,0,0,35,0.24137931,20,0.137931034,0.911764706,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_30_katimavik_hazeldean_00000_2_4_percent,320,45,0.140625,0.203125,0,0,1,0.603174603,0.333333333,0,0,0,NA,0,0.1,0.140625,13.3,49200,52400,45600,50000,14,16.8,0.8,0,15,0.046875,0,0,0,0,0,0,39.8,39.6,20.3,40,0.421052632,315,190,105,0,0,0,0,10,Inf,0,NA,50,0.714285714,0,0,10,0.142857143,0,0,20,0.285714286,60,0.461538462,15,0.115384615,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_31_lower_town_00000_7_6_percent,395,65,0.164556962,0.063291139,0,0,1,0.594936709,0.329113924,0.025316456,0,0,NA,0,0.181818182,0.367088608,10,46200,61200,42200,55600,11.2,15.9,0.545454545,0,100,0.25,0,0,85,0.253731343,0,0,37.8,33.2,6.3,25,0.555555556,395,235,130,10,0,0,0,80,Inf,0,NA,40,0.296296296,25,0.185185185,55,0.407407407,10,0.074074074,10,0.074074074,80,0.355555556,15,0.066666667,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_33_nepean_central_00000_2_2_percent,640,105,0.1640625,0.09375,0,0,1,0.5234375,0.3828125,0.046875,0,0,NA,0,0.057142857,0.0859375,17.3,53400,60800,50800,58200,11,15.9,0.728571429,0,70,0.109375,0,0,60,0.141176471,0,0,35.3,32.4,9.4,90,0.473684211,640,335,245,30,0,0,0,10,Inf,0,NA,130,0.702702703,30,0.162162162,10,0.054054054,0,0,10,0.054054054,125,0.409836066,40,0.131147541,0.957142857,0.054054054,0,0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_34_nepean_east_00000_3_2_percent,910,170,0.186813187,0.093406593,0,0,1,0.576923077,0.296703297,0.087912088,0,0,NA,0,0.168421053,0.076923077,13.8,42600,49800,42200,52000,12.9,17.3,0.589473684,0,130,0.142857143,20,0.1,100,0.158730159,0,0,33.8,31.4,9.3,95,0.301587302,910,525,270,80,0,0,0,15,Inf,0,NA,165,0.634615385,30,0.115384615,15,0.057692308,10,0.038461538,40,0.153846154,145,0.358024691,60,0.148148148,0.842105263,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,910,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_2_bayshore_crystal_bay_00000_3_6_percent,290,35,0.120689655,0.086206897,0,0,1,0.568965517,0.396551724,0,0,0,NA,0,0.088235294,0.120689655,16.1,41600,43600,38800,45600,12.8,17.2,0.558823529,0,0,0,0,0,0,0,0,0,34.2,31.8,8.6,55,0.523809524,290,165,115,0,0,0,0,10,Inf,0,NA,80,0.842105263,10,0.105263158,0,0,0,0,0,0,40,0.307692308,30,0.230769231,0.911764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_26_half_moon_bay_stonebridge_00000_1_5_percent,470,85,0.180851064,0.053191489,0,0,1,0.35106383,0.553191489,0.042553191,0,0,NA,0,0.086956522,0.021276596,21.3,51200,53200,47600,55600,6.2,15.4,0.717391304,0,0,0,0,0,0,0,0,0,30.8,26.2,5.3,55,0.244444444,470,165,260,20,0,0,0,60,Inf,0,NA,100,0.869565217,0,0,0,0,0,0,0,0,75,0.405405405,20,0.108108108,0.913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_37_orleans_south_00000_1_4_percent,935,155,0.165775401,0.090909091,0,0,1,0.404255319,0.542553191,0.015957447,0,0,NA,0,0.054545455,0.064171123,12.3,55700,65800,54100,65800,7.2,10.8,0.727272727,0,55,0.058823529,0,0,40,0.061538462,0,0,38.3,39.2,9.1,120,0.406779661,940,380,510,15,0,0,0,315,Inf,20,Inf,245,0.844827586,20,0.068965517,10,0.034482759,0,0,10,0.034482759,175,0.372340426,45,0.095744681,0.945454545,0.086206897,0,0,0,0,0,0,0,0,0,0,0,0,0,940,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_32_metcalfe_osgoode_greely_00000_1_4_percent,800,145,0.18125,0.05,0,0,1,0.5875,0.34375,0.0375,0,0,NA,0,0.115384615,0.0125,11.3,54200,63600,53600,65200,5.1,8.2,0.679487179,0,40,0.05,15,0.053571429,25,0.053191489,0,0,32.5,28.6,5,60,0.15,800,470,275,30,0,0,0,50,Inf,0,NA,205,0.931818182,0,0,0,0,0,0,0,0,135,0.38028169,65,0.183098592,0.897435897,0.113636364,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_39_ottawa_north_east_00000_3_7_percent,815,70,0.085889571,0.171779141,0,0,1,0.478527607,0.386503067,0.110429448,0,0,NA,0,0.235294118,0.233128834,22.2,38300,40000,34800,41200,20.2,28.2,0.509803922,0,155,0.190184049,15,0.142857143,120,0.210526316,25,0.178571429,43,41.6,17.2,105,0.538461538,815,390,315,90,0,0,0,265,Inf,20,Inf,140,0.595744681,45,0.191489362,30,0.127659574,0,0,15,0.063829787,80,0.25,50,0.15625,0.754901961,0.063829787,0,0,0,0,0,0,0,0,0,0,0,0,0,815,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_40_ottawa_south_00000_3_2_percent,125,25,0.2,0.08,0,0,1,0.56,0.36,0,0,0,NA,0,0.117647059,0.08,23.5,86000,114000,76000,104000,2.5,5.4,0.941176471,0,0,0,0,NA,0,0,0,NA,38.4,29.8,8,10,0.25,125,70,45,0,0,0,0,10,Inf,0,NA,15,0.3,10,0.2,10,0.2,15,0.3,0,0,20,0.285714286,0,0,0.941176471,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_41_ottawa_west_00000_3_4_percent,565,45,0.079646018,0.14159292,0,0,1,0.504424779,0.336283186,0.061946903,0,0,NA,0,0.086956522,0.256637168,17.5,48800,66000,50200,62400,10,14.6,0.739130435,0,70,0.123893805,0,0,45,0.118421053,15,0.1875,37.7,34,14.2,65,0.481481481,565,285,190,35,0,0,0,20,Inf,0,NA,55,0.611111111,25,0.277777778,0,0,0,0,0,0,170,0.653846154,25,0.096153846,0.927536232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_42_overbrook_00000_5_8_percent,335,45,0.134328358,0.029850746,0,0,1,0.567164179,0.208955224,0.164179104,0,0,NA,0,0.341463415,0.208955224,30,32800,32800,29800,38000,21.2,36.5,0.487804878,0,130,0.393939394,45,0.529411765,85,0.354166667,0,NA,31.6,30.4,3,100,0.8,335,190,70,55,0,0,0,40,Inf,0,NA,45,0.642857143,10,0.142857143,10,0.142857143,0,0,0,0,35,0.333333333,25,0.238095238,0.658536585,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_43_pinecrest_queensway_00000_3_8_percent,1060,130,0.122641509,0.099056604,0,0,1,0.481132075,0.386792453,0.047169811,0,0,NA,0,0.225806452,0.20754717,18.3,39000,39900,36500,40100,17.4,27.2,0.564516129,0,245,0.230046948,95,0.38,140,0.19858156,0,0,36.7,33.2,9.9,175,0.564516129,1060,510,410,50,0,0,0,100,Inf,10,Inf,225,0.818181818,35,0.127272727,10,0.036363636,0,0,10,0.036363636,150,0.348837209,40,0.093023256,0.774193548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_46_rideau_00000_1_7_percent,405,55,0.135802469,0.074074074,0,0,1,0.414634146,0.451219512,0.097560976,0,0,NA,0,0.066666667,0,8,63200,82000,59600,74000,4.8,5.7,0.822222222,0,20,0.049382716,0,0,0,0,0,0,35.1,35.6,7.4,40,0.235294118,410,170,185,40,0,0,0,30,Inf,0,NA,125,0.862068966,10,0.068965517,0,0,0,0,0,0,85,0.361702128,30,0.127659574,0.933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_50_vanier_00000_6_8_percent,1065,120,0.112676056,0.103286385,0,0.009345794,1,0.537383178,0.299065421,0.126168224,0,0,NA,0,0.305970149,0.192488263,28.9,34100,36800,30150,36200,27.5,37.2,0.537313433,0,285,0.267605634,60,0.292682927,190,0.253333333,35,0.318181818,39,38,10.3,170,0.596491228,1070,575,320,135,10,0,0,175,Inf,25,Inf,100,0.487804878,40,0.195121951,45,0.219512195,10,0.048780488,0,0,85,0.293103448,35,0.120689655,0.701492537,0.048780488,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_51_westboro_00000_2_6_percent,170,10,0.058823529,0.117647059,0,0,1,0.470588235,0.470588235,0,0,0,NA,0,0,0.205882353,14.3,49000,57000,46000,55000,8.8,15.6,0.782608696,0,20,0.114285714,0,0,0,0,0,0,40.4,46.4,11.8,20,0.4,170,80,80,0,0,0,0,0,NA,0,NA,35,0.636363636,10,0.181818182,0,0,0,0,10,0.181818182,40,0.444444444,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_9_cardinal_creek_fallingbrook_00000_1_7_percent,900,170,0.188888889,0.111111111,0,0,1,0.436464088,0.480662983,0.044198895,0,0,NA,0,0.066666667,0.072222222,9.7,48800,53600,47200,53800,9.2,13.7,0.711111111,0,0,0,0,0,0,0,0,0,35.5,30.8,11.1,135,0.350649351,905,395,435,40,0,0,0,280,Inf,15,Inf,195,0.829787234,25,0.106382979,0,0,10,0.042553191,0,0,185,0.44047619,30,0.071428571,0.922222222,0.063829787,0,0,0,0,0,0,0,0,0,0,0,0,0,905,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_12_carlsbad_springs_findlay_creek_00000_1_8_percent,340,45,0.132352941,0.073529412,0,0,1,0.449275362,0.420289855,0.072463768,0,0,NA,0,0.052631579,0.073529412,8.3,55200,66000,50000,60400,7.3,11.2,0.763157895,0,25,0.073529412,0,0,20,0.090909091,0,0,35.1,34.4,7.4,40,0.32,345,155,145,25,0,0,0,40,Inf,10,Inf,80,0.888888889,0,0,0,0,0,0,10,0.111111111,75,0.454545455,30,0.181818182,0.921052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_13_carp_fitzroy_kinburn_00000_2_9_percent,540,70,0.12962963,0.092592593,0,0,1,0.422018349,0.504587156,0,0,0,NA,0,0.070175439,0.027777778,13.8,48400,60000,49800,62400,9.1,12.9,0.666666667,0,30,0.055555556,0,0,20,0.057142857,0,0,34.6,32.8,9.3,50,0.212765957,545,230,275,0,0,0,0,25,Inf,0,NA,165,0.970588235,0,0,0,0,0,0,0,0,80,0.32,50,0.2,0.947368421,0.147058824,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_15_chapman_mills_rideau_crest_00000_2_8_percent,450,80,0.177777778,0.044444444,0,0,1,0.577777778,0.366666667,0.022222222,0,0,NA,0,0.036363636,0.055555556,6.8,50400,59000,51800,64400,4.9,8.2,0.781818182,0,0,0,0,0,0,0,0,NA,34.6,35.2,4.4,35,0.233333333,450,260,165,10,0,0,0,35,Inf,0,NA,125,0.925925926,0,0,0,0,0,0,0,0,140,0.5,30,0.107142857,0.963636364,0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_16_chatelaine_convent_glen_00000_2_2_percent,540,80,0.148148148,0.138888889,0,0,1,0.425925926,0.490740741,0.055555556,0,0,NA,0,0.071428571,0.092592593,17.2,47400,50600,47400,53800,8.8,13.6,0.696428571,0,45,0.082568807,0,0,30,0.090909091,0,0,37.2,35.2,13.9,80,0.4,540,230,265,30,0,0,0,165,Inf,15,Inf,95,0.730769231,25,0.192307692,0,0,0,0,0,0,110,0.458333333,45,0.1875,0.928571429,0.192307692,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_17_clementine_riverside_park_00000_3_5_percent,280,65,0.232142857,0.089285714,0,0,1,0.357142857,0.5,0.125,0,0,NA,0,0.137931034,0.160714286,16.1,40000,45600,35200,40400,9.6,17.2,0.586206897,0,30,0.107142857,0,0,30,0.15,0,0,34,29.4,8.9,25,0.294117647,280,100,140,35,0,0,0,0,NA,0,NA,45,0.5,25,0.277777778,10,0.111111111,0,0,0,0,45,0.346153846,10,0.076923077,0.896551724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,1
ottawa_oeycfc_18_constance_bay_dunrobin_00000_3_0_percent,355,50,0.14084507,0.070422535,0,0,1,0.375,0.555555556,0.069444444,0,0,NA,0,0.051282051,0.056338028,21.1,51200,66000,50800,62400,6.3,9.6,0.743589744,0,0,0,0,0,0,0,0,0,34.1,33.6,7,35,0.225806452,360,135,200,25,0,0,0,10,Inf,0,NA,65,1,0,0,0,0,0,0,0,0,85,0.548387097,20,0.129032258,0.948717949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,1
