name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized,number_of_children_eligible_for_instruction_in_the_minority_official_language,percent_of_children_eligible_for_instruction_in_the_minority_official_language,number_of_children_not_eligible_for_instruction_in_the_minority_official_language,percent_of_children_not_eligible_for_instruction_in_the_minority_official_language,ONS_ID
ottawa_stittsville_north_3108,1350,1350,1,0,0,0,0,0,0.03703703703703703,0.03703703703703703,0.02222222222222222,0.01111111111111111,0.0074074074074074,0,0.37777777777777777,0,0,0.03717472118959108,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,60,0.04460966542750929,60,0.04460966542750929,0,NA,0,NA,3.9,4.1,0,80,0.05925925925925926,30,15,10,0,50,50,50,35,0.02602230483271375,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,510,130,65,85,0,90,10,40,0,10,15,0,50,840,0.0962962962962963,0.04814814814814815,0.06296296296296296,0,0.06666666666666667,0.0074074074074074,0.02962962962962963,0,0.0074074074074074,0.01111111111111111,0,0.03703703703703703,0.6222222222222222,280,0.2074074074074074,1065,0.7888888888888889,3108
ottawa_stonebridge_half_moon_bay_3109,2815,2815,1,0,0,0,0,0,0.04085257548845471,0.04440497335701599,0.01598579040852575,0.00532859680284191,0.01065719360568383,0,0.61101243339254,0.00710479573712255,0.16,0.06394316163410302,NA,0,0,NA,NA,NA,NA,NA,NA,NA,20,220,0.07829181494661921,220,0.07829181494661921,0,NA,0,NA,3.8,4,0,210,0.07473309608540925,45,15,30,0,125,115,180,125,0.04440497335701599,35,0.01243339253996447,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,1720,425,360,255,70,325,50,50,45,0,0,10,130,1095,0.15097690941385436,0.12788632326820604,0.0905861456483126,0.02486678507992895,0.11545293072824156,0.01776198934280639,0.01776198934280639,0.01598579040852575,0,0,0.00355239786856127,0.04618117229129662,0.38898756660746,585,0.20818505338078291,2230,0.7935943060498221,3109
ottawa_trend_arlington_3110,330,330,1,0,0,0,0,0,0.03076923076923077,0.03076923076923077,0,0,0,0,0.3384615384615385,0.0303030303030303,1,0.07692307692307693,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,NA,0,NA,4.1,4.5,0,20,0.06060606060606061,0,0,0,0,10,10,25,25,0.07692307692307693,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,110,25,30,10,0,15,10,10,0,10,0,0,0,215,0.07692307692307693,0.09230769230769233,0.03076923076923077,0,0.04615384615384615,0.03076923076923077,0.03076923076923077,0,0.03076923076923077,0,0,0,0.6615384615384615,120,0.3692307692307693,210,0.6461538461538462,3110
ottawa_vanier_north_3111,605,605,1,0,0,0,0,0,0.04132231404958678,0.04132231404958678,0.08264462809917356,0.06611570247933884,0,0,0.4380165289256198,0.02479338842975206,0.6,0.03305785123966942,NA,0,0,NA,NA,NA,NA,NA,NA,NA,15,145,0.23770491803278687,145,0.23770491803278687,0,NA,0,NA,3.3,3.2,0,120,0.1983471074380165,50,40,0,0,25,25,20,185,0.30578512396694213,100,0.1652892561983471,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,265,35,20,170,0,20,0,0,0,0,0,0,10,345,0.05785123966942149,0.03305785123966942,0.2809917355371901,0,0.03305785123966942,0,0,0,0,0,0,0.01652892561983471,0.5702479338842975,290,0.47540983606557374,315,0.5163934426229508,3111
ottawa_vanier_south_3112,325,325,1,0,0,0,0,0,0.2,0.2,0.06153846153846154,0.06153846153846154,0,0,0.5384615384615384,0.06153846153846154,0.3076923076923077,0.0303030303030303,NA,0,0,NA,NA,NA,NA,NA,NA,NA,20,95,0.2923076923076923,95,0.2923076923076923,0,NA,0,NA,3.6,4,0,90,0.27692307692307694,20,20,0,0,65,65,10,75,0.2272727272727273,75,0.2272727272727273,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,175,15,10,130,0,15,0,0,0,0,0,0,0,155,0.04615384615384615,0.03076923076923077,0.4,0,0.04615384615384615,0,0,0,0,0,0,0,0.47692307692307695,145,0.4461538461538462,175,0.5384615384615384,3112
ottawa_vars_3113,180,180,1,0,0,0,0,0,0,0,0.08333333333333333,0.05555555555555555,0.05555555555555555,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.7,3.5,0,10,0.05714285714285714,15,10,10,0,0,0,0,85,0.4722222222222222,55,0.3055555555555556,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,1,140,0.7567567567567568,40,0.21621621621621623,3113
ottawa_waterridge_village_3114,235,235,1,0,0,0,0,0,0.0425531914893617,0.0425531914893617,0,0,0,0,0.6170212765957447,0.0425531914893617,1,0.04166666666666666,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,30,0.125,30,0.125,0,NA,0,NA,3.3,3.1,0,40,0.1702127659574468,0,0,0,0,10,10,10,60,0.25,40,0.16666666666666666,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,145,30,10,60,0,20,0,0,0,0,0,0,25,95,0.1276595744680851,0.0425531914893617,0.2553191489361702,0,0.0851063829787234,0,0,0,0,0,0,0.10638297872340426,0.40425531914893614,150,0.625,85,0.3541666666666667,3114
ottawa_west_centretown_3115,495,495,1,0,0,0,0,0,0.0303030303030303,0.0303030303030303,0.04040404040404041,0,0,0.0202020202020202,0.30303030303030304,0,0,0.04040404040404041,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,125,0.25,125,0.25,0,NA,0,NA,3.3,3,0,80,0.16326530612244897,20,0,0,10,15,15,20,40,0.08080808080808081,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,150,25,0,45,10,0,0,35,0,0,0,0,30,345,0.0505050505050505,0,0.09090909090909093,0.0202020202020202,0,0,0.0707070707070707,0,0,0,0,0.06060606060606061,0.696969696969697,130,0.26262626262626265,365,0.7373737373737373,3115
ottawa_westboro_3116,785,785,1,0,0,0,0,0,0.03821656050955414,0.03821656050955414,0.02547770700636942,0.01273885350318471,0.01273885350318471,0,0.25477707006369427,0.01273885350318471,0.3333333333333333,0.04487179487179487,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,75,0.09615384615384616,75,0.09615384615384616,0,NA,0,NA,3.6,3.6,0,105,0.1337579617834395,20,10,10,0,30,30,35,45,0.05769230769230769,15,0.01923076923076923,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,200,45,75,25,0,20,0,0,10,0,10,0,10,580,0.05732484076433121,0.09554140127388536,0.03184713375796178,0,0.02547770700636942,0,0,0.01273885350318471,0,0.01273885350318471,0,0.01273885350318471,0.7388535031847133,185,0.2356687898089172,600,0.7643312101910829,3116
ottawa_whitehaven_woodpark_glabar_park_3117,615,615,1,0,0,0,0,0,0.01626016260162601,0.01626016260162601,0.01626016260162601,0,0.01626016260162601,0,0.3089430894308943,0,0,0.02439024390243902,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,40,0.06451612903225806,40,0.06451612903225806,0,NA,0,NA,3.9,4,0,70,0.11382113821138212,10,0,10,0,10,10,15,30,0.04878048780487805,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,190,20,20,70,10,30,10,10,0,0,10,0,10,425,0.03252032520325203,0.03252032520325203,0.11382113821138212,0.01626016260162601,0.04878048780487805,0.01626016260162601,0.01626016260162601,0,0,0.01626016260162601,0,0.01626016260162601,0.6910569105691057,115,0.1869918699186992,500,0.8130081300813008,3117
