ONS_ID,name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,number_in_the_labour_force_age_15,number_employed_age_15,number_unemployed_age_15,number_not_in_labour_force_age_15,participation_rate,employment_rate,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized,number_of_children_eligible_for_instruction_in_the_minority_official_language,percent_of_children_eligible_for_instruction_in_the_minority_official_language,number_of_children_not_eligible_for_instruction_in_the_minority_official_language,percent_of_children_not_eligible_for_instruction_in_the_minority_official_language,number_1_year_mobility_total,number_1_year_non_movers,number_1_year_movers,number_1_year_non_migrants,number_1_year_migrants,number_1_year_intraprovincial_migrants,number_1_year_interprovincial_migrants,number_1_year_external_migrants,percent_1_year_non_movers,percent_1_year_movers,percent_1_year_migrants.x,percent_1_year_migrants.y,percent_1_year_intraprovincial_migrants,percent_1_year_interprovincial_migrants,percent_1_year_external_migrants,number_5_year_mobility_total,number_5_year_non_movers,number_5_year_movers,number_5_year_non_migrants,number_5_year_migrants,number_5_year_intraprovincial_migrants,number_5_year_interprovincial_migrants,number_5_year_external_migrants,percent_5_year_non_movers,percent_5_year_movers,percent_5_year_migrants.x,percent_5_year_migrants.y,percent_5_year_intraprovincial_migrants,percent_5_year_interprovincial_migrants,percent_5_year_external_migrants
3014,BRIDLEWOOD - EMERALD MEADOWS ,2775,555,0.2,410,0.147747748,1515,0.545945946,0.106306306,0.027027027,0.263063063,0.025225225,0.016216216,0.007207207,0,0.268468468,0.036036036,0.15037594,0,0.042763158,0.030630631,1640,1495,145,585,74,67,9,55800,65800,50280,63900,7,10,0.855263158,100,80,0.028880866,25,0.034246575,55,0.031518625,0,0,37,39,295,130,0.126213592,70,45,20,0,730,75,0,1190,0.428828829,135,0.048648649,590,0.842857143,60,0.085714286,15,0.021428571,0,0,40,0.057142857,790,0.528428094,110,0.073578595,0.957236842,0.057142857,745,50,30,355,0,185,55,20,25,0,10,0,20,2030,0.018018018,0.010810811,0.127927928,0,0.066666667,0.01981982,0.007207207,0.009009009,0,0.003603604,0,0.007207207,0.731531532,620,0.832214765,130,0.174496644,2740,2485,255,180,75,40,30,10,0.906934307,0.093065693,0.065693431,0.027372263,0.01459854,0.010948905,0.003649635,2640,1640,1005,560,440,150,255,35,0.621212121,0.380681818,0.212121212,0.166666667,0.056818182,0.096590909,0.013257576
3015,BRITANNIA ,1215,180,0.148148148,190,0.156378601,625,0.514403292,0.181069959,0.123966942,0.417355372,0.024793388,0,0.016528926,0,0.516528926,0.189300412,0.5,0,0.096774194,0.24691358,530,460,65,500,52,45,12,44000,43800,39400,43700,18,25,0.693548387,230,210,0.172839506,55,0.224489796,135,0.181208054,20,0.090909091,41,42,220,150,0.38961039,30,0,20,0,505,150,0,650,0.537190083,140,0.115702479,195,0.661016949,70,0.237288136,0,0,0,0,25,0.084745763,165,0.358695652,40,0.086956522,0.89516129,0.06779661,625,10,0,490,0,85,20,25,0,0,0,0,0,590,0.008264463,0,0.404958678,0,0.070247934,0.016528926,0.020661157,0,0,0,0,0,0.487603306,235,0.959183673,15,0.06122449,1210,1055,150,90,60,25,20,15,0.871900826,0.123966942,0.074380165,0.049586777,0.020661157,0.016528926,0.012396694,1180,705,475,205,270,50,100,115,0.597457627,0.402542373,0.173728814,0.228813559,0.042372881,0.084745763,0.097457627
3016,BROOKSIDE - BRIARBROOK - MORGANS GRANT ,1955,475,0.242966752,345,0.176470588,1050,0.537084399,0.046035806,0.046035806,0.324808184,0.025575448,0.007672634,0.017902813,0,0.47826087,0.084398977,0.261904762,0,0,0.035805627,1135,1040,100,345,76,70,9,61850,78800,56400,71800,5,8,0.872037915,165,70,0.035714286,0,0,35,0.027888446,0,0,33,33,90,180,0.197802198,50,15,35,0,635,90,0,835,0.427109974,85,0.043478261,355,0.739583333,80,0.166666667,30,0.0625,0,0,10,0.020833333,560,0.538461538,50,0.048076923,0.990521327,0.145833333,935,90,70,400,0,205,35,75,45,10,0,0,0,1025,0.046035806,0.035805627,0.204603581,0,0.104859335,0.017902813,0.038363171,0.023017903,0.00511509,0,0,0,0.524296675,520,0.825396825,115,0.182539683,1955,1740,215,100,115,30,60,20,0.890025575,0.109974425,0.051150895,0.058823529,0.015345269,0.030690537,0.010230179,1910,1260,645,380,270,35,135,105,0.659685864,0.337696335,0.19895288,0.141361257,0.018324607,0.070680628,0.054973822
3704,"Brudenell, Lyndoch and Raglan ",40,0,0,0,0,15,0.375,0.5,0,0,0.25,0,0,0,0,0,NA,0,0,0.25,0,0,0,40,0,0,0,30000,24000,33000,28000,34,38,0.75,0,0,0,0,NA,0,0,0,0,65,64,20,0,NA,10,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,40,35,0,0,0,0,0,0,0.875,0,0,0,0,0,0,40,30,15,0,15,15,0,0,0.75,0.375,0,0.375,0.375,0,0
3017,CARDINAL CREEK ,5400,1030,0.190740741,755,0.139814815,2930,0.542592593,0.128703704,0.013888889,0.139814815,0.039814815,0.015740741,0.02037037,0,0.227777778,0.031481481,0.237762238,0,0.042735043,0.058333333,3035,2830,205,1330,70,65,7,57650,66600,56450,67200,7,10,0.806837607,170,95,0.017592593,25,0.019157088,50,0.014705882,0,0,39,41,695,335,0.172236504,215,85,110,0,755,75,0,4045,0.749074074,360,0.066666667,1320,0.835443038,140,0.088607595,65,0.041139241,10,0.006329114,40,0.025316456,1245,0.439929329,180,0.06360424,0.955555556,0.07278481,1230,50,15,950,0,125,30,25,15,0,0,0,15,4175,0.009259259,0.002777778,0.175925926,0,0.023148148,0.005555556,0.00462963,0.002777778,0,0,0,0.002777778,0.773148148,1300,0.966542751,45,0.033457249,5350,4900,450,330,125,40,55,30,0.91588785,0.08411215,0.061682243,0.023364486,0.007476636,0.010280374,0.005607477,5110,3105,2005,1430,580,275,235,70,0.607632094,0.392367906,0.279843444,0.113502935,0.053816047,0.045988258,0.01369863
3018,CARLETON HEIGHTS-COURTLAND PARK ,905,140,0.154696133,175,0.193370166,455,0.502762431,0.154696133,0.022099448,0.237569061,0.027624309,0,0.022099448,0,0.408839779,0.060773481,0.305555556,0,0.066666667,0.121546961,525,445,80,245,69,58,15,53100,62800,49700,62400,10,15,0.755555556,55,105,0.115384615,35,0.194444444,60,0.102564103,0,0,38,37,140,110,0.41509434,25,0,20,0,215,20,0,430,0.472527473,40,0.043956044,180,0.765957447,35,0.14893617,20,0.085106383,0,0,0,0,195,0.438202247,30,0.06741573,0.944444444,0.063829787,370,10,25,235,10,40,0,10,25,0,0,0,0,535,0.011049724,0.027624309,0.259668508,0.011049724,0.044198895,0,0.011049724,0.027624309,0,0,0,0,0.591160221,175,0.921052632,15,0.078947368,900,745,155,115,40,20,20,0,0.827777778,0.172222222,0.127777778,0.044444444,0.022222222,0.022222222,0,860,455,405,165,240,105,80,60,0.529069767,0.470930233,0.191860465,0.279069767,0.122093023,0.093023256,0.069767442
3402,Carleton Place ,805,105,0.130434783,45,0.055900621,470,0.583850932,0.236024845,0.01242236,0.055900621,0.111801242,0.043478261,0.055900621,0,0.093167702,0,0,0,0.096774194,0.180124224,450,420,35,250,64,60,8,51700,55600,48900,54200,13,16,0.623655914,0,55,0.067901235,0,0,30,0.059405941,0,0,46,48,190,40,0.25,90,35,45,0,45,10,0,165,0.204968944,0,0,240,0.923076923,10,0.038461538,10,0.038461538,0,0,0,0,150,0.357142857,30,0.071428571,0.903225806,0.115384615,75,0,10,45,10,15,0,0,0,0,0,0,0,735,0,0.01242236,0.055900621,0.01242236,0.01863354,0,0,0,0,0,0,0,0.913043478,100,0.869565217,20,0.173913043,795,665,130,35,100,85,0,10,0.836477987,0.163522013,0.044025157,0.125786164,0.106918239,0,0.012578616,760,335,425,50,380,315,50,15,0.440789474,0.559210526,0.065789474,0.5,0.414473684,0.065789474,0.019736842
3019,CARLETON UNIVERSITY ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3020,CARLINGTON ,2405,495,0.205821206,355,0.147609148,1335,0.555093555,0.089397089,0.135135135,0.37006237,0.035343035,0.014553015,0.014553015,0,0.525987526,0.20997921,0.597633136,0.006224066,0.112359551,0.155925156,1215,1060,150,700,63,55,12,45760,49480,41000,49160,14,21,0.70411985,505,540,0.224532225,195,0.312,315,0.200636943,35,0.162790698,36,36,215,360,0.426035503,85,35,35,0,890,325,15,1140,0.473029046,325,0.134854772,350,0.608695652,165,0.286956522,35,0.060869565,15,0.026086957,15,0.026086957,480,0.452830189,95,0.089622642,0.887640449,0.069565217,1265,0,35,985,0,130,35,20,15,10,0,10,10,1140,0,0.014553015,0.40956341,0,0.054054054,0.014553015,0.008316008,0.006237006,0.004158004,0,0.004158004,0.004158004,0.474012474,535,0.8359375,100,0.15625,2395,2140,255,180,75,15,20,40,0.893528184,0.106471816,0.075156576,0.03131524,0.006263048,0.008350731,0.016701461,2280,1245,1035,470,565,75,140,350,0.546052632,0.453947368,0.206140351,0.247807018,0.032894737,0.061403509,0.153508772
3021,CARP ,500,90,0.18,50,0.1,265,0.53,0.17,0,0.08,0.04,0.02,0.02,0,0.1,0,0,0,0.037735849,0.05,290,270,20,120,72,67,7,86800,115200,75200,95200,5,6,0.867924528,0,0,0,0,0,0,0,0,0,43,45,85,10,0.068965517,20,10,10,0,40,0,0,175,0.353535354,0,0,115,0.884615385,0,0,10,0.076923077,0,0,0,0,145,0.537037037,25,0.092592593,0.962264151,0.076923077,50,25,0,0,0,10,0,0,10,0,0,0,0,450,0.05,0,0,0,0.02,0,0,0.02,0,0,0,0,0.9,80,0.761904762,30,0.285714286,500,435,60,50,10,10,0,0,0.87,0.12,0.1,0.02,0.02,0,0,490,305,180,125,50,40,10,0,0.62244898,0.367346939,0.255102041,0.102040816,0.081632653,0.020408163,0
3022,CARSON GROVE - CARSON MEADOWS ,4190,605,0.144391408,600,0.143198091,2100,0.501193317,0.211217184,0.053699284,0.244630072,0.042959427,0.020286396,0.019093079,0,0.366348449,0.075178998,0.331578947,0,0.087885986,0.163484487,2070,1860,205,1510,58,52,10,47400,50200,44120,48680,14,19,0.736342043,315,485,0.11575179,115,0.153333333,285,0.111328125,85,0.096590909,43,44,885,505,0.400793651,180,85,80,0,1025,225,0,2940,0.701670644,520,0.124105012,715,0.632743363,225,0.199115044,105,0.092920354,20,0.017699115,60,0.053097345,730,0.391420912,130,0.069705094,0.909738717,0.053097345,1535,20,50,1095,15,240,65,15,20,0,0,0,15,2660,0.00477327,0.011933174,0.261336516,0.003579952,0.057279236,0.015513126,0.003579952,0.00477327,0,0,0,0.003579952,0.634844869,720,0.911392405,75,0.094936709,4165,3750,410,330,85,65,10,15,0.900360144,0.098439376,0.079231693,0.020408163,0.015606242,0.00240096,0.003601441,4005,2480,1525,835,690,155,225,310,0.619225968,0.380774032,0.208489388,0.172284644,0.038701623,0.056179775,0.077403246
3602,Casselman ,2920,495,0.169520548,340,0.116438356,1515,0.518835616,0.198630137,0.003424658,0.030821918,0.039383562,0.02739726,0.011986301,0,0.061643836,0.006849315,0.25,0,0.079470199,0.118150685,1565,1505,60,860,65,62,4,49600,54900,48600,55600,11,14,0.678807947,20,160,0.054794521,25,0.041666667,80,0.045977011,45,0.077586207,43,44,580,215,0.25748503,115,80,35,0,90,10,0,2550,0.873287671,415,0.142123288,1070,0.926406926,10,0.008658009,55,0.047619048,0,0,15,0.012987013,350,0.23255814,140,0.093023256,0.920529801,0.064935065,180,0,10,100,10,35,0,10,0,0,0,0,10,2740,0,0.003424658,0.034246575,0.003424658,0.011986301,0,0.003424658,0,0,0,0,0.003424658,0.938356164,605,1,0,0,2905,2545,360,135,230,205,20,0,0.876075731,0.123924269,0.046471601,0.079173838,0.070567986,0.006884682,0,2800,1770,1030,250,785,680,85,15,0.632142857,0.367857143,0.089285714,0.280357143,0.242857143,0.030357143,0.005357143
3023,CENTREPOINTE - BRIARGREEN ,785,160,0.203821656,130,0.165605096,385,0.49044586,0.152866242,0.01910828,0.222929936,0,0,0,0,0.286624204,0.031847134,0.147058824,0,0.038961039,0.070063694,420,345,70,210,67,55,17,54400,60200,52000,59600,8,11,0.805194805,25,50,0.063694268,0,0,35,0.074468085,0,0,38,36,120,40,0.150943396,0,0,0,0,175,15,0,250,0.318471338,25,0.031847134,105,0.636363636,40,0.242424242,10,0.060606061,0,0,10,0.060606061,180,0.52173913,30,0.086956522,0.961038961,0,225,20,70,65,0,50,15,0,0,0,0,0,0,560,0.025477707,0.089171975,0.082802548,0,0.063694268,0.01910828,0,0,0,0,0,0,0.713375796,155,0.775,45,0.225,785,680,105,85,20,0,0,0,0.866242038,0.133757962,0.108280255,0.025477707,0,0,0,750,495,250,145,105,20,45,40,0.66,0.333333333,0.193333333,0.14,0.026666667,0.06,0.053333333
3024,CENTRETOWN ,5265,315,0.05982906,575,0.109211776,3645,0.692307692,0.138651472,0.052231719,0.215574549,0.041785375,0.012345679,0.026590693,0,0.250712251,0.047483381,0.253807107,0,0.048010974,0.409306743,3500,3175,330,1445,71,64,9,55200,67300,52650,67100,7,10,0.839506173,250,870,0.165242165,95,0.2375,680,0.164449819,90,0.12244898,42,39,730,170,0.298245614,220,65,140,0,1135,275,0,2635,0.5,210,0.039848197,435,0.322222222,205,0.151851852,575,0.425925926,70,0.051851852,60,0.044444444,1790,0.56466877,130,0.041009464,0.951989026,0.033333333,1320,85,95,685,0,250,70,40,30,10,0,10,40,3950,0.016144349,0.018043685,0.130104463,0,0.047483381,0.013295347,0.007597341,0.005698006,0.001899335,0,0.001899335,0.007597341,0.750237417,315,0.777777778,80,0.197530864,5245,4065,1175,750,430,110,145,170,0.775023832,0.224022879,0.142993327,0.081982841,0.020972355,0.027645377,0.032411821,5150,2220,2935,1400,1535,410,635,495,0.431067961,0.569902913,0.27184466,0.298058252,0.07961165,0.123300971,0.096116505
3603,Champlain ,5575,660,0.11838565,530,0.095067265,2915,0.522869955,0.264573991,0.003587444,0.022421525,0.030493274,0.012556054,0.016143498,0,0.019730942,0,0,0,0.10806175,0.092376682,2855,2650,210,2060,58,54,7,43600,45680,42560,47560,15,20,0.612349914,0,420,0.075336323,60,0.072727273,155,0.047400612,200,0.13559322,48,53,1475,400,0.301886792,170,70,90,0,125,20,0,5005,0.897757848,940,0.168609865,2210,0.962962963,0,0,55,0.023965142,10,0.004357298,15,0.006535948,360,0.135849057,290,0.109433962,0.89193825,0.087145969,110,10,15,55,0,0,0,0,0,0,0,0,15,5465,0.001793722,0.002690583,0.009865471,0,0,0,0,0,0,0,0,0.002690583,0.980269058,850,0.994152047,10,0.011695906,5540,5175,365,125,240,180,55,0,0.934115523,0.065884477,0.022563177,0.0433213,0.032490975,0.009927798,0,5390,3765,1620,375,1250,910,320,15,0.69851577,0.300556586,0.069573284,0.231910946,0.168831169,0.059369202,0.002782931
3025,CHAPEL HILL NORTH ,4200,775,0.18452381,575,0.136904762,2085,0.496428571,0.180952381,0.055952381,0.163095238,0.029761905,0.005952381,0.021428571,0,0.247619048,0.04047619,0.26984127,0,0.045346062,0.071428571,2045,1880,170,1375,60,55,8,55550,63550,53500,63350,9,12,0.780429594,170,230,0.054827175,90,0.090909091,125,0.051020408,20,0.026315789,41,42,760,425,0.284280936,125,25,90,0,685,235,0,3015,0.717857143,285,0.067857143,825,0.816831683,75,0.074257426,65,0.064356436,10,0.00990099,25,0.024752475,860,0.457446809,130,0.069148936,0.954653938,0.034653465,1040,50,25,650,0,215,40,0,0,0,0,10,40,3155,0.011904762,0.005952381,0.154761905,0,0.051190476,0.00952381,0,0,0,0,0.002380952,0.00952381,0.751190476,970,0.96039604,35,0.034653465,4185,3820,365,300,65,15,25,25,0.912783751,0.087216249,0.071684588,0.015531661,0.003584229,0.005973716,0.005973716,4025,2660,1370,905,470,50,215,205,0.660869565,0.340372671,0.22484472,0.116770186,0.01242236,0.053416149,0.050931677
3026,CHAPEL HILL SOUTH ,5915,1250,0.211327134,860,0.145393068,3125,0.528317836,0.114961961,0.027895182,0.215553677,0.030431107,0.01183432,0.016906171,0,0.326289096,0.047337278,0.239316239,0,0.028846154,0.053254438,3255,3025,230,1405,70,65,7,58150,68900,56250,68700,6,10,0.830128205,280,175,0.029610829,20,0.013071895,90,0.02425876,55,0.081481481,37,38,680,340,0.145610278,180,70,100,0,1275,165,0,3950,0.668358714,460,0.077834179,1430,0.864048338,145,0.087613293,35,0.021148036,0,0,50,0.03021148,1350,0.446280992,250,0.082644628,0.971153846,0.057401813,1930,45,55,1115,0,510,75,55,10,0,0,10,60,3980,0.007607777,0.009298394,0.188503804,0,0.086221471,0.012679628,0.009298394,0.001690617,0,0,0.001690617,0.010143702,0.672865596,1520,0.971246006,45,0.028753994,5855,4995,860,605,255,75,130,60,0.853116994,0.146883006,0.103330487,0.043552519,0.012809564,0.022203245,0.010247652,5600,3250,2350,1500,850,315,410,125,0.580357143,0.419642857,0.267857143,0.151785714,0.05625,0.073214286,0.022321429
3027,CHAPMAN MILLS ,1415,360,0.254416961,250,0.176678445,725,0.512367491,0.056537102,0.03180212,0.296819788,0.010600707,0.007067138,0,0,0.512367491,0.038869258,0.135802469,0,0.034246575,0.035335689,740,650,90,320,70,61,12,52800,63000,50100,61700,5,9,0.815068493,55,30,0.021126761,0,0,20,0.022857143,0,0,33,32,80,60,0.090909091,15,10,0,0,420,45,0,660,0.464788732,75,0.052816901,270,0.794117647,35,0.102941176,10,0.029411765,0,0,15,0.044117647,310,0.476923077,35,0.053846154,0.965753425,0.088235294,725,95,90,270,0,235,15,0,10,0,0,0,0,695,0.067137809,0.06360424,0.190812721,0,0.166077739,0.010600707,0,0.007067138,0,0,0,0,0.491166078,360,0.765957447,110,0.234042553,1400,1245,160,95,60,15,15,25,0.889285714,0.114285714,0.067857143,0.042857143,0.010714286,0.010714286,0.017857143,1375,915,460,230,230,45,135,50,0.665454545,0.334545455,0.167272727,0.167272727,0.032727273,0.098181818,0.036363636
3028,CITY VIEW ,690,135,0.195652174,125,0.18115942,360,0.52173913,0.115942029,0.043478261,0.137681159,0.02173913,0.02173913,0,0,0.31884058,0.028985507,0.222222222,0,0.126760563,0.065217391,380,325,50,175,68,58,13,41600,47400,41600,49200,10,15,0.774647887,20,125,0.182481752,0,0,75,0.163043478,0,0,35,32,80,20,0.090909091,15,15,0,0,95,30,0,295,0.427536232,0,0,145,0.659090909,55,0.25,0,0,10,0.045454545,0,0,105,0.323076923,25,0.076923077,0.873239437,0.045454545,220,25,30,50,0,55,0,20,0,0,0,0,25,465,0.036231884,0.043478261,0.072463768,0,0.079710145,0,0.028985507,0,0,0,0,0.036231884,0.673913043,120,0.774193548,35,0.225806452,680,555,130,85,40,0,0,30,0.816176471,0.191176471,0.125,0.058823529,0,0,0.044117647,655,270,390,190,195,65,25,105,0.41221374,0.595419847,0.290076336,0.297709924,0.099236641,0.038167939,0.160305344
3029,CIVIC HOSPITAL ,575,85,0.147826087,90,0.156521739,300,0.52173913,0.182608696,0,0.104347826,0.017391304,0.017391304,0,0,0.191304348,0,0,0,0,0.12173913,305,275,30,180,63,57,10,66800,92400,64400,92000,5,7,0.847457627,0,110,0.192982456,0,0,75,0.205479452,0,0,42,45,105,35,0.28,10,10,0,0,60,0,0,285,0.495652174,10,0.017391304,90,0.642857143,20,0.142857143,20,0.142857143,15,0.107142857,0,0,135,0.490909091,20,0.072727273,1,0,110,0,15,75,0,15,0,0,0,0,0,0,0,460,0,0.026086957,0.130434783,0,0.026086957,0,0,0,0,0,0,0,0.8,95,0.863636364,10,0.090909091,565,485,85,65,20,0,10,10,0.85840708,0.150442478,0.115044248,0.03539823,0,0.017699115,0.017699115,535,320,215,90,125,25,60,35,0.598130841,0.401869159,0.168224299,0.23364486,0.046728972,0.112149533,0.065420561
3604,Clarence-Rockland ,16595,2765,0.166616451,1640,0.098824947,8830,0.532087978,0.201868033,0.003012956,0.033443808,0.050918951,0.021693281,0.027417897,0,0.046700813,0.007231094,0.242424242,0,0.08262592,0.092799036,8805,8310,490,5025,64,60,6,49480,53850,47640,53900,12,15,0.655348048,120,800,0.04822182,120,0.035502959,385,0.039046653,305,0.090909091,43,45,3350,915,0.194473964,845,360,455,0,555,50,0,13925,0.839108165,1620,0.097619765,5525,0.929352397,95,0.015979815,150,0.025231287,10,0.001682086,155,0.02607233,2355,0.283393502,1290,0.155234657,0.91737408,0.079058032,775,10,30,615,20,60,15,0,0,0,0,0,20,15815,6.03E-04,0.001807773,0.037059355,0.001205182,0.003615547,9.04E-04,0,0,0,0,0,0.001205182,0.952997891,3370,0.98682284,45,0.01317716,16405,14940,1465,750,715,585,125,10,0.910697958,0.089302042,0.045717769,0.043584273,0.03565986,0.007619628,6.10E-04,15840,10405,5435,2200,3230,2610,565,50,0.656881313,0.343118687,0.138888889,0.203914141,0.164772727,0.035669192,0.003156566
3030,COLONNADE BUSINESS PARK ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3031,CONSTANCE BAY ,140,15,0.107142857,0,0,90,0.642857143,0.285714286,0,0.071428571,0.142857143,0,0.142857143,0,0,0,NA,0,0.125,0.214285714,65,65,0,60,50,50,0,47000,57000,46000,56000,12,18,0.625,0,25,0.178571429,0,0,15,0.1875,0,0,52,56,40,10,0.666666667,20,0,20,0,10,0,0,40,0.285714286,0,0,30,1,0,0,0,0,0,0,0,0,35,0.538461538,10,0.153846154,0.875,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,140,115,25,25,0,0,0,0,0.821428571,0.178571429,0.178571429,0,0,0,0,135,70,60,55,0,0,0,0,0.518518519,0.444444444,0.407407407,0,0,0,0
3032,CONVENT GLEN - ORLEANS WOODS ,4695,700,0.149094782,440,0.09371672,2320,0.494142705,0.264110756,0.02342918,0.127795527,0.043663472,0.010649627,0.029818956,0.002129925,0.151224707,0.017039404,0.14953271,0,0.038793103,0.116080937,2295,2100,195,1695,58,53,9,54250,60500,52800,60950,11,14,0.799568966,80,185,0.039403621,25,0.028901734,70,0.027027027,95,0.076612903,46,48,1240,385,0.30078125,205,50,140,10,600,110,0,3240,0.690831557,330,0.070362473,920,0.769874477,170,0.142259414,70,0.058577406,0,0,40,0.033472803,905,0.430952381,165,0.078571429,0.961206897,0.079497908,710,10,30,445,0,140,30,10,10,10,0,0,25,3980,0.002129925,0.006389776,0.094781683,0,0.029818956,0.006389776,0.002129925,0.002129925,0.002129925,0,0,0.005324814,0.84771033,840,0.954545455,40,0.045454545,4660,4265,390,320,65,10,35,25,0.915236052,0.083690987,0.068669528,0.013948498,0.002145923,0.00751073,0.005364807,4485,3135,1350,830,520,150,235,140,0.698996656,0.301003344,0.185061315,0.115942029,0.033444816,0.052396878,0.031215162
