ONS_ID,name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,number_in_the_labour_force_age_15,number_employed_age_15,number_unemployed_age_15,number_not_in_labour_force_age_15,participation_rate,employment_rate,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized,number_of_children_eligible_for_instruction_in_the_minority_official_language,percent_of_children_eligible_for_instruction_in_the_minority_official_language,number_of_children_not_eligible_for_instruction_in_the_minority_official_language,percent_of_children_not_eligible_for_instruction_in_the_minority_official_language,number_1_year_mobility_total,number_1_year_non_movers,number_1_year_movers,number_1_year_non_migrants,number_1_year_migrants,number_1_year_intraprovincial_migrants,number_1_year_interprovincial_migrants,number_1_year_external_migrants,percent_1_year_non_movers,percent_1_year_movers,percent_1_year_migrants.x,percent_1_year_migrants.y,percent_1_year_intraprovincial_migrants,percent_1_year_interprovincial_migrants,percent_1_year_external_migrants,number_5_year_mobility_total,number_5_year_non_movers,number_5_year_movers,number_5_year_non_migrants,number_5_year_migrants,number_5_year_intraprovincial_migrants,number_5_year_interprovincial_migrants,number_5_year_external_migrants,percent_5_year_non_movers,percent_5_year_movers,percent_5_year_migrants.x,percent_5_year_migrants.y,percent_5_year_intraprovincial_migrants,percent_5_year_interprovincial_migrants,percent_5_year_external_migrants
3033,CORKERY ,325,80,0.246153846,20,0.061538462,185,0.569230769,0.107692308,0,0.046153846,0.046153846,0.030769231,0,0,0.076923077,0,0,0,0.052631579,0.030769231,160,155,0,85,65,63,0,68000,79500,65500,77000,7,7,0.842105263,0,0,0,0,0,0,0,0,0,38,40,35,0,0,15,10,0,0,15,0,0,145,0.446153846,10,0.030769231,55,0.846153846,0,0,0,0,0,0,0,0,95,0.612903226,0,0,0.973684211,0,25,0,15,10,0,0,0,0,0,0,0,0,0,295,0,0.046153846,0.030769231,0,0,0,0,0,0,0,0,0,0.907692308,90,1,0,0,325,285,35,35,0,0,0,0,0.876923077,0.107692308,0.107692308,0,0,0,0,300,185,115,60,50,35,20,0,0.616666667,0.383333333,0.2,0.166666667,0.116666667,0.066666667,0
3802,Cornwall ,11170,1180,0.105640107,770,0.068934646,5295,0.474037601,0.351387645,0.007162041,0.035362578,0.034914951,0.019695613,0.011190689,0.001342883,0.049686661,0.004028648,0.15,0,0.131255902,0.200984781,4740,4240,505,5245,47,42,11,38600,36960,36440,36840,24,29,0.560906516,45,1630,0.145926589,200,0.139372822,710,0.122098022,720,0.183673469,52,58,3925,705,0.337320574,390,220,125,15,395,80,0,4550,0.407523511,340,0.030452306,3230,0.906030856,75,0.021037868,160,0.044880785,40,0.011220196,70,0.019635344,665,0.156839623,450,0.106132075,0.867799811,0.06171108,555,155,35,165,30,85,35,10,15,0,0,0,15,10610,0.013876455,0.003133393,0.01477171,0.002685765,0.007609669,0.003133393,8.95E-04,0.001342883,0,0,0,0.001342883,0.949865712,1305,0.909407666,130,0.090592334,11100,10155,945,540,405,325,65,10,0.914864865,0.085135135,0.048648649,0.036486486,0.029279279,0.005855856,9.01E-04,10850,7070,3775,2155,1625,1100,420,100,0.651612903,0.347926267,0.198617512,0.149769585,0.101382488,0.038709677,0.00921659
3034,CRAIG HENRY - MANORDALE ,885,200,0.225988701,130,0.146892655,450,0.508474576,0.124293785,0.152542373,0.372881356,0.033898305,0.011299435,0.028248588,0,0.440677966,0.169491525,0.5,0,0.087912088,0.033898305,420,355,60,270,61,51,14,47400,51000,43600,47200,15,17,0.703296703,150,110,0.124293785,70,0.274509804,40,0.076190476,0,0,38,38,110,65,0.183098592,30,10,25,0,330,135,0,335,0.378531073,95,0.107344633,165,0.717391304,40,0.173913043,0,0,0,0,20,0.086956522,125,0.352112676,35,0.098591549,0.912087912,0.043478261,390,0,20,210,0,130,25,0,0,0,0,0,0,490,0,0.02259887,0.237288136,0,0.146892655,0.028248588,0,0,0,0,0,0,0.553672316,190,0.730769231,70,0.269230769,880,805,75,50,20,10,0,15,0.914772727,0.085227273,0.056818182,0.022727273,0.011363636,0,0.017045455,850,525,330,145,185,20,70,90,0.617647059,0.388235294,0.170588235,0.217647059,0.023529412,0.082352941,0.105882353
3035,CRESTVIEW-TANGLEWOOD ,895,140,0.156424581,110,0.122905028,495,0.553072626,0.167597765,0.061452514,0.268156425,0.044692737,0.022346369,0.022346369,0,0.324022346,0.083798883,0.348837209,0,0.081632653,0.078212291,500,465,35,255,66,61,7,52900,59600,49100,57500,10,13,0.846938776,75,45,0.05,0,0,35,0.063636364,0,0,42,44,150,50,0.204081633,40,20,20,0,240,55,0,315,0.35,25,0.027777778,215,0.767857143,55,0.196428571,0,0,0,0,0,0,185,0.397849462,50,0.107526882,0.928571429,0.035714286,290,0,0,130,0,105,20,10,10,0,10,0,10,610,0,0,0.145251397,0,0.117318436,0.022346369,0.011173184,0.011173184,0,0.011173184,0,0.011173184,0.681564246,160,0.820512821,35,0.179487179,890,730,165,115,50,25,20,10,0.820224719,0.185393258,0.129213483,0.056179775,0.028089888,0.02247191,0.011235955,880,485,390,260,130,40,45,50,0.551136364,0.443181818,0.295454545,0.147727273,0.045454545,0.051136364,0.056818182
3036,CRYSTAL BAY - LAKEVIEW PARK ,405,50,0.12345679,20,0.049382716,220,0.543209877,0.24691358,0,0.12345679,0.049382716,0.049382716,0,0,0.098765432,0.024691358,0.222222222,0,0,0.111111111,185,165,15,170,52,47,8,54200,74500,57600,74000,8,10,0.844444444,10,50,0.12345679,0,0,30,0.130434783,0,0,47,49,100,10,0.1,20,20,0,0,50,0,0,185,0.451219512,0,0,40,0.8,0,0,0,0,0,0,0,0,115,0.696969697,0,0,0.955555556,0,40,15,0,10,0,0,0,0,0,0,0,0,0,370,0.037037037,0,0.024691358,0,0,0,0,0,0,0,0,0,0.913580247,75,1,0,0,400,360,40,25,20,0,0,15,0.9,0.1,0.0625,0.05,0,0,0.0375,395,290,105,75,30,20,10,0,0.734177215,0.265822785,0.189873418,0.075949367,0.050632911,0.025316456,0
3037,CUMBERLAND ,1930,260,0.134715026,260,0.134715026,1015,0.525906736,0.202072539,0,0.038860104,0.044041451,0.018134715,0.023316062,0,0.015544041,0,0,0,0.082926829,0.054404145,1095,1020,80,575,66,61,7,59100,70100,57200,70800,8,11,0.707317073,0,35,0.018181818,0,0,25,0.021186441,0,0,45,50,390,90,0.156521739,85,35,45,0,75,0,0,1415,0.733160622,80,0.041450777,580,0.935483871,20,0.032258065,0,0,0,0,10,0.016129032,400,0.392156863,150,0.147058824,0.917073171,0.032258065,30,0,0,0,0,10,15,0,0,0,0,0,0,1895,0,0,0,0,0.005181347,0.007772021,0,0,0,0,0,0,0.981865285,360,0.972972973,10,0.027027027,1910,1805,110,90,15,15,0,0,0.945026178,0.057591623,0.047120419,0.007853403,0.007853403,0,0,1880,1425,460,315,145,70,75,0,0.757978723,0.244680851,0.167553191,0.07712766,0.037234043,0.039893617,0
3705,Deep River ,265,25,0.094339623,25,0.094339623,135,0.509433962,0.245283019,0,0.075471698,0.037735849,0,0.037735849,0,0.056603774,0,0,0,0.066666667,0.188679245,120,115,0,110,51,49,0,50800,62800,52400,64500,11,13,0.7,0,0,0,0,0,0,0,0,0,48,47,65,10,0.2,10,0,10,0,20,0,0,120,0.461538462,0,0,60,0.75,0,0,0,0,0,0,10,0.125,45,0.391304348,0,0,0.9,0,15,0,0,0,0,0,10,0,0,0,0,0,0,245,0,0,0,0,0,0.037735849,0,0,0,0,0,0,0.924528302,35,1,0,0,265,230,35,15,20,0,10,10,0.867924528,0.132075472,0.056603774,0.075471698,0,0.037735849,0.037735849,265,160,105,25,80,55,20,10,0.603773585,0.396226415,0.094339623,0.301886792,0.20754717,0.075471698,0.037735849
3403,Drummond/North Elmsley ,360,40,0.111111111,15,0.041666667,200,0.555555556,0.277777778,0,0,0.166666667,0.083333333,0.083333333,0,0,0,NA,0,0.05,0.097222222,185,140,40,135,59,44,22,40800,54800,52400,63200,12,18,0.825,0,25,0.069444444,0,0,0,0,0,0,51,56,100,10,0.166666667,60,30,30,0,0,0,0,135,0.369863014,15,0.04109589,85,0.944444444,0,0,0,0,0,0,0,0,50,0.357142857,20,0.142857143,0.925,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0.986111111,45,1,0,0,355,305,50,0,50,35,0,0,0.85915493,0.14084507,0,0.14084507,0.098591549,0,0,340,185,160,0,160,95,60,0,0.544117647,0.470588235,0,0.470588235,0.279411765,0.176470588,0
3038,DUNROBIN ,490,120,0.244897959,65,0.132653061,255,0.520408163,0.112244898,0.020408163,0.112244898,0.071428571,0.020408163,0.051020408,0,0.12244898,0,0,0,0,0.030612245,255,255,0,120,68,68,0,69200,90800,72800,92000,4,5,0.84,0,0,0,0,0,0,0,0,0,37,40,55,20,0.105263158,35,10,25,0,55,10,0,205,0.418367347,20,0.040816327,95,0.904761905,0,0,0,0,0,0,0,0,150,0.588235294,35,0.137254902,1,0,60,0,20,0,10,10,25,0,0,0,0,0,0,430,0,0.040816327,0,0.020408163,0.020408163,0.051020408,0,0,0,0,0,0,0.87755102,125,0.925925926,15,0.111111111,490,470,25,15,10,0,0,0,0.959183673,0.051020408,0.030612245,0.020408163,0,0,0,460,325,135,80,60,15,30,15,0.706521739,0.293478261,0.173913043,0.130434783,0.032608696,0.065217391,0.032608696
3605,East Hawkesbury ,2125,305,0.143529412,175,0.082352941,1210,0.569411765,0.197647059,0,0.014150943,0.04009434,0.021226415,0.018867925,0,0.023584906,0,0,0,0.086065574,0.105882353,1150,1060,85,670,63,58,7,40760,42760,38160,43040,16,21,0.598360656,0,280,0.131764706,35,0.095890411,125,0.093632959,125,0.294117647,45,50,420,80,0.153846154,85,45,40,0,30,0,0,1855,0.875,495,0.233490566,835,0.976608187,0,0,15,0.01754386,0,0,0,0,205,0.193396226,160,0.150943396,0.909836066,0.099415205,50,0,0,10,0,25,20,0,0,0,0,0,0,2070,0,0,0.004716981,0,0.011792453,0.009433962,0,0,0,0,0,0,0.976415094,370,1,0,0,2100,1890,210,110,100,70,30,0,0.9,0.1,0.052380952,0.047619048,0.033333333,0.014285714,0,2030,1305,720,105,620,350,275,0,0.642857143,0.354679803,0.051724138,0.305418719,0.172413793,0.13546798,0
3039,EDWARDS - CARLSBAD SPRINGS ,835,120,0.143712575,55,0.065868263,485,0.580838323,0.209580838,0,0.047904192,0.053892216,0.017964072,0.02994012,0,0.047904192,0,0,0,0.175257732,0.083832335,470,435,35,250,65,60,7,50900,57200,52300,59100,12,15,0.567010309,0,30,0.035928144,0,0,20,0.038834951,15,0.085714286,47,52,175,45,0.209302326,45,15,25,0,40,0,0,460,0.547619048,45,0.053571429,280,0.965517241,0,0,0,0,0,0,0,0,145,0.333333333,70,0.16091954,0.824742268,0,40,0,0,0,0,20,0,0,0,0,0,0,0,795,0,0,0,0,0.023952096,0,0,0,0,0,0,0,0.952095808,140,0.965517241,0,0,830,805,25,20,10,0,0,0,0.969879518,0.030120482,0.024096386,0.012048193,0,0,0,800,610,195,135,55,50,0,0,0.7625,0.24375,0.16875,0.06875,0.0625,0,0
3040,ELMVALE - CANTERBURY ,1650,230,0.139393939,170,0.103030303,895,0.542424242,0.215151515,0.021212121,0.193939394,0.021212121,0.006060606,0.012121212,0,0.290909091,0.042424242,0.245614035,0,0.04494382,0.139393939,860,755,110,555,61,53,13,50200,54000,47880,53600,12,17,0.825842697,70,125,0.075987842,0,0,70,0.068965517,50,0.14084507,44,45,355,110,0.23655914,35,10,20,0,320,35,0,790,0.478787879,115,0.06969697,225,0.642857143,40,0.114285714,40,0.114285714,10,0.028571429,35,0.1,400,0.529801325,20,0.026490066,0.95505618,0.042857143,480,10,10,255,0,160,10,0,0,0,10,10,15,1170,0.006060606,0.006060606,0.154545455,0,0.096969697,0.006060606,0,0,0,0.006060606,0.006060606,0.009090909,0.709090909,265,0.883333333,40,0.133333333,1640,1470,165,130,35,25,10,0,0.896341463,0.100609756,0.079268293,0.021341463,0.015243902,0.006097561,0,1585,1095,495,305,190,85,60,50,0.690851735,0.312302839,0.192429022,0.119873817,0.05362776,0.03785489,0.031545741
3041,EMERALD WOODS - SAWMILL CREEK ,890,175,0.196629213,135,0.151685393,445,0.5,0.157303371,0.106741573,0.365168539,0.011235955,0,0.011235955,0,0.505617978,0.106741573,0.31147541,0,0.113636364,0.084269663,445,395,50,265,62,55,11,42900,43000,37400,40800,15,22,0.727272727,95,120,0.134831461,80,0.363636364,35,0.066666667,0,0,39,36,140,80,0.228571429,10,0,10,0,325,95,0,350,0.393258427,40,0.04494382,185,0.725490196,45,0.176470588,0,0,0,0,15,0.058823529,135,0.341772152,70,0.17721519,0.886363636,0.078431373,450,30,0,190,0,205,0,0,20,0,0,0,10,440,0.033707865,0,0.213483146,0,0.230337079,0,0,0.02247191,0,0,0,0.011235955,0.494382022,150,0.666666667,75,0.333333333,865,735,130,55,75,35,25,15,0.849710983,0.150289017,0.063583815,0.086705202,0.040462428,0.028901734,0.01734104,835,495,340,160,175,50,60,75,0.592814371,0.407185629,0.191616766,0.209580838,0.05988024,0.071856287,0.089820359
3042,EXPERIMENTAL FARM ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3043,FALLINGBROOK ,6510,1180,0.181259601,870,0.133640553,3510,0.539170507,0.144393241,0.029185868,0.158218126,0.031490015,0.00921659,0.022273425,0,0.233486943,0.033026114,0.233695652,0,0.041310541,0.058371736,3550,3320,235,1775,67,62,7,56000,63500,54050,63000,8,11,0.763532764,215,165,0.025365104,45,0.030612245,80,0.01953602,35,0.037234043,40,42,940,455,0.202222222,205,60,145,0,1030,190,0,4570,0.70253651,470,0.072252114,1580,0.831578947,230,0.121052632,20,0.010526316,15,0.007894737,60,0.031578947,1410,0.424698795,250,0.075301205,0.96011396,0.089473684,1520,60,35,1035,0,235,10,60,30,0,0,20,35,4985,0.00921659,0.005376344,0.158986175,0,0.03609831,0.001536098,0.00921659,0.004608295,0,0,0.003072197,0.005376344,0.765745008,1425,0.953177258,75,0.050167224,6435,5885,550,425,125,65,35,25,0.914529915,0.085470085,0.066045066,0.019425019,0.01010101,0.005439005,0.003885004,6215,4380,1840,1050,790,245,315,230,0.704746581,0.296057924,0.168946098,0.127111826,0.039420756,0.050683829,0.037007241
3044,FINDLAY CREEK ,2340,555,0.237179487,385,0.164529915,1190,0.508547009,0.085470085,0.044871795,0.294871795,0.025641026,0.017094017,0.008547009,0,0.512820513,0.087606838,0.312977099,0,0.046025105,0.042735043,1315,1230,90,465,74,69,7,56250,63200,54500,63300,7,11,0.832635983,205,100,0.042735043,35,0.04964539,65,0.045296167,0,0,34,32,200,210,0.208955224,60,40,20,0,690,105,0,1070,0.457264957,130,0.055555556,505,0.834710744,50,0.082644628,25,0.041322314,0,0,25,0.041322314,610,0.495934959,95,0.077235772,0.962343096,0.066115702,1200,95,45,440,0,430,30,60,60,0,0,30,10,1140,0.040598291,0.019230769,0.188034188,0,0.183760684,0.012820513,0.025641026,0.025641026,0,0,0.012820513,0.004273504,0.487179487,615,0.836734694,120,0.163265306,2325,1990,340,265,75,0,45,25,0.855913978,0.146236559,0.113978495,0.032258065,0,0.019354839,0.010752688,2220,1185,1030,645,390,85,150,155,0.533783784,0.463963964,0.290540541,0.175675676,0.038288288,0.067567568,0.06981982
3045,FISHER HEIGHTS ,395,65,0.164556962,25,0.063291139,230,0.582278481,0.17721519,0.050632911,0.202531646,0.025316456,0,0.025316456,0,0.265822785,0.050632911,0.307692308,0,0,0.151898734,215,195,20,115,65,59,9,54400,63200,53600,64000,7,11,0.826086957,20,35,0.088607595,0,0,0,0,0,0,44,46,70,10,0.1,10,0,10,0,80,20,0,115,0.291139241,0,0,105,0.954545455,0,0,0,0,0,0,0,0,85,0.435897436,20,0.102564103,1,0,105,0,15,0,0,45,10,20,0,0,0,0,0,295,0,0.037974684,0,0,0.113924051,0.025316456,0.050632911,0,0,0,0,0,0.746835443,55,0.785714286,15,0.214285714,395,345,50,35,10,0,0,0,0.873417722,0.126582278,0.088607595,0.025316456,0,0,0,385,270,110,60,55,25,25,0,0.701298701,0.285714286,0.155844156,0.142857143,0.064935065,0.064935065,0
3046,FITZROY ,245,10,0.040816327,10,0.040816327,175,0.714285714,0.183673469,0,0.163265306,0.163265306,0,0.142857143,0,0,0,0,0,0.083333333,0.040816327,140,125,10,100,60,53,7,49200,58000,45600,56000,9,12,0.611111111,0,30,0.12244898,0,NA,25,0.131578947,0,0,51,55,45,0,0,40,0,35,0,40,0,0,45,0.183673469,0,0,60,0.923076923,0,0,0,0,0,0,0,0,60,0.48,15,0.12,0.916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0.979591837,15,1,0,0,245,225,25,15,10,10,0,0,0.918367347,0.102040816,0.06122449,0.040816327,0.040816327,0,0,245,175,70,40,25,15,10,0,0.714285714,0.285714286,0.163265306,0.102040816,0.06122449,0.040816327,0
3047,GLEBE-DOWS LAKE ,1560,210,0.134615385,235,0.150641026,875,0.560897436,0.150641026,0.057692308,0.173076923,0.028846154,0.009615385,0.006410256,0.006410256,0.115384615,0,0,0,0.022727273,0.179487179,920,840,80,430,68,62,9,68500,88000,65800,86000,4,7,0.9375,0,150,0.096153846,0,0,120,0.113207547,0,0,40,40,235,105,0.253012048,45,15,10,10,270,90,0,835,0.53525641,60,0.038461538,190,0.506666667,45,0.12,90,0.24,40,0.106666667,0,0,465,0.553571429,35,0.041666667,0.977272727,0.053333333,180,0,15,70,0,40,0,10,10,20,0,0,10,1380,0,0.009615385,0.044871795,0,0.025641026,0,0.006410256,0.006410256,0.012820513,0,0,0.006410256,0.884615385,235,0.87037037,35,0.12962963,1530,1235,300,170,135,35,30,60,0.807189542,0.196078431,0.111111111,0.088235294,0.022875817,0.019607843,0.039215686,1500,835,665,345,320,80,120,125,0.556666667,0.443333333,0.23,0.213333333,0.053333333,0.08,0.083333333
3048,GLEN CAIRN ,1145,305,0.266375546,30,0.026200873,660,0.576419214,0.122270742,0.074235808,0.240174672,0.048034934,0.030567686,0.013100437,0,0.296943231,0.069868996,0.307692308,0,0.045454545,0.074235808,600,570,25,240,72,68,4,55000,60200,52400,58500,10,13,0.818181818,80,15,0.013157895,0,0,0,0,0,0,38,38,140,45,0.125,55,35,15,0,275,85,0,410,0.359649123,80,0.070175439,310,0.925373134,15,0.044776119,20,0.059701493,0,0,0,0,235,0.408695652,50,0.086956522,0.954545455,0.029850746,340,10,10,190,0,70,15,15,15,0,0,0,10,800,0.008733624,0.008733624,0.165938865,0,0.061135371,0.013100437,0.013100437,0.013100437,0,0,0,0.008733624,0.698689956,260,0.8125,65,0.203125,1125,1015,105,80,25,10,10,0,0.902222222,0.093333333,0.071111111,0.022222222,0.008888889,0.008888889,0,1050,615,435,210,225,60,120,40,0.585714286,0.414285714,0.2,0.214285714,0.057142857,0.114285714,0.038095238
3706,Greater Madawaska ,130,0,0,0,0,65,0.5,0.384615385,0,0,0,0,0,0,0,0,NA,0,0,0.076923077,25,15,10,105,19,12,40,59000,77000,61000,90000,8,11,0.625,0,0,0,0,NA,0,0,0,0,62,64,50,0,NA,0,0,0,0,0,0,0,40,0.307692308,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,15,0.75,0,0,0.9375,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,130,120,10,0,10,10,0,0,0.923076923,0.076923077,0,0.076923077,0.076923077,0,0,130,50,80,0,80,75,0,0,0.384615385,0.615384615,0,0.615384615,0.576923077,0,0
3049,GREELY ,1505,280,0.186046512,170,0.112956811,850,0.564784053,0.132890365,0,0.102990033,0.03654485,0.016611296,0.016611296,0,0.166112957,0.019933555,0.230769231,0,0.058823529,0.019933555,845,800,40,380,69,65,5,70200,83800,63900,79200,6,8,0.776470588,30,25,0.016611296,0,0,15,0.015873016,0,0,42,45,200,25,0.052631579,55,25,25,0,155,0,0,695,0.46179402,35,0.023255814,415,0.954022989,0,0,0,0,0,0,15,0.034482759,365,0.45625,65,0.08125,0.935294118,0.057471264,250,25,10,115,0,60,20,10,0,0,0,0,0,1260,0.016611296,0.006644518,0.07641196,0,0.03986711,0.013289037,0.006644518,0,0,0,0,0,0.837209302,345,0.932432432,30,0.081081081,1500,1390,115,100,10,10,0,0,0.926666667,0.076666667,0.066666667,0.006666667,0.006666667,0,0,1435,865,565,355,210,75,120,15,0.602787456,0.393728223,0.24738676,0.146341463,0.052264808,0.083623693,0.010452962
3050,GREENBELT (EAST),20,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,NA,0,0,0.5,15,15,0,10,60,60,0,64000,72000,68000,80000,4,NA,0.666666667,0,0,0,0,NA,0,0,0,NA,56,NA,10,0,NA,0,0,0,0,0,0,0,10,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.666666667,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,25,25,0,0,0,0,0,0,1,0,0,0,0,0,0,25,25,0,0,0,0,0,0,1,0,0,0,0,0,0
3051,GREENBELT (WEST),0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
3052,GREENBORO EAST ,1065,200,0.187793427,175,0.164319249,585,0.549295775,0.098591549,0.046948357,0.314553991,0.023474178,0.018779343,0.009389671,0,0.563380282,0.070422535,0.241935484,0,0.042735043,0.089201878,610,545,70,255,71,63,12,48800,56700,47300,57300,7,13,0.769230769,75,80,0.075117371,30,0.12,40,0.055944056,0,0,37,35,105,160,0.367816092,25,20,10,0,335,50,0,500,0.46728972,75,0.070093458,255,0.822580645,25,0.080645161,0,0,0,0,15,0.048387097,235,0.431192661,40,0.073394495,0.948717949,0.048387097,600,15,10,340,0,190,0,25,0,0,0,10,10,470,0.014084507,0.009389671,0.319248826,0,0.178403756,0,0.023474178,0,0,0,0.009389671,0.009389671,0.441314554,225,0.9,30,0.12,1045,970,75,40,30,0,20,15,0.928229665,0.071770335,0.038277512,0.028708134,0,0.019138756,0.014354067,1020,745,280,140,135,15,65,60,0.730392157,0.274509804,0.137254902,0.132352941,0.014705882,0.06372549,0.058823529
