name,number_of_seniors_age_65,percent_of_pop_that_are_seniors_age_65,average_age_of_the_population,median_age_of_the_population,number_of_people_living_alone,percent_of_people_living_alone,number_of_after_tax_income_recipients_age_15,average_after_tax_income_in_2020_among_recipients,number_of_market_income_recipients_age_15,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_who_know_neither_english_nor_french,percent_of_people_who_know_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,number_of_pop_in_labour_force,percent_of_pop_in_labour_force_participation_rate,number_of_pop_unemployed,unemployment_rate,number_of_people_age_25_64_with_no_high_school_diploma,percent_of_people_age_25_64_with_no_high_school_diploma,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,percent_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_commute_for_60_minutes_and_over,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24
ottawa_ons2022_south_stormont_3808_00000_1_8_percent,2975,1,73.5,72.5,515,0.173109243697479,2965,37800,2510,29760,41.2,37920,32120,36.8,305,0.1026936026936027,0,0,0.016835016835016835,50,0.013468013468013467,40,0,0,0,0,0,0,430,0.1447811447811448,35,0.08139534883720931,0,NA,0,NA,0,NA,105,0.26582278481012656,30,0.0759493670886076,0.06896551724137931,200,0.06734006734006734,0,0
ottawa_ons2022_stittsville_3106_00000_1_1_percent,3720,1,74.7,73.5,715,0.1922043010752688,3695,50120,3405,46800,27.9,48840,47800,25.1,145,0.038926174496644296,60,0.016129032258064516,0.008064516129032258,30,0.004032258064516129,15,0.002688172043010753,10,0,0,0.07123655913978495,265,515,0.138255033557047,45,0.08737864077669903,0,NA,0,NA,0,NA,245,0.5212765957446809,20,0.0425531914893617,0.08888888888888889,100,0.026881720430107527,0,0
ottawa_ons2022_stittsville_east_3107_00000_1_9_percent,690,1,72.6,71,80,0.11594202898550725,675,41100,555,42000,29.3,41000,43600,24,30,0.043478260869565216,150,0.21739130434782608,0,0,0,0,0,0,0,0,0.4420289855072464,305,130,0.18840579710144928,15,0.11538461538461539,0,NA,0,NA,0,NA,50,0.43478260869565216,15,0.13043478260869565,0,0,0,0,0
ottawa_ons2022_stittsville_north_3108_00000_1_2_percent,1240,1,74.9,74,285,0.22983870967741934,1225,43200,1065,38700,32.8,41700,39000,29.7,100,0.08064516129032258,65,0.05263157894736842,0.012145748987854251,15,0.012145748987854251,15,0,0,0,0,0.18218623481781376,225,195,0.15789473684210525,25,0.1282051282051282,0,NA,0,NA,0,NA,50,0.2857142857142857,15,0.08571428571428572,0,50,0.04048582995951417,0,0
ottawa_ons2022_stonebridge_half_moon_bay_3109_00000_3_0_percent,2370,1,73.8,72.5,305,0.12869198312236288,2345,44640,1925,44920,29.7,44360,47680,24.5,155,0.06540084388185655,365,0.15368421052631578,0.010548523206751054,25,0.004219409282700422,10,0.004219409282700422,10,0,0,0.3881856540084388,920,390,0.16421052631578947,45,0.11538461538461539,0,NA,0,NA,0,NA,145,0.4142857142857143,30,0.08571428571428572,0.14285714285714285,85,0.035789473684210524,0,0
ottawa_ons2022_tay_valley_3409_00000_8_9_percent,1645,1,73.4,72,280,0.1702127659574468,1645,41760,1465,34800,35.5,41080,35440,32.4,120,0.07272727272727272,0,0,0.0121580547112462,20,0.0060790273556231,10,0.0060790273556231,10,0,0,0.0060790273556231,10,275,0.16717325227963525,30,0.10909090909090909,0,NA,0,NA,0,NA,105,0.42857142857142855,30,0.12244897959183673,0.11538461538461539,15,0.00911854103343465,0,0
ottawa_ons2022_the_nation_la_nation_3608_00000_1_4_percent,1950,1,73.1,71.5,345,0.17692307692307693,1940,35840,1670,25840,44.7,34440,28000,39.5,250,0.12853470437017994,15,0.007712082262210797,0.02570694087403599,50,0.007712082262210797,15,0.012853470437017995,25,0,0,0.02313624678663239,45,420,0.2159383033419023,45,0.10714285714285714,0,NA,0,NA,0,NA,135,0.36,55,0.14666666666666667,0.10638297872340426,1240,0.6375321336760925,0,0
ottawa_ons2022_trend_arlington_3110_00000_2_8_percent,1095,1,75.4,74.5,165,0.1506849315068493,1085,53000,1010,52500,24.8,52100,53300,22.7,35,0.03211009174311927,20,0.01834862385321101,0.013761467889908258,15,0.013761467889908258,15,0,0,0,0,0.11009174311926606,120,190,0.1743119266055046,25,0.13157894736842105,0,NA,0,NA,0,NA,95,0.5757575757575758,10,0.06060606060606061,0,35,0.03211009174311927,0,0
ottawa_ons2022_vanier_north_3111_00000_7_0_percent,1675,1,74,73,615,0.36716417910447763,1665,44760,1375,42800,33.2,44920,46480,29,225,0.13432835820895522,45,0.026865671641791045,0.02694610778443114,45,0.014970059880239521,25,0.011976047904191617,20,0,0,0.10479041916167664,175,235,0.14029850746268657,15,0.06382978723404255,0,NA,0,NA,0,NA,50,0.22727272727272727,35,0.1590909090909091,0,635,0.37910447761194027,0,0
ottawa_ons2022_vanier_south_3112_00000_6_9_percent,1620,1,74.8,73,775,0.4783950617283951,1610,35600,1195,28850,46.4,34560,31250,40.8,390,0.24074074074074073,65,0.040123456790123455,0.040123456790123455,65,0.024691358024691357,40,0.009259259259259259,15,0.006172839506172839,10,0.1388888888888889,225,215,0.13312693498452013,25,0.11627906976744186,0,NA,0,NA,0,NA,45,0.23684210526315788,10,0.05263157894736842,0,725,0.44753086419753085,0,0
ottawa_ons2022_vars_3113_00000_1_2_percent,460,1,73,72,70,0.15217391304347827,455,37000,375,29200,42.8,29100,31800,37.6,50,0.10869565217391304,0,0,0.06593406593406594,30,0.03296703296703297,15,0.03296703296703297,15,0,0,0,0,70,0.15384615384615385,15,0.21428571428571427,0,NA,0,NA,0,NA,0,0,10,0.18181818181818182,0,195,0.42857142857142855,0,0
ottawa_ons2022_waterridge_village_3114_00000_5_0_percent,345,1,74,71.5,100,0.2898550724637681,345,45000,260,50000,31.6,46800,57600,25.2,35,0.1,15,0.04285714285714286,0.02857142857142857,10,0,0,0.02857142857142857,10,0,0,0.2571428571428571,90,50,0.14285714285714285,0,0,0,NA,0,NA,0,NA,10,0.25,0,0,0,115,0.32857142857142857,0,0
ottawa_ons2022_west_centretown_3115_00000_6_6_percent,1320,1,74.9,73.5,715,0.5416666666666666,1315,33600,750,34700,48.2,32360,34400,45.3,615,0.4641509433962264,300,0.22641509433962265,0.007547169811320755,10,0,0,0,0,0,0,0.35094339622641507,465,155,0.1169811320754717,10,0.06451612903225806,0,NA,0,NA,0,NA,70,0.5185185185185185,10,0.07407407407407407,0,100,0.07547169811320754,0,0
ottawa_ons2022_westboro_3116_00000_4_2_percent,2525,1,74.6,73,1010,0.4,2515,51700,2115,58200,26.1,50720,55700,23.8,510,0.2015810276679842,115,0.04554455445544554,0.019801980198019802,50,0.0039603960396039604,10,0.011881188118811881,30,0,0,0.13663366336633664,345,290,0.11462450592885376,40,0.13793103448275862,0,NA,0,NA,0,NA,105,0.42857142857142855,0,0,0.1111111111111111,140,0.055445544554455446,0,0
ottawa_ons2022_whitehaven_woodpark_glabar_park_3117_00000_2_7_percent,3105,1,76,74.5,1255,0.40418679549114334,3095,49320,2740,46720,29.3,47800,47800,26.6,370,0.11916264090177134,95,0.030595813204508857,0.014492753623188406,45,0.00966183574879227,30,0.004830917874396135,15,0,0,0.09822866344605476,305,385,0.12399355877616747,45,0.11688311688311688,0,NA,0,NA,0,NA,105,0.3088235294117647,20,0.058823529411764705,0.0425531914893617,90,0.028985507246376812,0,0
ottawa_ons2022_whitewater_region_3719_00000_3_1_percent,1565,1,73.6,72.5,380,0.24281150159744408,1560,38200,1345,29600,41,39120,33440,34.8,210,0.1337579617834395,0,0,0.04472843450479233,70,0.025559105431309903,40,0.019169329073482427,30,0,0,0.019169329073482427,30,260,0.16613418530351437,30,0.11538461538461539,0,NA,0,NA,0,NA,50,0.21739130434782608,10,0.043478260869565216,0,25,0.01597444089456869,0,0
ottawa_oeycfc_1_alta_vista_00000_4_4_percent,5350,1,75.5,74,1405,0.2626168224299065,5325,52350,4625,54400,26.4,50360,52850,24.1,560,0.10467289719626169,200,0.037383177570093455,0.012149532710280374,65,0.005607476635514018,30,0.0065420560747663555,35,0,0,0.16542056074766356,885,860,0.16074766355140188,100,0.11627906976744186,0,NA,0,NA,0,NA,305,0.40131578947368424,60,0.07894736842105263,0.054945054945054944,595,0.11121495327102804,0,0
ottawa_oeycfc_3_beaconhill_00000_2_5_percent,3900,1,75.4,74.5,935,0.23974358974358975,3870,54100,3420,56200,25,53150,57100,22.1,225,0.057692307692307696,80,0.02053915275994865,0.01797175866495507,70,0.008985879332477536,35,0.008985879332477536,35,0,0,0.15661103979460847,610,515,0.13205128205128205,50,0.0970873786407767,0,NA,0,NA,0,NA,150,0.3225806451612903,30,0.06451612903225806,0.06557377049180328,780,0.20025673940949937,0,0
ottawa_oeycfc_4_beaverbrook_marchwood_00000_1_6_percent,2860,1,75.6,74.5,575,0.20104895104895104,2850,53600,2655,52950,24,52300,53750,21.6,160,0.055944055944055944,110,0.03852889667250438,0.01576182136602452,45,0.0070052539404553416,20,0.005253940455341506,15,0,0,0.13134851138353765,375,450,0.15734265734265734,45,0.1,0,NA,0,NA,0,NA,165,0.4074074074074074,25,0.06172839506172839,0.08333333333333333,60,0.021015761821366025,0,0
ottawa_oeycfc_5_bells_corners_00000_1_9_percent,1780,1,74.7,73,530,0.29775280898876405,1775,42160,1525,36240,35.3,39600,34760,33.4,165,0.09269662921348315,35,0.019662921348314606,0.014044943820224719,25,0.008426966292134831,15,0.0056179775280898875,10,0,0,0.11235955056179775,200,260,0.14606741573033707,10,0.038461538461538464,0,NA,0,NA,0,NA,80,0.32653061224489793,15,0.061224489795918366,0,25,0.014044943820224719,0,0
ottawa_oeycfc_7_blossom_park_00000_2_8_percent,2470,1,74.5,72.5,535,0.2165991902834008,2440,42480,2020,36840,36.8,39280,36040,33.8,235,0.09533468559837728,185,0.07489878542510121,0.01417004048582996,35,0.006072874493927126,15,0.006072874493927126,15,0,0,0.2732793522267207,675,385,0.15587044534412955,55,0.14285714285714285,0,NA,0,NA,0,NA,105,0.3230769230769231,60,0.18461538461538463,0,155,0.06275303643724696,0,0
ottawa_oeycfc_8_bridlewood_00000_1_2_percent,3165,1,74,72,480,0.15165876777251186,3135,46000,2755,42680,30.3,44440,42520,27.1,170,0.053712480252764615,175,0.05529225908372828,0.01263823064770932,40,0.009478672985781991,30,0.00315955766192733,10,0,0,0.21800947867298578,690,565,0.17851500789889416,75,0.13274336283185842,0,NA,0,NA,0,NA,185,0.37755102040816324,40,0.08163265306122448,0.03333333333333333,75,0.023696682464454975,0,0
ottawa_oeycfc_10_carleton_heights_00000_3_7_percent,1415,1,75.7,74,395,0.2791519434628975,1410,49720,1270,47500,28.2,45160,43900,27,100,0.07042253521126761,95,0.06690140845070422,0.007042253521126761,10,0,0,0,0,0,0,0.19718309859154928,280,240,0.16901408450704225,25,0.10416666666666667,0,NA,0,NA,0,NA,55,0.2619047619047619,10,0.047619047619047616,0,45,0.03169014084507042,0,0
ottawa_oeycfc_11_carlington_00000_4_7_percent,1320,1,73.8,72,575,0.4356060606060606,1305,38120,960,31850,44.4,34000,29300,41.6,320,0.24334600760456274,105,0.07954545454545454,0.015151515151515152,20,0.007575757575757576,10,0.011363636363636364,15,0,0,0.23484848484848486,310,215,0.16287878787878787,40,0.18604651162790697,0,NA,0,NA,0,NA,45,0.25,15,0.08333333333333333,0,60,0.045454545454545456,0,0
ottawa_oeycfc_14_centre_town_00000_5_8_percent,3960,1,74.5,73,2035,0.5138888888888888,3930,51500,3250,55250,27,50720,56850,23.9,785,0.19848293299620734,215,0.054292929292929296,0.011363636363636364,45,0.006313131313131313,25,0.003787878787878788,15,0,0,0.1919191919191919,760,670,0.16940581542351454,80,0.11940298507462686,0,NA,0,NA,0,NA,225,0.3813559322033898,30,0.05084745762711865,0,440,0.1111111111111111,0,0
ottawa_oeycfc_19_copeland_00000_3_4_percent,5600,1,75.8,74,1800,0.32142857142857145,5570,50280,4990,48280,28.1,48360,48680,25.3,580,0.10366398570151922,235,0.0420017873100983,0.013404825737265416,75,0.004468275245755138,25,0.0071492403932082215,40,0,0,0.14209115281501342,795,720,0.128686327077748,85,0.11805555555555555,0,NA,0,NA,0,NA,280,0.4444444444444444,10,0.015873015873015872,0,220,0.03932082216264522,0,0
ottawa_oeycfc_21_cyrville_00000_2_6_percent,2285,1,74.4,73.5,575,0.25164113785557984,2270,40160,1805,35640,38.5,38280,35800,35,300,0.13129102844638948,90,0.039473684210526314,0.02631578947368421,60,0.021929824561403508,50,0.0043859649122807015,10,0,0,0.2807017543859649,640,285,0.12472647702407003,35,0.12280701754385964,0,NA,0,NA,0,NA,55,0.22448979591836735,20,0.08163265306122448,0.13157894736842105,525,0.23026315789473684,0,0
ottawa_oeycfc_22_dalhousie_00000_5_8_percent,1870,1,74.7,73,925,0.4946524064171123,1855,39600,1230,44200,37.4,38400,43700,35,705,0.3770053475935829,345,0.18449197860962566,0.008021390374331552,15,0,0,0.0053475935828877,10,0,0,0.3155080213903743,590,265,0.14171122994652408,25,0.09433962264150944,0,NA,0,NA,0,NA,130,0.5306122448979592,10,0.04081632653061224,0,160,0.0855614973262032,0,0
ottawa_oeycfc_23_glebe_00000_4_1_percent,2400,1,75,74,780,0.325,2395,69700,2290,86600,15.6,74700,89700,13.2,180,0.075,40,0.016666666666666666,0.008350730688935281,20,0,0,0.006263048016701462,15,0,0,0.08977035490605428,215,445,0.18541666666666667,40,0.0898876404494382,0,NA,0,NA,0,NA,205,0.5,10,0.024390243902439025,0,105,0.04375,0,0
ottawa_oeycfc_28_hunt_club_east_00000_2_9_percent,4430,1,73.7,72.5,1090,0.24604966139954854,4375,39480,3395,37920,37.7,39520,39520,32.2,740,0.1670428893905192,395,0.08926553672316384,0.007909604519774011,35,0.004519774011299435,20,0.0022598870056497176,10,0,0,0.39887005649717516,1765,760,0.17155756207674944,145,0.19078947368421054,0,NA,0,NA,0,NA,170,0.2786885245901639,55,0.09016393442622951,0.06741573033707865,315,0.0711864406779661,0,0
ottawa_oeycfc_29_hunt_club_west_00000_2_0_percent,3675,1,75,73.5,745,0.20272108843537415,3675,56400,3275,58250,23.8,53800,59100,21.4,245,0.06666666666666667,85,0.02309782608695652,0.012228260869565218,45,0.010869565217391304,40,0.004076086956521739,15,0,0,0.20923913043478262,770,520,0.14130434782608695,65,0.125,0,NA,0,NA,0,NA,185,0.4065934065934066,50,0.10989010989010989,0.07407407407407407,240,0.06521739130434782,0,0
ottawa_oeycfc_30_katimavik_hazeldean_00000_2_4_percent,4320,1,74.9,74,985,0.22800925925925927,4290,44880,3760,41400,30.5,43840,41760,27.5,285,0.06597222222222222,410,0.09490740740740741,0.013888888888888888,60,0.006944444444444444,30,0.006944444444444444,30,0,0,0.25925925925925924,1120,520,0.1205098493626883,60,0.11538461538461539,0,NA,0,NA,0,NA,235,0.5108695652173914,35,0.07608695652173914,0.044444444444444446,140,0.032407407407407406,0,0
ottawa_oeycfc_31_lower_town_00000_7_6_percent,1515,1,73.9,72.5,610,0.40264026402640263,1515,54300,1270,59700,25.1,54100,63550,20.6,275,0.18211920529801323,15,0.009900990099009901,0.0165016501650165,25,0.0165016501650165,25,0,0,0,0,0.13861386138613863,210,300,0.19801980198019803,40,0.13333333333333333,0,NA,0,NA,0,NA,125,0.4807692307692308,20,0.07692307692307693,0,475,0.31353135313531355,0,0
ottawa_oeycfc_33_nepean_central_00000_2_2_percent,5415,1,75.2,74,1080,0.1994459833795014,5405,52950,4950,52500,25.5,51550,52700,23.2,280,0.05166051660516605,165,0.030470914127423823,0.012003693444136657,65,0.003693444136657433,20,0.006463527239150508,35,0,0,0.15974145891043398,865,865,0.15974145891043398,100,0.11560693641618497,0,NA,0,NA,0,NA,285,0.37254901960784315,60,0.0784313725490196,0.020833333333333332,135,0.024930747922437674,0,0
ottawa_oeycfc_34_nepean_east_00000_3_2_percent,7225,1,76.1,75,1830,0.2532871972318339,7180,46680,6345,43400,31.2,45160,43760,28.3,635,0.08788927335640138,245,0.0338865836791148,0.011756569847856155,85,0.005532503457814661,40,0.004840940525587829,35,0,0,0.15560165975103735,1125,925,0.12802768166089964,120,0.12972972972972974,0,NA,0,NA,0,NA,280,0.34782608695652173,85,0.10559006211180125,0.02912621359223301,250,0.034578146611341634,0,0
ottawa_oeycfc_2_bayshore_crystal_bay_00000_3_6_percent,1890,1,75.5,75,430,0.2275132275132275,1880,49840,1540,51850,27.9,49720,53050,24.1,150,0.07936507936507936,90,0.047619047619047616,0.015873015873015872,30,0.010582010582010581,20,0,0,0,0,0.1984126984126984,375,265,0.1402116402116402,40,0.1509433962264151,0,NA,0,NA,0,NA,75,0.3333333333333333,40,0.17777777777777778,0.12903225806451613,95,0.05026455026455026,0,0
ottawa_oeycfc_26_half_moon_bay_stonebridge_00000_1_5_percent,2785,1,73.4,72,295,0.1059245960502693,2740,51500,2260,61350,23.2,46680,52750,22,150,0.0539568345323741,400,0.1436265709156194,0.008976660682226212,25,0,0,0.005385996409335727,15,0,0,0.39676840215439857,1105,510,0.18312387791741472,40,0.0784313725490196,0,NA,0,NA,0,NA,190,0.40860215053763443,45,0.0967741935483871,0.10909090909090909,65,0.02333931777378815,0,0
ottawa_oeycfc_37_orleans_south_00000_1_4_percent,5535,1,73,71.5,770,0.13911472448057813,5480,48880,4990,46120,28,47200,47600,24.6,235,0.04245709123757904,165,0.029783393501805054,0.016245487364620937,90,0.007220216606498195,40,0.008122743682310469,45,0,0,0.1967509025270758,1090,745,0.13459801264679314,75,0.10067114093959731,0,NA,0,NA,0,NA,265,0.39552238805970147,30,0.04477611940298507,0.06172839506172839,1580,0.2851985559566787,0,0
ottawa_oeycfc_32_metcalfe_osgoode_greely_00000_1_4_percent,3835,1,73.4,72,500,0.1303780964797914,3820,48040,3495,45880,28.8,46560,47160,25.4,195,0.05084745762711865,70,0.018252933507170794,0.011734028683181226,45,0.00651890482398957,25,0.003911342894393742,15,0,0,0.06388526727509779,245,845,0.2206266318537859,65,0.07692307692307693,0,NA,0,NA,0,NA,265,0.33974358974358976,60,0.07692307692307693,0.0594059405940594,170,0.04432855280312908,0,0
ottawa_oeycfc_39_ottawa_north_east_00000_3_7_percent,4760,1,75.3,73.5,1740,0.36554621848739494,4720,42640,3710,40960,35.3,41360,42360,31.2,865,0.1819137749737119,165,0.03466386554621849,0.029411764705882353,140,0.01680672268907563,80,0.01365546218487395,65,0,0,0.1722689075630252,820,570,0.11987381703470032,80,0.14035087719298245,0,NA,0,NA,0,NA,170,0.3469387755102041,25,0.05102040816326531,0.046875,1710,0.3592436974789916,0,0
ottawa_oeycfc_40_ottawa_south_00000_3_2_percent,1505,1,73.6,72.5,345,0.2292358803986711,1495,70200,1445,75500,17.9,66200,74100,16.6,70,0.046357615894039736,15,0.009933774834437087,0.006622516556291391,10,0.006622516556291391,10,0,0,0,0,0.07947019867549669,120,240,0.15894039735099338,15,0.0625,0,NA,0,NA,0,NA,140,0.6222222222222222,0,0,0,90,0.059602649006622516,0,0
ottawa_oeycfc_41_ottawa_west_00000_3_4_percent,4260,1,74.2,72.5,1530,0.3591549295774648,4240,59000,3740,67100,21.8,57750,65300,19.6,500,0.11737089201877934,190,0.04465334900117509,0.01880141010575793,80,0.008225616921269096,35,0.008225616921269096,35,0,0,0.10693301997649823,455,705,0.16568742655699178,80,0.11347517730496454,0,NA,0,NA,0,NA,290,0.4603174603174603,25,0.03968253968253968,0.029411764705882353,225,0.052878965922444184,0,0
ottawa_oeycfc_42_overbrook_00000_5_8_percent,1625,1,74.6,73.5,530,0.3261538461538461,1610,42880,1295,39120,36.7,41880,41880,31.9,215,0.13230769230769232,90,0.055384615384615386,0.006153846153846154,10,0,0,0,0,0,0,0.1753846153846154,285,185,0.11384615384615385,15,0.08108108108108109,0,NA,0,NA,0,NA,35,0.21212121212121213,25,0.15151515151515152,0.11538461538461539,485,0.29846153846153844,0,0
ottawa_oeycfc_43_pinecrest_queensway_00000_3_8_percent,6720,1,75.2,74,2590,0.3854166666666667,6695,41240,5660,35240,37.1,40800,37160,32.9,895,0.1331845238095238,260,0.038661710037174724,0.015613382899628252,105,0.008178438661710037,55,0.005947955390334572,40,0,0,0.15092936802973977,1015,845,0.12565055762081784,120,0.14201183431952663,0,NA,0,NA,0,NA,240,0.3310344827586207,65,0.0896551724137931,0.052083333333333336,260,0.038661710037174724,0,0
ottawa_oeycfc_46_rideau_00000_1_7_percent,3115,1,74.2,73,555,0.1781701444622793,3105,55150,2865,55000,25,53900,56400,21.7,150,0.04823151125401929,25,0.008025682182985553,0.009630818619582664,30,0.006420545746388443,20,0,0,0,0,0.03210272873194221,100,580,0.18619582664526485,40,0.06896551724137931,0,NA,0,NA,0,NA,255,0.4722222222222222,30,0.05555555555555555,0,45,0.014446227929373997,0,0
ottawa_oeycfc_50_vanier_00000_6_8_percent,3295,1,74.4,73,1385,0.4203338391502276,3275,40320,2575,36440,38.7,39880,39440,33.8,610,0.18512898330804248,110,0.03343465045592705,0.03343465045592705,110,0.019756838905775075,65,0.010638297872340425,35,0.00303951367781155,10,0.12158054711246201,400,450,0.13657056145675264,40,0.08888888888888889,0,NA,0,NA,0,NA,105,0.25609756097560976,45,0.10975609756097561,0.04838709677419355,1355,0.41185410334346506,0,0
ottawa_oeycfc_51_westboro_00000_2_6_percent,1415,1,73.7,72.5,485,0.34275618374558303,1400,47240,1170,45800,31.8,46920,49000,27,290,0.2049469964664311,50,0.03546099290780142,0.010638297872340425,15,0,0,0.0070921985815602835,10,0,0,0.11702127659574468,165,160,0.11307420494699646,15,0.09375,0,NA,0,NA,0,NA,70,0.4666666666666667,15,0.1,0,80,0.05673758865248227,0,0
ottawa_oeycfc_9_cardinal_creek_fallingbrook_00000_1_7_percent,4415,1,73.4,72.5,775,0.1755379388448471,4410,49320,3980,46480,28.4,48720,48520,24.5,220,0.04983012457531144,100,0.022675736961451247,0.022675736961451247,100,0.015873015873015872,70,0.005668934240362812,25,0,0,0.17800453514739228,785,705,0.159682899207248,80,0.11347517730496454,0,NA,0,NA,0,NA,270,0.432,25,0.04,0.11267605633802817,1265,0.2868480725623583,0,0
ottawa_oeycfc_12_carlsbad_springs_findlay_creek_00000_1_8_percent,1980,1,73.6,72.5,270,0.13636363636363635,1955,37960,1595,33560,37.2,36520,34760,32.6,180,0.09090909090909091,245,0.12373737373737374,0.012626262626262626,25,0.007575757575757576,15,0,0,0,0,0.3712121212121212,735,320,0.16161616161616163,50,0.15625,0,NA,0,NA,0,NA,80,0.2909090909090909,60,0.21818181818181817,0,160,0.08080808080808081,0,0
ottawa_oeycfc_13_carp_fitzroy_kinburn_00000_2_9_percent,2435,1,73.6,72,410,0.16837782340862423,2420,48560,2210,44600,29.3,48360,46920,25.8,195,0.08008213552361396,30,0.012320328542094456,0.02053388090349076,50,0.008213552361396304,20,0.012320328542094456,30,0,0,0.026694045174537988,65,535,0.21971252566735114,40,0.07476635514018691,0,NA,0,NA,0,NA,245,0.494949494949495,50,0.10101010101010101,0.08333333333333333,30,0.012320328542094456,0,0
ottawa_oeycfc_15_chapman_mills_rideau_crest_00000_2_8_percent,2840,1,73.9,72.5,405,0.1426056338028169,2805,38880,2155,36800,36.8,37320,39520,31.6,300,0.1056338028169014,495,0.17398945518453426,0.007029876977152899,20,0.007029876977152899,20,0,0,0,0,0.4833040421792619,1375,545,0.19190140845070422,75,0.13761467889908258,0,NA,0,NA,0,NA,160,0.3404255319148936,55,0.11702127659574468,0.04838709677419355,105,0.03690685413005272,0,0
ottawa_oeycfc_16_chatelaine_convent_glen_00000_2_2_percent,4585,1,73.9,73,875,0.19083969465648856,4585,46640,4225,40760,31.2,45400,42040,27.7,210,0.0457516339869281,75,0.016357688113413305,0.017448200654307525,80,0.0054525627044711015,25,0.011995637949836423,55,0,0,0.11232279171210469,515,535,0.11668484187568157,65,0.12149532710280374,0,NA,0,NA,0,NA,190,0.40860215053763443,65,0.13978494623655913,0.05454545454545454,1200,0.2617230098146129,0,0
ottawa_oeycfc_17_clementine_riverside_park_00000_3_5_percent,1815,1,75.7,74,720,0.39669421487603307,1810,41640,1420,40000,35,40200,40360,32.6,480,0.2644628099173554,100,0.05509641873278237,0.011019283746556474,20,0.008264462809917356,15,0.008264462809917356,15,0,0,0.17079889807162535,310,230,0.12672176308539945,55,0.2391304347826087,0,NA,0,NA,0,NA,85,0.4857142857142857,10,0.05714285714285714,0,115,0.06336088154269973,0,0
ottawa_oeycfc_18_constance_bay_dunrobin_00000_3_0_percent,1995,1,73.3,72,315,0.15789473684210525,1985,54300,1820,59600,22.4,56300,65500,18.5,135,0.06766917293233082,25,0.0125,0.01,20,0,0,0.0075,15,0,0,0.0375,75,420,0.21,55,0.13095238095238096,0,NA,0,NA,0,NA,160,0.4383561643835616,30,0.0821917808219178,0,20,0.01,0,0
ottawa_oeycfc_20_cumberland_navan_vars_00000_1_9_percent,2360,1,73,72,315,0.13347457627118645,2355,46400,2075,43480,30.5,44360,45280,26.3,155,0.06567796610169492,20,0.008492569002123142,0.027600849256900213,65,0.014861995753715499,35,0.010615711252653927,25,0,0,0.02335456475583864,55,390,0.16560509554140126,30,0.07692307692307693,0,NA,0,NA,0,NA,135,0.375,65,0.18055555555555555,0.043478260869565216,820,0.3481953290870488,0,0
ottawa_oeycfc_24_glencairn_00000_2_4_percent,1930,1,73.8,72.5,390,0.20207253886010362,1915,43480,1720,37320,33.6,42800,38440,29.6,95,0.04909560723514212,100,0.05181347150259067,0.02849740932642487,55,0.02072538860103627,40,0.0051813471502590676,10,0,0,0.15284974093264247,295,275,0.14248704663212436,50,0.18181818181818182,0,NA,0,NA,0,NA,55,0.25,20,0.09090909090909091,0,0,0,0,0
ottawa_oeycfc_25_goulbourn_munster_richmond_00000_1_3_percent,2065,1,74,72.5,340,0.16464891041162227,2060,48280,1880,44240,29.6,45520,42680,28.2,110,0.053268765133171914,10,0.004830917874396135,0.024154589371980676,50,0.016908212560386472,35,0.004830917874396135,10,0,0,0.033816425120772944,70,320,0.1549636803874092,15,0.046875,0,NA,0,NA,0,NA,110,0.3548387096774194,40,0.12903225806451613,0.125,40,0.01932367149758454,0,0
ottawa_oeycfc_6_blackburn_hamlet_mer_bleue_00000_2_4_percent,1790,1,75.6,74.5,350,0.19553072625698323,1785,51350,1635,47920,27.4,48160,47000,25.2,60,0.0335195530726257,30,0.01675977653631285,0.0111731843575419,20,0.00558659217877095,10,0.00558659217877095,10,0,0,0.0893854748603352,160,260,0.14484679665738162,15,0.057692307692307696,0,NA,0,NA,0,NA,120,0.48,25,0.1,0,255,0.1424581005586592,0,0
