name,number_of_seniors_age_65,percent_of_pop_that_are_seniors_age_65,average_age_of_the_population,median_age_of_the_population,number_of_people_living_alone,percent_of_people_living_alone,number_of_after_tax_income_recipients_age_15,average_after_tax_income_in_2020_among_recipients,number_of_market_income_recipients_age_15,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_who_know_neither_english_nor_french,percent_of_people_who_know_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,number_of_pop_in_labour_force,percent_of_pop_in_labour_force_participation_rate,number_of_pop_unemployed,unemployment_rate,number_of_people_age_25_64_with_no_high_school_diploma,percent_of_people_age_25_64_with_no_high_school_diploma,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,percent_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_commute_for_60_minutes_and_over,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,ONS_ID
ottawa_rockcliffe_park_3102,385,0.29615384615384616,53,55.6,70,0.05384615384615385,1290,126900,1265,193200,2.6,134400,206000,1.6,35,0.02681992337164751,0,0,0.01532567049808429,20,0,0,0.01149425287356321,15,0,0,0.14942528735632185,195,775,0.5938697318007663,45,0.05806451612903226,0,0,720,1,660,0.9166666666666666,350,0.4794520547945205,35,0.04794520547945205,0,55,0.0421455938697318,200,0.15384615384615383,3102
ottawa_rothwell_heights_beacon_hill_north_3103,2455,0.29366028708133973,52.5,52.4,840,0.10047846889952151,8245,57850,7580,67500,13.1,55300,67200,9.5,345,0.04124327555289898,40,0.00478468899521531,0.02511961722488038,210,0.01614832535885167,135,0.00777511961722488,65,0,0,0.236244019138756,1975,5010,0.5989240884638374,530,0.10578842315369262,260,0.05226130653266332,4715,0.9477386934673366,4020,0.8080402010050252,2115,0.47262569832402235,305,0.06815642458100558,0.03846153846153846,1390,0.16626794258373206,925,0.11064593301435406,3103
ottawa_sandy_hill_3104,1615,0.1344153141905951,39.6,32.8,3685,0.30669995838535163,11575,46000,10595,52350,13.7,40800,49360,8,2675,0.22263836870578443,80,0.00665557404326123,0.0262063227953411,315,0.01164725457570715,140,0.0124792013311148,150,0,0,0.32653910149750415,3925,8440,0.7024552642530171,1475,0.17476303317535544,345,0.05036496350364963,6505,0.9496350364963504,5710,0.8335766423357664,3365,0.4827833572453371,495,0.07101865136298421,0.05167597765363128,2065,0.17179700499168052,3555,0.2958801498127341,3104
ottawa_south_keys_3105,650,0.2801724137931034,49.6,49.2,395,0.17025862068965517,2270,42440,2075,42440,21.1,39400,42760,14.4,225,0.09698275862068964,20,0.00862068965517241,0.01724137931034482,40,0.00862068965517241,20,0.0043103448275862,10,0.0043103448275862,10,0.3146551724137931,730,1365,0.5883620689655172,230,0.1684981684981685,70,0.05555555555555555,1190,0.9444444444444444,880,0.6984126984126984,415,0.36403508771929827,110,0.09649122807017543,0.0763888888888889,145,0.0625,410,0.17672413793103448,3105
ottawa_stittsville_3106,3720,0.22109955423476968,50.3,50.8,1235,0.07340267459138188,16650,60950,15800,73200,9.5,57900,71100,7.1,390,0.02317979197622585,75,0.00445632798573975,0.0219845513963161,370,0.01039809863339275,175,0.01158645276292335,195,0,0,0.12834224598930483,2160,11485,0.6824123588829472,930,0.08097518502394427,385,0.03439035283608754,10815,0.9660562751228228,9235,0.8249218401071907,5020,0.47560397915679775,845,0.08005684509711038,0.05172413793103448,410,0.0243612596553773,1905,0.11322436849925706,3106
ottawa_stittsville_east_3107,690,0.09019607843137256,41.4,38,445,0.05816993464052288,7480,55350,6970,65100,10,51750,63650,6.2,300,0.0392156862745098,255,0.03335513407455853,0.01242642249836494,95,0.00654022236756049,50,0.00588620013080444,45,0,0,0.5166775670372793,3950,6140,0.8031393067364291,570,0.09283387622149836,190,0.03023070803500397,6090,0.9689737470167064,5215,0.8297533810660302,2815,0.5053859964093357,420,0.07540394973070018,0.05390334572490706,305,0.03989535644211903,675,0.08823529411764706,3107
ottawa_stittsville_north_3108,1240,0.13276231263383298,45.5,43.2,860,0.09207708779443256,9230,58150,8615,70100,9.1,55200,68400,5.9,390,0.0417558886509636,110,0.01177100053504547,0.01980728051391863,185,0.01070663811563169,100,0.00695931477516059,65,0,0,0.2944325481798715,2750,7175,0.7677902621722846,585,0.08153310104529617,250,0.03465003465003465,6960,0.9646569646569648,5900,0.8177408177408177,3295,0.4996209249431387,445,0.06747536012130402,0.0548780487804878,290,0.03103263777421081,895,0.09582441113490364,3108
ottawa_stonebridge_half_moon_bay_3109,2370,0.1234375,44.7,43.2,1375,0.07161458333333333,18870,56950,17520,68100,10.4,53450,66400,6.2,990,0.0515625,575,0.02994791666666666,0.01458333333333333,280,0.00494791666666666,95,0.00859375,165,0,0,0.5096354166666667,9785,14570,0.7588541666666667,1265,0.08682223747426218,470,0.03177822853279243,14320,0.9682217714672076,12270,0.8296146044624746,6430,0.4832769635475385,1000,0.0751597143930853,0.06568265682656826,830,0.04322916666666666,2035,0.10598958333333332,3109
ottawa_trend_arlington_3110,1095,0.2840466926070039,52.2,52.4,400,0.10376134889753567,3800,56350,3520,64600,13.3,52850,62550,10,155,0.04020752269779507,45,0.01167315175097276,0.02334630350194552,90,0.01556420233463035,60,0.00518806744487678,20,0,0,0.1880674448767834,725,2405,0.6246753246753247,270,0.11226611226611229,160,0.06666666666666667,2245,0.9354166666666668,1885,0.7854166666666667,1010,0.4719626168224299,175,0.08177570093457943,0.04888888888888889,115,0.0298313878080415,365,0.0946822308690013,3110
ottawa_vanier_north_3111,1675,0.1908831908831909,46.8,43.6,2510,0.28603988603988606,8625,46080,7465,51850,17.3,42200,50320,12.6,1395,0.15906499429874574,65,0.0074074074074074,0.0621082621082621,545,0.02792022792022792,245,0.02222222222222222,195,0.00854700854700854,75,0.22108262108262108,1940,5735,0.6539338654503991,615,0.10723626852659111,725,0.11562998405103668,5545,0.8843700159489634,4395,0.7009569377990431,2005,0.3916015625,585,0.1142578125,0.06645056726094004,2225,0.2535612535612536,825,0.09401709401709402,3111
ottawa_vanier_south_3112,1620,0.2577565632458234,49.5,49.2,2050,0.3261734287987271,6160,37840,5080,38320,26.8,34200,38280,19.6,1320,0.2100238663484487,110,0.01750198886237072,0.05250596658711217,330,0.03102625298329355,195,0.01591089896579156,100,0.00556881463802704,35,0.30708035003977724,1930,3680,0.5855210819411297,580,0.15760869565217392,540,0.1341614906832298,3485,0.8658385093167702,2535,0.6298136645962733,985,0.317741935483871,360,0.11612903225806452,0.05700712589073634,1760,0.28003182179793157,640,0.10182975338106603,3112
ottawa_vars_3113,460,0.2,50.2,51.6,175,0.07608695652173914,2280,51120,2105,58200,12.2,48240,58400,9.1,120,0.05228758169934641,0,0,0.061002178649237473,140,0.02832244008714597,65,0.03050108932461873,70,0,0,0.0196078431372549,45,1565,0.681917211328976,70,0.04472843450479233,145,0.08950617283950617,1480,0.9135802469135802,1075,0.6635802469135802,485,0.32441471571906355,225,0.1505016722408027,0.04926108374384237,905,0.3943355119825708,220,0.09565217391304348,3113
ottawa_waterridge_village_3114,345,0.17037037037037037,45.6,42.8,370,0.18271604938271604,2000,51200,1735,60950,14.6,48520,60650,10.2,245,0.12098765432098764,35,0.01728395061728395,0.02716049382716049,55,0.01728395061728395,35,0.00987654320987654,20,0,0,0.4246913580246914,860,1335,0.6592592592592592,95,0.07116104868913857,105,0.07241379310344828,1345,0.9275862068965516,1160,0.8,515,0.4153225806451613,90,0.07258064516129033,0.04827586206896552,500,0.24691358024691357,230,0.11358024691358024,3114
ottawa_west_centretown_3115,1320,0.17886178861788618,44.7,39.6,2450,0.3319783197831978,7195,44800,5985,53050,17.4,40080,49000,12,1685,0.22831978319783197,405,0.0548780487804878,0.03455284552845528,255,0.01829268292682926,135,0.01016260162601626,75,0.0040650406504065,30,0.31097560975609756,2295,5035,0.6822493224932249,630,0.12512413108242304,525,0.1024390243902439,4600,0.8975609756097561,3810,0.7434146341463415,2145,0.4875,390,0.08863636363636364,0.07300884955752213,505,0.06842818428184282,930,0.12601626016260162,3115
ottawa_westboro_3116,2525,0.2485236220472441,50.1,48.8,2740,0.26968503937007876,10010,65100,9155,84000,9.2,62900,81000,6.9,1180,0.11619891678975874,130,0.01279527559055118,0.02214566929133858,225,0.00885826771653543,90,0.01131889763779527,115,0,0,0.1934055118110236,1965,6770,0.6663385826771654,525,0.0775480059084195,260,0.03732950466618808,6705,0.962670495333812,6035,0.8664752333094041,3540,0.5668534827862289,285,0.04563650920736589,0.03932584269662921,500,0.04921259842519685,665,0.0654527559055118,3116
ottawa_whitehaven_woodpark_glabar_park_3117,3105,0.33676789587852496,54.3,56.8,2340,0.25379609544468545,9085,54150,8240,62950,14.7,51550,63200,11.2,1030,0.11171366594360088,110,0.01193058568329718,0.02331887201735357,215,0.0113882863340564,105,0.00976138828633405,90,0,0,0.1832971800433839,1690,5225,0.5670103092783505,505,0.09665071770334928,395,0.07495256166982922,4870,0.9240986717267552,4030,0.7647058823529411,2075,0.43915343915343913,375,0.07936507936507936,0.07210626185958255,350,0.03796095444685466,845,0.09164859002169196,3117
