name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized,number_of_children_eligible_for_instruction_in_the_minority_official_language,percent_of_children_eligible_for_instruction_in_the_minority_official_language,number_of_children_not_eligible_for_instruction_in_the_minority_official_language,percent_of_children_not_eligible_for_instruction_in_the_minority_official_language,number_1_year_mobility_total,number_1_year_non_movers,number_1_year_movers,number_1_year_non_migrants,number_1_year_migrants,number_1_year_intraprovincial_migrants,number_1_year_interprovincial_migrants,number_1_year_external_migrants,percent_1_year_non_movers,percent_1_year_movers,percent_1_year_migrants.x,percent_1_year_migrants.y,percent_1_year_intraprovincial_migrants,percent_1_year_interprovincial_migrants,percent_1_year_external_migrants,number_5_year_mobility_total,number_5_year_non_movers,number_5_year_movers,number_5_year_non_migrants,number_5_year_migrants,number_5_year_intraprovincial_migrants,number_5_year_interprovincial_migrants,number_5_year_external_migrants,percent_5_year_non_movers,percent_5_year_movers,percent_5_year_migrants.x,percent_5_year_migrants.y,percent_5_year_intraprovincial_migrants,percent_5_year_interprovincial_migrants,percent_5_year_external_migrants,ONS_ID
ottawa_south_stormont_3808,915,915,1,0,0,0,0,0,0,0,0.0546448087431694,0.04371584699453552,0.01092896174863388,0,0.06557377049180328,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,80,0.08743169398907104,80,0.08743169398907104,0,NA,0,NA,3.6,3.8,0,80,0.08791208791208792,50,40,10,0,0,0,0,90,0.09836065573770492,15,0.01639344262295082,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,60,15,15,0,0,0,0,15,0,0,0,0,0,860,0.01639344262295082,0.01639344262295082,0,0,0,0,0.01639344262295082,0,0,0,0,0,0.9398907103825136,440,0.4808743169398907,475,0.5191256830601093,785,640,145,60,85,75,10,0,0.8152866242038217,0.18471337579617833,0.07643312101910828,0.10828025477707008,0.09554140127388536,0.01273885350318471,0,285,125,160,20,140,120,15,0,0.43859649122807015,0.5614035087719298,0.07017543859649122,0.49122807017543857,0.42105263157894735,0.05263157894736842,0,3808
ottawa_stittsville_3106,1455,1455,1,0,0,0,0,0,0.01718213058419244,0.01718213058419244,0.03092783505154639,0.0274914089347079,0.00687285223367697,0,0.2027491408934708,0,0,0.02405498281786941,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,30,0.02061855670103092,30,0.02061855670103092,0,NA,0,NA,3.8,4.1,0,160,0.1099656357388316,45,40,10,0,25,25,35,70,0.04810996563573883,20,0.01374570446735395,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,295,115,25,60,20,15,15,0,0,0,0,0,40,1155,0.07903780068728522,0.01718213058419244,0.04123711340206185,0.01374570446735395,0.01030927835051546,0.01030927835051546,0,0,0,0,0,0.0274914089347079,0.7938144329896907,350,0.24054982817869416,1100,0.7560137457044673,1295,1000,300,260,40,40,0,0,0.7722007722007722,0.23166023166023167,0.20077220077220076,0.03088803088803089,0.03088803088803089,0,0,505,215,290,200,95,60,15,15,0.4257425742574258,0.5742574257425742,0.39603960396039606,0.18811881188118812,0.1188118811881188,0.0297029702970297,0.0297029702970297,3106
ottawa_stittsville_east_3107,1330,1330,1,0,0,0,0,0,0.06015037593984962,0.06015037593984962,0.018796992481203,0,0.0112781954887218,0,0.5939849624060151,0,0,0.08646616541353383,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,70,0.05243445692883895,70,0.05243445692883895,0,NA,0,NA,3.3,3.3,0,90,0.06766917293233082,25,0,15,0,80,80,115,30,0.0225563909774436,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,790,365,95,95,20,75,20,25,25,10,0,15,35,545,0.2744360902255639,0.07142857142857142,0.07142857142857142,0.0150375939849624,0.05639097744360902,0.0150375939849624,0.018796992481203,0.018796992481203,0.0075187969924812,0,0.0112781954887218,0.02631578947368421,0.4097744360902256,250,0.18726591760299627,1085,0.8127340823970037,1130,820,315,255,60,30,20,15,0.7256637168141593,0.27876106194690264,0.22566371681415928,0.05309734513274336,0.02654867256637168,0.01769911504424778,0.01327433628318584,305,75,230,120,105,35,20,60,0.2459016393442623,0.7540983606557377,0.39344262295081966,0.3442622950819672,0.11475409836065574,0.06557377049180328,0.19672131147540983,3107
ottawa_stittsville_north_3108,1350,1350,1,0,0,0,0,0,0.03703703703703703,0.03703703703703703,0.02222222222222222,0.01111111111111111,0.0074074074074074,0,0.37777777777777777,0,0,0.03717472118959108,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,60,0.04460966542750929,60,0.04460966542750929,0,NA,0,NA,3.9,4.1,0,80,0.05925925925925926,30,15,10,0,50,50,50,35,0.02602230483271375,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,510,130,65,85,0,90,10,40,0,10,15,0,50,840,0.0962962962962963,0.04814814814814815,0.06296296296296296,0,0.06666666666666667,0.0074074074074074,0.02962962962962963,0,0.0074074074074074,0.01111111111111111,0,0.03703703703703703,0.6222222222222222,280,0.2074074074074074,1065,0.7888888888888889,1195,1050,145,100,40,10,20,15,0.8786610878661087,0.1213389121338912,0.08368200836820083,0.03347280334728033,0.00836820083682008,0.01673640167364016,0.01255230125523012,480,190,290,185,110,50,35,25,0.3958333333333333,0.6041666666666666,0.3854166666666667,0.22916666666666663,0.10416666666666669,0.07291666666666667,0.05208333333333333,3108
ottawa_stonebridge_half_moon_bay_3109,2815,2815,1,0,0,0,0,0,0.04085257548845471,0.04440497335701599,0.01598579040852575,0.00532859680284191,0.01065719360568383,0,0.61101243339254,0.00710479573712255,0.16,0.06394316163410302,NA,0,0,NA,NA,NA,NA,NA,NA,NA,20,220,0.07829181494661921,220,0.07829181494661921,0,NA,0,NA,3.8,4,0,210,0.07473309608540925,45,15,30,0,125,115,180,125,0.04440497335701599,35,0.01243339253996447,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,1720,425,360,255,70,325,50,50,45,0,0,10,130,1095,0.15097690941385436,0.12788632326820604,0.0905861456483126,0.02486678507992895,0.11545293072824156,0.01776198934280639,0.01776198934280639,0.01598579040852575,0,0,0.00355239786856127,0.04618117229129662,0.38898756660746,585,0.20818505338078291,2230,0.7935943060498221,2465,1885,580,435,150,110,0,35,0.7647058823529411,0.2352941176470588,0.17647058823529413,0.06085192697768762,0.04462474645030426,0,0.01419878296146044,890,310,585,325,260,90,85,75,0.34831460674157305,0.6573033707865169,0.3651685393258427,0.29213483146067415,0.10112359550561796,0.09550561797752807,0.08426966292134831,3109
ottawa_tay_valley_3409,280,280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.8,3.6,0,20,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0.9821428571428572,20,0.07142857142857142,260,0.9285714285714286,245,235,10,0,10,10,0,0,0.9591836734693876,0.04081632653061224,0,0.04081632653061224,0.04081632653061224,0,0,85,60,30,0,25,25,0,0,0.7058823529411765,0.35294117647058826,0,0.29411764705882354,0.29411764705882354,0,0,3409
ottawa_the_nation_la_nation_3608,1200,1200,1,0,0,0,0,0,0,0,0.04149377593360996,0.02074688796680498,0.01659751037344398,0,0.07883817427385892,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,85,0.07053941908713693,85,0.07053941908713693,0,NA,0,NA,3.7,3.8,0,110,0.09166666666666666,50,25,20,0,0,0,0,765,0.6348547717842323,430,0.35684647302904565,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,95,0,0,45,10,20,0,0,0,0,0,0,20,1110,0,0,0.03734439834024896,0.00829875518672199,0.01659751037344398,0,0,0,0,0,0,0.01659751037344398,0.921161825726141,1010,0.8381742738589212,190,0.15767634854771784,1080,955,125,65,60,60,0,0,0.8842592592592593,0.11574074074074074,0.06018518518518518,0.05555555555555555,0.05555555555555555,0,0,395,235,160,80,80,65,10,0,0.5949367088607594,0.4050632911392405,0.20253164556962025,0.20253164556962025,0.16455696202531644,0.02531645569620253,0,3608
ottawa_trend_arlington_3110,330,330,1,0,0,0,0,0,0.03076923076923077,0.03076923076923077,0,0,0,0,0.3384615384615385,0.0303030303030303,1,0.07692307692307693,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,NA,0,NA,4.1,4.5,0,20,0.06060606060606061,0,0,0,0,10,10,25,25,0.07692307692307693,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,110,25,30,10,0,15,10,10,0,10,0,0,0,215,0.07692307692307693,0.09230769230769233,0.03076923076923077,0,0.04615384615384615,0.03076923076923077,0.03076923076923077,0,0.03076923076923077,0,0,0,0.6615384615384615,120,0.3692307692307693,210,0.6461538461538462,310,280,30,15,10,0,10,0,0.9032258064516128,0.0967741935483871,0.04838709677419355,0.03225806451612903,0,0.03225806451612903,0,115,55,60,55,0,0,0,0,0.4782608695652174,0.5217391304347826,0.4782608695652174,0,0,0,0,3110
ottawa_vanier_north_3111,605,605,1,0,0,0,0,0,0.04132231404958678,0.04132231404958678,0.08264462809917356,0.06611570247933884,0,0,0.4380165289256198,0.02479338842975206,0.6,0.03305785123966942,NA,0,0,NA,NA,NA,NA,NA,NA,NA,15,145,0.23770491803278687,145,0.23770491803278687,0,NA,0,NA,3.3,3.2,0,120,0.1983471074380165,50,40,0,0,25,25,20,185,0.30578512396694213,100,0.1652892561983471,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,265,35,20,170,0,20,0,0,0,0,0,0,10,345,0.05785123966942149,0.03305785123966942,0.2809917355371901,0,0.03305785123966942,0,0,0,0,0,0,0.01652892561983471,0.5702479338842975,290,0.47540983606557374,315,0.5163934426229508,510,415,95,55,40,0,20,20,0.8137254901960784,0.18627450980392157,0.10784313725490197,0.0784313725490196,0,0.0392156862745098,0.0392156862745098,150,45,100,45,55,0,10,35,0.3,0.6666666666666666,0.3,0.36666666666666664,0,0.06666666666666667,0.23333333333333336,3111
ottawa_vanier_south_3112,325,325,1,0,0,0,0,0,0.2,0.2,0.06153846153846154,0.06153846153846154,0,0,0.5384615384615384,0.06153846153846154,0.3076923076923077,0.0303030303030303,NA,0,0,NA,NA,NA,NA,NA,NA,NA,20,95,0.2923076923076923,95,0.2923076923076923,0,NA,0,NA,3.6,4,0,90,0.27692307692307694,20,20,0,0,65,65,10,75,0.2272727272727273,75,0.2272727272727273,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,175,15,10,130,0,15,0,0,0,0,0,0,0,155,0.04615384615384615,0.03076923076923077,0.4,0,0.04615384615384615,0,0,0,0,0,0,0,0.47692307692307695,145,0.4461538461538462,175,0.5384615384615384,280,230,50,25,20,0,0,15,0.8214285714285714,0.17857142857142858,0.08928571428571429,0.07142857142857142,0,0,0.05357142857142857,100,25,80,15,65,0,10,45,0.25,0.8,0.15,0.65,0,0.1,0.45,3112
ottawa_vars_3113,180,180,1,0,0,0,0,0,0,0,0.08333333333333333,0.05555555555555555,0.05555555555555555,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.7,3.5,0,10,0.05714285714285714,15,10,10,0,0,0,0,85,0.4722222222222222,55,0.3055555555555556,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,1,140,0.7567567567567568,40,0.21621621621621623,160,140,15,10,10,0,10,0,0.875,0.09375,0.0625,0.0625,0,0.0625,0,55,30,25,10,15,0,0,0,0.5454545454545454,0.4545454545454546,0.18181818181818185,0.2727272727272727,0,0,0,3113
ottawa_waterridge_village_3114,235,235,1,0,0,0,0,0,0.0425531914893617,0.0425531914893617,0,0,0,0,0.6170212765957447,0.0425531914893617,1,0.04166666666666666,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,30,0.125,30,0.125,0,NA,0,NA,3.3,3.1,0,40,0.1702127659574468,0,0,0,0,10,10,10,60,0.25,40,0.16666666666666666,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,145,30,10,60,0,20,0,0,0,0,0,0,25,95,0.1276595744680851,0.0425531914893617,0.2553191489361702,0,0.0851063829787234,0,0,0,0,0,0,0.10638297872340426,0.40425531914893614,150,0.625,85,0.3541666666666667,205,185,20,10,0,0,0,0,0.902439024390244,0.0975609756097561,0.04878048780487805,0,0,0,0,55,15,40,25,15,0,10,0,0.2727272727272727,0.7272727272727273,0.4545454545454546,0.2727272727272727,0,0.18181818181818185,0,3114
ottawa_west_centretown_3115,495,495,1,0,0,0,0,0,0.0303030303030303,0.0303030303030303,0.04040404040404041,0,0,0.0202020202020202,0.30303030303030304,0,0,0.04040404040404041,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,125,0.25,125,0.25,0,NA,0,NA,3.3,3,0,80,0.16326530612244897,20,0,0,10,15,15,20,40,0.08080808080808081,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,150,25,0,45,10,0,0,35,0,0,0,0,30,345,0.0505050505050505,0,0.09090909090909093,0.0202020202020202,0,0,0.0707070707070707,0,0,0,0,0.06060606060606061,0.696969696969697,130,0.26262626262626265,365,0.7373737373737373,405,330,75,45,25,0,0,20,0.8148148148148148,0.18518518518518515,0.1111111111111111,0.06172839506172839,0,0,0.04938271604938271,125,70,50,30,20,0,10,10,0.56,0.4,0.24,0.16,0,0.08,0.08,3115
ottawa_westboro_3116,785,785,1,0,0,0,0,0,0.03821656050955414,0.03821656050955414,0.02547770700636942,0.01273885350318471,0.01273885350318471,0,0.25477707006369427,0.01273885350318471,0.3333333333333333,0.04487179487179487,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,75,0.09615384615384616,75,0.09615384615384616,0,NA,0,NA,3.6,3.6,0,105,0.1337579617834395,20,10,10,0,30,30,35,45,0.05769230769230769,15,0.01923076923076923,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,200,45,75,25,0,20,0,0,10,0,10,0,10,580,0.05732484076433121,0.09554140127388536,0.03184713375796178,0,0.02547770700636942,0,0,0.01273885350318471,0,0.01273885350318471,0,0.01273885350318471,0.7388535031847133,185,0.2356687898089172,600,0.7643312101910829,665,540,130,105,25,0,15,10,0.8120300751879699,0.19548872180451127,0.15789473684210523,0.03759398496240601,0,0.0225563909774436,0.0150375939849624,255,135,115,75,45,20,0,25,0.5294117647058824,0.4509803921568627,0.29411764705882354,0.17647058823529413,0.0784313725490196,0,0.09803921568627452,3116
ottawa_whitehaven_woodpark_glabar_park_3117,615,615,1,0,0,0,0,0,0.01626016260162601,0.01626016260162601,0.01626016260162601,0,0.01626016260162601,0,0.3089430894308943,0,0,0.02439024390243902,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,40,0.06451612903225806,40,0.06451612903225806,0,NA,0,NA,3.9,4,0,70,0.11382113821138212,10,0,10,0,10,10,15,30,0.04878048780487805,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,190,20,20,70,10,30,10,10,0,0,10,0,10,425,0.03252032520325203,0.03252032520325203,0.11382113821138212,0.01626016260162601,0.04878048780487805,0.01626016260162601,0.01626016260162601,0,0,0.01626016260162601,0,0.01626016260162601,0.6910569105691057,115,0.1869918699186992,500,0.8130081300813008,560,485,70,60,15,0,10,0,0.8660714285714286,0.125,0.10714285714285714,0.02678571428571428,0,0.01785714285714285,0,210,95,115,90,25,0,10,15,0.4523809523809524,0.5476190476190477,0.42857142857142855,0.11904761904761904,0,0.04761904761904761,0.07142857142857142,3117
ottawa_whitewater_region_3719,540,540,1,0,0,0,0,0,0,0,0.12037037037037036,0.07407407407407407,0.04629629629629629,0,0.02777777777777777,0,NA,0.02777777777777777,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,70,0.12962962962962962,70,0.12962962962962962,0,NA,0,NA,4,4.3,0,65,0.12264150943396226,65,40,25,0,0,0,15,10,0.01851851851851851,10,0.01851851851851851,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,15,0,10,0,0,0,10,0,0,0,0,0,0,525,0,0.01851851851851851,0,0,0,0.01851851851851851,0,0,0,0,0,0,0.9722222222222222,50,0.0925925925925926,490,0.9074074074074074,475,390,80,30,50,45,0,0,0.8210526315789474,0.16842105263157894,0.06315789473684211,0.10526315789473684,0.09473684210526316,0,0,200,145,55,20,40,35,0,0,0.725,0.275,0.1,0.2,0.175,0,0,3719
