name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized,number_of_children_eligible_for_instruction_in_the_minority_official_language,percent_of_children_eligible_for_instruction_in_the_minority_official_language,number_of_children_not_eligible_for_instruction_in_the_minority_official_language,percent_of_children_not_eligible_for_instruction_in_the_minority_official_language,number_1_year_mobility_total,number_1_year_non_movers,number_1_year_movers,number_1_year_non_migrants,number_1_year_migrants,number_1_year_intraprovincial_migrants,number_1_year_interprovincial_migrants,number_1_year_external_migrants,percent_1_year_non_movers,percent_1_year_movers,percent_1_year_migrants.x,percent_1_year_migrants.y,percent_1_year_intraprovincial_migrants,percent_1_year_interprovincial_migrants,percent_1_year_external_migrants,number_5_year_mobility_total,number_5_year_non_movers,number_5_year_movers,number_5_year_non_migrants,number_5_year_migrants,number_5_year_intraprovincial_migrants,number_5_year_interprovincial_migrants,number_5_year_external_migrants,percent_5_year_non_movers,percent_5_year_movers,percent_5_year_migrants.x,percent_5_year_migrants.y,percent_5_year_intraprovincial_migrants,percent_5_year_interprovincial_migrants,percent_5_year_external_migrants,ONS_ID
ottawa_perth_3407,255,255,1,0,0,0,0,0,0,0,0.0588235294117647,0.0588235294117647,0,0,0.13725490196078433,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,30,0.1153846153846154,30,0.1153846153846154,0,NA,0,NA,3.2,3.2,0,70,0.27450980392156865,15,15,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,35,0,0,10,0,10,0,0,0,0,0,0,0,225,0,0,0.0392156862745098,0,0.0392156862745098,0,0,0,0,0,0,0,0.8823529411764706,30,0.1153846153846154,225,0.8653846153846154,205,165,40,25,15,15,0,0,0.8048780487804879,0.1951219512195122,0.12195121951219512,0.07317073170731707,0.07317073170731707,0,0,65,30,30,10,20,20,0,0,0.4615384615384616,0.4615384615384616,0.15384615384615383,0.3076923076923077,0.3076923076923077,0,0,3407
ottawa_petawawa_3716,1970,1970,1,0,0,0,0,0,0,0,0.04060913705583756,0.01776649746192893,0.02538071065989847,0,0.07868020304568528,0,NA,0.00761421319796954,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,75,0.03807106598984772,75,0.03807106598984772,0,NA,0,NA,3.5,3.6,0,165,0.08396946564885496,80,35,50,0,0,0,15,210,0.1065989847715736,70,0.03553299492385787,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,155,55,0,50,0,0,10,0,0,0,0,0,25,1815,0.02791878172588832,0,0.02538071065989847,0,0,0.00507614213197969,0,0,0,0,0,0.01269035532994923,0.9213197969543148,505,0.2563451776649746,1465,0.7436548223350253,1695,1425,265,120,150,75,60,10,0.8407079646017699,0.15634218289085547,0.07079646017699115,0.08849557522123894,0.04424778761061947,0.03539823008849557,0.00589970501474926,580,165,410,140,270,150,110,10,0.28448275862068967,0.7068965517241379,0.2413793103448276,0.46551724137931033,0.25862068965517243,0.1896551724137931,0.01724137931034482,3716
ottawa_pikwakanagan_golden_lake_39_3717,45,45,1,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,0.4444444444444444,20,0.4444444444444444,0,NA,0,NA,3.4,2.7,0,20,0.4444444444444444,45,45,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,1,40,40,0,0,0,0,0,0,1,0,0,0,0,0,0,15,10,0,0,0,0,0,0,0.6666666666666666,0,0,0,0,0,0,3717
ottawa_pineview_3089,435,435,1,0,0,0,0,0,0.06896551724137931,0.06896551724137931,0,0,0,0,0.3448275862068966,0.06896551724137931,1,0.06896551724137931,NA,0,0,NA,NA,NA,NA,NA,NA,NA,30,60,0.13793103448275862,60,0.13793103448275862,0,NA,0,NA,3.7,3.6,0,50,0.11494252873563218,0,0,0,0,30,30,30,65,0.14942528735632185,25,0.05747126436781609,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,150,20,0,40,10,40,0,10,15,0,0,0,10,280,0.04597701149425287,0,0.09195402298850576,0.02298850574712643,0.09195402298850576,0,0.02298850574712643,0.03448275862068965,0,0,0,0.02298850574712643,0.6436781609195402,200,0.45977011494252873,240,0.5517241379310345,395,320,75,70,0,0,0,0,0.810126582278481,0.189873417721519,0.17721518987341772,0,0,0,0,145,75,70,50,20,0,0,15,0.5172413793103449,0.4827586206896552,0.3448275862068966,0.13793103448275862,0,0,0.10344827586206896,3089
ottawa_playfair_park_guildwood_estates_3090,380,380,1,0,0,0,0,0,0.05263157894736842,0.06578947368421052,0,0,0,0,0.40789473684210525,0.02631578947368421,0.4,0.03947368421052631,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,40,0.10526315789473684,40,0.10526315789473684,0,NA,0,NA,3.7,4.1,0,55,0.14473684210526316,0,0,0,0,25,20,15,40,0.10526315789473684,20,0.05263157894736842,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,155,35,15,25,0,55,10,0,0,0,0,0,15,225,0.09210526315789472,0.03947368421052631,0.06578947368421052,0,0.14473684210526316,0.02631578947368421,0,0,0,0,0,0.03947368421052631,0.5921052631578947,185,0.4805194805194805,195,0.5064935064935064,325,290,40,30,15,0,0,0,0.8923076923076924,0.12307692307692308,0.09230769230769233,0.04615384615384615,0,0,0,125,50,80,50,30,15,0,15,0.4,0.64,0.4,0.24,0.12,0,0.12,3090
ottawa_portobello_south_3091,2785,2785,1,0,0,0,0,0,0.03405017921146953,0.03763440860215054,0.02508960573476702,0.01433691756272401,0.003584229390681,0,0.5,0.01256732495511669,0.3333333333333333,0.03584229390681003,NA,0,0,NA,NA,NA,NA,NA,NA,NA,35,150,0.05376344086021505,150,0.05376344086021505,0,NA,0,NA,3.7,3.7,0,390,0.1400359066427289,70,40,10,0,105,95,100,795,0.2849462365591398,365,0.13082437275985664,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,1395,245,90,505,50,195,25,25,90,20,0,15,140,1395,0.08781362007168458,0.03225806451612903,0.18100358422939067,0.01792114695340501,0.06989247311827956,0.0089605734767025,0.0089605734767025,0.03225806451612903,0.007168458781362,0,0.0053763440860215,0.05017921146953405,0.5,1535,0.5501792114695341,1255,0.449820788530466,2470,2100,370,265,105,25,50,20,0.8502024291497976,0.14979757085020243,0.10728744939271256,0.04251012145748988,0.01012145748987854,0.02024291497975708,0.00809716599190283,880,400,485,310,175,30,95,50,0.4545454545454546,0.5511363636363636,0.3522727272727273,0.19886363636363635,0.03409090909090909,0.10795454545454546,0.05681818181818181,3091
ottawa_qualicum_redwood_3092,265,265,1,0,0,0,0,0,0,0,0.03773584905660377,0,0.03773584905660377,0,0.5471698113207547,0,NA,0.03773584905660377,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,60,0.22641509433962265,60,0.22641509433962265,0,NA,0,NA,4.2,4.6,0,75,0.2830188679245283,10,0,10,0,0,0,10,30,0.11320754716981132,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,145,10,15,45,0,25,0,15,0,0,0,0,30,125,0.03773584905660377,0.05660377358490566,0.16981132075471697,0,0.09433962264150944,0,0.05660377358490566,0,0,0,0,0.11320754716981132,0.4716981132075472,70,0.2641509433962264,195,0.7358490566037735,250,235,20,0,10,0,10,0,0.94,0.08,0,0.04,0,0.04,0,95,50,45,40,0,0,0,0,0.5263157894736842,0.47368421052631576,0.42105263157894735,0,0,0,0,3092
ottawa_queensway_terrace_north_3093,285,285,1,0,0,0,0,0,0.03571428571428571,0.03571428571428571,0.05357142857142857,0,0,0,0.3392857142857143,0.03508771929824561,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,NA,0,NA,3.3,3.4,0,35,0.12280701754385964,15,0,0,0,10,10,0,10,0.03571428571428571,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,95,10,10,15,0,30,0,0,0,10,0,0,0,185,0.03571428571428571,0.03571428571428571,0.05357142857142857,0,0.10714285714285714,0,0,0,0.03571428571428571,0,0,0,0.6607142857142857,95,0.3333333333333333,185,0.6491228070175439,225,205,20,10,10,0,10,0,0.9111111111111112,0.08888888888888889,0.04444444444444444,0.04444444444444444,0,0.04444444444444444,0,65,35,30,25,0,0,0,0,0.5384615384615384,0.4615384615384616,0.38461538461538464,0,0,0,0,3093
ottawa_queenswood_chatelaine_3094,320,320,1,0,0,0,0,0,0.03174603174603174,0.03174603174603174,0.06349206349206349,0.06349206349206349,0,0,0.15873015873015872,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,40,0.12698412698412698,40,0.12698412698412698,0,NA,0,NA,3.6,3.8,0,55,0.1774193548387097,20,20,0,0,10,10,0,70,0.2222222222222222,25,0.07936507936507936,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,50,0,0,25,10,20,0,0,0,0,0,0,0,265,0,0,0.07936507936507936,0.03174603174603174,0.06349206349206349,0,0,0,0,0,0,0,0.8412698412698413,155,0.492063492063492,160,0.5079365079365079,270,235,40,30,10,0,10,0,0.8703703703703703,0.14814814814814814,0.1111111111111111,0.03703703703703703,0,0.03703703703703703,0,85,55,35,35,0,0,0,0,0.6470588235294118,0.4117647058823529,0.4117647058823529,0,0,0,0,3094
ottawa_queenswood_heights_3095,565,565,1,0,0,0,0,0,0.01785714285714285,0.02678571428571428,0.05357142857142857,0.02678571428571428,0.02678571428571428,0,0.26785714285714285,0,0,0.02678571428571428,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,50,0.08849557522123894,50,0.08849557522123894,0,NA,0,NA,3.9,4,0,80,0.14285714285714285,30,15,15,0,15,10,15,140,0.25,60,0.10714285714285714,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,150,20,15,45,0,40,0,0,0,0,10,0,10,410,0.03571428571428571,0.02678571428571428,0.08035714285714286,0,0.07142857142857142,0,0,0,0,0.01785714285714285,0,0.01785714285714285,0.7321428571428571,275,0.48672566371681414,290,0.5132743362831859,495,425,70,50,20,10,10,0,0.8585858585858586,0.1414141414141414,0.101010101010101,0.04040404040404041,0.0202020202020202,0.0202020202020202,0,185,90,90,40,50,20,20,10,0.4864864864864865,0.4864864864864865,0.21621621621621623,0.2702702702702703,0.10810810810810811,0.10810810810810811,0.05405405405405406,3095
ottawa_renfrew_3718,420,420,1,0,0,0,0,0,0,0,0.08333333333333333,0.0238095238095238,0.05952380952380952,0,0.03571428571428571,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,100,0.23809523809523808,100,0.23809523809523808,0,NA,0,NA,3.4,3.6,0,130,0.30952380952380953,35,10,25,0,0,0,0,20,0.04761904761904761,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0.9523809523809524,50,0.11904761904761904,375,0.8928571428571429,355,305,45,15,40,25,15,0,0.8591549295774648,0.1267605633802817,0.04225352112676056,0.11267605633802816,0.07042253521126761,0.04225352112676056,0,130,40,90,55,35,35,0,0,0.3076923076923077,0.6923076923076923,0.4230769230769231,0.2692307692307692,0.2692307692307692,0,0,3718
ottawa_rideaucrest_davidson_heights_3097,670,670,1,0,0,0,0,0,0.03731343283582089,0.03731343283582089,0.02238805970149253,0.01492537313432835,0,0,0.5,0.01492537313432835,0.4,0.05970149253731343,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,30,0.04477611940298507,30,0.04477611940298507,0,NA,0,NA,3.7,3.9,0,80,0.11940298507462686,15,10,0,0,25,25,40,40,0.05970149253731343,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,335,55,75,45,40,95,10,10,0,0,0,0,15,335,0.08208955223880597,0.11194029850746268,0.06716417910447761,0.05970149253731343,0.1417910447761194,0.01492537313432835,0.01492537313432835,0,0,0,0,0.02238805970149253,0.5,165,0.2462686567164179,500,0.746268656716418,595,540,55,30,30,20,0,10,0.907563025210084,0.09243697478991596,0.05042016806722689,0.05042016806722689,0.03361344537815126,0,0.01680672268907563,200,85,110,65,50,0,15,25,0.425,0.55,0.325,0.25,0,0.075,0.125,3097
ottawa_riverside_park_mooneys_bay_3098,320,320,1,0,0,0,0,0,0.171875,0.171875,0,0,0,0,0.59375,0.09375,0.5454545454545454,0.125,NA,0,0,NA,NA,NA,NA,NA,NA,NA,30,85,0.265625,85,0.265625,0,NA,0,NA,3.4,3.4,0,45,0.140625,0,0,0,0,55,55,40,25,0.078125,15,0.046875,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,190,0,0,60,0,90,0,0,10,0,0,0,10,135,0,0,0.1875,0,0.28125,0,0,0.03125,0,0,0,0.03125,0.421875,110,0.34375,215,0.671875,260,225,35,10,20,0,0,15,0.8653846153846154,0.1346153846153846,0.03846153846153846,0.07692307692307693,0,0,0.05769230769230769,75,35,45,15,30,0,0,20,0.4666666666666667,0.6,0.2,0.4,0,0,0.26666666666666666,3098
ottawa_riverside_park_south_revelstoke_3099,225,225,1,0,0,0,0,0,0,0,0.04444444444444444,0,0,0,0.15555555555555556,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.5,3.5,0,20,0.09302325581395347,10,0,0,0,0,0,0,35,0.15555555555555556,20,0.08888888888888889,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,35,25,0,0,0,0,0,0,0,0,0,0,0,190,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0.8444444444444444,120,0.5333333333333333,105,0.4666666666666667,180,170,10,10,0,0,0,0,0.9444444444444444,0.05555555555555555,0.05555555555555555,0,0,0,0,80,40,30,20,15,10,0,0,0.5,0.375,0.25,0.1875,0.125,0,0,3099
ottawa_riverside_south_leitrim_3100,1830,1830,1,0,0,0,0,0,0.02185792349726776,0.02185792349726776,0.00819672131147541,0,0.00546448087431694,0,0.4781420765027322,0,0,0.06830601092896176,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,100,0.0546448087431694,100,0.0546448087431694,0,NA,0,NA,3.6,3.6,0,95,0.05191256830601093,15,0,10,0,40,40,125,225,0.12295081967213116,25,0.01366120218579235,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,875,165,220,120,15,150,30,40,10,10,0,15,100,955,0.09016393442622953,0.12021857923497269,0.06557377049180328,0.00819672131147541,0.08196721311475409,0.01639344262295082,0.02185792349726776,0.00546448087431694,0.00546448087431694,0,0.00819672131147541,0.0546448087431694,0.5218579234972678,630,0.3442622950819672,1205,0.6584699453551912,1565,1350,225,170,50,30,10,10,0.8626198083067093,0.14376996805111822,0.10862619808306707,0.03194888178913738,0.01916932907348242,0.00638977635782747,0.00638977635782747,525,230,295,185,110,45,35,30,0.4380952380952381,0.5619047619047619,0.3523809523809524,0.20952380952380953,0.08571428571428572,0.06666666666666667,0.05714285714285714,3100
ottawa_riverview_3101,735,735,1,0,0,0,0,0,0.07482993197278912,0.07482993197278912,0.01360544217687074,0,0.01360544217687074,0,0.6326530612244898,0.02040816326530612,0.2727272727272727,0.07482993197278912,NA,0,0,NA,NA,NA,NA,NA,NA,NA,15,220,0.3013698630136986,220,0.3013698630136986,0,NA,0,NA,3.5,3.5,0,130,0.1793103448275862,10,0,10,0,55,55,55,120,0.16326530612244897,35,0.04761904761904761,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,465,50,20,180,20,105,15,0,15,0,0,10,45,265,0.06802721088435375,0.02721088435374149,0.24489795918367344,0.02721088435374149,0.14285714285714285,0.02040816326530612,0,0.02040816326530612,0,0,0.01360544217687074,0.06122448979591836,0.3605442176870749,280,0.3835616438356164,455,0.6232876712328768,635,465,170,85,85,0,70,15,0.7322834645669292,0.2677165354330709,0.13385826771653545,0.13385826771653545,0,0.11023622047244094,0.02362204724409448,190,60,135,50,85,15,30,40,0.3157894736842105,0.7105263157894737,0.2631578947368421,0.4473684210526316,0.07894736842105263,0.15789473684210523,0.21052631578947367,3101
ottawa_rockcliffe_park_3102,45,45,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,4.9,5.5,0,10,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,10,0,10,0,0,0,0,0,0,0,0,0,0,30,0,0.2,0,0,0,0,0,0,0,0,0,0,0.6,10,0.2222222222222222,35,0.7777777777777778,50,35,0,0,0,0,0,0,0.7,0,0,0,0,0,0,30,10,20,10,10,0,0,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0,0,0,3102
ottawa_rothwell_heights_beacon_hill_north_3103,645,645,1,0,0,0,0,0,0.03875968992248062,0.03875968992248062,0.03100775193798449,0.02325581395348837,0,0,0.23255813953488372,0,0,0.01538461538461538,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,35,0.05426356589147287,35,0.05426356589147287,0,NA,0,NA,3.8,3.6,0,75,0.11627906976744186,20,15,0,0,25,25,10,120,0.18461538461538465,50,0.07692307692307693,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,150,20,15,55,15,20,10,10,0,0,0,0,0,490,0.03100775193798449,0.02325581395348837,0.08527131782945736,0.02325581395348837,0.03100775193798449,0.01550387596899224,0.01550387596899224,0,0,0,0,0,0.7596899224806202,295,0.4573643410852713,355,0.5503875968992248,580,490,95,55,40,20,15,0,0.8448275862068966,0.16379310344827586,0.09482758620689656,0.06896551724137931,0.03448275862068965,0.02586206896551724,0,215,60,145,105,45,15,20,15,0.27906976744186046,0.6744186046511628,0.4883720930232558,0.20930232558139536,0.06976744186046512,0.09302325581395347,0.06976744186046512,3103
ottawa_russell_3607,1785,1785,1,0,0,0,0,0,0.00558659217877095,0.00558659217877095,0.05586592178770949,0.01675977653631285,0.03910614525139665,0,0.05027932960893855,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,75,0.04201680672268908,75,0.04201680672268908,0,NA,0,NA,3.7,3.8,0,155,0.08683473389355742,100,30,70,0,10,10,0,555,0.3100558659217877,270,0.15083798882681565,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,90,20,0,45,0,0,0,0,0,0,0,10,0,1700,0.0111731843575419,0,0.02513966480446927,0,0,0,0,0,0,0,0.00558659217877095,0,0.94972067039106145,1110,0.6218487394957983,680,0.380952380952381,1590,1355,235,65,170,160,15,0,0.8522012578616353,0.14779874213836475,0.04088050314465408,0.1069182389937107,0.10062893081761008,0.00943396226415094,0,545,290,260,20,240,175,55,10,0.5321100917431193,0.47706422018348627,0.03669724770642202,0.44036697247706424,0.3211009174311927,0.10091743119266056,0.01834862385321101,3607
ottawa_sandy_hill_3104,520,520,1,0,0,0,0,0,0.10576923076923075,0.10576923076923075,0.03846153846153846,0,0.02884615384615384,0,0.4615384615384616,0.02884615384615384,0.2727272727272727,0.09615384615384616,NA,0,0,NA,NA,NA,NA,NA,NA,NA,15,135,0.25961538461538464,135,0.25961538461538464,0,NA,0,NA,3.7,3.4,0,175,0.33980582524271846,20,0,15,0,55,55,50,125,0.2403846153846154,65,0.125,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,240,15,10,155,0,35,15,0,0,0,0,0,0,285,0.02884615384615384,0.01923076923076923,0.2980769230769231,0,0.0673076923076923,0.02884615384615384,0,0,0,0,0,0,0.5480769230769231,235,0.4519230769230769,285,0.5480769230769231,460,365,100,35,60,15,15,30,0.7934782608695652,0.21739130434782608,0.07608695652173914,0.13043478260869565,0.03260869565217391,0.03260869565217391,0.06521739130434782,175,70,100,50,50,0,10,40,0.4,0.5714285714285714,0.2857142857142857,0.2857142857142857,0,0.05714285714285714,0.22857142857142856,3104
ottawa_smiths_falls_3408,670,670,1,0,0,0,0,0,0.01492537313432835,0.01492537313432835,0.05223880597014925,0.03731343283582089,0,0,0.07462686567164178,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,160,0.23880597014925373,160,0.23880597014925373,0,NA,0,NA,3.6,3.8,0,250,0.3759398496240602,35,25,0,0,10,10,0,15,0.02238805970149253,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,50,15,15,10,0,0,0,0,0,0,0,0,0,615,0.02238805970149253,0.02238805970149253,0.01492537313432835,0,0,0,0,0,0,0,0,0,0.917910447761194,75,0.11194029850746268,595,0.8880597014925373,595,470,125,60,60,60,0,0,0.7899159663865546,0.21008403361344535,0.10084033613445378,0.10084033613445378,0.10084033613445378,0,0,180,80,100,30,70,60,10,0,0.4444444444444444,0.5555555555555556,0.16666666666666666,0.3888888888888889,0.3333333333333333,0.05555555555555555,0,3408
ottawa_south_dundas_3806,700,700,1,0,0,0,0,0,0,0,0.02142857142857143,0.01428571428571428,0,0,0.02142857142857143,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,55,0.07857142857142857,55,0.07857142857142857,0,NA,0,NA,3.8,3.9,0,175,0.2517985611510791,15,10,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,15,0,0,10,0,0,0,0,0,0,0,0,0,685,0,0,0.01428571428571428,0,0,0,0,0,0,0,0,0,0.9785714285714284,70,0.1,630,0.9,630,565,60,30,30,30,0,0,0.8968253968253969,0.09523809523809525,0.04761904761904761,0.04761904761904761,0.04761904761904761,0,0,245,150,95,20,75,70,0,0,0.6122448979591837,0.3877551020408163,0.08163265306122448,0.30612244897959184,0.2857142857142857,0,0,3806
ottawa_south_glengarry_3807,890,890,1,0,0,0,0,0,0,0,0.05649717514124294,0.03954802259887006,0.02259887005649717,0,0.07909604519774012,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,70,0.07865168539325842,70,0.07865168539325842,0,NA,0,NA,3.6,3.6,0,75,0.0847457627118644,50,35,20,0,0,0,0,150,0.1694915254237288,40,0.04519774011299435,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,70,0,10,10,15,20,0,15,0,0,0,0,0,815,0,0.01129943502824858,0.01129943502824858,0.01694915254237288,0.02259887005649717,0,0.01694915254237288,0,0,0,0,0,0.9209039548022598,500,0.5617977528089888,385,0.43258426966292135,780,700,75,35,40,35,15,0,0.8974358974358975,0.09615384615384616,0.04487179487179487,0.05128205128205128,0.04487179487179487,0.01923076923076923,0,280,105,170,30,140,110,25,0,0.375,0.6071428571428571,0.10714285714285714,0.5,0.3928571428571429,0.08928571428571429,0,3807
ottawa_south_keys_3105,150,150,1,0,0,0,0,0,0,0,0,0,0,0,0.5333333333333333,0,NA,0.06666666666666667,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,30,0.20689655172413793,30,0.20689655172413793,0,NA,0,NA,3.6,3.2,0,15,0.1,0,0,0,0,0,0,10,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,80,0,10,25,0,45,0,0,0,0,0,0,0,65,0,0.06666666666666667,0.16666666666666666,0,0.3,0,0,0,0,0,0,0,0.43333333333333335,30,0.20689655172413793,115,0.7931034482758621,135,90,45,35,10,10,0,0,0.6666666666666666,0.3333333333333333,0.25925925925925924,0.07407407407407407,0.07407407407407407,0,0,40,20,25,15,10,0,0,0,0.5,0.625,0.375,0.25,0,0,0,3105
