name,number_of_seniors_age_65,percent_of_pop_that_are_seniors_age_65,average_age_of_the_population,median_age_of_the_population,number_of_people_living_alone,percent_of_people_living_alone,number_of_after_tax_income_recipients_age_15,average_after_tax_income_in_2020_among_recipients,number_of_market_income_recipients_age_15,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_who_know_neither_english_nor_french,percent_of_people_who_know_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,number_of_pop_in_labour_force,percent_of_pop_in_labour_force_participation_rate,number_of_pop_unemployed,unemployment_rate,number_of_people_age_25_64_with_no_high_school_diploma,percent_of_people_age_25_64_with_no_high_school_diploma,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,percent_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_commute_for_60_minutes_and_over,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,ONS_ID
ottawa_brookside_briarbrook_morgans_grant_3016,0,0,19.5,19.2,0,0,1635,17300,1540,13680,29.4,13420,13240,7.3,105,0.0481651376146789,0,0,0.02293577981651376,50,0.01146788990825688,25,0.00688073394495412,15,0,0,0.5573394495412844,1215,1190,0.5446224256292906,335,0.2815126050420168,0,NA,0,NA,0,NA,265,0.30994152046783624,105,0.12280701754385964,0.05982905982905983,115,0.05275229357798165,2180,1,3016
ottawa_cardinal_creek_3017,0,0,19.6,19.4,15,0.00837988826815642,1440,17820,1365,14060,29.4,12960,13400,5.9,30,0.01675977653631285,15,0.00835654596100278,0.0362116991643454,65,0.0139275766016713,25,0.01949860724233983,35,0,0,0.35376044568245124,635,1150,0.6406685236768802,320,0.2782608695652174,0,NA,0,NA,0,NA,200,0.24096385542168677,65,0.0783132530120482,0.01574803149606299,535,0.298050139275766,1795,1.0027932960893855,3017
ottawa_carleton_heights_courtland_park_3018,0,0,21.3,21.4,130,0.07602339181286549,1485,21180,1380,17160,29.4,15620,16500,6.5,335,0.19648093841642228,0,0,0.03508771929824561,60,0.02046783625730994,35,0.0087719298245614,15,0,0,0.4327485380116959,740,1205,0.7067448680351907,320,0.26556016597510373,0,NA,0,NA,0,NA,240,0.2727272727272727,90,0.10227272727272728,0.03937007874015748,60,0.03508771929824561,1705,0.9970760233918128,3018
ottawa_carleton_university_3019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3019
ottawa_carlington_3020,0,0,20.6,20.8,155,0.07788944723618091,1585,20360,1395,16560,32.3,15240,15320,10,350,0.17587939698492464,0,0,0.06015037593984962,120,0.03007518796992481,60,0.0175438596491228,35,0.0050125313283208,10,0.5388471177944862,1075,1125,0.5639097744360902,275,0.24444444444444444,0,NA,0,NA,0,NA,180,0.21052631578947367,80,0.0935672514619883,0.08955223880597014,165,0.08270676691729323,1995,1.0025125628140703,3020
ottawa_carp_3021,0,0,19.2,18.8,0,0,715,15000,690,11440,29.2,11280,11360,7.9,30,0.03409090909090909,0,0,0.05113636363636364,45,0.02272727272727272,20,0.02272727272727272,20,0,0,0.1477272727272727,130,540,0.6136363636363636,155,0.28703703703703703,0,NA,0,NA,0,NA,85,0.22077922077922077,60,0.15584415584415584,0.03333333333333333,15,0.01704545454545454,875,0.9943181818181818,3021
ottawa_carson_grove_carson_meadows_3022,0,0,20.3,20.4,70,0.05283018867924528,1045,19320,950,15280,32.2,15040,14920,9.7,195,0.1471698113207547,0,0,0.04887218045112782,65,0.03759398496240601,50,0.0150375939849624,20,0,0,0.5338345864661654,710,730,0.5488721804511278,180,0.2465753424657534,0,NA,0,NA,0,NA,170,0.3090909090909091,55,0.1,0.06578947368421052,470,0.3533834586466165,1325,1,3022
ottawa_centrepointe_briargreen_3023,0,0,20.3,20.4,20,0.01520912547528517,1040,18880,955,15720,27.4,14200,14760,6.3,135,0.10266159695817492,0,0,0.02281368821292775,30,0.01520912547528517,20,0.00760456273764258,10,0,0,0.49049429657794674,645,740,0.5648854961832062,205,0.27702702702702703,0,NA,0,NA,0,NA,140,0.2641509433962264,75,0.14150943396226415,0.05063291139240506,25,0.01901140684410646,1310,0.9961977186311788,3023
ottawa_centretown_3024,0,0,22.2,22.8,1120,0.2765432098765432,3760,25960,3530,23360,21.1,19320,19720,5.8,1050,0.25925925925925924,10,0.00246913580246913,0.02962962962962963,120,0.01111111111111111,45,0.01234567901234567,50,0.0037037037037037,15,0.33209876543209876,1345,3070,0.7580246913580246,610,0.1986970684039088,0,NA,0,NA,0,NA,1205,0.4898373983739837,115,0.04674796747967479,0.04417670682730924,205,0.05061728395061728,4050,1,3024
ottawa_chapel_hill_north_3025,0,0,19.8,19.8,0,0,1210,17480,1130,14440,27.2,14760,15200,5.5,80,0.05369127516778523,0,0,0.04013377926421405,60,0.01337792642140468,20,0.02675585284280936,40,0,0,0.2909698996655518,435,910,0.6086956521739131,215,0.23626373626373623,0,NA,0,NA,0,NA,150,0.21739130434782608,45,0.06521739130434782,0.05504587155963303,395,0.26421404682274247,1495,1.0033557046979866,3025
ottawa_chapel_hill_south_3026,0,0,20,20,25,0.01308900523560209,1535,20700,1425,17460,26.9,15740,16360,6.5,65,0.03403141361256544,10,0.00523560209424083,0.02617801047120419,50,0.01047120418848167,20,0.01047120418848167,20,0,0,0.46335078534031415,885,1220,0.6387434554973822,245,0.20081967213114751,0,NA,0,NA,0,NA,290,0.29743589743589743,115,0.11794871794871796,0.05147058823529411,560,0.2931937172774869,1905,0.9973821989528796,3026
ottawa_chapman_mills_3027,0,0,19.8,19.6,0,0,1340,18060,1240,14160,31,14960,15360,4.8,110,0.05994550408719346,0,0,0.01634877384196185,30,0.00544959128065395,10,0.00817438692098092,15,0,0,0.6948228882833788,1275,950,0.5177111716621253,225,0.23684210526315788,0,NA,0,NA,0,NA,205,0.2808219178082192,85,0.11643835616438356,0.0673076923076923,125,0.0681198910081744,1835,1,3027
