name,number_of_seniors_age_65,percent_of_pop_that_are_seniors_age_65,average_age_of_the_population,median_age_of_the_population,number_of_people_living_alone,percent_of_people_living_alone,number_of_after_tax_income_recipients_age_15,average_after_tax_income_in_2020_among_recipients,number_of_market_income_recipients_age_15,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_who_know_neither_english_nor_french,percent_of_people_who_know_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,number_of_pop_in_labour_force,percent_of_pop_in_labour_force_participation_rate,number_of_pop_unemployed,unemployment_rate,number_of_people_age_25_64_with_no_high_school_diploma,percent_of_people_age_25_64_with_no_high_school_diploma,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,percent_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_commute_for_60_minutes_and_over,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24
ottawa_ons2022_cornwall_3802_00000_2_5_percent,10905,0.29149959903769046,52.1,54,7680,0.20529270248596632,36885,37040,29820,36320,29.9,34240,36000,24,6360,0.17000801924619086,140,0.0037418147801683817,0.047708138447146865,1785,0.031939061873580116,1195,0.011893625551249499,445,0.0013363624214887077,50,0.0836562875851931,3130,19790,0.5289322464252305,2405,0.12152602324406266,4205,0.181445523193096,18970,0.818554476806904,11670,0.5035598705501618,2065,0.11881472957422325,2070,0.119102416570771,0.06018972849198561,3905,0.10436990511826807,3335,0.08914728682170543
ottawa_ons2022_craig_henry_manordale_3034_00000_2_2_percent,1595,0.23438648052902278,48.7,48,625,0.09184423218221896,6680,46640,5950,51200,18.1,43920,51040,13.2,540,0.07935341660543718,110,0.016164584864070537,0.025716385011021307,175,0.010286554004408524,70,0.012490815576781777,85,0.002204261572373255,15,0.3005143277002204,2045,4265,0.6267450404114622,485,0.11371629542790153,450,0.1048951048951049,3840,0.8951048951048951,2940,0.6853146853146853,1450,0.3835978835978836,500,0.13227513227513227,0.034334763948497854,225,0.03306392358559882,920,0.1351947097722263
ottawa_ons2022_crestview_tanglewood_3035_00000_1_4_percent,1535,0.22757598220904374,48.7,47.6,755,0.11193476649369903,6620,44920,6100,46920,18.1,42040,47600,12.6,355,0.052592592592592594,70,0.01037037037037037,0.022962962962962963,155,0.012592592592592593,85,0.007407407407407408,50,0.0022222222222222222,15,0.25407407407407406,1715,4395,0.6511111111111111,505,0.1149032992036405,365,0.08257918552036199,4050,0.916289592760181,3015,0.6821266968325792,1400,0.35989717223650386,515,0.13239074550128535,0.04208416833667335,200,0.02962962962962963,800,0.11860637509266123
ottawa_ons2022_crystal_bay_lakeview_park_3036_00000_2_0_percent,995,0.3028919330289193,53.6,56,355,0.1080669710806697,3235,60800,3005,72100,10.6,58550,70500,8.2,120,0.0365296803652968,15,0.004573170731707317,0.025914634146341462,85,0.018292682926829267,60,0.006097560975609756,20,0,0,0.12652439024390244,415,1935,0.589041095890411,150,0.07751937984496124,110,0.05405405405405406,1925,0.9459459459459459,1700,0.8353808353808354,890,0.49859943977591037,125,0.0700280112044818,0.022988505747126436,140,0.042682926829268296,255,0.0776255707762557
ottawa_ons2022_cumberland_3037_00000_1_2_percent,940,0.26038781163434904,52.9,54.4,225,0.062326869806094184,3585,58500,3330,69900,11.2,56450,69400,8.1,120,0.0332409972299169,15,0.004149377593360996,0.034578146611341634,125,0.019363762102351315,70,0.013831258644536652,50,0,0,0.05394190871369295,195,2340,0.6473029045643154,145,0.06196581196581197,135,0.057569296375266525,2215,0.9445628997867804,1735,0.7398720682302772,895,0.40774487471526194,285,0.12984054669703873,0.03461538461538462,1120,0.30982019363762103,325,0.09002770083102493
ottawa_ons2022_deep_river_3705_00000_2_4_percent,1065,0.3183856502242152,53.3,55.6,610,0.18236173393124067,3280,50920,2975,58900,14.4,50240,58900,11.9,250,0.07473841554559044,10,0.0029895366218236174,0.06278026905829596,210,0.03587443946188341,120,0.02391629297458894,80,0,0,0.10762331838565023,360,1755,0.5246636771300448,120,0.06837606837606838,160,0.0798004987531172,1845,0.9201995012468828,1515,0.7556109725685786,460,0.28134556574923547,140,0.0856269113149847,0.034334763948497854,100,0.029895366218236172,275,0.08221225710014948
ottawa_ons2022_drummond_north_elmsley_3403_00000_2_7_percent,2000,0.2991772625280479,53.8,56.8,655,0.09798055347793568,6630,46720,5995,51650,16.9,46440,53150,13.1,425,0.06357516828721017,0,0,0.039640987284966345,265,0.02169035153328347,145,0.016454749439042633,110,0,0,0.01720269259536275,115,4005,0.5991024682124159,290,0.07240948813982521,360,0.08571428571428572,3840,0.9142857142857143,2775,0.6607142857142857,795,0.21399730820995963,550,0.1480484522207268,0.09948542024013722,100,0.014947683109118086,485,0.07255048616305161
ottawa_ons2022_dunrobin_3038_00000_2_2_percent,1020,0.22691879866518352,51.6,53.6,270,0.060066740823136816,4455,63600,4205,79500,8.6,62100,80700,6.1,115,0.025555555555555557,15,0.0033370411568409346,0.021134593993325918,95,0.011123470522803115,50,0.00778642936596218,35,0,0,0.10789766407119021,485,3030,0.6733333333333333,215,0.07095709570957096,105,0.03482587064676617,2910,0.9651741293532339,2365,0.7844112769485904,1405,0.4991119005328597,315,0.11190053285968028,0.046263345195729534,130,0.028921023359288096,465,0.10344827586206896
ottawa_ons2022_east_hawkesbury_3605_00000_2_2_percent,755,0.2715827338129496,53.1,56,365,0.13129496402877697,2750,41480,2430,44280,20.5,38280,42800,15.7,395,0.14183123877917414,0,0,0.02697841726618705,75,0.01079136690647482,30,0.01618705035971223,45,0,0,0.02877697841726619,80,1735,0.6241007194244604,125,0.07204610951008646,140,0.07650273224043716,1690,0.9234972677595629,1110,0.6065573770491803,375,0.2329192546583851,245,0.15217391304347827,0.12955465587044535,1550,0.5575539568345323,195,0.07014388489208633
ottawa_ons2022_edwards_carlsbad_springs_3039_00000_5_6_percent,645,0.2595573440643863,53.2,56,255,0.10261569416498995,2450,47240,2235,51950,16.5,46560,54100,11.8,130,0.05241935483870968,20,0.008048289738430584,0.03621730382293763,90,0.012072434607645875,30,0.022132796780684104,55,0,0,0.05030181086519115,125,1590,0.6411290322580645,110,0.06918238993710692,220,0.13253012048192772,1440,0.8674698795180723,970,0.5843373493975904,450,0.3050847457627119,325,0.22033898305084745,0.00980392156862745,360,0.1448692152917505,180,0.07243460764587525
ottawa_ons2022_elmvale_canterbury_3040_00000_2_0_percent,1635,0.24204293116210215,50.4,50.4,1080,0.15988156920799407,6635,48680,6080,52400,16.6,45280,51400,12.3,550,0.08142116950407106,95,0.014053254437869823,0.029585798816568046,200,0.01849112426035503,125,0.008875739644970414,60,0,0,0.24186390532544377,1635,4310,0.6380458919319023,500,0.11600928074245939,325,0.07238307349665925,4165,0.9276169265033407,3340,0.7438752783964365,1695,0.4448818897637795,290,0.07611548556430446,0.03317535545023697,640,0.09467455621301775,630,0.09326424870466321
ottawa_ons2022_emerald_woods_sawmill_creek_3041_00000_3_6_percent,975,0.22362385321100917,48.1,46.8,595,0.13646788990825687,4235,37640,3360,38680,28.2,33920,38960,20.3,715,0.16417910447761194,210,0.0481651376146789,0.01834862385321101,80,0.01261467889908257,55,0.0034403669724770644,15,0,0,0.5194954128440367,2265,2415,0.5538990825688074,310,0.12836438923395446,440,0.15827338129496402,2340,0.841726618705036,1700,0.6115107913669064,645,0.30641330166270786,315,0.1496437054631829,0.058823529411764705,255,0.058486238532110095,600,0.13761467889908258
ottawa_ons2022_experimental_farm_3042_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_fallingbrook_3043_00000_1_4_percent,2825,0.19782913165266106,49.3,50.8,1005,0.0703781512605042,14100,54050,13115,62200,11.9,51650,61450,8.3,410,0.028711484593837534,120,0.008403361344537815,0.025910364145658265,370,0.012605042016806723,180,0.011554621848739496,165,0.0014005602240896359,20,0.23249299719887956,3320,9730,0.6813725490196079,730,0.0750256937307297,420,0.042488619119878605,9470,0.9580171977744056,7295,0.7379868487607486,4025,0.4474708171206226,770,0.08560311284046693,0.06659939455095863,3465,0.2426470588235294,1570,0.10994397759103641
ottawa_ons2022_findlay_creek_3044_00000_1_5_percent,975,0.09610645638245441,43.2,41.6,620,0.061113849186791525,9950,52300,9110,60300,12.1,48760,59050,7.6,570,0.056185312962050274,255,0.025123152709359605,0.012315270935960592,125,0.007389162561576354,75,0.004433497536945813,45,0,0,0.5635467980295567,5720,7760,0.7645320197044335,790,0.1018041237113402,510,0.06538461538461539,7290,0.9346153846153846,6070,0.7782051282051282,3010,0.4324712643678161,600,0.08620689655172414,0.03694267515923567,685,0.06748768472906404,1370,0.1350418925579103
ottawa_ons2022_fisher_heights_3045_00000_2_1_percent,840,0.2376237623762376,49.2,48,425,0.12022630834512023,3440,50720,3170,55700,15.1,47320,54350,11.3,300,0.08498583569405099,55,0.015558698727015558,0.014144271570014143,50,0.009900990099009901,35,0.005657708628005658,20,0,0,0.31117397454031115,1100,2260,0.6393210749646393,175,0.07743362831858407,160,0.0700218818380744,2125,0.9299781181619255,1700,0.7439824945295405,920,0.4412470023980815,165,0.07913669064748201,0.03463203463203463,80,0.02263083451202263,410,0.11598302687411598
ottawa_ons2022_fitzroy_3046_00000_4_2_percent,860,0.26100151745068284,52.3,54.8,290,0.08801213960546282,3220,56800,3040,67400,12.1,55050,69800,8.6,190,0.057663125948406675,15,0.004552352048558422,0.036418816388467376,120,0.01669195751138088,55,0.019726858877086494,65,0,0,0.019726858877086494,65,2145,0.6519756838905775,155,0.07226107226107226,145,0.06697459584295612,2020,0.9330254041570438,1395,0.6443418013856813,660,0.3316582914572864,205,0.10301507537688442,0.08712121212121213,40,0.012139605462822459,265,0.08042488619119878
ottawa_ons2022_glebe_dows_lake_3047_00000_4_1_percent,2630,0.23336291038154391,48,47.6,2480,0.22005323868677906,11150,67700,10695,88800,7.4,66300,87500,4.9,940,0.08337028824833703,80,0.00709849157054126,0.015971606033717833,180,0.01064773735581189,120,0.003992901508429458,45,8.873114463176575e-4,10,0.13930789707187222,1570,7970,0.7068736141906874,760,0.09535759096612297,155,0.021693491952414275,6990,0.9783065080475857,6430,0.8999300209937019,3990,0.5533980582524272,315,0.043689320388349516,0.03125,640,0.05678793256433008,1500,0.13309671694764863
ottawa_ons2022_glen_cairn_3048_00000_2_3_percent,1805,0.19151193633952254,48.1,45.2,955,0.1013262599469496,9325,48880,8625,53400,14.8,46200,52200,10.9,485,0.051458885941644564,90,0.009544008483563097,0.030222693531283137,285,0.021208907741251327,200,0.007423117709437964,70,0,0,0.23860021208907742,2250,6480,0.6875331564986737,625,0.09645061728395062,360,0.05213613323678494,6540,0.9471397538015931,5170,0.7487328023171614,2260,0.3859948761742101,550,0.09393680614859094,0.04888268156424581,245,0.025980911983032873,715,0.07586206896551724
ottawa_ons2022_greater_madawaska_3706_00010_11_0_percent,915,0.3689516129032258,57.4,60.8,410,0.16532258064516128,2450,43600,2165,47600,20.2,43080,50480,15.7,295,0.1191919191919192,0,0,0.048484848484848485,120,0.012121212121212121,30,0.03434343434343434,85,0,0,0.010101010101010102,25,1200,0.48484848484848486,125,0.10416666666666667,120,0.08450704225352113,1300,0.9154929577464789,895,0.6302816901408451,235,0.2186046511627907,260,0.24186046511627907,0.23952095808383234,40,0.01616161616161616,140,0.056451612903225805
ottawa_ons2022_greely_3049_00000_0_9_percent,1610,0.1977886977886978,50.3,51.2,420,0.051597051597051594,8060,61800,7620,75300,9.5,59200,73700,6.8,265,0.032535297728667895,75,0.009213759213759214,0.025798525798525797,210,0.013513513513513514,110,0.011056511056511056,90,0,0,0.1382063882063882,1125,5715,0.7016574585635359,465,0.08136482939632546,360,0.06277244986922406,5375,0.937227550130776,4325,0.7541412380122058,2260,0.43047619047619046,510,0.09714285714285714,0.03529411764705882,480,0.05896805896805897,800,0.09828009828009827
ottawa_ons2022_greenbelt_east_3050_00000_6_9_percent,35,0.15555555555555556,49.4,54,20,0.08888888888888889,220,39600,205,38000,24.4,36400,38000,14,45,0.1956521739130435,0,0,0.08695652173913043,20,0,0,0,0,0,0,0.13043478260869565,30,145,0.6304347826086957,25,0.1724137931034483,40,0.23529411764705882,130,0.7647058823529411,80,0.47058823529411764,40,0.3333333333333333,45,0.375,0,10,0.043478260869565216,20,0.08888888888888889
ottawa_ons2022_greenbelt_west_3051_00919_12_5_percent,25,0.2,50.4,50.4,20,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,80,0.64,15,0.1875,30,0.3157894736842105,70,0.7368421052631579,30,0.3157894736842105,35,0.5,10,0.14285714285714285,0,0,0,0,0
ottawa_ons2022_greenboro_east_3052_00000_2_0_percent,745,0.1506572295247725,46.5,47.2,550,0.11122345803842265,4855,45720,4340,51000,15.9,43240,50880,10,425,0.0859453993933266,145,0.029322548028311426,0.00909090909090909,45,0.006060606060606061,30,0.0030303030303030303,15,0,0,0.5313131313131313,2630,3480,0.7037411526794742,375,0.10775862068965517,290,0.08321377331420372,3190,0.9153515064562411,2520,0.7230989956958394,1185,0.38164251207729466,310,0.0998389694041868,0.028720626631853787,350,0.07077856420626896,720,0.14560161779575329
ottawa_ons2022_greenboro_west_3053_00000_2_2_percent,770,0.17865429234338748,46.5,46.4,345,0.08004640371229699,4200,44240,3690,47520,19.5,41200,47840,12.4,395,0.09164733178654293,60,0.013921113689095127,0.022041763341067284,95,0.01740139211136891,75,0.0034802784222737818,15,0,0,0.4779582366589327,2060,2775,0.6438515081206496,350,0.12612612612612611,275,0.0935374149659864,2665,0.9064625850340136,2010,0.6836734693877551,885,0.36419753086419754,240,0.09876543209876543,0.04560260586319218,300,0.06960556844547564,600,0.13921113689095127
ottawa_ons2022_hawkesbury_3606_00000_4_1_percent,2960,0.354916067146283,55.6,58,2155,0.25839328537170264,8275,36200,6385,35520,33.7,33920,36040,26.8,1720,0.20623501199040767,15,0.0017974835230677051,0.037747153984421807,315,0.023367285799880167,195,0.011983223487118035,100,0,0,0.040143798681845415,335,4045,0.4847213900539245,470,0.1161928306551298,1100,0.22750775594622544,3735,0.7724922440537746,2100,0.4343329886246122,410,0.11468531468531469,410,0.11468531468531469,0.0914826498422713,6365,0.762732174955063,550,0.06594724220623502
ottawa_ons2022_hawthorn_meadows_sheffield_glen_3054_00000_7_3_percent,920,0.1694290976058932,46,43.2,1155,0.212707182320442,5310,37640,4365,39480,24.6,34680,39240,16.9,870,0.16007359705611776,155,0.028518859245630176,0.04415823367065318,240,0.02207911683532659,120,0.01655933762649494,90,0.0018399264029438822,10,0.47102115915363385,2560,3485,0.641214351425943,460,0.13199426111908177,645,0.16688227684346701,3225,0.8344113842173351,2345,0.6067270375161707,750,0.24793388429752067,390,0.12892561983471074,0.07079646017699115,725,0.13339466421343146,650,0.11970534069981584
ottawa_ons2022_head_clara_and_maria_3707_00009_4_1_percent,115,0.5476190476190477,62.4,65.5,30,0.14285714285714285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.14285714285714285,30,0.11904761904761904,25,0,0,0,0,0.047619047619047616,10,65,0.30952380952380953,0,0,25,0.2777777777777778,70,0.7777777777777778,40,0.4444444444444444,20,0.3333333333333333,15,0.25,0.25,15,0.07142857142857142,0,0
ottawa_ons2022_hintonburg_mechanicsville_3055_00000_3_8_percent,1470,0.15747188002142476,44.3,39.2,3245,0.3476164970540975,9215,54150,8300,64500,11.3,49480,61100,7.9,1255,0.1345123258306538,170,0.01821103374397429,0.026245313336904125,245,0.015532940546331012,145,0.006427423674343867,60,0.0021424745581146223,20,0.21906802356722013,2045,6980,0.7477236207820032,620,0.08882521489971347,325,0.045774647887323945,6775,0.954225352112676,5830,0.8211267605633803,3625,0.5699685534591195,345,0.054245283018867926,0.044036697247706424,590,0.06320299946438136,760,0.08141403320835565
ottawa_ons2022_horton_3708_00000_5_3_percent,710,0.27680311890838205,54,56.8,285,0.1111111111111111,2530,44120,2275,46320,19.6,42640,47120,15.1,225,0.08771929824561403,0,0,0.10331384015594541,265,0.042884990253411304,110,0.05458089668615984,140,0,0,0.009746588693957114,25,1540,0.5992217898832685,130,0.08441558441558442,145,0.08682634730538923,1520,0.9101796407185628,1020,0.6107784431137725,195,0.13829787234042554,255,0.18085106382978725,0.11522633744855967,0,0,185,0.07212475633528265
ottawa_ons2022_hunt_club_park_3056_00000_3_4_percent,1245,0.1828193832599119,47.2,48.4,555,0.08149779735682819,6665,45440,5710,53200,17.7,42760,52000,11.6,555,0.08149779735682819,155,0.022777369581190303,0.0073475385745775165,50,0.0029390154298310064,20,0.00440852314474651,30,0,0,0.5466568699485672,3720,4410,0.6480529022777369,605,0.13718820861678005,420,0.09312638580931264,4090,0.9068736141906873,3085,0.6840354767184036,1365,0.3587385019710907,380,0.09986859395532194,0.022727272727272728,545,0.08008817046289493,1050,0.15418502202643172
ottawa_ons2022_industrial_east_3057_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_iris_3058_00000_2_9_percent,860,0.1786085150571132,44.9,41.6,795,0.16510903426791276,4685,43560,4325,46000,16.8,26480,44440,12,430,0.0893970893970894,35,0.007268951194184839,0.04361370716510903,210,0.02596053997923157,125,0.016614745586708203,80,0,0,0.3011422637590862,1450,3330,0.6915887850467289,435,0.13063063063063063,245,0.07814992025518341,2895,0.9234449760765551,2285,0.7288676236044657,930,0.32124352331606215,375,0.12953367875647667,0.04081632653061224,225,0.04672897196261682,820,0.1703011422637591
ottawa_ons2022_island_park_wellington_village_3059_00000_1_9_percent,990,0.2310385064177363,50.6,51.2,620,0.14469078179696615,4245,89100,4060,121900,5,82100,109100,4.1,120,0.028037383177570093,20,0.004667444574095682,0.019836639439906652,85,0.009334889148191364,40,0.009334889148191364,40,0,0,0.10035005834305717,430,2975,0.6942823803967327,185,0.06218487394957983,55,0.018739352640545145,2875,0.979557069846678,2635,0.8977853492333902,1810,0.6510791366906474,70,0.025179856115107913,0.030927835051546393,165,0.038506417736289385,360,0.08401400233372229
ottawa_ons2022_kanata_lakes_3060_00000_2_3_percent,3695,0.24405548216644649,51.5,51.2,1685,0.11129458388375166,14780,61250,13815,75800,9.3,57900,72500,6.9,920,0.06074612083195774,550,0.036315615714757346,0.00924397490921096,140,0.003961703532518983,60,0.00462198745460548,70,0,0,0.45427533839551004,6880,9765,0.6447672499174645,930,0.09523809523809523,205,0.020865139949109414,9615,0.9786259541984733,8690,0.8844783715012723,4950,0.56027164685908315,480,0.05432937181663837,0.05867014341590613,490,0.03235391218223836,1630,0.10766182298546896
ottawa_ons2022_katimavik_hazeldean_3061_00000_1_7_percent,1990,0.2252405206564799,49.8,50.4,895,0.10130164119977363,8730,51750,8110,58050,13.1,49160,57350,9.4,375,0.042444821731748725,140,0.01584606677985286,0.015280135823429542,135,0.008488964346349746,75,0.0050933786078098476,45,0,0,0.21844934917940012,1930,5905,0.6683644595359366,540,0.09144792548687553,340,0.056105610561056105,5715,0.943069306930693,4745,0.783003300330033,2390,0.4458955223880597,355,0.06623134328358209,0.030405405405405407,265,0.029994340690435765,785,0.08885116015846067
ottawa_ons2022_killaloe_hagarty_and_richards_3709_00000_5_3_percent,730,0.36318407960199006,55.8,59.2,350,0.17412935323383086,1975,38480,1725,37280,26.6,36800,37960,21.7,290,0.14427860696517414,0,0,0.07462686567164178,150,0.0472636815920398,95,0.024875621890547265,50,0,0,0.017412935323383085,35,1015,0.5062344139650873,150,0.1477832512315271,90,0.08108108108108109,1025,0.9234234234234234,685,0.6171171171171171,135,0.15606936416184972,170,0.19653179190751446,0.10884353741496598,0,0,160,0.07960199004975124
ottawa_ons2022_kinburn_3062_00000_4_8_percent,400,0.18912529550827423,49.2,50.4,150,0.07092198581560284,2095,51500,1985,59350,12.2,50320,59600,8.9,110,0.052132701421800945,0,0,0.037914691943127965,80,0.009478672985781991,20,0.023696682464454975,50,0,0,0.02843601895734597,60,1590,0.7535545023696683,100,0.06289308176100629,100,0.06779661016949153,1375,0.9322033898305084,1045,0.7084745762711865,515,0.34563758389261745,190,0.12751677852348994,0.03076923076923077,30,0.014218009478672985,235,0.1111111111111111
ottawa_ons2022_lanark_highlands_3404_00000_7_3_percent,1445,0.3042105263157895,54.3,57.2,640,0.13473684210526315,4670,43240,3980,47680,20.3,39520,45680,16.9,605,0.12750263435194942,0,0,0.045310853530031614,215,0.02528977871443625,120,0.018967334035827187,90,0,0,0.008429926238145416,40,2735,0.5763962065331928,235,0.08592321755027423,420,0.1370309951060359,2640,0.8613376835236541,1815,0.5921696574225123,785,0.314,485,0.194,0.16909620991253643,55,0.011591148577449948,235,0.049473684210526316
ottawa_ons2022_laurentian_3063_00000_1_7_percent,2270,0.2592804111936037,51.6,51.6,1535,0.17532838378069673,8620,64600,8125,80200,9.4,62650,80000,6.8,620,0.07081667618503712,90,0.010279840091376356,0.020559680182752713,180,0.011422044545973729,100,0.0057110222729868645,50,0.001142204454597373,10,0.15077098800685323,1320,5660,0.6464877213021131,540,0.09540636042402827,185,0.032541776605101144,5495,0.9665787159190853,4850,0.8531222515391381,2805,0.5478515625,305,0.0595703125,0.03896103896103896,265,0.03026841804683038,800,0.09137635636778983
ottawa_ons2022_laurentian_hills_3710_00000_3_6_percent,530,0.23194748358862144,51.1,52.4,335,0.14660831509846828,2250,49920,2030,56000,15.1,50520,59200,10.8,150,0.06578947368421052,0,0,0.10940919037199125,250,0.0787746170678337,180,0.0262582056892779,60,0,0,0.030634573304157548,70,1345,0.5886214442013129,75,0.055762081784386616,170,0.10559006211180125,1440,0.8944099378881988,930,0.577639751552795,190,0.14960629921259844,105,0.08267716535433071,0.03271028037383177,60,0.0262582056892779,140,0.061269146608315096
ottawa_ons2022_laurentian_valley_3711_00000_1_9_percent,1945,0.2545811518324607,51.7,53.2,725,0.09489528795811518,7605,45720,6780,49360,17.8,44760,50480,13.3,525,0.06871727748691099,0,0,0.10274869109947644,785,0.058900523560209424,450,0.037303664921465966,285,0,0,0.018979057591623036,145,4685,0.6136214800261951,415,0.08858057630736393,530,0.10515873015873016,4505,0.8938492063492064,3220,0.6388888888888888,695,0.16276346604215455,485,0.11358313817330211,0.04067321178120617,155,0.020287958115183247,655,0.08573298429319372
ottawa_ons2022_lebreton_development_3064_00999_20_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_ledbury_heron_gate_ridgemont_3065_00000_6_2_percent,1365,0.1311869293608842,43.2,39.6,1885,0.18116290245074484,10150,34680,7820,34160,31.9,30000,33720,22.6,2225,0.2137367915465898,590,0.056676272814601344,0.020653218059558116,215,0.008645533141210375,90,0.009606147934678195,100,0.001440922190201729,15,0.6484149855907781,6750,6525,0.6268011527377522,990,0.15172413793103448,1490,0.20244565217391305,5875,0.798233695652174,4295,0.5835597826086957,1415,0.25541516245487367,795,0.14350180505415164,0.07334963325183375,1030,0.0989433237271854,1690,0.1624219125420471
ottawa_ons2022_leslie_park_bruce_farm_3066_00000_3_8_percent,605,0.24643584521384929,51.4,50.8,455,0.18533604887983707,2445,50560,2280,54550,15,45760,52000,11.1,150,0.061224489795918366,60,0.024489795918367346,0.030612244897959183,75,0.012244897959183673,30,0.012244897959183673,30,0.004081632653061225,10,0.23469387755102042,575,1625,0.6632653061224489,175,0.1076923076923077,50,0.029940119760479042,1615,0.9670658682634731,1320,0.7904191616766467,625,0.43252595155709345,165,0.11418685121107267,0.06707317073170732,120,0.04897959183673469,170,0.06924643584521385
ottawa_ons2022_lowertown_east_3067_00000_6_5_percent,1190,0.2153846153846154,46.2,42.4,1950,0.35294117647058826,5405,41000,4320,45280,23.6,36960,44240,17.6,1485,0.2687782805429864,95,0.017194570135746608,0.0334841628959276,185,0.02081447963800905,115,0.009954751131221719,55,0,0,0.36289592760180994,2005,3210,0.5809954751131222,455,0.14174454828660435,450,0.1258741258741259,3125,0.8741258741258742,2530,0.7076923076923077,1235,0.4482758620689655,240,0.08711433756805807,0.06312292358803986,1245,0.2253393665158371,760,0.13755656108597286
ottawa_ons2022_lowertown_west_3068_00000_6_2_percent,915,0.18011811023622049,45.4,41.6,1990,0.39173228346456695,4965,53500,4560,63400,11.5,49800,62600,6.9,805,0.1583087512291052,15,0.0029498525073746312,0.038348082595870206,195,0.02064896755162242,105,0.01376597836774828,70,0,0,0.25172074729596855,1280,3665,0.7207472959685349,415,0.11323328785811733,145,0.04107648725212465,3385,0.9589235127478754,2970,0.8413597733711048,1730,0.5323076923076923,185,0.056923076923076923,0.05,910,0.17895771878072764,645,0.12696850393700787
ottawa_ons2022_madawaska_valley_3712_00000_7_7_percent,1160,0.3760129659643436,57.2,60.4,615,0.1993517017828201,3060,37840,2550,37280,28.3,35640,38440,23.4,520,0.1685575364667747,10,0.003246753246753247,0.05519480519480519,170,0.022727272727272728,70,0.030844155844155844,95,0,0,0.027597402597402596,85,1480,0.47974068071312803,145,0.09797297297297297,290,0.1681159420289855,1430,0.8289855072463768,800,0.463768115942029,190,0.14232209737827714,285,0.21348314606741572,0.10572687224669604,0,0,200,0.06482982171799027
ottawa_ons2022_manor_park_3069_00000_2_5_percent,2075,0.3009427121102248,53,53.6,1830,0.2654097171863669,6790,48800,5800,56950,17.4,45600,56450,13.1,1120,0.16243654822335024,80,0.011602610587382161,0.04133430021754895,285,0.014503263234227702,100,0.021754894851341553,150,0.0036258158085569255,25,0.2436548223350254,1680,3920,0.5685279187817259,440,0.11224489795918367,435,0.09886363636363636,3965,0.9011363636363636,3215,0.7306818181818182,1410,0.4051724137931034,325,0.09339080459770115,0.06067961165048544,1825,0.26468455402465557,425,0.06163886874546773
ottawa_ons2022_manotick_3070_00000_1_7_percent,2290,0.2777440873256519,53,54.4,605,0.07337780473013948,8180,71000,7780,90300,8.4,68100,89300,5.9,310,0.037575757575757575,35,0.004242424242424243,0.018787878787878787,155,0.009696969696969697,80,0.00787878787878788,65,0,0,0.11151515151515151,920,5280,0.64,510,0.09659090909090909,165,0.03232125367286973,4935,0.9666993143976493,4145,0.811949069539667,2305,0.4832285115303983,365,0.07651991614255765,0.034552845528455285,260,0.03151515151515152,850,0.10309278350515463
