name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,number_in_the_labour_force_age_15,number_employed_age_15,number_unemployed_age_15,number_not_in_labour_force_age_15,participation_rate,employment_rate,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized,number_of_children_eligible_for_instruction_in_the_minority_official_language,percent_of_children_eligible_for_instruction_in_the_minority_official_language,number_of_children_not_eligible_for_instruction_in_the_minority_official_language,percent_of_children_not_eligible_for_instruction_in_the_minority_official_language,number_1_year_mobility_total,number_1_year_non_movers,number_1_year_movers,number_1_year_non_migrants,number_1_year_migrants,number_1_year_intraprovincial_migrants,number_1_year_interprovincial_migrants,number_1_year_external_migrants,percent_1_year_non_movers,percent_1_year_movers,percent_1_year_migrants.x,percent_1_year_migrants.y,percent_1_year_intraprovincial_migrants,percent_1_year_interprovincial_migrants,percent_1_year_external_migrants,number_5_year_mobility_total,number_5_year_non_movers,number_5_year_movers,number_5_year_non_migrants,number_5_year_migrants,number_5_year_intraprovincial_migrants,number_5_year_interprovincial_migrants,number_5_year_external_migrants,percent_5_year_non_movers,percent_5_year_movers,percent_5_year_migrants.x,percent_5_year_migrants.y,percent_5_year_intraprovincial_migrants,percent_5_year_interprovincial_migrants,percent_5_year_external_migrants
ottawa_ons2022_killaloe_hagarty_and_richards_3709_00000_5_3_percent,55,0,0,0,0,20,0.36363636363636365,0.5454545454545454,0,0,0.36363636363636365,0,0.2727272727272727,0,0,0,NA,0,0,0,15,15,0,40,27,27,0,40000,37000,38000,36000,28,32,0.5714285714285714,0,0,0,0,NA,0,0,0,0,65,64,30,0,NA,20,0,15,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,NA,55,55,0,0,0,0,0,0,1,0,0,0,0,0,0,55,25,25,0,25,15,0,0,0.45454545454545453,0.45454545454545453,0,0.45454545454545453,0.2727272727272727,0,0
ottawa_ons2022_kinburn_3062_00000_4_8_percent,210,50,0.23809523809523808,10,0.047619047619047616,130,0.6190476190476191,0.07142857142857142,0,0,0.11904761904761904,0,0.07142857142857142,0,0.047619047619047616,0,NA,0,0,0.047619047619047616,125,115,0,40,78,72,0,57000,71000,60000,74000,6,7,0.7307692307692307,0,0,0,0,0,0,0,0,0,39,44,15,0,0,25,0,15,0,0,0,0,65,0.30952380952380953,0,0,65,1,0,0,0,0,0,0,0,0,50,0.43478260869565216,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0.9523809523809523,55,1,0,0,210,205,10,0,0,0,0,0,0.9761904761904762,0.047619047619047616,0,0,0,0,0,195,160,30,20,10,0,0,0,0.8205128205128205,0.15384615384615385,0.10256410256410256,0.05128205128205128,0,0,0
ottawa_ons2022_lanark_highlands_3404_00000_7_3_percent,290,20,0.06896551724137931,0,0,170,0.5862068965517241,0.3103448275862069,0,0.05172413793103448,0.1206896551724138,0.05172413793103448,0.08620689655172414,0,0,0,NA,0,0.08571428571428572,0.034482758620689655,150,145,0,120,56,54,0,50400,57200,42400,56400,15,17,0.8,0,0,0,0,0,0,0,0,0,53,55,90,0,0,35,15,25,0,15,0,0,70,0.2413793103448276,0,0,70,1,0,0,0,0,0,0,0,0,70,0.4827586206896552,20,0.13793103448275862,0.9142857142857143,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0.9655172413793104,10,0.5,0,0,290,265,25,10,15,15,0,0,0.9137931034482759,0.08620689655172414,0.034482758620689655,0.05172413793103448,0.05172413793103448,0,0,280,165,120,20,100,80,15,0,0.5892857142857143,0.42857142857142855,0.07142857142857142,0.35714285714285715,0.2857142857142857,0.05357142857142857,0
ottawa_ons2022_laurentian_3063_00000_1_7_percent,1010,175,0.17326732673267325,100,0.09900990099009901,530,0.5247524752475248,0.2079207920792079,0.07920792079207921,0.22277227722772278,0.024752475247524754,0.01485148514851485,0.009900990099009901,0,0.14356435643564355,0.0297029702970297,0.15789473684210525,0,0.01904761904761905,0.13366336633663367,525,485,40,310,63,58,8,60800,72600,54900,67600,8,10,0.8952380952380953,30,110,0.10945273631840796,35,0.16279069767441862,60,0.10344827586206896,0,0,43,46,210,45,0.16666666666666666,25,15,10,0,225,80,0,395,0.3910891089108911,45,0.04455445544554455,150,0.6666666666666666,50,0.2222222222222222,0,0,10,0.044444444444444446,10,0.044444444444444446,255,0.5257731958762887,25,0.05154639175257732,0.9809523809523809,0,145,0,30,35,0,50,0,0,0,0,0,15,10,865,0,0.0297029702970297,0.034653465346534656,0,0.04950495049504951,0,0,0,0,0,0.01485148514851485,0.009900990099009901,0.8564356435643564,180,0.8181818181818182,40,0.18181818181818182,1000,855,145,65,80,10,10,55,0.855,0.145,0.065,0.08,0.01,0.01,0.055,970,585,390,215,170,35,35,100,0.6030927835051546,0.4020618556701031,0.22164948453608246,0.17525773195876287,0.03608247422680412,0.03608247422680412,0.10309278350515463
ottawa_ons2022_laurentian_hills_3710_00000_3_6_percent,210,50,0.23809523809523808,0,0,115,0.5476190476190477,0.19047619047619047,0,0,0.09523809523809523,0.047619047619047616,0.047619047619047616,0,0,0,NA,0,0.17391304347826086,0.16666666666666666,95,95,0,55,61,61,0,49000,56000,63000,76000,9,14,0.6956521739130435,0,0,0,0,0,0,0,0,0,43,42,40,0,0,20,10,10,0,0,0,0,85,0.4146341463414634,0,0,80,0.9411764705882353,0,0,0,0,0,0,0,0,10,0.10526315789473684,30,0.3157894736842105,0.782608695652174,0.11764705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0.9761904761904762,55,1,0,0,210,205,0,0,0,0,0,0,0.9761904761904762,0,0,0,0,0,0,200,90,110,0,110,35,75,0,0.45,0.55,0,0.55,0.175,0.375,0
ottawa_ons2022_laurentian_valley_3711_00000_1_9_percent,645,130,0.20155038759689922,45,0.06976744186046512,340,0.5271317829457365,0.20155038759689922,0,0.015503875968992248,0.20930232558139536,0.10077519379844961,0.09302325581395349,0,0.05426356589147287,0,NA,0,0.07246376811594203,0.05426356589147287,320,285,35,195,62,55,11,46800,48400,48800,54000,11,17,0.6666666666666666,0,55,0.0859375,0,0,30,0.07894736842105263,0,0,42,40,130,40,0.2222222222222222,135,65,60,0,10,0,0,240,0.37209302325581395,15,0.023255813953488372,230,0.9787234042553191,0,0,0,0,0,0,0,0,45,0.15789473684210525,50,0.17543859649122806,0.9130434782608695,0.0425531914893617,35,0,0,0,15,0,15,0,0,0,0,0,0,610,0,0,0,0.023255813953488372,0,0.023255813953488372,0,0,0,0,0,0,0.9457364341085271,135,0.9642857142857143,0,0,645,560,90,45,45,30,15,0,0.8682170542635659,0.13953488372093023,0.06976744186046512,0.06976744186046512,0.046511627906976744,0.023255813953488372,0,610,390,215,10,215,165,45,0,0.639344262295082,0.3524590163934426,0.01639344262295082,0.3524590163934426,0.27049180327868855,0.07377049180327869,0
ottawa_ons2022_lebreton_development_3064_00999_20_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_ledbury_heron_gate_ridgemont_3065_00000_6_2_percent,2990,655,0.21906354515050167,460,0.15384615384615385,1615,0.540133779264214,0.08361204013377926,0.18227424749163879,0.5016722408026756,0.016722408026755852,0.0033444816053511705,0.013377926421404682,0,0.7424749163879598,0.24749163879598662,0.5121107266435986,0,0.12693498452012383,0.13210702341137123,1485,1235,255,845,64,53,17,36800,35800,31240,34160,20,30,0.7058823529411765,740,550,0.18425460636515914,165,0.2129032258064516,280,0.14249363867684478,100,0.4,35,31,250,525,0.47085201793721976,50,10,40,0,1500,545,0,1530,0.5117056856187291,535,0.17892976588628762,595,0.672316384180791,230,0.2598870056497175,50,0.05649717514124294,0,0,10,0.011299435028248588,350,0.2834008097165992,230,0.1862348178137652,0.8730650154798761,0.07909604519774012,2220,35,10,1725,0,335,20,20,30,0,0,15,20,775,0.011705685618729096,0.0033444816053511705,0.5769230769230769,0,0.11204013377926421,0.006688963210702341,0.006688963210702341,0.010033444816053512,0,0,0.005016722408026756,0.006688963210702341,0.2591973244147157,660,0.8461538461538461,120,0.15384615384615385,2965,2590,380,215,160,55,80,30,0.8735244519392917,0.1281618887015177,0.07251264755480608,0.05396290050590219,0.01854974704890388,0.026981450252951095,0.01011804384485666,2835,1415,1420,520,900,85,230,585,0.4991181657848324,0.5008818342151675,0.18342151675485008,0.31746031746031744,0.029982363315696647,0.08112874779541446,0.20634920634920634
ottawa_ons2022_leslie_park_bruce_farm_3066_00000_3_8_percent,380,80,0.21052631578947367,25,0.06578947368421052,200,0.5263157894736842,0.2236842105263158,0.04,0.17333333333333334,0.06666666666666667,0,0.06666666666666667,0,0.14666666666666667,0,0,0,0,0.17105263157894737,200,175,30,100,67,58,15,53600,58000,53200,59600,10,14,0.8947368421052632,0,0,0,0,0,0,0,0,0,43,40,85,40,0.34782608695652173,25,0,25,0,65,15,0,155,0.41333333333333333,15,0.04,60,0.7058823529411765,10,0.11764705882352941,10,0.11764705882352941,0,0,0,0,90,0.5142857142857142,0,0,1,0,55,0,10,15,0,20,0,0,0,0,0,0,0,325,0,0.02666666666666667,0.04,0,0.05333333333333334,0,0,0,0,0,0,0,0.8666666666666667,70,0.8235294117647058,15,0.17647058823529413,370,345,25,20,0,0,0,0,0.9324324324324325,0.06756756756756757,0.05405405405405406,0,0,0,0,355,220,135,90,45,15,20,15,0.6197183098591549,0.38028169014084506,0.2535211267605634,0.1267605633802817,0.04225352112676056,0.056338028169014086,0.04225352112676056
ottawa_ons2022_lowertown_east_3067_00000_6_5_percent,2465,445,0.18052738336713997,380,0.15415821501014199,1075,0.43610547667342797,0.22920892494929007,0.07707910750507099,0.31237322515212984,0.02231237322515213,0.016227180527383367,0.008113590263691683,0,0.48884381338742394,0.15010141987829614,0.5034013605442177,0,0.09259259259259259,0.2839756592292089,1090,935,160,925,54,46,15,40080,42800,36920,42880,21,27,0.7592592592592593,370,675,0.2738336713995943,145,0.2457627118644068,345,0.2633587786259542,190,0.336283185840708,41,40,565,425,0.5379746835443038,55,40,20,0,770,190,0,1670,0.6788617886178862,420,0.17073170731707318,245,0.4375,180,0.32142857142857145,100,0.17857142857142858,10,0.017857142857142856,30,0.05357142857142857,365,0.39037433155080214,85,0.09090909090909091,0.9074074074074074,0.08928571428571429,1205,0,0,1070,0,65,15,10,0,0,15,0,20,1255,0,0,0.4340770791075051,0,0.02636916835699797,0.006085192697768763,0.004056795131845842,0,0,0.006085192697768763,0,0.008113590263691683,0.5091277890466531,580,0.9747899159663865,10,0.01680672268907563,2460,2145,315,210,105,20,10,75,0.8719512195121951,0.12804878048780488,0.08536585365853659,0.042682926829268296,0.008130081300813009,0.0040650406504065045,0.03048780487804878,2355,1470,885,535,350,65,65,220,0.6242038216560509,0.37579617834394907,0.22717622080679406,0.14861995753715498,0.027600849256900213,0.027600849256900213,0.09341825902335456
ottawa_ons2022_lowertown_west_3068_00000_6_2_percent,1535,75,0.048859934853420196,195,0.1270358306188925,930,0.6058631921824105,0.2280130293159609,0.048859934853420196,0.16612377850162866,0.06514657980456026,0.04234527687296417,0.02280130293159609,0,0.2247557003257329,0.016286644951140065,0.11363636363636363,0,0.06486486486486487,0.3583061889250814,880,805,80,580,60,55,9,52650,64000,50720,64400,9,13,0.8162162162162162,25,255,0.16612377850162866,40,0.4,185,0.16972477064220184,30,0.08695652173913043,47,45,350,100,0.5555555555555556,100,65,35,0,255,75,0,995,0.6482084690553745,105,0.06840390879478828,110,0.2972972972972973,75,0.20270270270270271,165,0.44594594594594594,0,0,15,0.04054054054054054,425,0.5279503105590062,30,0.037267080745341616,0.9351351351351351,0.04054054054054054,345,20,0,190,0,60,15,0,20,10,0,0,20,1195,0.013029315960912053,0,0.1237785016286645,0,0.03908794788273615,0.009771986970684038,0,0.013029315960912053,0.006514657980456026,0,0,0.013029315960912053,0.7785016286644951,80,0.8,15,0.15,1520,1190,335,210,125,15,45,60,0.7828947368421053,0.22039473684210525,0.13815789473684212,0.08223684210526316,0.009868421052631578,0.029605263157894735,0.039473684210526314,1495,730,770,350,425,120,185,115,0.4882943143812709,0.5150501672240803,0.23411371237458195,0.2842809364548495,0.0802675585284281,0.12374581939799331,0.07692307692307693
ottawa_ons2022_madawaska_valley_3712_00000_7_7_percent,65,15,0.23076923076923078,0,0,10,0.15384615384615385,0.38461538461538464,0,0,0,0,0,0,0,0,NA,0,0,0.3076923076923077,10,10,0,45,18,18,0,29000,30000,31000,30000,44,44,0.8,0,0,0,0,NA,0,0,0,0,51,51,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0.8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0.75,0,0,65,45,20,10,10,0,0,0,0.6923076923076923,0.3076923076923077,0.15384615384615385,0.15384615384615385,0,0,0,65,15,50,10,45,45,0,0,0.23076923076923078,0.7692307692307693,0.15384615384615385,0.6923076923076923,0.6923076923076923,0,0
ottawa_ons2022_manor_park_3069_00000_2_5_percent,3230,395,0.12229102167182662,185,0.05727554179566564,1635,0.5061919504643962,0.3126934984520124,0.03715170278637771,0.17182662538699692,0.05417956656346749,0.017027863777089782,0.034055727554179564,0,0.21362229102167182,0.04179566563467492,0.28125,0,0.1094224924012158,0.2708978328173375,1465,1330,135,1365,52,47,9,47440,52800,45160,53250,16,20,0.7142857142857143,135,525,0.16253869969040247,45,0.1,275,0.15492957746478872,200,0.19900497512437812,50,53,1010,215,0.3412698412698413,175,55,110,0,555,120,0,2175,0.6723338485316847,365,0.11282843894899536,560,0.6549707602339181,175,0.2046783625730994,70,0.08187134502923976,25,0.029239766081871343,30,0.03508771929824561,475,0.35714285714285715,130,0.09774436090225563,0.8875379939209727,0.07017543859649122,690,0,25,520,10,75,10,0,15,0,10,10,10,2540,0,0.007739938080495356,0.1609907120743034,0.0030959752321981426,0.02321981424148607,0.0030959752321981426,0,0.0046439628482972135,0,0.0030959752321981426,0.0030959752321981426,0.0030959752321981426,0.7863777089783281,435,0.9666666666666667,20,0.044444444444444446,3205,2810,395,290,100,50,30,25,0.8767550702028081,0.12324492979719189,0.0904836193447738,0.031201248049921998,0.015600624024960999,0.0093603744149766,0.0078003120124804995,3115,1740,1370,805,570,120,185,260,0.5585874799357945,0.43980738362760835,0.25842696629213485,0.18298555377207062,0.038523274478330656,0.0593900481540931,0.08346709470304976
ottawa_ons2022_manotick_3070_00000_1_7_percent,1060,190,0.1792452830188679,150,0.14150943396226415,530,0.5,0.19339622641509435,0,0.07075471698113207,0.07547169811320754,0.02830188679245283,0.05188679245283019,0,0.05660377358490566,0.009433962264150943,0.16666666666666666,0,0,0.04245283018867924,555,520,40,320,63,59,7,75600,101400,67400,87800,6,7,0.875,10,70,0.06572769953051644,0,0,25,0.03968253968253968,0,0,43,46,205,20,0.05970149253731343,80,30,55,0,75,0,0,365,0.3427230046948357,30,0.028169014084507043,230,0.8679245283018868,0,0,15,0.05660377358490566,0,0,30,0.11320754716981132,245,0.47115384615384615,45,0.08653846153846154,1,0.03773584905660377,60,10,10,15,0,0,10,0,15,0,0,0,0,1005,0.009433962264150943,0.009433962264150943,0.014150943396226415,0,0,0.009433962264150943,0,0.014150943396226415,0,0,0,0,0.9481132075471698,225,0.9574468085106383,10,0.0425531914893617,1060,925,140,105,35,0,15,15,0.8726415094339622,0.1320754716981132,0.09905660377358491,0.0330188679245283,0,0.014150943396226415,0.014150943396226415,1055,610,440,315,120,35,70,15,0.5781990521327014,0.41706161137440756,0.2985781990521327,0.11374407582938388,0.03317535545023697,0.06635071090047394,0.014218009478672985
ottawa_ons2022_marlborough_3071_00000_2_8_percent,170,50,0.29411764705882354,0,0,95,0.5588235294117647,0.08823529411764706,0,0,0.08571428571428572,0,0.08571428571428572,0,0,0,NA,0,0,0,95,90,0,30,76,72,0,60000,66000,58000,70000,7,11,0.5714285714285714,0,0,0,0,0,0,0,0,NA,35,41,15,0,0,15,0,15,0,0,0,0,60,0.34285714285714286,0,0,55,1,0,0,0,0,0,0,0,0,35,0.3888888888888889,10,0.1111111111111111,1,0.18181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,1,55,1,0,0,170,170,0,0,0,0,0,0,1,0,0,0,0,0,0,165,150,15,15,0,0,0,0,0.9090909090909091,0.09090909090909091,0.09090909090909091,0,0,0,0
ottawa_ons2022_mc_nab_braeside_3713_00000_3_0_percent,300,20,0.06666666666666667,0,0,205,0.6833333333333333,0.18333333333333332,0,0,0.06666666666666667,0.03333333333333333,0.05,0,0,0,NA,0,0.11627906976744186,0.05,160,145,15,120,57,52,9,51200,56800,52000,66000,9,15,0.6511627906976745,0,0,0,0,NA,0,0,0,0,50,56,55,10,0.25,20,10,15,0,0,0,0,75,0.25,0,0,100,0.8695652173913043,0,0,10,0.08695652173913043,0,0,0,0,35,0.2413793103448276,35,0.2413793103448276,0.8837209302325582,0.2608695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,295,275,20,0,20,10,10,0,0.9322033898305084,0.06779661016949153,0,0.06779661016949153,0.03389830508474576,0.03389830508474576,0,285,185,105,0,105,80,20,0,0.6491228070175439,0.3684210526315789,0,0.3684210526315789,0.2807017543859649,0.07017543859649122,0
ottawa_ons2022_merivale_gardens_grenfell_glen_pineglen_country_place_3072_00000_1_1_percent,275,0,0,45,0.16363636363636364,160,0.5818181818181818,0.23636363636363636,0,0.21818181818181817,0,0,0,0,0.21818181818181817,0,0,0,0,0.07272727272727272,180,170,15,80,68,64,8,62400,80000,62800,79500,7,9,0.75,0,0,0,0,NA,0,0,0,0,50,50,65,25,0.3125,0,0,0,0,60,0,0,85,0.3148148148148148,0,0,90,0.9473684210526315,0,0,0,0,0,0,0,0,75,0.4411764705882353,25,0.14705882352941177,0.96875,0,60,0,0,35,0,0,20,0,0,0,0,0,0,215,0,0,0.12727272727272726,0,0,0.07272727272727272,0,0,0,0,0,0,0.7818181818181819,10,1,0,0,275,250,20,20,0,0,0,0,0.9090909090909091,0.07272727272727272,0.07272727272727272,0,0,0,0,275,195,80,60,25,0,20,0,0.7090909090909091,0.2909090909090909,0.21818181818181817,0.09090909090909091,0,0.07272727272727272,0
ottawa_ons2022_metcalfe_3073_00000_1_7_percent,755,145,0.19205298013245034,55,0.0728476821192053,465,0.6158940397350994,0.11920529801324503,0,0.09271523178807947,0.09271523178807947,0.026490066225165563,0.0728476821192053,0,0.09933774834437085,0,0,0,0.06382978723404255,0.059602649006622516,455,435,20,155,75,71,4,62400,73600,64400,79600,6,8,0.7021276595744681,0,50,0.06622516556291391,0,0,30,0.061855670103092786,0,0,40,42,90,20,0.10256410256410256,70,20,55,0,70,0,0,335,0.44666666666666666,15,0.02,265,0.8833333333333333,0,0,0,0,0,0,25,0.08333333333333333,135,0.3068181818181818,65,0.14772727272727273,0.9148936170212766,0.03333333333333333,75,0,0,25,0,30,0,0,0,0,0,10,0,675,0,0,0.033112582781456956,0,0.039735099337748346,0,0,0,0,0,0.013245033112582781,0,0.8940397350993378,175,1,10,0.05714285714285714,750,705,45,30,15,0,10,0,0.94,0.06,0.04,0.02,0,0.013333333333333334,0,710,460,250,145,100,60,20,30,0.647887323943662,0.352112676056338,0.20422535211267606,0.14084507042253522,0.08450704225352113,0.028169014084507043,0.04225352112676056
ottawa_ons2022_mississippi_mills_3405_00000_3_5_percent,850,85,0.1,35,0.041176470588235294,485,0.5705882352941176,0.28823529411764703,0,0.07058823529411765,0.052941176470588235,0.029411764705882353,0.023529411764705882,0,0.047058823529411764,0,0,0,0.020833333333333332,0.09411764705882353,430,390,45,325,57,51,11,52200,58800,53600,61900,11,15,0.78125,0,45,0.05325443786982249,0,0,0,0,35,0.14285714285714285,50,54,245,0,0,45,25,20,0,60,0,0,215,0.25443786982248523,0,0,205,0.9318181818181818,0,0,10,0.045454545454545456,0,0,0,0,165,0.4230769230769231,40,0.10256410256410256,0.96875,0.045454545454545456,40,0,0,25,0,0,0,0,0,0,0,0,0,810,0,0,0.029411764705882353,0,0,0,0,0,0,0,0,0,0.9529411764705882,95,1,0,0,840,720,120,35,85,85,0,0,0.8571428571428571,0.14285714285714285,0.041666666666666664,0.10119047619047619,0.10119047619047619,0,0,805,430,375,30,345,310,35,0,0.5341614906832298,0.4658385093167702,0.037267080745341616,0.42857142857142855,0.38509316770186336,0.043478260869565216,0
ottawa_ons2022_montague_3406_00000_0_5_percent,235,20,0.0851063829787234,10,0.0425531914893617,145,0.6170212765957447,0.23404255319148937,0,0.0425531914893617,0.1276595744680851,0.0425531914893617,0.06382978723404255,0,0,0,NA,0,0.06896551724137931,0.0851063829787234,140,140,0,75,65,65,0,54400,64500,47600,58000,11,12,0.7241379310344828,0,0,0,0,0,0,0,0,0,48,50,55,0,0,30,10,15,0,10,0,0,70,0.2978723404255319,0,0,100,1,0,0,0,0,0,0,0,0,45,0.32142857142857145,15,0.10714285714285714,0.9655172413793104,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0.9787234042553191,25,1,0,0,235,220,15,0,15,15,0,0,0.9361702127659575,0.06382978723404255,0,0.06382978723404255,0.06382978723404255,0,0,230,170,60,0,60,50,10,0,0.7391304347826086,0.2608695652173913,0,0.2608695652173913,0.21739130434782608,0.043478260869565216,0
ottawa_ons2022_munster_ashton_3075_00000_0_8_percent,240,15,0.0625,0,0,160,0.6666666666666666,0.16666666666666666,0,0,0.10416666666666667,0.041666666666666664,0.041666666666666664,0,0,0,NA,0,0.058823529411764705,0.0625,140,140,0,90,62,62,0,61200,68500,58800,70500,8,9,0.7058823529411765,0,0,0,0,NA,0,0,0,0,50,54,40,10,0.3333333333333333,25,10,10,0,0,0,0,20,0.0851063829787234,0,0,65,0.8666666666666667,10,0.13333333333333333,0,0,0,0,0,0,65,0.4642857142857143,10,0.07142857142857142,0.9117647058823529,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0.6,10,0.4,240,230,10,10,0,0,0,0,0.9583333333333334,0.041666666666666664,0.041666666666666664,0,0,0,0,235,160,75,60,15,15,0,0,0.6808510638297872,0.3191489361702128,0.2553191489361702,0.06382978723404255,0.06382978723404255,0,0
ottawa_ons2022_richmond_3074_00000_1_6_percent,585,80,0.13675213675213677,55,0.09401709401709402,355,0.6068376068376068,0.1452991452991453,0,0.017094017094017096,0.06837606837606838,0.042735042735042736,0.017094017094017096,0,0.02564102564102564,0,0,0,0.05555555555555555,0.05982905982905983,355,325,25,145,71,65,7,58400,69200,55800,66400,7,10,0.7916666666666666,0,0,0,0,0,0,0,0,0,44,46,85,0,0,40,25,10,0,10,0,0,210,0.358974358974359,0,0,180,0.9473684210526315,0,0,0,0,0,0,0,0,140,0.4307692307692308,40,0.12307692307692308,0.9444444444444444,0.07894736842105263,15,0,0,15,0,0,0,0,0,0,0,0,0,565,0,0,0.02564102564102564,0,0,0,0,0,0,0,0,0,0.9658119658119658,95,0.95,10,0.1,585,500,80,40,40,15,25,0,0.8547008547008547,0.13675213675213677,0.06837606837606838,0.06837606837606838,0.02564102564102564,0.042735042735042736,0,585,365,215,100,115,60,55,0,0.6239316239316239,0.36752136752136755,0.17094017094017094,0.19658119658119658,0.10256410256410256,0.09401709401709402,0
