name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,number_in_the_labour_force_age_15,number_employed_age_15,number_unemployed_age_15,number_not_in_labour_force_age_15,participation_rate,employment_rate,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized,number_of_children_eligible_for_instruction_in_the_minority_official_language,percent_of_children_eligible_for_instruction_in_the_minority_official_language,number_of_children_not_eligible_for_instruction_in_the_minority_official_language,percent_of_children_not_eligible_for_instruction_in_the_minority_official_language,number_1_year_mobility_total,number_1_year_non_movers,number_1_year_movers,number_1_year_non_migrants,number_1_year_migrants,number_1_year_intraprovincial_migrants,number_1_year_interprovincial_migrants,number_1_year_external_migrants,percent_1_year_non_movers,percent_1_year_movers,percent_1_year_migrants.x,percent_1_year_migrants.y,percent_1_year_intraprovincial_migrants,percent_1_year_interprovincial_migrants,percent_1_year_external_migrants,number_5_year_mobility_total,number_5_year_non_movers,number_5_year_movers,number_5_year_non_migrants,number_5_year_migrants,number_5_year_intraprovincial_migrants,number_5_year_interprovincial_migrants,number_5_year_external_migrants,percent_5_year_non_movers,percent_5_year_movers,percent_5_year_migrants.x,percent_5_year_migrants.y,percent_5_year_intraprovincial_migrants,percent_5_year_interprovincial_migrants,percent_5_year_external_migrants
ottawa_ons2022_chapman_mills_3027_00000_1_4_percent,1415,360,0.254416961130742,250,0.17667844522968199,725,0.5123674911660777,0.05653710247349823,0.03180212014134275,0.2968197879858657,0.01060070671378092,0.007067137809187279,0,0,0.5123674911660777,0.038869257950530034,0.13580246913580246,0,0.03424657534246575,0.0353356890459364,740,650,90,320,70,61,12,52800,63000,50100,61700,5,9,0.815068493150685,55,30,0.02112676056338028,0,0,20,0.022857142857142857,0,0,33,32,80,60,0.09090909090909091,15,10,0,0,420,45,0,660,0.4647887323943662,75,0.0528169014084507,270,0.7941176470588235,35,0.10294117647058823,10,0.029411764705882353,0,0,15,0.04411764705882353,310,0.47692307692307695,35,0.05384615384615385,0.9657534246575342,0.08823529411764706,725,95,90,270,0,235,15,0,10,0,0,0,0,695,0.06713780918727916,0.0636042402826855,0.19081272084805653,0,0.16607773851590105,0.01060070671378092,0,0.007067137809187279,0,0,0,0,0.4911660777385159,360,0.7659574468085106,110,0.23404255319148937,1400,1245,160,95,60,15,15,25,0.8892857142857142,0.11428571428571428,0.06785714285714285,0.04285714285714286,0.010714285714285714,0.010714285714285714,0.017857142857142856,1375,915,460,230,230,45,135,50,0.6654545454545454,0.33454545454545453,0.16727272727272727,0.16727272727272727,0.03272727272727273,0.09818181818181818,0.03636363636363636
ottawa_ons2022_city_view_3028_00000_4_8_percent,690,135,0.1956521739130435,125,0.18115942028985507,360,0.5217391304347826,0.11594202898550725,0.043478260869565216,0.13768115942028986,0.021739130434782608,0.021739130434782608,0,0,0.3188405797101449,0.028985507246376812,0.2222222222222222,0,0.1267605633802817,0.06521739130434782,380,325,50,175,68,58,13,41600,47400,41600,49200,10,15,0.7746478873239436,20,125,0.18248175182481752,0,0,75,0.16304347826086957,0,0,35,32,80,20,0.09090909090909091,15,15,0,0,95,30,0,295,0.427536231884058,0,0,145,0.6590909090909091,55,0.25,0,0,10,0.045454545454545456,0,0,105,0.3230769230769231,25,0.07692307692307693,0.8732394366197183,0.045454545454545456,220,25,30,50,0,55,0,20,0,0,0,0,25,465,0.036231884057971016,0.043478260869565216,0.07246376811594203,0,0.07971014492753623,0,0.028985507246376812,0,0,0,0,0.036231884057971016,0.6739130434782609,120,0.7741935483870968,35,0.22580645161290322,680,555,130,85,40,0,0,30,0.8161764705882353,0.19117647058823528,0.125,0.058823529411764705,0,0,0.04411764705882353,655,270,390,190,195,65,25,105,0.4122137404580153,0.5954198473282443,0.2900763358778626,0.29770992366412213,0.09923664122137404,0.03816793893129771,0.16030534351145037
ottawa_ons2022_civic_hospital_3029_00000_2_7_percent,575,85,0.14782608695652175,90,0.1565217391304348,300,0.5217391304347826,0.1826086956521739,0,0.10434782608695652,0.017391304347826087,0.017391304347826087,0,0,0.19130434782608696,0,0,0,0,0.12173913043478261,305,275,30,180,63,57,10,66800,92400,64400,92000,5,7,0.847457627118644,0,110,0.19298245614035087,0,0,75,0.2054794520547945,0,0,42,45,105,35,0.28,10,10,0,0,60,0,0,285,0.4956521739130435,10,0.017391304347826087,90,0.6428571428571429,20,0.14285714285714285,20,0.14285714285714285,15,0.10714285714285714,0,0,135,0.4909090909090909,20,0.07272727272727272,1,0,110,0,15,75,0,15,0,0,0,0,0,0,0,460,0,0.02608695652173913,0.13043478260869565,0,0.02608695652173913,0,0,0,0,0,0,0,0.8,95,0.8636363636363636,10,0.09090909090909091,565,485,85,65,20,0,10,10,0.8584070796460177,0.1504424778761062,0.11504424778761062,0.035398230088495575,0,0.017699115044247787,0.017699115044247787,535,320,215,90,125,25,60,35,0.5981308411214953,0.40186915887850466,0.16822429906542055,0.2336448598130841,0.04672897196261682,0.11214953271028037,0.06542056074766354
ottawa_ons2022_clarence_rockland_3604_00000_1_7_percent,16595,2765,0.16661645073817416,1640,0.09882494727327508,8830,0.532087978306719,0.20186803253992167,0.0030129557095510697,0.033443808376016876,0.050918951491413074,0.0216932811087677,0.027417896956914732,0,0.04670081349804158,0.0072310937029225674,0.24242424242424243,0,0.08262591963780419,0.09279903585417294,8805,8310,490,5025,64,60,6,49480,53850,47640,53900,12,15,0.6553480475382003,120,800,0.04822182037371911,120,0.03550295857988166,385,0.03904665314401623,305,0.09090909090909091,43,45,3350,915,0.1944739638682253,845,360,455,0,555,50,0,13925,0.8391081651099729,1620,0.09761976498945465,5525,0.9293523969722456,95,0.0159798149705635,150,0.025231286795626577,10,0.001682085786375105,155,0.02607232968881413,2355,0.2833935018050541,1290,0.1552346570397112,0.9173740803621958,0.07905803195962995,775,10,30,615,20,60,15,0,0,0,0,0,20,15815,6.025911419102139e-4,0.0018077734257306419,0.037059355227478157,0.0012051822838204278,0.0036155468514612837,9.038867128653209e-4,0,0,0,0,0,0.0012051822838204278,0.9529978909310033,3370,0.986822840409956,45,0.013177159590043924,16405,14940,1465,750,715,585,125,10,0.9106979579396526,0.08930204206034746,0.04571776897287412,0.043584273087473334,0.035659859798841814,0.007619628162145687,6.095702529716549e-4,15840,10405,5435,2200,3230,2610,565,50,0.6568813131313131,0.34311868686868685,0.1388888888888889,0.2039141414141414,0.16477272727272727,0.03566919191919192,0.0031565656565656565
ottawa_ons2022_colonnade_business_park_3030_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_constance_bay_3031_00000_5_1_percent,140,15,0.10714285714285714,0,0,90,0.6428571428571429,0.2857142857142857,0,0.07142857142857142,0.14285714285714285,0,0.14285714285714285,0,0,0,NA,0,0.125,0.21428571428571427,65,65,0,60,50,50,0,47000,57000,46000,56000,12,18,0.625,0,25,0.17857142857142858,0,0,15,0.1875,0,0,52,56,40,10,0.6666666666666666,20,0,20,0,10,0,0,40,0.2857142857142857,0,0,30,1,0,0,0,0,0,0,0,0,35,0.5384615384615384,10,0.15384615384615385,0.875,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,0,0,140,115,25,25,0,0,0,0,0.8214285714285714,0.17857142857142858,0.17857142857142858,0,0,0,0,135,70,60,55,0,0,0,0,0.5185185185185185,0.4444444444444444,0.4074074074074074,0,0,0,0
ottawa_ons2022_convent_glen_orleans_woods_3032_00000_1_5_percent,4695,700,0.14909478168264112,440,0.09371671991480299,2320,0.4941427050053248,0.2641107561235357,0.023429179978700747,0.12779552715654952,0.043663471778487756,0.010649627263045794,0.029818956336528223,0.002129925452609159,0.15122470713525027,0.01703940362087327,0.14953271028037382,0,0.03879310344827586,0.11608093716719915,2295,2100,195,1695,58,53,9,54250,60500,52800,60950,11,14,0.7995689655172413,80,185,0.039403620873269436,25,0.028901734104046242,70,0.02702702702702703,95,0.07661290322580645,46,48,1240,385,0.30078125,205,50,140,10,600,110,0,3240,0.6908315565031983,330,0.07036247334754797,920,0.7698744769874477,170,0.14225941422594143,70,0.058577405857740586,0,0,40,0.03347280334728033,905,0.430952380952381,165,0.07857142857142857,0.9612068965517241,0.0794979079497908,710,10,30,445,0,140,30,10,10,10,0,0,25,3980,0.002129925452609159,0.006389776357827476,0.09478168264110756,0,0.029818956336528223,0.006389776357827476,0.002129925452609159,0.002129925452609159,0.002129925452609159,0,0,0.005324813631522897,0.8477103301384451,840,0.9545454545454546,40,0.045454545454545456,4660,4265,390,320,65,10,35,25,0.9152360515021459,0.08369098712446352,0.06866952789699571,0.013948497854077254,0.002145922746781116,0.0075107296137339056,0.00536480686695279,4485,3135,1350,830,520,150,235,140,0.6989966555183946,0.3010033444816054,0.1850613154960981,0.11594202898550725,0.033444816053511704,0.05239687848383501,0.03121516164994426
ottawa_ons2022_corkery_3033_00000_2_5_percent,325,80,0.24615384615384617,20,0.06153846153846154,185,0.5692307692307692,0.1076923076923077,0,0.046153846153846156,0.046153846153846156,0.03076923076923077,0,0,0.07692307692307693,0,0,0,0.05263157894736842,0.03076923076923077,160,155,0,85,65,63,0,68000,79500,65500,77000,7,7,0.8421052631578947,0,0,0,0,0,0,0,0,0,38,40,35,0,0,15,10,0,0,15,0,0,145,0.4461538461538462,10,0.03076923076923077,55,0.8461538461538461,0,0,0,0,0,0,0,0,95,0.6129032258064516,0,0,0.9736842105263158,0,25,0,15,10,0,0,0,0,0,0,0,0,0,295,0,0.046153846153846156,0.03076923076923077,0,0,0,0,0,0,0,0,0,0.9076923076923077,90,1,0,0,325,285,35,35,0,0,0,0,0.8769230769230769,0.1076923076923077,0.1076923076923077,0,0,0,0,300,185,115,60,50,35,20,0,0.6166666666666667,0.38333333333333336,0.2,0.16666666666666666,0.11666666666666667,0.06666666666666667,0
ottawa_ons2022_cornwall_3802_00000_2_5_percent,11170,1180,0.10564010743061773,770,0.06893464637421665,5295,0.4740376007162041,0.3513876454789615,0.007162041181736795,0.03536257833482542,0.03491495076096687,0.019695613249776187,0.011190689346463742,0.0013428827215756492,0.049686660698299016,0.0040286481647269475,0.15,0,0.13125590179414542,0.20098478066248882,4740,4240,505,5245,47,42,11,38600,36960,36440,36840,24,29,0.5609065155807366,45,1630,0.1459265890778872,200,0.13937282229965156,710,0.12209802235597593,720,0.1836734693877551,52,58,3925,705,0.3373205741626794,390,220,125,15,395,80,0,4550,0.40752351097178685,340,0.03045230631437528,3230,0.906030855539972,75,0.021037868162692847,160,0.04488078541374474,40,0.011220196353436185,70,0.019635343618513323,665,0.15683962264150944,450,0.10613207547169812,0.8677998111425873,0.061711079943899017,555,155,35,165,30,85,35,10,15,0,0,0,15,10610,0.01387645478961504,0.003133393017009848,0.01477170993733214,0.0026857654431512983,0.007609668755595345,0.003133393017009848,8.952551477170994e-4,0.0013428827215756492,0,0,0,0.0013428827215756492,0.9498657117278424,1305,0.9094076655052264,130,0.09059233449477352,11100,10155,945,540,405,325,65,10,0.9148648648648648,0.08513513513513514,0.04864864864864865,0.03648648648648649,0.02927927927927928,0.005855855855855856,9.009009009009009e-4,10850,7070,3775,2155,1625,1100,420,100,0.6516129032258065,0.347926267281106,0.19861751152073734,0.1497695852534562,0.10138248847926268,0.03870967741935484,0.009216589861751152
ottawa_ons2022_craig_henry_manordale_3034_00000_2_2_percent,885,200,0.22598870056497175,130,0.14689265536723164,450,0.5084745762711864,0.12429378531073447,0.15254237288135594,0.3728813559322034,0.03389830508474576,0.011299435028248588,0.02824858757062147,0,0.4406779661016949,0.1694915254237288,0.5,0,0.08791208791208792,0.03389830508474576,420,355,60,270,61,51,14,47400,51000,43600,47200,15,17,0.7032967032967034,150,110,0.12429378531073447,70,0.27450980392156865,40,0.0761904761904762,0,0,38,38,110,65,0.18309859154929578,30,10,25,0,330,135,0,335,0.3785310734463277,95,0.10734463276836158,165,0.717391304347826,40,0.17391304347826086,0,0,0,0,20,0.08695652173913043,125,0.352112676056338,35,0.09859154929577464,0.9120879120879121,0.043478260869565216,390,0,20,210,0,130,25,0,0,0,0,0,0,490,0,0.022598870056497175,0.23728813559322035,0,0.14689265536723164,0.02824858757062147,0,0,0,0,0,0,0.5536723163841808,190,0.7307692307692307,70,0.2692307692307692,880,805,75,50,20,10,0,15,0.9147727272727273,0.08522727272727272,0.056818181818181816,0.022727272727272728,0.011363636363636364,0,0.017045454545454544,850,525,330,145,185,20,70,90,0.6176470588235294,0.38823529411764707,0.17058823529411765,0.21764705882352942,0.023529411764705882,0.08235294117647059,0.10588235294117647
ottawa_ons2022_crestview_tanglewood_3035_00000_1_4_percent,895,140,0.1564245810055866,110,0.12290502793296089,495,0.553072625698324,0.16759776536312848,0.061452513966480445,0.2681564245810056,0.0446927374301676,0.0223463687150838,0.0223463687150838,0,0.3240223463687151,0.08379888268156424,0.3488372093023256,0,0.08163265306122448,0.0782122905027933,500,465,35,255,66,61,7,52900,59600,49100,57500,10,13,0.8469387755102041,75,45,0.05,0,0,35,0.06363636363636363,0,0,42,44,150,50,0.20408163265306123,40,20,20,0,240,55,0,315,0.35,25,0.027777777777777776,215,0.7678571428571429,55,0.19642857142857142,0,0,0,0,0,0,185,0.3978494623655914,50,0.10752688172043011,0.9285714285714286,0.03571428571428571,290,0,0,130,0,105,20,10,10,0,10,0,10,610,0,0,0.1452513966480447,0,0.11731843575418995,0.0223463687150838,0.0111731843575419,0.0111731843575419,0,0.0111731843575419,0,0.0111731843575419,0.6815642458100558,160,0.8205128205128205,35,0.1794871794871795,890,730,165,115,50,25,20,10,0.8202247191011236,0.1853932584269663,0.12921348314606743,0.056179775280898875,0.028089887640449437,0.02247191011235955,0.011235955056179775,880,485,390,260,130,40,45,50,0.5511363636363636,0.4431818181818182,0.29545454545454547,0.14772727272727273,0.045454545454545456,0.05113636363636364,0.056818181818181816
ottawa_ons2022_crystal_bay_lakeview_park_3036_00000_2_0_percent,405,50,0.12345679012345678,20,0.04938271604938271,220,0.5432098765432098,0.24691358024691357,0,0.12345679012345678,0.04938271604938271,0.04938271604938271,0,0,0.09876543209876543,0.024691358024691357,0.2222222222222222,0,0,0.1111111111111111,185,165,15,170,52,47,8,54200,74500,57600,74000,8,10,0.8444444444444444,10,50,0.12345679012345678,0,0,30,0.13043478260869565,0,0,47,49,100,10,0.1,20,20,0,0,50,0,0,185,0.45121951219512196,0,0,40,0.8,0,0,0,0,0,0,0,0,115,0.696969696969697,0,0,0.9555555555555556,0,40,15,0,10,0,0,0,0,0,0,0,0,0,370,0.037037037037037035,0,0.024691358024691357,0,0,0,0,0,0,0,0,0,0.9135802469135802,75,1,0,0,400,360,40,25,20,0,0,15,0.9,0.1,0.0625,0.05,0,0,0.0375,395,290,105,75,30,20,10,0,0.7341772151898734,0.26582278481012656,0.189873417721519,0.0759493670886076,0.05063291139240506,0.02531645569620253,0
ottawa_ons2022_cumberland_3037_00000_1_2_percent,1930,260,0.13471502590673576,260,0.13471502590673576,1015,0.5259067357512953,0.20207253886010362,0,0.038860103626943004,0.04404145077720207,0.018134715025906734,0.023316062176165803,0,0.015544041450777202,0,0,0,0.08292682926829269,0.054404145077720206,1095,1020,80,575,66,61,7,59100,70100,57200,70800,8,11,0.7073170731707317,0,35,0.01818181818181818,0,0,25,0.0211864406779661,0,0,45,50,390,90,0.1565217391304348,85,35,45,0,75,0,0,1415,0.7331606217616581,80,0.04145077720207254,580,0.9354838709677419,20,0.03225806451612903,0,0,0,0,10,0.016129032258064516,400,0.39215686274509803,150,0.14705882352941177,0.9170731707317074,0.03225806451612903,30,0,0,0,0,10,15,0,0,0,0,0,0,1895,0,0,0,0,0.0051813471502590676,0.007772020725388601,0,0,0,0,0,0,0.9818652849740933,360,0.972972972972973,10,0.02702702702702703,1910,1805,110,90,15,15,0,0,0.9450261780104712,0.05759162303664921,0.04712041884816754,0.007853403141361256,0.007853403141361256,0,0,1880,1425,460,315,145,70,75,0,0.7579787234042553,0.24468085106382978,0.1675531914893617,0.07712765957446809,0.03723404255319149,0.0398936170212766,0
ottawa_ons2022_deep_river_3705_00000_2_4_percent,265,25,0.09433962264150944,25,0.09433962264150944,135,0.5094339622641509,0.24528301886792453,0,0.07547169811320754,0.03773584905660377,0,0.03773584905660377,0,0.05660377358490566,0,0,0,0.06666666666666667,0.18867924528301888,120,115,0,110,51,49,0,50800,62800,52400,64500,11,13,0.7,0,0,0,0,0,0,0,0,0,48,47,65,10,0.2,10,0,10,0,20,0,0,120,0.46153846153846156,0,0,60,0.75,0,0,0,0,0,0,10,0.125,45,0.391304347826087,0,0,0.9,0,15,0,0,0,0,0,10,0,0,0,0,0,0,245,0,0,0,0,0,0.03773584905660377,0,0,0,0,0,0,0.9245283018867925,35,1,0,0,265,230,35,15,20,0,10,10,0.8679245283018868,0.1320754716981132,0.05660377358490566,0.07547169811320754,0,0.03773584905660377,0.03773584905660377,265,160,105,25,80,55,20,10,0.6037735849056604,0.39622641509433965,0.09433962264150944,0.3018867924528302,0.20754716981132076,0.07547169811320754,0.03773584905660377
ottawa_ons2022_drummond_north_elmsley_3403_00000_2_7_percent,360,40,0.1111111111111111,15,0.041666666666666664,200,0.5555555555555556,0.2777777777777778,0,0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0,0,0,NA,0,0.05,0.09722222222222222,185,140,40,135,59,44,22,40800,54800,52400,63200,12,18,0.825,0,25,0.06944444444444445,0,0,0,0,0,0,51,56,100,10,0.16666666666666666,60,30,30,0,0,0,0,135,0.3698630136986301,15,0.0410958904109589,85,0.9444444444444444,0,0,0,0,0,0,0,0,50,0.35714285714285715,20,0.14285714285714285,0.925,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0.9861111111111112,45,1,0,0,355,305,50,0,50,35,0,0,0.8591549295774648,0.14084507042253522,0,0.14084507042253522,0.09859154929577464,0,0,340,185,160,0,160,95,60,0,0.5441176470588235,0.47058823529411764,0,0.47058823529411764,0.27941176470588236,0.17647058823529413,0
ottawa_ons2022_dunrobin_3038_00000_2_2_percent,490,120,0.24489795918367346,65,0.1326530612244898,255,0.5204081632653061,0.11224489795918367,0.02040816326530612,0.11224489795918367,0.07142857142857142,0.02040816326530612,0.05102040816326531,0,0.12244897959183673,0,0,0,0,0.030612244897959183,255,255,0,120,68,68,0,69200,90800,72800,92000,4,5,0.84,0,0,0,0,0,0,0,0,0,37,40,55,20,0.10526315789473684,35,10,25,0,55,10,0,205,0.41836734693877553,20,0.04081632653061224,95,0.9047619047619048,0,0,0,0,0,0,0,0,150,0.5882352941176471,35,0.13725490196078433,1,0,60,0,20,0,10,10,25,0,0,0,0,0,0,430,0,0.04081632653061224,0,0.02040816326530612,0.02040816326530612,0.05102040816326531,0,0,0,0,0,0,0.8775510204081632,125,0.9259259259259259,15,0.1111111111111111,490,470,25,15,10,0,0,0,0.9591836734693877,0.05102040816326531,0.030612244897959183,0.02040816326530612,0,0,0,460,325,135,80,60,15,30,15,0.7065217391304348,0.29347826086956524,0.17391304347826086,0.13043478260869565,0.03260869565217391,0.06521739130434782,0.03260869565217391
ottawa_ons2022_east_hawkesbury_3605_00000_2_2_percent,2125,305,0.14352941176470588,175,0.08235294117647059,1210,0.5694117647058824,0.1976470588235294,0,0.014150943396226415,0.04009433962264151,0.02122641509433962,0.018867924528301886,0,0.02358490566037736,0,0,0,0.0860655737704918,0.10588235294117647,1150,1060,85,670,63,58,7,40760,42760,38160,43040,16,21,0.5983606557377049,0,280,0.13176470588235295,35,0.0958904109589041,125,0.09363295880149813,125,0.29411764705882354,45,50,420,80,0.15384615384615385,85,45,40,0,30,0,0,1855,0.875,495,0.23349056603773585,835,0.9766081871345029,0,0,15,0.017543859649122806,0,0,0,0,205,0.19339622641509435,160,0.1509433962264151,0.9098360655737705,0.09941520467836257,50,0,0,10,0,25,20,0,0,0,0,0,0,2070,0,0,0.0047169811320754715,0,0.01179245283018868,0.009433962264150943,0,0,0,0,0,0,0.9764150943396226,370,1,0,0,2100,1890,210,110,100,70,30,0,0.9,0.1,0.05238095238095238,0.047619047619047616,0.03333333333333333,0.014285714285714285,0,2030,1305,720,105,620,350,275,0,0.6428571428571429,0.35467980295566504,0.05172413793103448,0.3054187192118227,0.1724137931034483,0.1354679802955665,0
ottawa_ons2022_edwards_carlsbad_springs_3039_00000_5_6_percent,835,120,0.1437125748502994,55,0.0658682634730539,485,0.5808383233532934,0.20958083832335328,0,0.04790419161676647,0.05389221556886228,0.017964071856287425,0.029940119760479042,0,0.04790419161676647,0,0,0,0.17525773195876287,0.08383233532934131,470,435,35,250,65,60,7,50900,57200,52300,59100,12,15,0.5670103092783505,0,30,0.03592814371257485,0,0,20,0.038834951456310676,15,0.08571428571428572,47,52,175,45,0.20930232558139536,45,15,25,0,40,0,0,460,0.5476190476190477,45,0.05357142857142857,280,0.9655172413793104,0,0,0,0,0,0,0,0,145,0.3333333333333333,70,0.16091954022988506,0.8247422680412371,0,40,0,0,0,0,20,0,0,0,0,0,0,0,795,0,0,0,0,0.023952095808383235,0,0,0,0,0,0,0,0.9520958083832335,140,0.9655172413793104,0,0,830,805,25,20,10,0,0,0,0.9698795180722891,0.030120481927710843,0.024096385542168676,0.012048192771084338,0,0,0,800,610,195,135,55,50,0,0,0.7625,0.24375,0.16875,0.06875,0.0625,0,0
ottawa_ons2022_elmvale_canterbury_3040_00000_2_0_percent,1650,230,0.1393939393939394,170,0.10303030303030303,895,0.5424242424242425,0.21515151515151515,0.021212121212121213,0.19393939393939394,0.021212121212121213,0.006060606060606061,0.012121212121212121,0,0.2909090909090909,0.04242424242424243,0.24561403508771928,0,0.0449438202247191,0.1393939393939394,860,755,110,555,61,53,13,50200,54000,47880,53600,12,17,0.8258426966292135,70,125,0.07598784194528875,0,0,70,0.06896551724137931,50,0.14084507042253522,44,45,355,110,0.23655913978494625,35,10,20,0,320,35,0,790,0.47878787878787876,115,0.0696969696969697,225,0.6428571428571429,40,0.11428571428571428,40,0.11428571428571428,10,0.02857142857142857,35,0.1,400,0.5298013245033113,20,0.026490066225165563,0.9550561797752809,0.04285714285714286,480,10,10,255,0,160,10,0,0,0,10,10,15,1170,0.006060606060606061,0.006060606060606061,0.15454545454545454,0,0.09696969696969697,0.006060606060606061,0,0,0,0.006060606060606061,0.006060606060606061,0.00909090909090909,0.7090909090909091,265,0.8833333333333333,40,0.13333333333333333,1640,1470,165,130,35,25,10,0,0.8963414634146342,0.10060975609756098,0.07926829268292683,0.021341463414634148,0.01524390243902439,0.006097560975609756,0,1585,1095,495,305,190,85,60,50,0.6908517350157729,0.31230283911671924,0.19242902208201892,0.11987381703470032,0.05362776025236593,0.03785488958990536,0.031545741324921134
