name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized,number_of_children_eligible_for_instruction_in_the_minority_official_language,percent_of_children_eligible_for_instruction_in_the_minority_official_language,number_of_children_not_eligible_for_instruction_in_the_minority_official_language,percent_of_children_not_eligible_for_instruction_in_the_minority_official_language
ottawa_ons2022_beaverbrook_3005_00000_2_3_percent,365,365,1,0,0,0,0,0,0.06944444444444445,0.06944444444444445,0,0,0,0,0.4027777777777778,0,0,0.05555555555555555,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,55,0.1506849315068493,55,0.1506849315068493,0,NA,0,NA,3.9,4.1,0,85,0.2328767123287671,0,0,0,0,25,25,20,25,0.06944444444444445,15,0.041666666666666664,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,145,45,35,15,0,25,0,0,0,0,0,0,0,215,0.125,0.09722222222222222,0.041666666666666664,0,0.06944444444444445,0,0,0,0,0,0,0,0.5972222222222222,105,0.2876712328767123,255,0.6986301369863014
ottawa_ons2022_beckwith_3401_00000_1_8_percent,810,810,1,0,0,0,0,0,0,0,0.07407407407407407,0.030864197530864196,0.024691358024691357,0,0.07407407407407407,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.4,3.2,0,20,0.024844720496894408,60,25,20,0,0,0,0,25,0.030864197530864196,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,60,20,0,0,10,0,0,0,0,10,0,10,10,750,0.024691358024691357,0,0,0.012345679012345678,0,0,0,0,0.012345679012345678,0,0.012345679012345678,0.012345679012345678,0.9259259259259259,155,0.19254658385093168,655,0.8136645962732919
ottawa_ons2022_beechwood_cemetery_3006_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_bells_corners_east_3007_00000_1_1_percent,330,330,1,0,0,0,0,0,0.029850746268656716,0.029850746268656716,0,0,0,0,0.31343283582089554,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,25,0.07575757575757576,25,0.07575757575757576,0,NA,0,NA,3.4,3.5,0,50,0.15151515151515152,0,0,0,0,10,10,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,105,35,0,30,10,0,0,0,0,0,0,0,20,230,0.1044776119402985,0,0.08955223880597014,0.029850746268656716,0,0,0,0,0,0,0,0.05970149253731343,0.6865671641791045,105,0.3181818181818182,225,0.6818181818181818
ottawa_ons2022_bells_corners_west_3008_00000_2_6_percent,365,365,1,0,0,0,0,0,0.0410958904109589,0.0410958904109589,0.0684931506849315,0.0273972602739726,0.0410958904109589,0,0.3150684931506849,0.0273972602739726,0.6666666666666666,0.0410958904109589,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,55,0.1506849315068493,55,0.1506849315068493,0,NA,0,NA,3.6,3.7,0,80,0.2191780821917808,25,10,15,0,15,15,15,25,0.0684931506849315,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,115,0,0,30,0,45,10,0,15,0,0,10,0,250,0,0,0.0821917808219178,0,0.1232876712328767,0.0273972602739726,0,0.0410958904109589,0,0,0.0273972602739726,0,0.684931506849315,100,0.273972602739726,260,0.7123287671232876
ottawa_ons2022_billings_bridge_heron_park_3009_00000_6_4_percent,320,320,1,0,0,0,0,0,0,0,0.078125,0.046875,0,0.046875,0.453125,0,NA,0.046875,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,65,0.2,65,0.2,0,NA,0,NA,3.4,3.2,0,105,0.328125,25,15,0,15,0,0,15,50,0.15625,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,145,10,15,80,10,20,10,0,0,0,0,0,0,175,0.03125,0.046875,0.25,0.03125,0.0625,0.03125,0,0,0,0,0,0,0.546875,125,0.38461538461538464,200,0.6153846153846154
ottawa_ons2022_blackburn_hamlet_3010_00000_2_3_percent,595,595,1,0,0,0,0,0,0.01680672268907563,0.01680672268907563,0.03361344537815126,0.01680672268907563,0,0,0.24369747899159663,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,75,0.12605042016806722,75,0.12605042016806722,0,NA,0,NA,3.5,3.6,0,110,0.18487394957983194,20,10,0,0,10,10,0,100,0.16806722689075632,70,0.11764705882352941,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,145,10,0,60,10,20,0,10,0,0,15,0,15,450,0.01680672268907563,0,0.10084033613445378,0.01680672268907563,0.03361344537815126,0,0.01680672268907563,0,0,0.025210084033613446,0,0.025210084033613446,0.7563025210084033,260,0.4369747899159664,335,0.5630252100840336
ottawa_ons2022_blossom_park_timbermill_3011_00000_2_0_percent,665,665,1,0,0,0,0,0,0.03007518796992481,0.03007518796992481,0.022556390977443608,0,0.015037593984962405,0,0.5413533834586466,0.03007518796992481,1,0.06818181818181818,NA,0,0,NA,NA,NA,NA,NA,NA,NA,20,110,0.16541353383458646,110,0.16541353383458646,0,NA,0,NA,3.7,3.6,0,105,0.16030534351145037,15,0,10,0,20,20,45,45,0.06818181818181818,10,0.015151515151515152,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,360,10,25,115,0,165,0,0,10,0,0,0,30,305,0.015037593984962405,0.03759398496240601,0.17293233082706766,0,0.24812030075187969,0,0,0.015037593984962405,0,0,0,0.045112781954887216,0.45864661654135336,200,0.3007518796992481,465,0.6992481203007519
ottawa_ons2022_bonnechere_valley_3703_00000_4_5_percent,250,250,1,0,0,0,0,0,0,0,0.10204081632653061,0.04081632653061224,0.061224489795918366,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,40,0.16,40,0.16,0,NA,0,NA,3.4,3.5,0,25,0.10204081632653061,25,10,15,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.08,230,0.92
ottawa_ons2022_borden_farm_fisher_glen_3012_00000_3_2_percent,460,460,1,0,0,0,0,0,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.021739130434782608,0,0,0.358695652173913,0,0,0.03260869565217391,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,30,0.06521739130434782,30,0.06521739130434782,0,NA,0,NA,3.6,3.5,0,45,0.09782608695652174,10,10,0,0,20,20,15,20,0.043478260869565216,10,0.021739130434782608,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,165,15,30,40,25,15,0,10,10,10,0,0,15,300,0.03260869565217391,0.06521739130434782,0.08695652173913043,0.05434782608695652,0.03260869565217391,0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0,0,0.03260869565217391,0.6521739130434783,90,0.1956521739130435,370,0.8043478260869565
ottawa_ons2022_braemar_park_belair_heights_copeland_park_3013_00000_4_5_percent,530,530,1,0,0,0,0,0,0.05660377358490566,0.05660377358490566,0,0,0,0,0.2830188679245283,0.018867924528301886,0.3333333333333333,0.018867924528301886,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,0,0,0,0,0,NA,0,NA,3.2,3,0,70,0.1320754716981132,0,0,0,0,30,30,10,25,0.04716981132075472,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,150,30,10,35,10,25,0,10,10,10,0,0,10,380,0.05660377358490566,0.018867924528301886,0.0660377358490566,0.018867924528301886,0.04716981132075472,0,0.018867924528301886,0.018867924528301886,0.018867924528301886,0,0,0.018867924528301886,0.71698113207547165,155,0.29245283018867924,375,0.7075471698113207
ottawa_ons2022_bridlewood_emerald_meadows_3014_00000_1_2_percent,2170,2170,1,0,0,0,0,0,0.029885057471264367,0.029885057471264367,0.03908045977011494,0.016091954022988506,0.022988505747126436,0,0.31724137931034485,0,0,0.04597701149425287,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,105,0.04827586206896552,105,0.04827586206896552,0,NA,0,NA,3.7,3.8,0,200,0.09216589861751152,85,35,50,0,65,65,100,125,0.05747126436781609,35,0.016091954022988506,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,690,200,100,140,15,80,10,20,25,15,0,0,80,1485,0.09195402298850575,0.04597701149425287,0.06436781609195402,0.006896551724137931,0.0367816091954023,0.004597701149425287,0.009195402298850575,0.011494252873563218,0.006896551724137931,0,0,0.0367816091954023,0.6827586206896552,615,0.2827586206896552,1560,0.7172413793103448
ottawa_ons2022_britannia_3015_00000_4_2_percent,465,465,1,0,0,0,0,0,0.06451612903225806,0.07526881720430108,0,0,0,0,0.5376344086021505,0.021505376344086023,0.2857142857142857,0.08602150537634409,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,145,0.30851063829787234,145,0.30851063829787234,0,NA,0,NA,3.6,3.7,0,165,0.358695652173913,0,0,0,0,35,30,40,40,0.08602150537634409,10,0.021505376344086023,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,250,35,0,120,15,30,10,20,0,0,0,0,15,215,0.07526881720430108,0,0.25806451612903225,0.03225806451612903,0.06451612903225806,0.021505376344086023,0.043010752688172046,0,0,0,0,0.03225806451612903,0.46236559139784944,90,0.19148936170212766,375,0.7978723404255319
ottawa_ons2022_brookside_briarbrook_morgans_grant_3016_00000_1_0_percent,1125,1125,1,0,0,0,0,0,0.05752212389380531,0.06637168141592921,0.035398230088495575,0.017699115044247787,0.008849557522123894,0,0.5929203539823009,0.008888888888888889,0.13333333333333333,0.05309734513274336,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,55,0.04888888888888889,55,0.04888888888888889,0,NA,0,NA,3.9,4,0,115,0.10222222222222223,40,20,10,0,75,65,60,60,0.05309734513274336,20,0.017699115044247787,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,670,180,120,115,35,140,15,20,35,0,0,0,10,460,0.1592920353982301,0.10619469026548672,0.10176991150442478,0.030973451327433628,0.12389380530973451,0.01327433628318584,0.017699115044247787,0.030973451327433628,0,0,0,0.008849557522123894,0.40707964601769914,235,0.2088888888888889,895,0.7955555555555556
ottawa_ons2022_brudenell_lyndoch_and_raglan_3704_00000_5_1_percent,50,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,4.6,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,1
ottawa_ons2022_cardinal_creek_3017_00000_1_7_percent,995,995,1,0,0,0,0,0,0.01507537688442211,0.01507537688442211,0.02512562814070352,0,0.020100502512562814,0,0.32160804020100503,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,35,0.035175879396984924,35,0.035175879396984924,0,NA,0,NA,3.7,3.9,0,65,0.06565656565656566,25,0,20,0,15,15,0,360,0.36180904522613067,155,0.15577889447236182,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,320,30,10,150,10,85,0,10,0,0,0,0,25,675,0.03015075376884422,0.010050251256281407,0.1507537688442211,0.010050251256281407,0.08542713567839195,0,0.010050251256281407,0,0,0,0,0.02512562814070352,0.678391959798995,555,0.5577889447236181,440,0.44221105527638194
ottawa_ons2022_carleton_heights_courtland_park_3018_00000_3_6_percent,440,440,1,0,0,0,0,0,0.0449438202247191,0.0449438202247191,0.07865168539325842,0.033707865168539325,0.033707865168539325,0,0.5056179775280899,0.022727272727272728,0.5,0.0898876404494382,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,105,0.23863636363636365,105,0.23863636363636365,0,NA,0,NA,3.9,3.9,0,120,0.2727272727272727,35,15,15,0,20,20,40,65,0.14606741573033707,10,0.02247191011235955,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,225,35,10,80,0,55,20,0,0,0,0,0,0,220,0.07865168539325842,0.02247191011235955,0.1797752808988764,0,0.12359550561797752,0.0449438202247191,0,0,0,0,0,0,0.4943820224719101,165,0.375,280,0.6363636363636364
ottawa_ons2022_carleton_place_3402_00000_2_3_percent,970,970,1,0,0,0,0,0,0.010309278350515464,0.010309278350515464,0.05154639175257732,0.02577319587628866,0.010309278350515464,0.010309278350515464,0.0979381443298969,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,70,0.07253886010362694,70,0.07253886010362694,0,NA,0,NA,3.4,3.5,0,120,0.1256544502617801,50,25,10,10,10,10,0,25,0.02577319587628866,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,95,15,0,35,0,20,10,0,0,0,0,0,0,875,0.015463917525773196,0,0.03608247422680412,0,0.020618556701030927,0.010309278350515464,0,0,0,0,0,0,0.9020618556701031,160,0.16580310880829016,810,0.8393782383419689
ottawa_ons2022_carleton_university_3019_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_carlington_3020_00000_4_4_percent,1265,1265,1,0,0,0,0,0,0.05533596837944664,0.05533596837944664,0.02766798418972332,0.011857707509881422,0,0.007905138339920948,0.6007905138339921,0.03162055335968379,0.5714285714285714,0.07114624505928854,NA,0,0,NA,NA,NA,NA,NA,NA,NA,40,375,0.2976190476190476,375,0.2976190476190476,0,NA,0,NA,3.6,3.6,0,300,0.23715415019762845,35,15,0,10,70,70,90,120,0.09486166007905138,30,0.023715415019762844,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,760,55,40,405,15,105,15,65,25,10,0,0,15,505,0.043478260869565216,0.03162055335968379,0.3201581027667984,0.011857707509881422,0.08300395256916997,0.011857707509881422,0.05138339920948617,0.019762845849802372,0.007905138339920948,0,0,0.011857707509881422,0.39920948616600793,345,0.27380952380952384,920,0.7301587301587301
ottawa_ons2022_carp_3021_00000_1_8_percent,400,400,1,0,0,0,0,0,0,0,0.08860759493670886,0.02531645569620253,0.05063291139240506,0,0.1518987341772152,0,NA,0.02531645569620253,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,4,4.2,0,20,0.05,35,10,20,0,0,0,10,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,60,10,10,10,0,0,0,15,0,0,0,0,10,335,0.02531645569620253,0.02531645569620253,0.02531645569620253,0,0,0,0.0379746835443038,0,0,0,0,0.02531645569620253,0.8481012658227848,120,0.3,280,0.7
ottawa_ons2022_carson_grove_carson_meadows_3022_00000_2_5_percent,645,645,1,0,0,0,0,0,0.078125,0.078125,0.03125,0.03125,0,0,0.59375,0.03875968992248062,0.5,0.0234375,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25,125,0.1937984496124031,125,0.1937984496124031,0,NA,0,NA,3.6,3.5,0,160,0.24806201550387597,20,20,0,0,50,50,15,240,0.375,120,0.1875,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,380,55,15,185,0,50,0,0,45,0,0,0,10,265,0.0859375,0.0234375,0.2890625,0,0.078125,0,0,0.0703125,0,0,0,0.015625,0.4140625,340,0.5271317829457365,305,0.4728682170542636
ottawa_ons2022_casselman_3602_00000_2_7_percent,295,295,1,0,0,0,0,0,0.03389830508474576,0.03389830508474576,0,0,0,0,0.2542372881355932,0,0,0.03389830508474576,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,30,0.1016949152542373,30,0.1016949152542373,0,NA,0,NA,4,4,0,45,0.15254237288135594,0,0,0,0,10,10,10,155,0.5254237288135594,80,0.2711864406779661,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,75,10,20,20,0,0,0,10,0,0,0,0,0,220,0.03389830508474576,0.06779661016949153,0.06779661016949153,0,0,0,0.03389830508474576,0,0,0,0,0,0.7457627118644068,230,0.7796610169491526,65,0.22033898305084745
ottawa_ons2022_centrepointe_briargreen_3023_00000_1_9_percent,450,450,1,0,0,0,0,0,0.03296703296703297,0.03296703296703297,0.02197802197802198,0.02197802197802198,0,0,0.4065934065934066,0,0,0.03296703296703297,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,25,0.054945054945054944,25,0.054945054945054944,0,NA,0,NA,3.5,3.5,0,60,0.13333333333333333,10,10,0,0,15,15,15,20,0.04395604395604396,10,0.02197802197802198,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,185,35,45,50,0,35,0,0,0,0,0,0,10,275,0.07692307692307693,0.0989010989010989,0.10989010989010989,0,0.07692307692307693,0,0,0,0,0,0,0.02197802197802198,0.6043956043956044,115,0.25274725274725274,340,0.7472527472527473
ottawa_ons2022_centretown_3024_00000_5_7_percent,1020,1020,1,0,0,0,0,0,0.0392156862745098,0.0392156862745098,0.03431372549019608,0.024509803921568627,0,0,0.49019607843137253,0,0,0.04411764705882353,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,215,0.2107843137254902,215,0.2107843137254902,0,NA,0,NA,3.4,3.6,0,210,0.20689655172413793,35,25,0,0,40,40,45,115,0.11274509803921569,25,0.024509803921568627,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,500,90,50,210,10,25,0,50,20,15,0,0,25,525,0.08823529411764706,0.049019607843137254,0.20588235294117646,0.00980392156862745,0.024509803921568627,0,0.049019607843137254,0.0196078431372549,0.014705882352941176,0,0,0.024509803921568627,0.5147058823529411,375,0.36764705882352944,650,0.6372549019607843
ottawa_ons2022_champlain_3603_00000_2_8_percent,450,450,1,0,0,0,0,0,0,0,0.03333333333333333,0.022222222222222223,0,0,0.044444444444444446,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,45,0.1,45,0.1,0,NA,0,NA,3.4,3.4,0,85,0.18888888888888888,15,10,0,0,0,0,0,230,0.5111111111111111,130,0.28888888888888886,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,20,10,0,10,0,0,0,0,0,0,0,0,0,430,0.022222222222222223,0,0.022222222222222223,0,0,0,0,0,0,0,0,0,0.9555555555555556,345,0.7666666666666667,110,0.24444444444444444
ottawa_ons2022_chapel_hill_north_3025_00000_1_4_percent,760,760,1,0,0,0,0,0,0.046052631578947366,0.05263157894736842,0.03289473684210526,0.019736842105263157,0.019736842105263157,0,0.3881578947368421,0,0,0.03289473684210526,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,60,0.0784313725490196,60,0.0784313725490196,0,NA,0,NA,3.8,3.8,0,95,0.125,25,15,15,0,40,35,25,200,0.2631578947368421,90,0.11842105263157894,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,295,50,25,85,0,50,15,0,10,0,0,0,50,470,0.06578947368421052,0.03289473684210526,0.1118421052631579,0,0.06578947368421052,0.019736842105263157,0,0.013157894736842105,0,0,0,0.06578947368421052,0.618421052631579,415,0.5424836601307189,345,0.45098039215686275
ottawa_ons2022_chapel_hill_south_3026_00000_1_3_percent,1240,1240,1,0,0,0,0,0,0.028225806451612902,0.028225806451612902,0.008064516129032258,0,0.008064516129032258,0,0.46774193548387094,0.008064516129032258,0.2857142857142857,0.028225806451612902,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,25,0.020161290322580645,25,0.020161290322580645,0,NA,0,NA,3.6,3.7,0,135,0.10887096774193548,10,0,10,0,35,35,35,365,0.29435483870967744,150,0.12096774193548387,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,580,95,20,165,10,115,20,30,40,25,0,0,65,660,0.07661290322580645,0.016129032258064516,0.13306451612903225,0.008064516129032258,0.09274193548387097,0.016129032258064516,0.024193548387096774,0.03225806451612903,0.020161290322580645,0,0,0.05241935483870968,0.532258064516129,680,0.5483870967741935,560,0.45161290322580644
ottawa_ons2022_chapman_mills_3027_00000_1_4_percent,1075,1075,1,0,0,0,0,0,0.06074766355140187,0.06542056074766354,0.009345794392523364,0,0.009345794392523364,0,0.6495327102803738,0.009302325581395349,0.14285714285714285,0.0794392523364486,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,90,0.08372093023255814,90,0.08372093023255814,0,NA,0,NA,3.8,3.9,0,75,0.07042253521126761,10,0,10,0,70,65,85,65,0.06074766355140187,15,0.014018691588785047,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,695,150,90,115,45,200,0,25,25,0,0,0,35,375,0.14018691588785046,0.08411214953271028,0.10747663551401869,0.04205607476635514,0.18691588785046728,0,0.02336448598130841,0.02336448598130841,0,0,0,0.03271028037383177,0.35046728971962615,200,0.18604651162790697,875,0.813953488372093
ottawa_ons2022_city_view_3028_00000_4_8_percent,295,295,1,0,0,0,0,0,0.06779661016949153,0.06779661016949153,0.05084745762711865,0,0,0.03389830508474576,0.3559322033898305,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,60,0.20689655172413793,60,0.20689655172413793,0,NA,0,NA,3.7,3.9,0,35,0.1206896551724138,15,0,0,10,20,20,0,40,0.13559322033898305,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,105,10,25,30,0,10,0,20,0,0,0,0,0,185,0.03389830508474576,0.0847457627118644,0.1016949152542373,0,0.03389830508474576,0,0.06779661016949153,0,0,0,0,0,0.6271186440677966,95,0.3220338983050847,200,0.6779661016949152
ottawa_ons2022_civic_hospital_3029_00000_2_7_percent,375,375,1,0,0,0,0,0,0,0,0,0,0,0,0.26666666666666666,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,35,0.0945945945945946,35,0.0945945945945946,0,NA,0,NA,3.7,3.3,0,45,0.12,0,0,0,0,0,0,0,45,0.12,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,100,35,35,20,0,0,0,0,0,0,0,0,10,270,0.09333333333333334,0.09333333333333334,0.05333333333333334,0,0,0,0,0,0,0,0,0.02666666666666667,0.72,150,0.4,220,0.5866666666666667
ottawa_ons2022_clarence_rockland_3604_00000_1_7_percent,2065,2065,1,0,0,0,0,0,0.004842615012106538,0.004842615012106538,0.0387409200968523,0.026634382566585957,0.009685230024213076,0,0.14527845036319612,0,0,0.009685230024213076,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,120,0.05811138014527845,120,0.05811138014527845,0,NA,0,NA,3.8,4,0,215,0.10462287104622871,80,55,20,0,10,10,20,1045,0.5060532687651331,515,0.24939467312348668,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,300,45,0,150,30,20,0,0,10,0,0,0,45,1760,0.021791767554479417,0,0.07263922518159806,0.014527845036319613,0.009685230024213076,0,0,0.004842615012106538,0,0,0,0.021791767554479417,0.8523002421307506,1550,0.7506053268765133,510,0.2469733656174334
