name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized,number_of_children_eligible_for_instruction_in_the_minority_official_language,percent_of_children_eligible_for_instruction_in_the_minority_official_language,number_of_children_not_eligible_for_instruction_in_the_minority_official_language,percent_of_children_not_eligible_for_instruction_in_the_minority_official_language
ottawa_ons2022_hunt_club_park_3056_00000_3_4_percent,605,605,1,0,0,0,0,0,0.01639344262295082,0.01639344262295082,0.03278688524590164,0.01639344262295082,0.01639344262295082,0,0.6721311475409836,0,0,0.040983606557377046,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,105,0.17355371900826447,105,0.17355371900826447,0,NA,0,NA,3.6,3.8,0,160,0.2689075630252101,20,10,10,0,10,10,25,100,0.16393442622950818,45,0.07377049180327869,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,410,15,0,160,0,140,0,0,15,0,0,0,50,200,0.02459016393442623,0,0.26229508196721313,0,0.22950819672131148,0,0,0.02459016393442623,0,0,0,0.08196721311475409,0.32786885245901637,230,0.38016528925619836,375,0.6198347107438017
ottawa_ons2022_industrial_east_3057_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_iris_3058_00000_2_9_percent,345,345,1,0,0,0,0,0,0.057971014492753624,0.057971014492753624,0.08695652173913043,0.07246376811594203,0,0,0.4492753623188406,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,60,0.17391304347826086,60,0.17391304347826086,0,NA,0,NA,3.6,3.9,0,80,0.2318840579710145,30,25,0,0,20,20,0,70,0.2028985507246377,40,0.11594202898550725,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,155,0,0,70,0,25,10,20,10,0,0,0,0,185,0,0,0.2028985507246377,0,0.07246376811594203,0.028985507246376812,0.057971014492753624,0.028985507246376812,0,0,0,0,0.5362318840579711,120,0.34782608695652173,225,0.6521739130434783
ottawa_ons2022_island_park_wellington_village_3059_00000_1_9_percent,430,430,1,0,0,0,0,0,0,0,0.058823529411764705,0.03529411764705882,0,0,0.16470588235294117,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.6,3.8,0,20,0.047619047619047616,25,15,0,0,0,0,0,40,0.09411764705882353,20,0.047058823529411764,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,70,20,10,15,0,10,0,0,0,0,0,0,0,355,0.047058823529411764,0.023529411764705882,0.03529411764705882,0,0.023529411764705882,0,0,0,0,0,0,0,0.8352941176470589,120,0.2823529411764706,310,0.7294117647058823
ottawa_ons2022_kanata_lakes_3060_00000_2_3_percent,1045,1045,1,0,0,0,0,0,0.08133971291866028,0.0861244019138756,0.019138755980861243,0,0.014354066985645933,0,0.6507177033492823,0,0,0.10047846889952153,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,105,0.10047846889952153,105,0.10047846889952153,0,NA,0,NA,4,4.3,0,80,0.07655502392344497,20,0,15,0,90,85,105,20,0.019138755980861243,10,0.009569377990430622,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,680,135,295,35,0,50,0,0,85,20,0,0,45,370,0.1291866028708134,0.2822966507177033,0.03349282296650718,0,0.04784688995215311,0,0,0.08133971291866028,0.019138755980861243,0,0,0.0430622009569378,0.35406698564593303,190,0.18181818181818182,855,0.8181818181818182
ottawa_ons2022_katimavik_hazeldean_3061_00000_1_7_percent,805,805,1,0,0,0,0,0,0.030864197530864196,0.030864197530864196,0.018518518518518517,0.018518518518518517,0,0,0.2716049382716049,0.012422360248447204,0.4,0.037037037037037035,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,50,0.062111801242236024,50,0.062111801242236024,0,NA,0,NA,3.7,3.7,0,105,0.13043478260869565,15,15,0,0,25,25,30,60,0.07407407407407407,35,0.043209876543209874,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,220,30,10,60,0,45,10,30,0,0,0,0,10,585,0.037037037037037035,0.012345679012345678,0.07407407407407407,0,0.05555555555555555,0.012345679012345678,0.037037037037037035,0,0,0,0,0.012345679012345678,0.7222222222222222,175,0.21739130434782608,625,0.7763975155279503
ottawa_ons2022_killaloe_hagarty_and_richards_3709_00000_5_3_percent,125,125,1,0,0,0,0,0,0,0,0.12,0.12,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.8,4,0,35,0.28,15,15,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0.96,10,0.08,115,0.92
ottawa_ons2022_kinburn_3062_00000_4_8_percent,250,250,1,0,0,0,0,0,0,0,0,0,0,0,0.06,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,25,0.1,25,0.1,0,NA,0,NA,3.8,3.9,0,25,0.1,0,0,0,0,0,0,0,10,0.0392156862745098,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,15,0,0,10,0,0,0,0,0,0,0,0,0,230,0,0,0.04,0,0,0,0,0,0,0,0,0,0.92,50,0.2,205,0.82
ottawa_ons2022_lanark_highlands_3404_00000_7_3_percent,370,370,1,0,0,0,0,0,0,0,0.05405405405405406,0.02702702702702703,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,30,0.08108108108108109,30,0.08108108108108109,0,NA,0,NA,3.8,4,0,55,0.14864864864864866,20,10,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0.10810810810810811,330,0.8918918918918919
ottawa_ons2022_laurentian_3063_00000_1_7_percent,605,605,1,0,0,0,0,0,0.06611570247933884,0.06611570247933884,0.024793388429752067,0.01652892561983471,0,0,0.2396694214876033,0,0,0.01652892561983471,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,55,0.09016393442622951,55,0.09016393442622951,0,NA,0,NA,4,4.3,0,45,0.0743801652892562,15,10,0,0,40,40,10,40,0.06611570247933884,20,0.03305785123966942,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,145,45,30,30,0,10,0,0,0,0,0,0,25,465,0.0743801652892562,0.049586776859504134,0.049586776859504134,0,0.01652892561983471,0,0,0,0,0,0,0.04132231404958678,0.768595041322314,135,0.22131147540983606,470,0.7704918032786885
ottawa_ons2022_laurentian_hills_3710_00000_3_6_percent,250,250,1,0,0,0,0,0,0,0,0.061224489795918366,0,0.061224489795918366,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.6,4,0,40,0.16,15,0,15,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0.22,190,0.76
ottawa_ons2022_laurentian_valley_3711_00000_1_9_percent,690,690,1,0,0,0,0,0,0,0,0.08633093525179857,0.04316546762589928,0.014388489208633094,0,0.03597122302158273,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,40,0.05755395683453238,40,0.05755395683453238,0,NA,0,NA,3.7,3.7,0,85,0.12318840579710146,60,30,10,0,0,0,0,40,0.05755395683453238,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,25,0,0,10,15,0,0,0,0,0,0,0,0,670,0,0,0.014388489208633094,0.02158273381294964,0,0,0,0,0,0,0,0,0.9640287769784173,200,0.28776978417266186,495,0.7122302158273381
ottawa_ons2022_lebreton_development_3064_00999_20_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_ledbury_heron_gate_ridgemont_3065_00000_6_2_percent,1430,1430,1,0,0,0,0,0,0.08741258741258741,0.0944055944055944,0.02097902097902098,0,0.01048951048951049,0.006993006993006993,0.8181818181818182,0.03496503496503497,0.37037037037037035,0.07692307692307693,NA,0,0,NA,NA,NA,NA,NA,NA,NA,50,505,0.3519163763066202,505,0.3519163763066202,0,NA,0,NA,3.5,3.6,0,400,0.28169014084507044,30,0,15,10,135,125,110,200,0.13986013986013987,90,0.06293706293706294,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,1170,100,0,660,45,230,30,15,30,10,0,25,25,260,0.06993006993006994,0,0.46153846153846156,0.03146853146853147,0.16083916083916083,0.02097902097902098,0.01048951048951049,0.02097902097902098,0.006993006993006993,0,0.017482517482517484,0.017482517482517484,0.18181818181818182,470,0.32752613240418116,970,0.6759581881533101
ottawa_ons2022_leslie_park_bruce_farm_3066_00000_3_8_percent,150,150,1,0,0,0,0,0,0.06666666666666667,0.06666666666666667,0,0,0,0,0.3,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.8,3.8,0,15,0.1,0,0,0,0,10,10,0,10,0.06451612903225806,10,0.06451612903225806,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,45,0,0,25,10,10,0,0,0,0,0,0,0,110,0,0,0.16666666666666666,0.06666666666666667,0.06666666666666667,0,0,0,0,0,0,0,0.7333333333333333,55,0.36666666666666664,100,0.6666666666666666
ottawa_ons2022_lowertown_east_3067_00000_6_5_percent,505,505,1,0,0,0,0,0,0.06930693069306931,0.06930693069306931,0,0,0,0,0.6435643564356436,0.019801980198019802,0.2857142857142857,0.039603960396039604,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,135,0.26732673267326734,135,0.26732673267326734,0,NA,0,NA,3.9,4,0,195,0.38613861386138615,0,0,0,0,35,35,20,125,0.24752475247524752,75,0.1485148514851485,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,325,40,0,230,0,25,0,0,0,0,0,0,15,175,0.07920792079207921,0,0.45544554455445546,0,0.04950495049504951,0,0,0,0,0,0,0.0297029702970297,0.3465346534653465,275,0.5445544554455446,230,0.45544554455445546
ottawa_ons2022_lowertown_west_3068_00000_6_2_percent,100,100,1,0,0,0,0,0,0,0,0.15,0.15,0,0,0.4,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,2.6,2.5,0,30,0.3157894736842105,15,15,0,0,0,0,0,25,0.25,10,0.1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,40,10,0,15,0,0,0,0,0,0,0,0,0,60,0.1,0,0.15,0,0,0,0,0,0,0,0,0,0.6,55,0.5238095238095238,50,0.47619047619047616
ottawa_ons2022_madawaska_valley_3712_00000_7_7_percent,215,215,1,0,0,0,0,0,0,0,0.13636363636363635,0.045454545454545456,0.09090909090909091,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,40,0.18604651162790697,40,0.18604651162790697,0,NA,0,NA,4.1,4.7,0,60,0.27906976744186046,30,10,20,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0.9772727272727273,15,0.06976744186046512,205,0.9534883720930233
ottawa_ons2022_manor_park_3069_00000_2_5_percent,465,465,1,0,0,0,0,0,0.03225806451612903,0.03225806451612903,0,0,0,0,0.4946236559139785,0.021505376344086023,0.6666666666666666,0.03225806451612903,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,85,0.18478260869565216,85,0.18478260869565216,0,NA,0,NA,3.5,3.5,0,60,0.12903225806451613,0,0,0,0,15,15,15,150,0.3225806451612903,60,0.12903225806451613,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,230,0,20,100,45,25,0,10,10,0,0,15,15,230,0,0.043010752688172046,0.21505376344086022,0.0967741935483871,0.053763440860215055,0,0.021505376344086023,0.021505376344086023,0,0,0.03225806451612903,0.03225806451612903,0.4946236559139785,230,0.5,230,0.5
ottawa_ons2022_manotick_3070_00000_1_7_percent,625,625,1,0,0,0,0,0,0,0,0.048,0.032,0.024,0,0.152,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,40,0.064,40,0.064,0,NA,0,NA,4,4.2,0,25,0.04032258064516129,30,20,15,0,0,0,0,10,0.016,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,95,15,10,15,0,10,0,0,10,0,15,10,0,530,0.024,0.016,0.024,0,0.016,0,0,0.016,0,0.024,0.016,0,0.848,160,0.256,465,0.744
ottawa_ons2022_marlborough_3071_00000_2_8_percent,135,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.5,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0.18518518518518517,110,0.8148148148148148
ottawa_ons2022_mc_nab_braeside_3713_00000_3_0_percent,520,520,1,0,0,0,0,0,0,0,0.0673076923076923,0.04807692307692308,0.019230769230769232,0,0.08653846153846154,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,35,0.0673076923076923,35,0.0673076923076923,0,NA,0,NA,3.3,3.2,0,60,0.11538461538461539,35,25,10,0,0,0,0,10,0.019230769230769232,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,45,0,0,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0.9134615384615384,60,0.11428571428571428,465,0.8857142857142857
ottawa_ons2022_merivale_gardens_grenfell_glen_pineglen_country_place_3072_00000_1_1_percent,145,145,1,0,0,0,0,0,0,0,0,0,0,0,0.27586206896551724,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,40,10,15,0,0,0,0,0,0,0,0,0,0,105,0.06896551724137931,0.10344827586206896,0,0,0,0,0,0,0,0,0,0,0.7241379310344828,40,0.26666666666666666,105,0.7
ottawa_ons2022_metcalfe_3073_00000_1_7_percent,415,415,1,0,0,0,0,0,0,0,0.024096385542168676,0.024096385542168676,0,0,0.10843373493975904,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.7,3.6,0,15,0.036585365853658534,10,10,0,0,0,0,0,40,0.0963855421686747,10,0.024096385542168676,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,45,10,0,10,0,10,0,10,0,0,0,10,0,370,0.024096385542168676,0,0.024096385542168676,0,0.024096385542168676,0,0.024096385542168676,0,0,0,0.024096385542168676,0,0.891566265060241,185,0.4457831325301205,230,0.5542168674698795
ottawa_ons2022_mississippi_mills_3405_00000_3_5_percent,995,995,1,0,0,0,0,0,0,0,0.06565656565656566,0.045454545454545456,0.020202020202020204,0,0.045454545454545456,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,45,0.045454545454545456,45,0.045454545454545456,0,NA,0,NA,3.5,3.3,0,90,0.09045226130653267,65,45,20,0,0,0,0,25,0.025252525252525252,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,45,0,0,0,10,20,0,0,0,0,0,0,10,945,0,0,0,0.010101010101010102,0.020202020202020204,0,0,0,0,0,0,0.010101010101010102,0.9545454545454546,160,0.16080402010050251,830,0.8341708542713567
ottawa_ons2022_montague_3406_00000_0_5_percent,275,275,1,0,0,0,0,0,0,0,0.037037037037037035,0.037037037037037035,0,0,0.037037037037037035,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.6,3.2,0,20,0.07547169811320754,10,10,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0.9629629629629629,75,0.2727272727272727,195,0.7090909090909091
ottawa_ons2022_munster_ashton_3075_00000_0_8_percent,220,220,1,0,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,0,0,0.06666666666666667,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,0.09090909090909091,20,0.09090909090909091,0,NA,0,NA,3.1,2.8,0,15,0.06818181818181818,25,25,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0.9111111111111111,60,0.2727272727272727,165,0.75
ottawa_ons2022_richmond_3074_00000_1_6_percent,665,665,1,0,0,0,0,0,0.030303030303030304,0.03787878787878788,0,0,0,0,0.045454545454545456,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.7,3.9,0,35,0.05426356589147287,0,0,0,0,25,20,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,30,10,0,0,0,0,0,0,0,0,0,0,0,630,0.015151515151515152,0,0,0,0,0,0,0,0,0,0,0,0.9545454545454546,115,0.17424242424242425,550,0.8333333333333334
ottawa_ons2022_navan_sarsfield_3076_00000_3_3_percent,225,225,1,0,0,0,0,0,0,0,0.06818181818181818,0.06818181818181818,0,0,0.09090909090909091,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,25,0.1111111111111111,25,0.1111111111111111,0,NA,0,NA,3.8,4,0,30,0.13953488372093023,15,15,0,0,0,0,0,55,0.25,20,0.09090909090909091,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,20,0,0,15,0,0,0,0,0,0,0,0,0,200,0,0,0.06818181818181818,0,0,0,0,0,0,0,0,0,0.9090909090909091,140,0.6222222222222222,85,0.37777777777777777
ottawa_ons2022_new_edinburgh_3077_00000_3_6_percent,260,260,1,0,0,0,0,0,0,0.0392156862745098,0.0784313725490196,0,0.0784313725490196,0,0.23529411764705882,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,40,0.15384615384615385,40,0.15384615384615385,0,NA,0,NA,3.7,3.7,0,55,0.21153846153846154,20,0,20,0,10,0,0,55,0.21568627450980393,30,0.11764705882352941,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,60,0,0,20,0,0,0,0,20,0,10,0,0,205,0,0,0.0784313725490196,0,0,0,0,0.0784313725490196,0,0.0392156862745098,0,0,0.803921568627451,125,0.4807692307692308,135,0.5192307692307693
ottawa_ons2022_north_algona_wilberforce_3714_00000_3_7_percent,180,180,1,0,0,0,0,0,0,0,0.05714285714285714,0,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,35,0.19444444444444445,35,0.19444444444444445,0,NA,0,NA,3.1,2.8,0,10,0.05555555555555555,10,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0.08333333333333333,160,0.8888888888888888
ottawa_ons2022_north_dundas_3803_00000_1_5_percent,880,880,1,0,0,0,0,0,0,0,0.056818181818181816,0.03409090909090909,0.011363636363636364,0,0.017045454545454544,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,55,0.06285714285714286,55,0.06285714285714286,0,NA,0,NA,3.6,3.6,0,50,0.05714285714285714,50,30,10,0,0,0,0,30,0.03409090909090909,20,0.022727272727272728,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,15,0,0,10,0,0,0,0,0,0,0,0,10,865,0,0,0.011363636363636364,0,0,0,0,0,0,0,0,0.011363636363636364,0.9829545454545454,260,0.29545454545454547,620,0.7045454545454546
ottawa_ons2022_north_glengarry_3804_00000_2_2_percent,620,620,1,0,0,0,0,0,0,0,0.024390243902439025,0.016260162601626018,0,0,0.04065040650406504,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,110,0.1774193548387097,110,0.1774193548387097,0,NA,0,NA,3.8,3.7,0,115,0.18548387096774194,15,10,0,0,0,0,0,170,0.2764227642276423,70,0.11382113821138211,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,25,0,0,10,0,10,0,0,0,0,0,0,0,600,0,0,0.016260162601626018,0,0.016260162601626018,0,0,0,0,0,0,0,0.975609756097561,420,0.6774193548387096,195,0.31451612903225806
ottawa_ons2022_north_gower_kars_3078_00000_0_9_percent,390,390,1,0,0,0,0,0,0,0,0,0,0,0,0.05194805194805195,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,3.5,3.7,0,15,0.038461538461538464,0,0,0,0,0,0,0,20,0.05194805194805195,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,20,0,10,0,0,0,0,0,0,0,0,0,0,365,0,0.025974025974025976,0,0,0,0,0,0,0,0,0,0,0.948051948051948,100,0.2597402597402597,285,0.7402597402597403
ottawa_ons2022_north_grenville_3501_00000_2_2_percent,1250,1250,1,0,0,0,0,0,0,0,0.032,0.012,0.02,0,0.068,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,35,0.027888446215139442,35,0.027888446215139442,0,NA,0,NA,3.6,3.6,0,125,0.1,40,15,25,0,0,0,0,15,0.012,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,85,10,15,20,0,10,0,0,0,15,0,10,0,1170,0.008,0.012,0.016,0,0.008,0,0,0,0.012,0,0.008,0,0.936,325,0.2589641434262948,920,0.7330677290836654
ottawa_ons2022_north_stormont_3805_00000_1_7_percent,705,705,1,0,0,0,0,0,0,0,0.05,0.014285714285714285,0.04285714285714286,0,0.03571428571428571,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,70,0.09929078014184398,70,0.09929078014184398,0,NA,0,NA,3.6,3.6,0,65,0.0948905109489051,35,10,30,0,0,0,0,165,0.2357142857142857,60,0.08571428571428572,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,25,0,0,15,0,0,0,0,0,0,0,0,0,680,0,0,0.02142857142857143,0,0,0,0,0,0,0,0,0,0.9714285714285714,390,0.5531914893617021,315,0.44680851063829785
