name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized,ONS_ID
ottawa_rothwell_heights_beacon_hill_north_3103,2625,480,0.182857143,565,0.215238095,1320,0.502857143,0.100952381,0.093155894,0.619771863,0,0,0,0,1,0.15047619,0.274305556,0.017110266,0.034090909,0.04952381,14.7,47880,55500,45440,57250,7.6,14.2,0.848484848,395,205,0.078095238,70,0.106060606,110,0.064705882,20,0.075471698,36.4,38,10.1,235,0.208888889,0,0,0,0,1630,245,45,330,0.125475285,80,0.030418251,545,0.746575342,90,0.123287671,45,0.061643836,10,0.01369863,35,0.047945205,470,0.386831276,95,0.0781893,0.962121212,0.04109589,2630,545,380,625,140,330,225,75,160,10,15,25,90,0,0.207224335,0.144486692,0.237642586,0.053231939,0.125475285,0.085551331,0.02851711,0.060836502,0.003802281,0.005703422,0.009505703,0.034220532,0,3103
ottawa_sandy_hill_3104,4510,480,0.106430155,1545,0.342572062,2175,0.482261641,0.068736142,0.107538803,0.474501109,0,0,0,0,1,0.135254989,0.30964467,0.021064302,0.062211982,0.243902439,22.1,34000,35480,28280,32760,10.3,19.4,0.838709677,610,1620,0.359201774,265,0.452991453,1250,0.345781466,110,0.35483871,31.9,26.6,6.9,405,0.476470588,0,0,0,0,2140,485,95,855,0.189578714,290,0.064301552,405,0.352173913,300,0.260869565,320,0.27826087,65,0.056521739,55,0.047826087,910,0.440677966,175,0.084745763,0.940092166,0.047826087,4510,465,760,1645,75,580,325,160,255,45,40,85,80,0,0.103104213,0.168514412,0.364745011,0.016629712,0.128603104,0.072062084,0.035476718,0.05654102,0.009977827,0.00886918,0.018847007,0.017738359,0,3104
ottawa_south_keys_3105,945,180,0.19047619,250,0.264550265,460,0.486772487,0.063492063,0.226315789,0.542105263,0,0,0,0,1,0.174603175,0.358695652,0.021164021,0.076923077,0.074074074,19.2,32800,30800,27200,29200,17,27.3,0.725274725,165,200,0.211640212,60,0.279069767,135,0.201492537,0,0,32.2,26.2,6.3,70,0.233333333,0,0,0,0,515,215,20,30,0.031746032,0,0,155,0.574074074,75,0.277777778,40,0.148148148,0,0,0,0,130,0.325,45,0.1125,0.912087912,0.074074074,950,105,185,180,65,245,15,40,40,0,0,0,45,0,0.110526316,0.194736842,0.189473684,0.068421053,0.257894737,0.015789474,0.042105263,0.042105263,0,0,0,0.047368421,0,3105
ottawa_stittsville_3106,3125,795,0.2544,475,0.152,1595,0.5104,0.0832,0.0976,0.5296,0,0,0,0,1,0.0624,0.129568106,0.0176,0.043887147,0.0224,11,52200,65600,48680,62800,6.6,10.3,0.877742947,195,165,0.0528,55,0.056994819,65,0.034210526,50,0.192307692,33.5,32.8,8.3,210,0.153846154,0,0,0,0,1655,305,55,100,0.032,0,0,720,0.888888889,60,0.074074074,15,0.018518519,0,0,15,0.018518519,670,0.44966443,100,0.067114094,0.959247649,0.055555556,3125,1010,420,530,170,300,180,135,60,110,40,30,135,0,0.3232,0.1344,0.1696,0.0544,0.096,0.0576,0.0432,0.0192,0.0352,0.0128,0.0096,0.0432,0,3106
ottawa_stittsville_east_3107,5540,1385,0.25,580,0.104693141,3260,0.588447653,0.055956679,0.178700361,0.623646209,0,0,0,0,1,0.08032491,0.133233533,0.052393857,0.039816233,0.027075812,11.6,51350,60650,45000,54800,7.3,11.2,0.857580398,445,225,0.040613718,95,0.059748428,110,0.03021978,20,0.064516129,31.1,32,5.6,295,0.140142518,0,0,0,0,3455,990,290,225,0.040650407,10,0.001806685,1170,0.866666667,120,0.088888889,30,0.022222222,0,0,25,0.018518519,1445,0.509700176,125,0.044091711,0.960183767,0.074074074,5540,1980,985,705,135,590,170,385,300,80,25,40,140,0,0.357400722,0.177797834,0.127256318,0.024368231,0.106498195,0.030685921,0.069494585,0.054151625,0.014440433,0.004512635,0.007220217,0.025270758,0,3107
ottawa_stittsville_north_3108,3840,975,0.25390625,405,0.10546875,2230,0.580729167,0.059895833,0.154746424,0.594278283,0,0,0,0,1,0.080729167,0.143851508,0.036410923,0.053811659,0.033854167,11.1,49160,60100,46080,57650,6.3,11,0.849775785,310,220,0.057291667,60,0.054794521,140,0.055445545,25,0.108695652,32.6,32.8,6,195,0.128712871,0,0,0,0,2285,595,140,40,0.010403121,0,0,800,0.846560847,85,0.08994709,30,0.031746032,0,0,20,0.021164021,970,0.505208333,90,0.046875,0.948430493,0.08994709,3845,920,730,545,85,595,180,410,145,45,50,35,110,0,0.239271782,0.189856957,0.141742523,0.022106632,0.154746424,0.046814044,0.10663199,0.037711313,0.011703511,0.013003901,0.009102731,0.028608583,0,3108
ottawa_stonebridge_half_moon_bay_3109,14530,4055,0.27907777,1875,0.129043359,7675,0.528217481,0.062973159,0.114629948,0.591738382,0,0,0,0,1,0.068479009,0.120752427,0.049569707,0.03515625,0.02752925,10.9,48680,56650,45640,57000,6.9,12.7,0.852864583,995,1215,0.083648881,490,0.103375527,620,0.069898534,100,0.109289617,31.9,32.4,6.3,770,0.124595469,0,0,0,0,8595,1665,720,485,0.033390706,95,0.006540448,2990,0.854285714,370,0.105714286,65,0.018571429,25,0.007142857,50,0.014285714,3190,0.472242783,475,0.070318283,0.964192708,0.075714286,14525,3430,3635,2055,405,2600,560,565,385,235,20,100,530,0,0.236144578,0.250258176,0.141480207,0.02788296,0.179001721,0.038554217,0.038898451,0.026506024,0.016179002,0.001376936,0.006884682,0.036488812,0,3109
ottawa_trend_arlington_3110,975,220,0.225641026,130,0.133333333,510,0.523076923,0.123076923,0.117346939,0.607142857,0,0,0,0,1,0.123076923,0.24,0.056410256,0.079207921,0.046153846,10.2,47800,54600,44600,54000,9.6,15.5,0.792079208,120,75,0.076923077,35,0.14,30,0.049586777,0,0,36.8,37.2,12.3,70,0.189189189,0,0,0,0,595,115,55,50,0.051282051,10,0.01025641,205,0.759259259,55,0.203703704,0,0,0,0,10,0.037037037,170,0.386363636,80,0.181818182,0.920792079,0.12962963,980,205,170,170,40,110,110,35,15,40,15,0,55,0,0.209183673,0.173469388,0.173469388,0.040816327,0.112244898,0.112244898,0.035714286,0.015306122,0.040816327,0.015306122,0,0.056122449,0,3110
ottawa_vanier_north_3111,2540,510,0.200787402,390,0.153543307,1460,0.57480315,0.066929134,0.157480315,0.511811024,0,0,0,0,1,0.141732283,0.295081967,0.025590551,0.102389078,0.177165354,11.9,40040,41560,34160,39520,10.5,18.1,0.767918089,360,585,0.230314961,205,0.341666667,355,0.201704545,30,0.176470588,32.6,31.2,6.7,320,0.44137931,0,0,0,0,1300,400,65,655,0.257874016,260,0.102362205,505,0.587209302,210,0.244186047,105,0.122093023,15,0.01744186,20,0.023255814,435,0.334615385,150,0.115384615,0.894197952,0.093023256,2540,255,195,1325,95,165,165,65,60,35,20,15,130,0,0.100393701,0.076771654,0.521653543,0.037401575,0.06496063,0.06496063,0.025590551,0.023622047,0.013779528,0.007874016,0.005905512,0.051181102,0,3111
ottawa_vanier_south_3112,2360,360,0.152542373,460,0.194915254,1315,0.55720339,0.097457627,0.256355932,0.620762712,0,0,0,0,1,0.205508475,0.360594796,0.046610169,0.091254753,0.188559322,18.1,32440,31440,27920,31560,17.5,28.4,0.707224335,485,650,0.275423729,150,0.344827586,400,0.235294118,95,0.413043478,35.4,32.8,9.7,220,0.379310345,0,0,0,0,1465,605,110,590,0.25,265,0.112288136,480,0.615384615,205,0.262820513,55,0.070512821,0,0,30,0.038461538,360,0.313043478,175,0.152173913,0.912547529,0.064102564,2360,210,135,1340,70,330,100,55,20,0,10,35,50,0,0.088983051,0.05720339,0.56779661,0.029661017,0.139830508,0.042372881,0.023305085,0.008474576,0,0.004237288,0.014830508,0.021186441,0,3112
ottawa_vars_3113,60,0,0,0,0,25,0.416666667,0,0.181818182,0.545454545,0,0,0,0,1,0.166666667,0.333333333,0,0,0,0,50000,60000,42000,50000,8,14,0.875,10,0,0,0,NA,0,0,0,NA,42,43.6,0,0,0,0,0,0,0,30,10,0,25,0.416666667,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,55,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0.363636364,0,0,0,0,0,0,0,0,0,0,3113
ottawa_waterridge_village_3114,1185,290,0.244725738,185,0.156118143,620,0.523206751,0.075949367,0.097046414,0.607594937,0,0,0,0,1,0.210970464,0.364963504,0.037974684,0.064,0.080168776,7.6,44600,49800,41200,49200,10.5,17.3,0.8,250,160,0.135021097,50,0.153846154,105,0.135483871,0,0,32.2,29.2,7.6,165,0.358695652,0,0,0,0,720,115,45,265,0.223628692,55,0.046413502,245,0.753846154,55,0.169230769,15,0.046153846,0,0,0,0,225,0.409090909,45,0.081818182,0.928,0.092307692,1185,165,160,430,15,210,55,0,30,15,10,15,75,0,0.139240506,0.135021097,0.362869198,0.012658228,0.17721519,0.046413502,0,0.025316456,0.012658228,0.008438819,0.012658228,0.063291139,0,3114
ottawa_west_centretown_3115,2665,310,0.116322702,450,0.168855535,1435,0.538461538,0.17260788,0.09380863,0.583489681,0,0,0,0,1,0.170731707,0.323843416,0.148217636,0.163763066,0.212007505,18.2,34320,37600,29960,35480,18.8,27.2,0.655052265,455,890,0.333958724,120,0.324324324,460,0.25136612,315,0.684782609,40.5,35.2,17.3,180,0.292682927,0,0,0,0,1555,250,395,180,0.067542214,30,0.011257036,340,0.459459459,205,0.277027027,160,0.216216216,10,0.013513514,30,0.040540541,430,0.369098712,115,0.098712446,0.836236934,0.094594595,2665,270,505,575,75,215,145,625,45,25,15,15,165,0,0.101313321,0.189493433,0.21575985,0.028142589,0.080675422,0.054409006,0.234521576,0.016885553,0.009380863,0.005628518,0.005628518,0.061913696,0,3115
ottawa_westboro_3116,2490,455,0.182730924,300,0.120481928,1390,0.558232932,0.138554217,0.110663984,0.52917505,0,0,0,0,1,0.120481928,0.25210084,0.054216867,0.068592058,0.190763052,14.1,53650,68500,48040,63500,8.4,12,0.859205776,300,530,0.212851406,115,0.219047619,260,0.160493827,155,0.449275362,37.5,35.6,13.9,285,0.37254902,0,0,0,0,1315,275,135,205,0.082329317,95,0.03815261,375,0.657894737,95,0.166666667,70,0.122807018,10,0.01754386,20,0.035087719,605,0.508403361,65,0.054621849,0.938628159,0.061403509,2485,410,475,775,60,230,90,120,140,45,30,30,75,0,0.16498994,0.191146881,0.311871227,0.024144869,0.092555332,0.036217304,0.048289738,0.056338028,0.018108652,0.012072435,0.012072435,0.030181087,0,3116
ottawa_whitehaven_woodpark_glabar_park_3117,2175,395,0.181609195,445,0.204597701,1030,0.473563218,0.140229885,0.142528736,0.567816092,0,0,0,0,1,0.137931034,0.262008734,0.027586207,0.082524272,0.124137931,13.2,43200,48120,37920,47600,11.1,18.2,0.810679612,300,290,0.133333333,55,0.114583333,195,0.140794224,45,0.147540984,36.4,32.8,14,195,0.284671533,0,0,0,0,1235,310,60,65,0.029885057,15,0.006896552,410,0.577464789,220,0.309859155,55,0.077464789,0,0,25,0.035211268,300,0.295566502,130,0.128078818,0.917475728,0.112676056,2175,325,350,585,165,235,110,95,145,15,20,35,85,0,0.149425287,0.16091954,0.268965517,0.075862069,0.108045977,0.050574713,0.043678161,0.066666667,0.006896552,0.009195402,0.016091954,0.03908046,0,3117
