name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized,ONS_ID
ottawa_census_division_3506,47415,10105,0.213118212,5720,0.120636929,29630,0.62490773,0.04133713,1,1,5.27E-04,5.27E-04,0,0,0.848977009,0.313824739,0.313857836,0.066540124,0.103104961,0.056627649,14.5,40920,46600,33040,41680,11.9,18.8,0.800539993,14880,9755,0.205736581,3535,0.292753623,5775,0.173033708,445,0.226463104,30.9,31.6,4.1,2905,0.190242305,25,25,0,0,47410,47410,3155,5710,0.120426026,2535,0.053464094,8765,0.676050906,2805,0.216351716,855,0.06594678,140,0.010798303,395,0.030466641,9130,0.408683975,2350,0.10519248,0.896726291,0.084072503,40250,8080,3495,11020,1995,10235,1400,875,1685,325,60,390,685,7165,0.17042818,0.073718625,0.232440413,0.04207973,0.215882725,0.029529635,0.018456022,0.035541025,0.006855094,0.001265556,0.008226113,0.014448429,0.151128454,0
ottawa_airport_3001,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3001
ottawa_alta_vista_3002,205,35,0.170731707,10,0.048780488,160,0.780487805,0,1,1,0,0,0,0,0.707317073,0.195121951,0.195121951,0,0.064516129,0.12195122,0,48000,58000,42000,58000,6,11.2,0.870967742,40,0,0,0,0,0,0,0,NA,31.5,33.6,0,0,0,0,0,0,0,205,205,0,45,0.219512195,10,0.048780488,50,0.909090909,10,0.181818182,0,0,0,0,0,0,65,0.541666667,15,0.125,1,0,145,15,10,10,0,70,0,20,10,10,0,0,10,55,0.073170732,0.048780488,0.048780488,0,0.341463415,0,0.097560976,0.048780488,0.048780488,0,0,0.048780488,0.268292683,3002
ottawa_bayshore_3003,1920,435,0.2265625,265,0.138020833,1180,0.614583333,0.020833333,1,1,0,0,0,0,0.9453125,0.3203125,0.3203125,0.065104167,0.148305085,0.041666667,15.1,37760,41300,28700,34900,16.6,22,0.754237288,615,345,0.1796875,130,0.245283019,215,0.159259259,0,0,27.9,29,2.1,260,0.393939394,0,0,0,0,1920,1920,125,140,0.072916667,85,0.044270833,390,0.709090909,150,0.272727273,10,0.018181818,0,0,0,0,315,0.362068966,100,0.114942529,0.851694915,0.090909091,1815,715,10,340,155,380,30,45,80,0,0,0,55,100,0.372395833,0.005208333,0.177083333,0.080729167,0.197916667,0.015625,0.0234375,0.041666667,0,0,0,0.028645833,0.052083333,3003
ottawa_beacon_hill_south_cardinal_heights_3004,770,250,0.324675325,130,0.168831169,355,0.461038961,0.038961039,1,1,0,0,0,0,0.901960784,0.493506494,0.496732026,0.045454545,0.180555556,0.025974026,21,35400,29400,24000,23300,26.8,38.8,0.694444444,380,165,0.214285714,95,0.322033898,65,0.146067416,0,0,27.4,25,3.9,60,0.171428571,0,0,0,0,765,765,35,190,0.246753247,95,0.123376623,90,0.514285714,75,0.428571429,0,0,0,0,0,0,55,0.229166667,30,0.125,0.819444444,0.171428571,690,60,35,345,40,135,35,10,0,0,0,30,10,75,0.078431373,0.045751634,0.450980392,0.052287582,0.176470588,0.045751634,0.013071895,0,0,0,0.039215686,0.013071895,0.098039216,3004
ottawa_beaverbrook_3005,440,135,0.306818182,40,0.090909091,240,0.545454545,0.056818182,1,1,0,0,0,0,0.629213483,0.147727273,0.146067416,0.056818182,0.0625,0,8.5,36000,38400,28400,33200,10,13,0.833333333,65,115,0.261363636,35,0.233333333,70,0.264150943,0,0,30.2,31.4,5.7,0,0,0,0,0,0,445,445,25,20,0.045454545,10,0.022727273,60,0.52173913,35,0.304347826,0,0,0,0,20,0.173913043,105,0.477272727,30,0.136363636,0.916666667,0.130434783,280,90,20,10,20,70,0,0,50,0,0,0,15,160,0.202247191,0.04494382,0.02247191,0.04494382,0.157303371,0,0,0.112359551,0,0,0,0.033707865,0.359550562,3005
ottawa_beechwood_cemetery_3006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3006
ottawa_bells_corners_east_3007,140,25,0.178571429,20,0.142857143,80,0.571428571,0,1,1,0,0,0,0,0.678571429,0.178571429,0.178571429,0,0,0.071428571,20,38500,41000,32500,39000,6.8,21,1,25,0,0,0,NA,0,0,0,NA,30.8,30.2,0,15,0.333333333,0,0,0,0,140,140,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,45,0.5625,10,0.125,1,0,95,40,0,10,35,0,0,0,0,0,0,0,0,45,0.285714286,0,0.071428571,0.25,0,0,0,0,0,0,0,0,0.321428571,3007
ottawa_bells_corners_west_3008,185,55,0.297297297,20,0.108108108,95,0.513513514,0,1,1,0,0,0,0,0.894736842,0.297297297,0.289473684,0,0.15,0,15,37500,38500,25600,28400,24,25,0.8,55,0,0,0,0,0,0,0,NA,27.1,29.6,0,0,0,0,0,0,0,190,190,0,0,0,0,0,25,0.555555556,20,0.444444444,0,0,0,0,0,0,45,0.529411765,10,0.117647059,0.85,0.333333333,170,30,10,60,10,45,0,0,0,0,0,10,0,15,0.157894737,0.052631579,0.315789474,0.052631579,0.236842105,0,0,0,0,0,0.052631579,0,0.078947368,3008
ottawa_billings_bridge_heron_park_3009,360,35,0.097222222,30,0.083333333,270,0.75,0.055555556,1,1,0,0,0,0,0.916666667,0.458333333,0.458333333,0.055555556,0.055555556,0.111111111,15.7,32400,32800,24800,28400,15.2,27.6,0.777777778,165,145,0.402777778,25,0.714285714,100,0.333333333,20,1,33.9,32.8,5.6,35,0.5,0,0,0,0,360,360,20,70,0.194444444,25,0.069444444,45,0.375,60,0.5,0,0,0,0,0,0,100,0.465116279,25,0.11627907,0.944444444,0.083333333,330,65,15,115,15,75,20,0,25,0,0,0,0,30,0.180555556,0.041666667,0.319444444,0.041666667,0.208333333,0.055555556,0,0.069444444,0,0,0,0,0.083333333,3009
ottawa_blackburn_hamlet_3010,220,50,0.227272727,30,0.136363636,135,0.613636364,0.045454545,1,1,0,0,0,0,0.931818182,0.340909091,0.340909091,0,0.076923077,0,18.5,30800,24800,28000,29200,16,30,0.884615385,75,60,0.272727273,30,0.6,25,0.15625,0,NA,31.7,32,4.5,20,0.210526316,0,0,0,0,220,220,0,40,0.181818182,45,0.204545455,60,0.75,20,0.25,0,0,0,0,0,0,25,0.227272727,10,0.090909091,0.923076923,0,205,10,0,60,60,70,0,0,0,0,0,0,0,15,0.045454545,0,0.272727273,0.272727273,0.318181818,0,0,0,0,0,0,0,0.068181818,3010
ottawa_blossom_park_timbermill_3011,595,115,0.193277311,210,0.352941176,255,0.428571429,0,1,1,0,0,0,0,0.93220339,0.655462185,0.661016949,0.084033613,0.307692308,0,12.2,32800,25200,27000,25000,33.5,44.4,0.653846154,390,140,0.235294118,60,0.324324324,80,0.2,0,NA,28,23.6,0,75,0.241935484,0,0,0,0,590,590,50,60,0.100840336,25,0.042016807,105,0.636363636,45,0.272727273,0,0,0,0,10,0.060606061,45,0.214285714,15,0.071428571,0.711538462,0.151515152,550,35,0,95,20,370,0,10,0,0,0,0,0,40,0.059322034,0,0.161016949,0.033898305,0.627118644,0,0.016949153,0,0,0,0,0,0.06779661,3011
ottawa_borden_farm_fisher_glen_3012,205,35,0.170731707,15,0.073170732,145,0.707317073,0.048780488,1,1,0,0,0,0,0.829268293,0,0,0.073170732,0,0,11.5,44400,51000,31600,36500,4.4,8.8,0.933333333,0,35,0.170731707,10,0.285714286,15,0.09375,0,NA,31.7,32.4,4.9,0,0,0,0,0,0,205,205,15,10,0.048780488,10,0.048780488,45,0.9,0,0,0,0,0,0,0,0,60,0.52173913,0,0,1,0,170,40,50,25,25,10,0,0,20,0,0,0,0,30,0.195121951,0.243902439,0.12195122,0.12195122,0.048780488,0,0,0.097560976,0,0,0,0,0.146341463,3012
ottawa_braemar_park_belair_heights_copeland_park_3013,365,80,0.219178082,55,0.150684932,230,0.630136986,0,1,1,0,0,0,0,0.95890411,0.260273973,0.260273973,0.04109589,0.191489362,0.082191781,15,35600,38400,30400,41600,11,21.6,0.765957447,95,80,0.219178082,0,0,50,0.181818182,0,NA,28.5,30.4,0,15,0.136363636,0,0,0,0,365,365,15,10,0.02739726,25,0.068493151,60,0.631578947,35,0.368421053,0,0,0,0,0,0,75,0.441176471,15,0.088235294,0.787234043,0.105263158,350,90,15,65,25,125,10,20,0,0,0,0,0,15,0.246575342,0.04109589,0.178082192,0.068493151,0.342465753,0.02739726,0.054794521,0,0,0,0,0,0.04109589,3013
ottawa_bridlewood_emerald_meadows_3014,990,225,0.227272727,75,0.075757576,640,0.646464646,0.050505051,1,1,0,0,0,0,0.651515152,0.106060606,0.106060606,0.075757576,0.03875969,0.025252525,10.8,43100,48400,37900,45400,8.4,13.3,0.92248062,105,135,0.136363636,35,0.14,95,0.137681159,0,0,32.5,34.4,5.1,40,0.13559322,0,0,0,0,990,990,75,10,0.01010101,0,0,190,0.863636364,15,0.068181818,0,0,0,0,10,0.045454545,270,0.545454545,25,0.050505051,0.96124031,0.068181818,645,215,85,85,10,130,80,15,25,10,0,0,0,345,0.217171717,0.085858586,0.085858586,0.01010101,0.131313131,0.080808081,0.015151515,0.025252525,0.01010101,0,0,0,0.348484848,3014
ottawa_britannia_3015,590,105,0.177966102,80,0.13559322,375,0.63559322,0.06779661,1,1,0,0,0,0,0.789915966,0.305084746,0.302521008,0.058823529,0.040540541,0.127118644,17.6,37000,37400,28400,34000,16.4,24.8,0.810810811,180,120,0.201680672,30,0.24,65,0.151162791,25,0.625,33,31.6,6.8,20,0.121212121,0,0,0,0,595,595,35,120,0.201680672,45,0.075630252,105,0.567567568,60,0.324324324,15,0.081081081,0,0,15,0.081081081,115,0.37704918,20,0.06557377,0.959459459,0.108108108,470,90,10,195,35,65,10,10,0,0,0,0,50,125,0.151260504,0.016806723,0.327731092,0.058823529,0.109243697,0.016806723,0.016806723,0,0,0,0,0.084033613,0.210084034,3015
ottawa_brookside_briarbrook_morgans_grant_3016,1005,220,0.218905473,50,0.049751244,645,0.641791045,0.084577114,1,1,0,0,0,0,0.830845771,0.119402985,0.119402985,0.089552239,0,0.044776119,6,48400,57900,40400,54000,5.2,9.6,0.945736434,120,70,0.069651741,25,0.108695652,35,0.050724638,0,0,33.5,34.4,8.5,15,0.054545455,0,0,0,0,1005,1005,90,45,0.044776119,10,0.009950249,135,0.658536585,20,0.097560976,25,0.12195122,0,0,20,0.097560976,340,0.623853211,40,0.073394495,0.992248062,0,835,305,225,90,10,95,10,15,65,0,0,20,0,165,0.303482587,0.223880597,0.089552239,0.009950249,0.094527363,0.009950249,0.014925373,0.064676617,0,0,0.019900498,0,0.164179104,3016
ottawa_cardinal_creek_3017,235,45,0.191489362,20,0.085106383,155,0.659574468,0.042553191,1,1,0,0,0,0,0.833333333,0.29787234,0.291666667,0,0.129032258,0.042553191,12.5,42400,48000,33600,40000,14.4,19,0.870967742,70,0,0,0,0,0,0,0,NA,31.4,31.2,4.3,10,0.153846154,0,0,0,0,240,240,0,50,0.212765957,0,0,70,0.823529412,10,0.117647059,0,0,0,0,0,0,50,0.357142857,30,0.214285714,0.870967742,0,200,40,10,65,0,55,10,0,0,0,0,15,0,35,0.166666667,0.041666667,0.270833333,0,0.229166667,0.041666667,0,0,0,0,0.0625,0,0.145833333,3017
ottawa_carleton_heights_courtland_park_3018,320,45,0.140625,30,0.09375,235,0.734375,0,1,1,0,0,0,0,0.859375,0.265625,0.265625,0.078125,0.102040816,0.09375,13.3,42000,45200,36000,39600,6.7,14.6,0.795918367,85,30,0.09375,0,0,20,0.071428571,0,NA,30.6,31,0,20,0.363636364,0,0,0,0,320,320,25,10,0.03125,0,0,100,0.714285714,30,0.214285714,0,0,0,0,0,0,55,0.275,40,0.2,0.918367347,0.071428571,275,70,40,70,10,55,0,10,15,0,0,0,0,45,0.21875,0.125,0.21875,0.03125,0.171875,0,0.03125,0.046875,0,0,0,0,0.140625,3018
ottawa_carleton_university_3019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3019
ottawa_carlington_3020,1010,215,0.212871287,125,0.123762376,655,0.648514851,0.024752475,1,1,0,0,0,0,0.915422886,0.46039604,0.462686567,0.064676617,0.109375,0.069306931,13.9,35000,31800,24760,26000,20.8,28,0.71875,465,285,0.28358209,110,0.423076923,175,0.24137931,0,NA,29.7,29.8,2.5,120,0.380952381,0,0,0,0,1005,1005,65,155,0.154228856,140,0.139303483,165,0.559322034,100,0.338983051,25,0.084745763,0,0,10,0.033898305,135,0.310344828,65,0.149425287,0.890625,0.101694915,920,105,40,450,25,120,35,70,20,0,15,0,40,85,0.104477612,0.039800995,0.447761194,0.024875622,0.119402985,0.034825871,0.069651741,0.019900498,0,0.014925373,0,0.039800995,0.084577114,3020
ottawa_carp_3021,65,10,0.153846154,10,0.153846154,20,0.307692308,0.230769231,1,1,0,0,0,0,0.416666667,0,0,0.25,0,0,0,220000,360000,74000,130000,2.2,2.2,1,0,0,0,0,NA,0,0,0,NA,42,38.8,23.1,0,0,0,0,0,0,60,60,15,0,0,0,0,20,1,0,0,0,0,0,0,0,0,15,0.375,0,0,1,0,25,0,20,0,0,0,0,0,0,0,0,0,0,40,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.666666667,3021
ottawa_carson_grove_carson_meadows_3022,445,115,0.258426966,65,0.146067416,265,0.595505618,0,1,1,0,0,0,0,0.887640449,0.438202247,0.438202247,0.04494382,0.132075472,0.078651685,22.7,33600,27200,22400,22400,23.6,34.5,0.830188679,195,130,0.292134831,40,0.266666667,85,0.288135593,0,NA,28.4,31.4,0,40,0.242424242,0,0,0,0,445,445,20,145,0.325842697,85,0.191011236,70,0.636363636,20,0.181818182,20,0.181818182,0,0,0,0,55,0.323529412,30,0.176470588,0.867924528,0.181818182,395,50,0,195,0,105,15,0,30,0,0,0,0,45,0.112359551,0,0.438202247,0,0.235955056,0.033707865,0,0.06741573,0,0,0,0,0.101123596,3022
ottawa_centrepointe_briargreen_3023,265,50,0.188679245,15,0.056603774,180,0.679245283,0.075471698,1,1,0,0,0,0,0.865384615,0.113207547,0.115384615,0.056603774,0.058823529,0.056603774,16.7,39600,43200,32000,39200,8.2,18.8,0.882352941,30,50,0.188679245,0,0,30,0.153846154,0,0,34.2,31.8,7.5,10,0.142857143,0,0,0,0,260,260,15,0,0,0,0,40,0.615384615,20,0.307692308,0,0,0,0,0,0,60,0.48,10,0.08,0.970588235,0,225,45,55,25,10,55,0,10,20,0,0,0,0,40,0.173076923,0.211538462,0.096153846,0.038461538,0.211538462,0,0.038461538,0.076923077,0,0,0,0,0.153846154,3023
ottawa_centretown_3024,1310,110,0.083969466,105,0.080152672,1065,0.812977099,0.026717557,1,1,0,0,0,0,0.727969349,0.13740458,0.137931034,0.034351145,0.075829384,0.290076336,12.9,73800,107000,53000,75000,3,4.9,0.881516588,180,250,0.190839695,40,0.285714286,200,0.17699115,0,0,32,31.4,2.7,40,0.258064516,0,0,0,0,1305,1305,45,125,0.095419847,55,0.041984733,115,0.328571429,85,0.242857143,115,0.328571429,0,0,30,0.085714286,510,0.582857143,20,0.022857143,0.928909953,0.028571429,950,220,50,220,30,225,80,25,35,45,0,10,15,355,0.168582375,0.038314176,0.168582375,0.022988506,0.172413793,0.061302682,0.019157088,0.026819923,0.034482759,0,0.007662835,0.011494253,0.272030651,3024
ottawa_chapel_hill_north_3025,455,120,0.263736264,65,0.142857143,255,0.56043956,0,1,1,0,0,0,0,0.813186813,0.373626374,0.373626374,0.021978022,0.153846154,0.021978022,17.6,36200,34800,29400,31600,17.6,24.8,0.692307692,170,60,0.131868132,0,0,40,0.126984127,0,NA,28.6,27.8,0,60,0.307692308,0,0,0,0,455,455,10,190,0.417582418,45,0.098901099,105,0.724137931,35,0.24137931,0,0,0,0,0,0,65,0.302325581,10,0.046511628,0.865384615,0.103448276,370,20,35,150,20,85,20,0,15,0,0,0,20,85,0.043956044,0.076923077,0.32967033,0.043956044,0.186813187,0.043956044,0,0.032967033,0,0,0,0.043956044,0.186813187,3025
ottawa_chapel_hill_south_3026,540,95,0.175925926,65,0.12037037,350,0.648148148,0.055555556,1,1,0,0,0,0,0.861111111,0.287037037,0.287037037,0.037037037,0.042857143,0,9.2,45200,53000,36000,45600,7.2,12.2,0.814285714,155,50,0.092592593,0,0,0,0,0,0,32.2,31.8,5.6,20,0.111111111,0,0,0,0,540,540,20,105,0.194444444,55,0.101851852,160,0.842105263,20,0.105263158,0,0,0,0,0,0,100,0.338983051,35,0.118644068,0.971428571,0.131578947,465,55,10,205,25,55,10,25,60,15,0,0,0,75,0.101851852,0.018518519,0.37962963,0.046296296,0.101851852,0.018518519,0.046296296,0.111111111,0.027777778,0,0,0,0.138888889,3026
ottawa_chapman_mills_3027,950,185,0.194736842,115,0.121052632,575,0.605263158,0.068421053,1,1,0,0,0,0,0.90052356,0.194736842,0.193717277,0.078947368,0,0.015789474,21.2,40600,47400,29850,37200,15,21,0.931623932,185,100,0.105263158,50,0.217391304,50,0.07518797,0,0,31.8,32.4,6.8,25,0.080645161,0,0,0,0,955,955,75,20,0.021052632,0,0,215,0.843137255,30,0.117647059,0,0,0,0,10,0.039215686,155,0.37804878,65,0.158536585,0.982905983,0,860,295,120,115,15,170,25,0,60,30,0,0,25,90,0.308900524,0.12565445,0.120418848,0.015706806,0.178010471,0.02617801,0,0.062827225,0.031413613,0,0,0.02617801,0.094240838,3027
ottawa_city_view_3028,300,45,0.15,40,0.133333333,210,0.7,0.033333333,1,1,0,0,0,0,0.933333333,0,0,0.033333333,0,0.033333333,5.1,50800,68500,38400,48800,3.7,8.8,0.880952381,0,65,0.216666667,0,0,45,0.183673469,0,NA,30.8,28.6,3.3,0,0,0,0,0,0,300,300,10,15,0.05,0,0,45,0.428571429,50,0.476190476,10,0.095238095,0,0,0,0,80,0.444444444,10,0.055555556,1,0.333333333,280,100,40,75,30,10,15,0,0,0,0,0,0,25,0.333333333,0.133333333,0.25,0.1,0.033333333,0.05,0,0,0,0,0,0,0.083333333,3028
ottawa_civic_hospital_3029,100,0,0,10,0.1,60,0.6,0,1,1,0,0,0,0,0.8,0.3,0.3,0,0,0.2,0,42000,48000,40000,48000,6,10.4,0.75,30,0,0,0,NA,0,0,0,NA,32.4,28.4,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.777777778,0,0,1,0,80,20,0,40,0,0,0,10,0,0,0,0,0,25,0.2,0,0.4,0,0,0,0.1,0,0,0,0,0,0.25,3029
ottawa_colonnade_business_park_3030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3030
ottawa_constance_bay_3031,10,0,0,0,0,10,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.666666667,0,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,NA,0,0,0,0,15,15,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,3031
ottawa_convent_glen_orleans_woods_3032,335,60,0.179104478,50,0.149253731,195,0.582089552,0.059701493,1,1,0,0,0,0,0.791044776,0.23880597,0.23880597,0.029850746,0.1,0.029850746,11.1,35200,38000,30400,34800,13,20.4,0.775,80,100,0.298507463,45,0.473684211,50,0.222222222,0,0,32.3,32.4,6,20,0.19047619,0,0,0,0,335,335,10,80,0.23880597,45,0.134328358,80,0.8,15,0.15,0,0,0,0,0,0,60,0.375,10,0.0625,0.9,0.15,265,40,0,95,15,90,0,10,0,0,0,0,0,65,0.119402985,0,0.28358209,0.044776119,0.268656716,0,0.029850746,0,0,0,0,0,0.194029851,3032
ottawa_corkery_3033,15,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,NA,0,NA,28,NA,0,0,NA,0,0,0,0,15,15,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,3033
ottawa_craig_henry_manordale_3034,830,275,0.331325301,160,0.192771084,385,0.463855422,0.012048193,1,1,0,0,0,0,0.951807229,0.765060241,0.765060241,0.084337349,0.402597403,0.012048193,22.7,27800,21400,21500,20400,48.4,53.2,0.454545455,635,285,0.343373494,165,0.464788732,115,0.244680851,0,NA,25.9,23,1.2,60,0.129032258,0,0,0,0,830,830,70,40,0.048192771,50,0.060240964,105,0.724137931,30,0.206896552,0,0,0,0,10,0.068965517,20,0.121212121,45,0.272727273,0.597402597,0,790,30,10,130,55,495,0,15,50,0,0,10,0,40,0.036144578,0.012048193,0.156626506,0.06626506,0.596385542,0,0.018072289,0.060240964,0,0,0.012048193,0,0.048192771,3034
ottawa_crestview_tanglewood_3035,390,85,0.217948718,35,0.08974359,265,0.679487179,0.025641026,1,1,0,0,0,0,0.87012987,0.423076923,0.428571429,0.064102564,0.115384615,0.038461538,15.9,35600,33200,27800,32800,14.8,30.4,0.75,165,65,0.166666667,0,0,35,0.122807018,0,NA,30,30.6,2.6,20,0.153846154,0,0,0,0,385,385,25,30,0.076923077,0,0,90,0.9,10,0.1,0,0,0,0,0,0,85,0.459459459,30,0.162162162,0.884615385,0,335,55,15,45,0,155,40,0,15,0,0,0,10,50,0.142857143,0.038961039,0.116883117,0,0.402597403,0.103896104,0,0.038961039,0,0,0,0.025974026,0.12987013,3035
ottawa_crystal_bay_lakeview_park_3036,45,0,0,0,0,20,0.444444444,0.222222222,1,1,0,0,0,0,0.444444444,0,0,0,0,0,0,48000,56000,40000,48000,5,5,1,0,0,0,0,NA,0,0,0,NA,42,36.8,22.2,0,NA,0,0,0,0,45,45,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,25,1,0,0,1,NA,20,0,15,0,0,0,0,0,0,0,0,0,0,25,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.555555556,3036
ottawa_cumberland_3037,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3037
