name,total_population,number_of_children_age_0_14,percent_of_pop_that_are_children_age_0_14,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,number_of_adults_age_25_64,percent_of_pop_that_are_adults_age_25_64,percent_of_pop_that_are_seniors_65,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_indigenous,percent_of_pop_that_are_fn,percent_of_pop_that_are_metis,percent_of_pop_that_are_inuit,percent_of_pop_that_are_racialized,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,percent_of_pop_with_knowledge_of_neither_english_nor_french,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,percent_of_pop_living_alone,unemployment_rate,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,percent_of_income_from_government_transfers_2020,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_refugees,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,average_age_of_the_population,median_age_of_the_population,number_of_seniors_65,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_people_who_are_indigenous,number_of_people_who_are_fn,number_of_people_who_are_metis,number_of_people_who_are_inuit,number_of_immigrants,number_of_recent_immigrants_arr_2016_2021,number_of_people_with_knowledge_of_neither_english_nor_french,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_people_age_25_64_with_a_high_school_diploma,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_people_who_are_racialized,number_self_identified_as_south_asian,number_self_identified_as_chinese,number_self_identified_as_black,number_self_identified_as_filipino,number_self_identified_as_arab,number_self_identified_as_latin_american,number_self_identified_as_southeast_asian,number_self_identified_as_west_asian,number_self_identified_as_korean,number_self_identified_as_japanese,number_self_identified_with_other_visible_minority,number_self_identified_with_multiple_visible_minorities,number_of_people_who_are_non_racialized,percent_self_identified_as_south_asian,percent_self_identified_as_chinese,percent_self_identified_as_black,percent_self_identified_as_filipino,percent_self_identified_as_arab,percent_self_identified_as_latin_american,percent_self_identified_as_southeast_asian,percent_self_identified_as_west_asian,percent_self_identified_as_korean,percent_self_identified_as_japanese,percent_self_identified_with_other_visible_minority,percent_self_identified_with_multiple_visible_minorities,percent_of_people_who_are_non_racialized
ottawa_ons2022_west_centretown_3115_00000_6_6_percent,2665,310,0.11632270168855535,450,0.16885553470919323,1435,0.5384615384615384,0.1726078799249531,0.09380863039399624,0.5834896810506567,0,0,0,0,1,0.17073170731707318,0.3238434163701068,0.14821763602251406,0.16376306620209058,0.21200750469043153,18.2,34320,37600,29960,35480,18.8,27.2,0.6550522648083623,455,890,0.3339587242026266,120,0.32432432432432434,460,0.25136612021857924,315,0.6847826086956522,40.5,35.2,460,180,0.2926829268292683,0,0,0,0,1555,250,395,180,0.0675422138836773,30,0.01125703564727955,340,0.4594594594594595,205,0.27702702702702703,160,0.21621621621621623,10,0.013513513513513514,30,0.04054054054054054,430,0.36909871244635195,115,0.09871244635193133,0.8362369337979094,0.0945945945945946,2665,270,505,575,75,215,145,625,45,25,15,15,165,0,0.10131332082551595,0.1894934333958724,0.21575984990619138,0.028142589118198873,0.08067542213883677,0.054409005628517824,0.23452157598499063,0.016885553470919325,0.009380863039399626,0.005628517823639775,0.005628517823639775,0.06191369606003752,0
ottawa_ons2022_westboro_3116_00000_4_2_percent,2490,455,0.1827309236947791,300,0.12048192771084337,1390,0.5582329317269076,0.13855421686746988,0.11066398390342053,0.5291750503018109,0,0,0,0,1,0.12048192771084337,0.25210084033613445,0.05421686746987952,0.06859205776173286,0.19076305220883535,14.1,53650,68500,48040,63500,8.4,12,0.8592057761732852,300,530,0.21285140562248997,115,0.21904761904761905,260,0.16049382716049382,155,0.4492753623188406,37.5,35.6,345,285,0.37254901960784315,0,0,0,0,1315,275,135,205,0.0823293172690763,95,0.03815261044176707,375,0.6578947368421053,95,0.16666666666666666,70,0.12280701754385964,10,0.017543859649122806,20,0.03508771929824561,605,0.5084033613445378,65,0.0546218487394958,0.9386281588447654,0.06140350877192982,2485,410,475,775,60,230,90,120,140,45,30,30,75,0,0.16498993963782696,0.19114688128772636,0.3118712273641851,0.02414486921529175,0.0925553319919517,0.03621730382293763,0.0482897384305835,0.056338028169014086,0.018108651911468814,0.012072434607645875,0.012072434607645875,0.030181086519114688,0
ottawa_ons2022_whitehaven_woodpark_glabar_park_3117_00000_2_7_percent,2175,395,0.18160919540229886,445,0.2045977011494253,1030,0.4735632183908046,0.14022988505747128,0.1425287356321839,0.5678160919540229,0,0,0,0,1,0.13793103448275862,0.26200873362445415,0.027586206896551724,0.0825242718446602,0.12413793103448276,13.2,43200,48120,37920,47600,11.1,18.2,0.8106796116504854,300,290,0.13333333333333333,55,0.11458333333333333,195,0.1407942238267148,45,0.14754098360655737,36.4,32.8,305,195,0.2846715328467153,0,0,0,0,1235,310,60,65,0.029885057471264367,15,0.006896551724137931,410,0.5774647887323944,220,0.30985915492957744,55,0.07746478873239436,0,0,25,0.035211267605633804,300,0.2955665024630542,130,0.12807881773399016,0.9174757281553398,0.11267605633802817,2175,325,350,585,165,235,110,95,145,15,20,35,85,0,0.14942528735632185,0.16091954022988506,0.2689655172413793,0.07586206896551724,0.10804597701149425,0.05057471264367816,0.04367816091954023,0.06666666666666667,0.006896551724137931,0.009195402298850575,0.016091954022988506,0.03908045977011494,0
ottawa_ons2022_whitewater_region_3719_00000_3_1_percent,115,15,0.13043478260869565,0,0,50,0.43478260869565216,0.30434782608695654,0,0.5217391304347826,0,0,0,0,1,0,0,0,0,0,0,53000,71000,46000,63000,8.4,12,0.3333333333333333,0,0,0,0,NA,0,0,0,0,48,54.8,35,0,0,0,0,0,0,60,0,0,0,0,0,0,40,0.8,0,0,10,0.2,0,0,0,0,0,0,0,0,0.9166666666666666,0.2,115,20,20,10,25,0,15,0,0,15,0,0,0,0,0.17391304347826086,0.17391304347826086,0.08695652173913043,0.21739130434782608,0,0.13043478260869565,0,0,0.13043478260869565,0,0,0,0
ottawa_oeycfc_1_alta_vista_00000_4_4_percent,10720,2460,0.2294776119402985,1830,0.1707089552238806,5535,0.5163246268656716,0.08208955223880597,0.16184701492537312,0.5825559701492538,0,0,0,0,1,0.21921641791044777,0.4111986001749781,0.05643656716417911,0.15974729241877256,0.08255597014925373,14.2,38920,42000,34320,41160,15.4,23,0.6949458483754513,2350,2085,0.19449626865671643,635,0.21635434412265758,1160,0.16799420709630702,285,0.32386363636363635,32.8,30.4,880,1245,0.29537366548042704,0,0,0,0,6245,1735,605,1090,0.10167910447761194,355,0.03311567164179104,2135,0.6920583468395461,635,0.20583468395461912,160,0.05186385737439222,50,0.01620745542949757,105,0.03403565640194489,1465,0.3209200438116101,625,0.13691128148959475,0.8402527075812274,0.050243111831442464,10720,1595,780,3530,430,2835,310,230,395,80,105,125,305,0,0.14878731343283583,0.07276119402985075,0.3292910447761194,0.04011194029850746,0.2644589552238806,0.028917910447761194,0.021455223880597014,0.03684701492537314,0.007462686567164179,0.009794776119402986,0.01166044776119403,0.02845149253731343,0
ottawa_oeycfc_3_beaconhill_00000_2_5_percent,5845,1190,0.20359281437125748,1150,0.19674935842600513,2890,0.49443969204448246,0.10521813515825491,0.1601027397260274,0.6292808219178082,0,0,0,0,1,0.1822070145423439,0.3174366616989568,0.02566295979469632,0.07958477508650519,0.05902480752780154,14.3,41600,44600,37960,45800,10.7,19.4,0.7681660899653979,1065,720,0.12318220701454234,280,0.18729096989966554,355,0.09491978609625669,90,0.14634146341463414,35.1,32.8,615,700,0.2892561983471074,0,0,0,0,3675,935,150,960,0.16424294268605646,310,0.05303678357570573,1175,0.6619718309859155,410,0.23098591549295774,95,0.05352112676056338,20,0.011267605633802818,80,0.04507042253521127,835,0.3162878787878788,255,0.09659090909090909,0.9221453287197232,0.07042253521126761,5840,885,645,2060,340,725,425,160,240,20,35,105,205,0,0.15154109589041095,0.11044520547945205,0.3527397260273973,0.05821917808219178,0.12414383561643835,0.07277397260273973,0.0273972602739726,0.0410958904109589,0.003424657534246575,0.0059931506849315065,0.01797945205479452,0.0351027397260274,0
ottawa_oeycfc_4_beaverbrook_marchwood_00000_1_6_percent,3525,765,0.2170212765957447,520,0.1475177304964539,1870,0.5304964539007092,0.10638297872340426,0.11898016997167139,0.6161473087818697,0,0,0,0,1,0.03687943262411347,0.06718346253229975,0.039660056657223795,0.01881720430107527,0.03546099290780142,10.5,59700,76800,55050,73100,5.3,7.7,0.9220430107526881,130,305,0.08652482269503546,120,0.1276595744680851,160,0.07223476297968397,30,0.08,37.5,38.8,375,190,0.13523131672597866,0,0,0,0,2175,420,140,110,0.031161473087818695,35,0.009915014164305949,645,0.7962962962962963,85,0.10493827160493827,10,0.012345679012345678,10,0.012345679012345678,65,0.08024691358024691,925,0.5285714285714286,110,0.06285714285714286,0.9811827956989247,0.05555555555555555,3530,690,1425,235,55,335,155,70,285,80,30,35,140,0,0.1954674220963173,0.40368271954674223,0.06657223796033994,0.015580736543909348,0.09490084985835694,0.043909348441926344,0.019830028328611898,0.08073654390934844,0.0226628895184136,0.0084985835694051,0.009915014164305949,0.039660056657223795,0
ottawa_oeycfc_5_bells_corners_00000_1_9_percent,2005,440,0.2194513715710723,340,0.16957605985037408,1030,0.513715710723192,0.09725685785536159,0.12967581047381546,0.6159600997506235,0,0,0,0,1,0.11970074812967581,0.21428571428571427,0.022443890274314215,0.12560386473429952,0.04987531172069826,11.7,39000,41200,34400,40100,12.1,19.8,0.7294685990338164,240,240,0.11970074812967581,120,0.23529411764705882,100,0.07692307692307693,20,0.10256410256410256,34.9,32.8,195,205,0.2411764705882353,0,0,0,0,1235,260,45,60,0.029925187032418952,15,0.007481296758104738,515,0.7518248175182481,115,0.1678832116788321,45,0.06569343065693431,0,0,10,0.014598540145985401,295,0.29797979797979796,110,0.1111111111111111,0.8695652173913043,0.11678832116788321,2005,435,165,475,250,240,80,140,40,0,10,40,130,0,0.2169576059850374,0.08229426433915212,0.23690773067331672,0.12468827930174564,0.11970074812967581,0.0399002493765586,0.06982543640897755,0.0199501246882793,0,0.004987531172069825,0.0199501246882793,0.06483790523690773,0
ottawa_oeycfc_7_blossom_park_00000_2_8_percent,8660,2055,0.23729792147806006,1580,0.18244803695150116,4355,0.5028868360277137,0.0779445727482679,0.17090069284064666,0.586027713625866,0,0,0,0,1,0.2228637413394919,0.4084656084656085,0.05023094688221709,0.14351320321469574,0.049653579676674366,14.8,37680,38960,33520,39000,16.8,26,0.6624569460390356,1930,1480,0.17090069284064666,680,0.26666666666666666,705,0.1297148114075437,100,0.14814814814814814,33,29.8,675,885,0.22180451127819548,0,0,0,0,5075,1480,435,610,0.07043879907621248,125,0.014434180138568129,1770,0.7405857740585774,390,0.16317991631799164,120,0.0502092050209205,15,0.006276150627615063,95,0.0397489539748954,1085,0.3095577746077033,470,0.1340941512125535,0.8564867967853043,0.058577405857740586,8660,615,680,2100,370,3795,310,110,185,20,55,120,305,0,0.0710161662817552,0.07852193995381063,0.24249422632794457,0.042725173210161664,0.4382217090069284,0.03579676674364896,0.012702078521939953,0.021362586605080832,0.0023094688221709007,0.006351039260969977,0.013856812933025405,0.03521939953810624,0
ottawa_oeycfc_8_bridlewood_00000_1_2_percent,7560,1695,0.22420634920634921,1145,0.15145502645502645,4035,0.5337301587301587,0.09126984126984126,0.08393919365499009,0.5783212161269002,0,0,0,0,1,0.09325396825396826,0.1771356783919598,0.032407407407407406,0.03717472118959108,0.027116402116402115,10.7,49960,60300,46440,60300,6.8,11.9,0.8513011152416357,705,620,0.082010582010582,225,0.10688836104513064,340,0.07135362014690451,50,0.07246376811594203,35.4,35.6,690,575,0.18225039619651348,0,0,0,0,4375,635,245,355,0.046957671957671955,60,0.007936507936507936,1715,0.8575,165,0.0825,65,0.0325,0,0,55,0.0275,1740,0.464,230,0.06133333333333333,0.9628252788104089,0.0475,7565,1775,1540,1235,215,910,485,550,355,95,45,60,300,0,0.23463317911434237,0.20356906807666886,0.16325181758096496,0.028420356906807668,0.12029081295439524,0.06411103767349637,0.07270323859881031,0.046926635822868476,0.01255783212161269,0.005948446794448116,0.007931262392597489,0.03965631196298744,0
