name,total_population,number_of_seniors_age_65,percent_of_pop_that_are_seniors_age_65,average_age_of_the_population,median_age_of_the_population,number_of_people_living_alone,percent_of_people_living_alone,number_of_after_tax_income_recipients_age_15,average_after_tax_income_in_2020_among_recipients,number_of_market_income_recipients_age_15,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_people_who_know_neither_english_nor_french,percent_of_people_who_know_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,number_of_immigrants,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,number_of_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,number_of_refugees,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,number_of_pop_in_labour_force,percent_of_pop_in_labour_force_participation_rate,number_of_pop_unemployed,unemployment_rate,number_of_people_age_25_64_with_no_high_school_diploma,percent_of_people_age_25_64_with_no_high_school_diploma,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,percent_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_for_60_minutes_and_over,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24
province_of_ontario_00000_3_8_percent,11304265,2510275,0.22206441551042902,49.1,48.8,1451320,0.12838694068123846,11098375,47040,9827855,53600,17.1,44440,53700,11.6,0,0,8793990,0.7779352404003089,2510275,0.22206431728895365,1107705,0.09798996308474585,24180,0.002139015672403292,298925,0.026443559134539045,0.026213115138401303,296320,0.01568434568722513,177300,0.009167778710070934,103635,2.6450193798535334e-4,2990,3985680,0.35258196795634217,0.04156130451648117,469820,0.04693538235347455,0.1697617569703524,530570,0.32881704383257115,3717035,7274600,0.6435267381263894,876215,0.12044854699914771,757455,0.09986690214242064,6827190,0.9001330978575793,5146175,0.6784991255358689,1922155,0.3004125259733511,757875,0.11844785832674964,3720800,0.836784514718731,385885,0.08678310913304599,198930,0.044738105652815836,35490,0.007981477754076479,105435,0.023711668272782576,0.09261460302324614,250770,0.02218366253798898,1209345,0.10698130307454752
ottawa_census_division_3506_00000_3_1_percent,798680,160435,0.20087519407021587,47.9,47.2,116190,0.14547753793759705,785185,53350,715605,62750,12.8,49800,61000,9,0,0,638250,0.7991310662593278,160435,0.20087519407021587,67660,0.08471477938598689,8270,0.01035458506535784,12190,0.015262683427655632,0.025154004106776182,20090,0.01260204337156308,10065,0.010360845394901588,8275,0.0010141733860870436,810,238760,0.2989432563730155,0.04424800921520509,35340,0.056393048530074624,0.22970216238270094,45040,0.30092778083838334,240345,540620,0.6768918715881204,54315,0.1004679812067626,35045,0.06450217645380672,508270,0.9354978235461933,417420,0.7682835923911543,215235,0.44258806111328164,42630,0.08766013448212046,207115,0.7689865780533536,30460,0.11309335957079474,18510,0.06872482224738709,4045,0.015018471420350121,9210,0.03419533294967234,0.05168284849722465,80755,0.10111058246106075,94930,0.11885861671758402
ottawa_ons2022_admaston_bromley_3701_00000_3_2_percent,2375,610,0.25684210526315787,51.4,52.8,205,0.0863157894736842,2350,41680,2155,42720,18.8,41000,44400,14.2,0,0,1770,0.7436974789915967,610,0.25630252100840334,225,0.09453781512605042,0,0,0,0,0.056842105263157895,135,0.023157894736842106,55,0.02736842105263158,65,0,0,100,0.042105263157894736,0,0,0,0,0,0.01263157894736842,30,1550,0.6512605042016807,100,0.06451612903225806,175,0.11475409836065574,1350,0.8852459016393442,920,0.6032786885245902,310,0.21379310344827587,215,0.1482758620689655,1095,0.9647577092511013,0,0,15,0.013215859030837005,0,0,25,0.022026431718061675,0.10572687224669604,0,0,245,0.1031578947368421
ottawa_ons2022_airport_3001_00000_6_7_percent,255,75,0.29411764705882354,56.4,56.4,25,0.09803921568627451,250,55200,225,68000,14.6,73000,109000,6.6,0,0,180,0.7058823529411765,75,0.29411764705882354,30,0.11764705882352941,0,0,0,0,0.0392156862745098,10,0,0,0,0,0,0,100,0.39215686274509803,0,0,0,0,0,0.17647058823529413,45,145,0.5686274509803921,10,0.06896551724137931,20,0.12121212121212122,140,0.8484848484848485,115,0.696969696969697,45,0.3333333333333333,10,0.07407407407407407,75,0.8333333333333334,0,0,10,0.1111111111111111,0,0,0,0,0,0,0,10,0.0392156862745098
ottawa_ons2022_akwesasne_part_59_3801_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_alfred_and_plantagenet_3601_00000_3_2_percent,7855,1875,0.23870146403564607,50.8,53.2,1025,0.13049013367281986,7750,42880,6860,45240,20,40480,45080,15.2,0,0,5980,0.7612985359643539,1870,0.2380649267982177,725,0.09229789942711648,795,0.10127388535031848,10,0.0012738853503184713,0.042011457670273714,330,0.026098026734563972,205,0.012730744748567792,100,0,0,335,0.0426479949077021,0.0038192234245703373,30,0.007001909611712286,0.2391304347826087,55,0.021642266072565246,170,5000,0.6369426751592356,325,0.065,805,0.15103189493433397,4525,0.848968105065666,2960,0.5553470919324578,970,0.20748663101604278,935,0.2,3495,0.9433198380566802,50,0.01349527665317139,95,0.02564102564102564,0,0,60,0.016194331983805668,0.15519568151147098,5570,0.7095541401273885,650,0.08274984086569065
ottawa_ons2022_alta_vista_3002_00000_2_8_percent,6215,1520,0.24456958970233306,50.6,51.2,660,0.10619469026548672,6130,65300,5830,85600,8.6,64000,81400,6.2,0,0,4700,0.7562349155269509,1515,0.24376508447304907,325,0.05229283990345937,0,0,45,0.007234726688102894,0.00964630225080386,60,0.00482315112540193,30,0.005627009646302251,35,0,0,1530,0.2459807073954984,0.02572347266881029,160,0.02172164119066774,0.13366336633663367,135,0.19935691318327975,1240,4185,0.6728295819935691,360,0.08602150537634409,135,0.033877038895859475,3855,0.9673776662484316,3365,0.8444165621079046,2050,0.5352480417754569,325,0.08485639686684072,1335,0.7585227272727273,110,0.0625,170,0.09659090909090909,50,0.028409090909090908,85,0.048295454545454544,0.022727272727272728,545,0.08762057877813505,710,0.11423974255832663
ottawa_ons2022_arnprior_3702_00000_2_5_percent,7690,2425,0.3153446033810143,53.4,55.6,1430,0.1859557867360208,7595,42760,6620,44720,22.4,40800,44240,18,0,0,5265,0.6846553966189857,2425,0.3153446033810143,925,0.12028608582574772,0,0,25,0.0032530904359141183,0.054001301236174366,415,0.025374105400130124,195,0.025374105400130124,195,0,0,675,0.08783344176968119,0.007807417046193884,60,0.00975292587776333,0.2,75,0.03383214053350683,260,4280,0.5565669700910273,395,0.09228971962616822,485,0.10319148936170212,4215,0.8968085106382979,2915,0.6202127659574468,830,0.21309370988446727,625,0.16046213093709885,2685,0.8803278688524591,10,0.003278688524590164,265,0.08688524590163935,35,0.011475409836065573,65,0.021311475409836064,0.08032786885245902,80,0.01040988939492518,565,0.07347204161248375
ottawa_ons2022_bayshore_3003_00000_5_4_percent,11220,1910,0.17023172905525846,44.7,40.4,1795,0.15998217468805703,10860,38240,8965,39680,24.7,34000,38560,17.3,0,0,9310,0.8301382077574677,1910,0.17030762371823452,1660,0.14801604993312528,130,0.011586452762923352,310,0.027629233511586453,0.024955436720142603,280,0.016042780748663103,180,0.006238859180035651,70,0.001336898395721925,15,5160,0.45989304812834225,0.12344028520499109,1385,0.14572192513368984,0.3471337579617834,1635,0.5628342245989305,6315,7255,0.6466131907308378,1170,0.16126809097174363,970,0.12548512289780078,6760,0.8745148771021992,5200,0.6727037516170763,1915,0.31470829909613807,755,0.12407559572719803,2860,0.6875,955,0.22956730769230768,205,0.04927884615384615,35,0.008413461538461538,105,0.025240384615384616,0.07692307692307693,635,0.05659536541889483,1580,0.1408199643493761
ottawa_ons2022_beacon_hill_south_cardinal_heights_3004_00000_3_4_percent,6220,1445,0.23231511254019294,49.1,47.6,1025,0.1647909967845659,6125,44120,5420,46560,19.8,40880,46200,14.1,0,0,4775,0.7676848874598071,1445,0.23231511254019294,595,0.09565916398713827,165,0.02652733118971061,100,0.01607717041800643,0.03536977491961415,220,0.01929260450160772,120,0.01527331189710611,95,0,0,2160,0.34726688102893893,0.07556270096463022,470,0.09163987138263666,0.30238726790450926,570,0.38263665594855306,2380,3860,0.6200803212851406,445,0.11528497409326424,450,0.11042944785276074,3620,0.8883435582822086,2755,0.6760736196319018,1230,0.3601756954612006,380,0.11127379209370425,1470,0.6837209302325581,455,0.2116279069767442,140,0.06511627906976744,15,0.0069767441860465115,70,0.03255813953488372,0.07906976744186046,1395,0.22427652733118972,705,0.11334405144694534
