name,total_population,number_of_seniors_age_65,percent_of_pop_that_are_seniors_age_65,average_age_of_the_population,median_age_of_the_population,number_of_people_living_alone,percent_of_people_living_alone,number_of_after_tax_income_recipients_age_15,average_after_tax_income_in_2020_among_recipients,number_of_market_income_recipients_age_15,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_who_know_neither_english_nor_french,percent_of_people_who_know_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,number_of_pop_in_labour_force,percent_of_pop_in_labour_force_participation_rate,number_of_pop_unemployed,unemployment_rate,number_of_people_age_25_64_with_no_high_school_diploma,percent_of_people_age_25_64_with_no_high_school_diploma,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,percent_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_commute_for_60_minutes_and_over,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24
ottawa_ons2022_braemar_park_belair_heights_copeland_park_3013_00000_4_5_percent,230,25,0.10869565217391304,42.6,38.8,45,0.1956521739130435,205,44000,175,49200,18,40800,48400,10.8,20,0.08888888888888889,0,0,1,225,0.3111111111111111,70,0.5111111111111111,115,0,0,0,0,145,0.6744186046511628,20,0.13793103448275862,25,0.16129032258064516,135,0.8709677419354839,90,0.5806451612903226,45,0.34615384615384615,20,0.15384615384615385,0,0,0,25,0.10869565217391304
ottawa_ons2022_bridlewood_emerald_meadows_3014_00000_1_2_percent,525,40,0.0761904761904762,32.3,33.2,30,0.05714285714285714,355,53600,320,60000,13.8,50400,55200,11.8,30,0.05660377358490566,0,0,1,525,0.5904761904761905,310,0.38095238095238093,200,0,0,0,0,255,0.7083333333333334,25,0.09803921568627451,20,0.07407407407407407,255,0.9444444444444444,220,0.8148148148148148,110,0.4888888888888889,20,0.08888888888888889,0,20,0.03773584905660377,50,0.09523809523809523
ottawa_ons2022_britannia_3015_00000_4_2_percent,230,30,0.13043478260869565,42.4,42.8,65,0.2826086956521739,195,42400,150,49000,22.4,40800,45200,17,55,0.24444444444444444,0,0,1,230,0.30434782608695654,70,0.5434782608695652,125,0.08695652173913043,20,0,0,125,0.625,20,0.16,30,0.1935483870967742,120,0.7741935483870968,90,0.5806451612903226,50,0.47619047619047616,0,0,0,10,0.044444444444444446,15,0.06521739130434782
ottawa_ons2022_brookside_briarbrook_morgans_grant_3016_00000_1_0_percent,315,10,0.031746031746031744,29.9,27.4,10,0.031746031746031744,200,50800,190,61200,10,53200,66500,6.8,50,0.15873015873015872,0,0,1,310,0.5806451612903226,180,0.3709677419354839,115,0,0,0,0,160,0.7619047619047619,25,0.15625,15,0.1,140,0.9333333333333333,115,0.7666666666666667,65,0.5,15,0.11538461538461539,0,35,0.1111111111111111,50,0.15873015873015872
ottawa_ons2022_brudenell_lyndoch_and_raglan_3704_00000_5_1_percent,80,30,0.375,47,49.2,15,0.1875,70,24000,45,23000,44,24000,24000,36,15,0.2,0,0,1,80,0.25,20,0.6875,55,0,0,0,0,20,0.26666666666666666,10,0.5,0,0,20,0.6666666666666666,15,0.5,0,0,10,0.6666666666666666,0,0,0,20,0.25
ottawa_ons2022_cardinal_creek_3017_00000_1_7_percent,390,30,0.07692307692307693,35.4,32,20,0.05128205128205128,295,52000,295,54000,12,50000,56400,7.4,0,0,0,0,1,390,0.34615384615384615,135,0.5641025641025641,220,0.02564102564102564,10,0,0,220,0.7096774193548387,15,0.06818181818181818,20,0.09523809523809523,190,0.9047619047619048,150,0.7142857142857143,90,0.43902439024390244,10,0.04878048780487805,0,145,0.3717948717948718,70,0.1794871794871795
ottawa_ons2022_carleton_heights_courtland_park_3018_00000_3_6_percent,210,0,0,29.2,24.8,25,0.11904761904761904,160,45000,145,54000,12,38000,45000,6.6,0,0,0,0,1,210,0.4523809523809524,95,0.35714285714285715,75,0,0,0,0,125,0.78125,10,0.08,10,0.1111111111111111,80,0.8888888888888888,65,0.7222222222222222,45,0.391304347826087,0,0,0,15,0.07142857142857142,55,0.2619047619047619
ottawa_ons2022_carleton_place_3402_00000_2_3_percent,570,55,0.09649122807017543,33.8,28.6,45,0.07894736842105263,410,41000,365,43800,19,37800,43000,13,60,0.10526315789473684,0,0,1,565,0.4424778761061947,250,0.4336283185840708,245,0.061946902654867256,35,0,0,310,0.7045454545454546,15,0.04838709677419355,20,0.0784313725490196,230,0.9019607843137255,130,0.5098039215686274,85,0.29310344827586204,50,0.1724137931034483,0.11904761904761904,10,0.017543859649122806,125,0.21929824561403508
ottawa_ons2022_carleton_university_3019_09999_0_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_carlington_3020_00000_4_4_percent,610,25,0.040983606557377046,35,33.6,130,0.21311475409836064,520,40800,385,48400,22.8,36200,47200,14.3,135,0.22131147540983606,0,0,1,615,0.5365853658536586,330,0.2682926829268293,165,0.12195121951219512,75,0,0,350,0.660377358490566,60,0.17142857142857143,65,0.16666666666666666,320,0.8205128205128205,235,0.6025641025641025,105,0.3559322033898305,35,0.11864406779661017,0.05405405405405406,10,0.01639344262295082,120,0.19672131147540983
ottawa_ons2022_carp_3021_00000_1_8_percent,195,10,0.05128205128205128,26.7,20.4,0,0,120,64000,100,88000,6.6,72000,92000,4.8,0,0,0,0,1,200,0.375,75,0.575,115,0,0,0,0,85,0.6538461538461539,10,0.11764705882352941,0,0,80,1,60,0.75,35,0.4375,10,0.125,0,0,0,40,0.20512820512820512
ottawa_ons2022_carson_grove_carson_meadows_3022_00000_2_5_percent,385,60,0.15584415584415584,40,38,60,0.15584415584415584,320,38800,270,40000,24.4,35000,42000,17.6,45,0.11688311688311688,0,0,1,385,0.6753246753246753,260,0.2727272727272727,105,0.03896103896103896,15,0,0,200,0.5797101449275363,25,0.125,20,0.09090909090909091,200,0.9090909090909091,125,0.5681818181818182,65,0.38235294117647056,15,0.08823529411764706,0,120,0.3116883116883117,70,0.18181818181818182
ottawa_ons2022_casselman_3602_00000_2_7_percent,140,25,0.17857142857142858,43.6,40.8,25,0.17857142857142858,120,50000,115,47000,22,46000,51000,12.4,0,0,0,0,1,140,0.7142857142857143,100,0.32142857142857145,45,0,0,0,0,80,0.64,0,0,15,0.1875,70,0.875,55,0.6875,10,0.13333333333333333,0,0,0,100,0.7142857142857143,10,0.07142857142857142
ottawa_ons2022_centrepointe_briargreen_3023_00000_1_9_percent,165,15,0.09090909090909091,38.4,33.6,10,0.06060606060606061,145,57000,110,84000,10,51000,69000,7,30,0.18181818181818182,0,0,1,165,0.48484848484848486,80,0.3939393939393939,65,0,0,0,0,100,0.6896551724137931,20,0.2,0,0,105,1,70,0.6666666666666666,35,0.4375,15,0.1875,0,0,0,25,0.15151515151515152
ottawa_ons2022_centretown_3024_00000_5_7_percent,875,40,0.045714285714285714,37,33.6,375,0.42857142857142855,805,47600,695,59000,11.9,44900,55200,7.5,180,0.2057142857142857,0,0,1,875,0.5028571428571429,440,0.38857142857142857,340,0.06857142857142857,60,0,0,610,0.7530864197530864,85,0.13934426229508196,45,0.06976744186046512,595,0.9224806201550387,435,0.6744186046511628,280,0.5333333333333333,15,0.02857142857142857,0.041666666666666664,70,0.08,120,0.13714285714285715
ottawa_ons2022_champlain_3603_00000_2_8_percent,250,40,0.16,43,48,30,0.12,200,38000,155,41000,28.4,31800,37600,18,35,0.13725490196078433,0,0,1,250,0.44,110,0.48,120,0,0,0,0,95,0.4418604651162791,10,0.10526315789473684,30,0.21428571428571427,110,0.7857142857142857,80,0.5714285714285714,30,0.375,10,0.125,0.36363636363636365,145,0.58,30,0.12
ottawa_ons2022_chapel_hill_north_3025_00000_1_4_percent,340,30,0.08823529411764706,35.3,38.4,15,0.04411764705882353,250,52800,235,57200,13.4,50000,58000,7.8,0,0,0,0,1,335,0.40298507462686567,135,0.5373134328358209,180,0,0,0,0,180,0.6792452830188679,35,0.19444444444444445,10,0.05714285714285714,165,0.9428571428571428,115,0.6571428571428571,60,0.41379310344827586,10,0.06896551724137931,0,80,0.23529411764705882,55,0.16176470588235295
