name,total_population,percent_of_pop_that_are_seniors_65,number_of_seniors_65,average_age_of_the_population,median_age_of_the_population,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_pop_living_alone,percent_of_pop_living_alone,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,number_of_pop_living_alone_i_e_1_person_household,average_household_size,number_of_owner_households,percent_of_owner_households,percent_of_renter_households,percent_of_households_living_in_core_housing_need,number_of_households_living_in_core_housing_need,percent_of_owner_households_in_core_housing_need,median_monthly_shelter_costs_for_owned_dwellings,average_monthly_shelter_costs_for_owned_dwellings,number_of_tenant_households,percent_of_tenant_households_living_in_subsidized_housing,percent_of_renter_households_in_core_housing_need,median_monthly_shelter_costs_for_rented_dwellings,average_monthly_shelter_costs_for_rented_dwellings,average_size_of_census_families,percent_of_census_families_that_are_one_parent_families,number_of_one_parent_families,percent_of_all_census_families_that_are_one_parent_families,average_number_of_children_in_census_families_with_children,average_after_tax_income_of_all_economic_families,average_after_tax_income_of_couple_with_children_economic_families,average_after_tax_income_of_one_parent_economic_families,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_pop_with_knowledge_of_neither_english_nor_french,number_of_people_with_knowledge_of_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,percent_of_pop_that_are_immigrants,number_of_immigrants,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,number_of_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,number_of_refugees,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,percent_in_the_labour_force_participation_rate,number_of_pop_in_labour_force,unemployment_rate,number_of_pop_unemployed,number_of_people_age_25_64_w_no_high_school_diploma_or_equivalent,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_youth_age_15_24,percent_of_of_pop_that_are_youth_age_15_24,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,ONS_ID
carp_3021,6335,0.18153117600631413,1150,41.8,45.2,255,0.12028301886792452,360,0.05682715074980268,68600,85600,7.7,61950,78300,6.3,280,0.04419889502762431,50,0.03448275862068965,150,0.04010695187165775,80,0.06986899563318777,360,2.8,2105,0.9314159292035398,0.06858407079646017,0.04805491990846682,105,2.7,1600,1876,155,16.1,34.5,1110,1360,3,0.08311688311688312,160,0.08311688311688312,1.9,169400,174000,102000,0,0,0.00868192580899763,55,0.03078137332280978,195,0.01183898973954222,75,0.01815311760063141,115,0,0,0.1452249408050513,920,0.00947119179163378,60,0.00947119179163378,0.08633093525179857,60,0.12075769534333072,765,0.6692160611854685,3500,0.07428571428571429,260,85,0.02652106084243369,3120,0.9734789391575664,2645,0.8252730109204368,1535,0.4737654320987654,350,0.10802469135802469,1550,0.9144542772861356,50,0.02949852507374631,35,0.02064896755162242,0,0,50,0.02949852507374631,0.05309734513274336,880,0.13891081294396213,175,0.02762430939226519,3021
carson_grove_carson_meadows_3022,10320,0.20445736434108527,2110,43,42.8,1140,0.3844856661045531,1575,0.15261627906976744,46440,50880,18.2,43400,49880,13.6,1190,0.11531007751937984,295,0.17201166180758018,660,0.1016949152542373,230,0.10874704491725767,1570,2.2,2320,0.503800217155266,0.496199782844734,0.13489409141583056,605,6.5,1160,1428,2290,22.9,21,1390,1402,2.8,0.23404255319148937,660,0.23404255319148937,1.8,105300,123000,71600,520,0.0503875968992248,0.01501937984496124,155,0.03730620155038759,385,0.0251937984496124,260,0.00968992248062015,100,0.00145348837209302,15,0.2911821705426357,3005,0.04312015503875969,445,0.08042635658914729,0.32170542635658916,830,0.3919573643410853,4045,0.5850111856823266,5230,0.1022944550669216,535,460,0.08356039963669391,5040,0.9155313351498636,3895,0.7075386012715713,1980,0.4212765957446809,315,0.06702127659574468,1800,0.6654343807763401,525,0.19408502772643252,250,0.09242144177449169,45,0.0166358595194085,90,0.033271719038817,0.05360443622920517,1320,0.12790697674418605,2945,0.2853682170542636,3022
centrepointe_briargreen_3023,9100,0.1879120879120879,1710,42.4,43.2,670,0.2533081285444234,810,0.08901098901098901,56450,66900,11.2,53900,66100,7.6,630,0.06919275123558484,115,0.07419354838709677,420,0.07191780821917808,95,0.05555555555555555,810,2.5,2520,0.7019498607242339,0.2994428969359331,0.08620689655172414,300,4.6,1020,1462,1070,13.6,18.5,1600,1564,2.9,0.1640926640926641,425,0.1640926640926641,1.7,138600,153000,72000,25,0.00274725274725274,0.01593406593406593,145,0.01812191103789126,165,0.00878638110928061,80,0.00713893465129049,65,0,0,0.28390993959362987,2585,0.02855573860516199,260,0.02252747252747252,0.09761904761904762,205,0.34925864909390447,3180,0.6409929980903882,5035,0.11717974180734857,590,185,0.03826266804550155,4650,0.9617373319544984,4050,0.8376421923474664,1945,0.437570303712036,350,0.07874015748031496,1805,0.736734693877551,365,0.1489795918367347,125,0.05102040816326531,25,0.01020408163265306,130,0.05306122448979591,0.05102040816326531,1310,0.14395604395604394,250,0.02747252747252747,3023
centretown_3024,31355,0.12948493063307287,4060,39.9,34.8,915,0.30247933884297523,12285,0.3918035401052464,57750,72400,9.2,49880,62750,6.2,4940,0.15752551020408162,440,0.19954648526077096,3680,0.14667198086887206,825,0.20320197044334976,12285,1.5,5025,0.247110892549791,0.752889107450209,0.15737874097007223,3050,5.1,1800,1898,15310,12.5,19.4,1350,1360,2.4,0.11171032357473036,725,0.11171032357473036,1.5,130600,117000,69800,210,0.00669749641205549,0.01180035082124063,370,0.02806122448979592,880,0.01403061224489796,440,0.01100127551020408,345,0.00191326530612244,60,0.22991071428571427,7210,0.04161352040816327,1305,0.03890926487003667,0.2026578073089701,1220,0.27120535714285715,8505,0.7499576199355823,22120,0.1003616636528029,2220,975,0.04559270516717325,20415,0.9546411035772738,17890,0.8365676876315175,11480,0.5768844221105528,750,0.03768844221105527,3170,0.3800959232613909,1280,0.15347721822541965,3160,0.3788968824940048,410,0.04916067146282973,325,0.03896882494004796,0.03717026378896882,4050,0.1291660022324988,2635,0.08403763355126774,3024
chapel_hill_north_3025,11755,0.18885580603998295,2220,41.7,43.2,915,0.23193916349809887,770,0.0655040408336878,57000,66700,11.7,53350,64600,8.9,610,0.05189281156954487,190,0.07739307535641547,345,0.04876325088339223,60,0.02702702702702703,765,2.7,3515,0.8025114155251142,0.19748858447488585,0.05098493626882966,220,2,1160,1436,865,9.2,17.3,1840,1744,3,0.1584852734922861,565,0.1584852734922861,1.9,135000,144000,93200,285,0.02424500212675457,0.00935772011909825,110,0.02849851127179923,335,0.01190982560612505,140,0.01573798383666524,185,0,0,0.22501063377286265,2645,0.03870693321990642,455,0.04423649510846448,0.24880382775119617,520,0.2913653764355593,3425,0.6073808303434136,5925,0.09535864978902954,565,290,0.04801324503311258,5750,0.9519867549668874,4770,0.7897350993377483,2340,0.43656716417910446,385,0.07182835820895522,2460,0.8241206030150754,265,0.08877721943048576,155,0.05192629815745393,25,0.0083752093802345,85,0.02847571189279732,0.04522613065326633,1495,0.1271799234368354,3015,0.2564866014461931,3025
chapel_hill_south_3026,14245,0.1074061074061074,1530,37.3,37.2,930,0.18040737148399613,720,0.05054405054405054,56400,66800,10,53600,65900,6.3,505,0.03545103545103545,115,0.0344311377245509,250,0.02665245202558635,140,0.0915032679738562,715,2.9,4200,0.8641975308641975,0.1368312757201646,0.04270833333333333,205,2.9,1940,1886,660,2.3,12.4,2000,1880,3.1,0.13027744270205066,540,0.13027744270205066,1.9,136400,145000,101200,460,0.03229203229203229,0.01123201123201123,160,0.02492102492102492,355,0.00877500877500877,125,0.01544401544401544,220,0,0,0.28711828711828713,4090,0.03790803790803791,540,0.06072306072306072,0.23505434782608697,865,0.4096174096174096,5835,0.7285028371890004,8345,0.07789095266626722,650,275,0.03431066749844042,7740,0.9656893325015596,6445,0.8041172800998129,3470,0.45094217024041583,710,0.09226770630279402,3725,0.8879618593563766,255,0.06078665077473182,90,0.02145411203814064,10,0.00238379022646007,120,0.02860548271752085,0.04410011918951132,1910,0.13408213408213407,3955,0.27764127764127766,3026
chapman_mills_3027,12205,0.08889799262597296,1085,35.4,34.8,715,0.14818652849740932,510,0.04178615321589513,47560,54650,13.6,44680,55000,7.8,790,0.06475409836065574,240,0.07418856259659969,405,0.05133079847908745,150,0.1388888888888889,505,3.2,2720,0.7195767195767195,0.2791005291005291,0.09336941813261164,345,5.2,1760,1768,1060,0,19.9,1940,1908,3.3,0.13740458015267176,450,0.13740458015267176,2,119600,129000,88400,75,0.00614502253174928,0.04137648504711184,505,0.01024590163934426,125,0.0040983606557377,50,0.00491803278688524,60,0.00122950819672131,15,0.43688524590163935,5330,0.07827868852459016,955,0.07210159770585825,0.17547357926221335,880,0.6274590163934426,7655,0.7075718015665796,6775,0.10922509225092251,740,370,0.05559729526671676,6285,0.9444027047332832,5335,0.8016528925619835,2510,0.415907207953604,575,0.09527754763877382,3005,0.8585714285714285,335,0.09571428571428572,75,0.02142857142857143,10,0.00285714285714285,70,0.02,0.05142857142857143,1835,0.15034821794346578,660,0.05407619827939369,3027
city_view_3028,6325,0.1549407114624506,980,38.2,31.8,390,0.26621160409556316,565,0.08932806324110672,43520,48360,15.9,39480,46320,10.9,770,0.12183544303797468,175,0.18041237113402064,510,0.11657142857142858,90,0.09183673469387756,565,2.7,1190,0.5010526315789474,0.5031578947368421,0.13053097345132744,295,6.9,950,1520,1190,2.9,20,1620,1640,2.8,0.18493150684931503,270,0.18493150684931503,1.7,112900,138000,75000,0,0,0.00869565217391304,55,0.0379746835443038,240,0.02136075949367088,135,0.01265822784810126,80,0.00316455696202531,20,0.2009493670886076,1270,0.04746835443037975,300,0.01739130434782608,0.1176470588235294,110,0.3670886075949367,2320,0.6651542649727767,3665,0.09686221009549796,355,250,0.078125,2945,0.9203125,2305,0.7203125,1025,0.30966767371601206,480,0.14501510574018128,1480,0.6491228070175439,645,0.28289473684210525,85,0.03728070175438596,30,0.0131578947368421,40,0.0175438596491228,0.08552631578947369,1330,0.21027667984189724,305,0.04822134387351778,3028
civic_hospital_3029,5575,0.16053811659192826,895,40.8,40.4,215,0.15579710144927536,820,0.14708520179372198,74400,96900,6.6,67400,88400,4.8,490,0.08789237668161436,80,0.0784313725490196,395,0.10792349726775956,15,0.01666666666666666,820,2.2,1655,0.6541501976284585,0.3458498023715415,0.08176100628930817,195,3.4,1720,1992,875,3.4,19,1520,1648,2.8,0.09120521172638436,140,0.09120521172638436,1.8,174000,186000,78000,10,0.0017921146953405,0.0017921146953405,10,0.01434977578475336,80,0.00627802690582959,35,0.00448430493273542,25,0,0,0.16053811659192826,895,0.0179372197309417,100,0.01614349775784753,0.13533834586466165,90,0.2062780269058296,1150,0.6715634837355718,3200,0.0859375,275,55,0.01774193548387096,3040,0.9806451612903224,2745,0.885483870967742,1665,0.5692307692307692,105,0.03589743589743589,755,0.611336032388664,125,0.10121457489878542,225,0.18218623481781376,70,0.05668016194331984,70,0.05668016194331984,0.03238866396761133,765,0.13721973094170403,290,0.05197132616487455,3029
colonnade_business_park_3030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3030
constance_bay_3031,2200,0.17954545454545454,395,44.8,48.8,170,0.3063063063063063,295,0.1340909090909091,49880,58200,13.8,49120,58350,9.6,185,0.08409090909090909,30,0.08333333333333333,120,0.08304498269896193,35,0.08974358974358974,290,2.2,875,0.8883248730964467,0.1065989847715736,0.09947643979057592,95,7.6,1260,1348,110,0,33.3,970,1120,2.7,0.16541353383458646,110,0.16541353383458646,1.6,112000,127000,73000,10,0.00454545454545454,0,0,0.07045454545454545,155,0.02045454545454545,45,0.04772727272727273,105,0,0,0.07727272727272727,170,0.00681818181818181,15,0.01136363636363636,0.23809523809523808,25,0.02272727272727272,50,0.6640419947506562,1265,0.1383399209486166,175,150,0.11627906976744186,1140,0.8837209302325582,810,0.627906976744186,365,0.3348623853211009,215,0.19724770642201836,690,0.9583333333333334,0,0,15,0.02083333333333333,0,0,20,0.02777777777777777,0.09027777777777778,220,0.1,40,0.01818181818181818,3031
convent_glen_orleans_woods_3032,14400,0.2423611111111111,3490,44.2,46,1095,0.2558411214953271,1370,0.09513888888888888,51900,56850,14.7,50160,57300,11,595,0.04131944444444444,135,0.04873646209386281,295,0.03621853898096992,170,0.04878048780487805,1370,2.5,4915,0.8373083475298126,0.16269165247018738,0.08793103448275862,510,4,1240,1400,960,6.8,33.2,1510,1504,2.8,0.17114093959731544,765,0.17114093959731544,1.7,118400,139000,88400,330,0.02291666666666666,0.00451388888888888,65,0.02916666666666666,420,0.0125,180,0.01458333333333333,210,0.00173611111111111,25,0.16701388888888888,2405,0.02326388888888889,335,0.01944444444444444,0.16766467065868262,280,0.18819444444444444,2710,0.5864476386036961,7140,0.10364145658263306,740,400,0.05574912891986063,6780,0.94494773519163755,5440,0.7581881533101046,2675,0.41796875,580,0.090625,2935,0.7911051212938005,445,0.11994609164420485,170,0.04582210242587601,30,0.00808625336927223,120,0.03234501347708895,0.05525606469002695,1510,0.10486111111111111,3245,0.22534722222222223,3032
corkery_3033,3825,0.13725490196078433,525,40.9,44,145,0.11462450592885376,110,0.02875816993464052,57400,69200,9.8,57600,70800,6.5,130,0.03394255874673629,30,0.03571428571428571,70,0.02839756592292089,25,0.04807692307692308,115,3,1240,0.9725490196078432,0.02745098039215686,0.04,50,3.3,1640,1756,35,0,0,NA,1200,3,0.09090909090909093,110,0.09090909090909093,1.8,144000,153000,100000,10,0.00261437908496732,0.00261437908496732,10,0.02741514360313316,105,0.0195822454308094,75,0.00783289817232375,30,0,0,0.108355091383812,415,0.00391644908616187,15,0.01437908496732026,0.21568627450980393,55,0.08093994778067885,310,0.7131537242472267,2250,0.05777777777777777,130,65,0.03002309468822171,2100,0.9699769053117784,1640,0.7575057736720554,925,0.4373522458628842,270,0.1276595744680851,1105,0.9285714285714286,25,0.02100840336134454,10,0.00840336134453781,10,0.00840336134453781,35,0.02941176470588235,0.07983193277310924,465,0.1215686274509804,145,0.03790849673202614,3033
craig_henry_manordale_3034,8670,0.1839677047289504,1595,40.3,39.2,820,0.27749576988155666,625,0.07208765859284891,45840,50280,18.1,43640,50760,13.2,880,0.10155799192152336,345,0.1854838709677419,455,0.08741594620557157,80,0.05,625,2.8,1990,0.6378205128205128,0.3605769230769231,0.12091503267973856,370,4.8,950,1330,1125,8.4,25.5,1620,1580,3.1,0.2012847965738758,470,0.2012847965738758,2,111100,118000,76000,95,0.01096364685516445,0.01788805539526832,155,0.02538949798038084,220,0.01211771494518176,105,0.0103866128101558,90,0.00173110213502596,15,0.2937103289094057,2545,0.09578765147143682,830,0.10841983852364476,0.4574209245742093,940,0.3421811886901327,2965,0.6078431372549019,4340,0.11405529953917053,495,455,0.10606060606060606,3835,0.8939393939393939,2940,0.6853146853146853,1455,0.3784135240572172,510,0.13263979193758127,1850,0.7756813417190775,355,0.1488469601677149,65,0.02725366876310272,15,0.00628930817610062,100,0.04192872117400419,0.03354297693920335,1250,0.14417531718569782,340,0.03923831506058857,3034
crestview_tanglewood_3035,8275,0.18489425981873112,1530,41.5,39.2,565,0.23492723492723497,755,0.09123867069486404,44400,46520,18.1,41640,47240,12.6,475,0.05740181268882175,120,0.07868852459016394,290,0.05555555555555555,60,0.0392156862745098,755,2.6,2210,0.7015873015873015,0.2968253968253968,0.08576051779935275,265,5.1,1050,1364,935,0,17.4,1600,1592,3,0.16511627906976745,355,0.16511627906976745,1.9,106300,121000,85600,25,0.00302114803625377,0.0120845921450151,100,0.02418379685610641,200,0.0120918984280532,100,0.00544135429262394,45,0.00423216444981862,35,0.2478839177750907,2050,0.04655380894800483,385,0.056797583081571,0.32867132867132864,470,0.2720677146311971,2250,0.6383737517831669,4475,0.12067039106145253,540,365,0.08267270668176671,4055,0.9184597961494904,3015,0.6828992072480181,1405,0.3575063613231552,520,0.13231552162849872,1975,0.7806324110671937,355,0.14031620553359683,130,0.05138339920948617,25,0.00988142292490118,40,0.01581027667984189,0.04347826086956521,1060,0.12809667673716013,320,0.03867069486404834,3035
crystal_bay_lakeview_park_3036,3965,0.2509457755359395,995,46,48.8,210,0.2028985507246377,355,0.08953341740226986,59100,71100,10.6,58350,70300,8.2,170,0.04287515762925599,50,0.07352941176470588,90,0.03930131004366812,30,0.0303030303030303,355,2.5,1350,0.8359133126934984,0.16408668730650156,0.06289308176100629,100,3.3,1070,1532,265,0,20.4,1780,1820,2.7,0.1111111111111111,135,0.1111111111111111,1.7,135600,157000,112000,10,0.00252206809583858,0.00252206809583858,10,0.03404791929382093,135,0.02143757881462799,85,0.01008827238335435,40,0,0,0.201765447667087,800,0.01134930643127364,45,0.01765447667087011,0.12727272727272726,70,0.13366960907944514,530,0.5770925110132159,1965,0.08396946564885496,165,110,0.05405405405405406,1925,0.945945945945946,1700,0.8353808353808354,890,0.4958217270194986,135,0.07520891364902507,710,0.797752808988764,60,0.06741573033707865,50,0.05617977528089887,20,0.02247191011235955,50,0.05617977528089887,0.01685393258426966,385,0.09709962168978564,185,0.04665825977301387,3036
cumberland_3037,4405,0.2122587968217934,935,45.3,49.6,185,0.1417624521072797,225,0.0510783200908059,56750,67900,11.2,55700,68500,8.1,135,0.03064699205448354,0,0,90,0.03364485981308411,30,0.03191489361702127,220,2.7,1480,0.9164086687306502,0.08359133126934984,0.03846153846153846,60,2.4,1450,1758,140,0,16,1290,1280,2.8,0.10175438596491228,145,0.10175438596491228,1.7,141800,162000,104000,80,0.01814058956916099,0.00340136054421768,15,0.03178206583427923,140,0.0170261066969353,75,0.01362088535754824,60,0,0,0.09875141884222474,435,0,0,0.0079455164585698,0.1206896551724138,35,0.05448354143019296,240,0.6342105263157894,2410,0.06224066390041494,150,130,0.05531914893617021,2215,0.9425531914893616,1735,0.7382978723404255,905,0.401330376940133,290,0.1286031042128603,1240,0.9185185185185184,45,0.03333333333333333,20,0.01481481481481481,0,0,40,0.02962962962962963,0.03333333333333333,510,0.11577752553916004,1420,0.3219954648526077,3037
dunrobin_3038,5755,0.17723718505647262,1020,42.5,46.4,150,0.07957559681697612,270,0.04691572545612511,61850,77200,8.6,61550,79900,6.1,120,0.02083333333333333,0,0,80,0.02302158273381295,35,0.03431372549019608,270,2.9,1920,0.9528535980148884,0.04714640198511166,0.03826530612244898,75,3.5,1640,1886,100,0,0,1760,2120,3,0.04558404558404558,80,0.04558404558404558,1.9,154200,162000,132000,20,0.00347222222222222,0.00347222222222222,20,0.0234375,135,0.00954861111111111,55,0.00954861111111111,55,0,0,0.1640625,945,0.02170138888888888,125,0.01303214596003475,0.10135135135135136,75,0.12586805555555555,725,0.647739221871714,3080,0.07305194805194805,225,110,0.03642384105960265,2910,0.9635761589403974,2360,0.7814569536423841,1405,0.4921190893169877,315,0.11033274956217162,1370,0.9513888888888888,25,0.01736111111111111,15,0.01041666666666666,0,0,25,0.01736111111111111,0.04861111111111111,715,0.12423979148566464,205,0.03559027777777777,3038
edwards_carlsbad_springs_3039,2950,0.21864406779661016,645,46.2,50.8,190,0.2375,250,0.0847457627118644,46560,51450,16.4,46320,53800,11.8,145,0.04906937394247038,0,0,100,0.05449591280653951,35,0.05384615384615385,255,2.4,1045,0.8600823045267489,0.13991769547325103,0.07264957264957266,85,4.5,1130,1376,170,0,27.3,1250,1320,2.7,0.14594594594594595,135,0.14594594594594595,1.6,110000,131000,84000,40,0.0135593220338983,0.00847457627118644,25,0.04230118443316413,125,0.01353637901861252,40,0.02707275803722504,80,0,0,0.08967851099830795,265,0,0,0.01864406779661017,0.3793103448275862,55,0.05414551607445008,160,0.629126213592233,1620,0.07407407407407407,120,220,0.13253012048192772,1440,0.8674698795180723,965,0.5813253012048193,450,0.3,330,0.22,975,0.9375,15,0.01442307692307692,35,0.03365384615384615,0,0,20,0.01923076923076923,0.01442307692307692,265,0.08983050847457627,455,0.15423728813559323,3039
elmvale_canterbury_3040,8175,0.2,1635,43.2,43.6,590,0.2681818181818182,1085,0.1327217125382263,48240,52000,16.6,45160,51300,12.3,680,0.08318042813455657,135,0.09507042253521128,385,0.0751953125,165,0.10060975609756098,1085,2.3,2030,0.564673157162726,0.4353268428372739,0.14124293785310735,500,4,1190,1376,1565,6.1,27.5,1300,1358,2.8,0.17697228144989338,415,0.17697228144989338,1.7,108700,112000,82400,115,0.01406727828746177,0.01345565749235474,110,0.02752293577981651,225,0.01712538226299694,140,0.0091743119266055,75,0,0,0.23486238532110093,1920,0.04342507645259939,355,0.05688073394495413,0.31208053691275167,465,0.27584097859327217,2255,0.6272401433691757,4375,0.11771428571428572,515,325,0.07230255839822025,4170,0.9276974416017798,3340,0.743047830923248,1700,0.4398447606727037,295,0.07632600258732213,1545,0.7152777777777778,245,0.11342592592592592,230,0.10648148148148148,45,0.02083333333333333,90,0.04166666666666666,0.0324074074074074,845,0.10336391437308869,790,0.09663608562691132,3040
emerald_woods_sawmill_creek_3041,5610,0.17379679144385027,975,39.4,37.2,530,0.2630272952853598,595,0.10606060606060606,37280,38200,28.2,33880,38880,20.3,1190,0.21212121212121213,470,0.376,570,0.16863905325443787,150,0.15306122448979592,600,2.7,890,0.4258373205741627,0.5741626794258373,0.2818627450980392,575,12.5,1000,1372,1200,9.2,40.3,1360,1352,3.2,0.2097902097902098,300,0.2097902097902098,2.2,89700,90000,68000,40,0.0071301247771836,0.04545454545454545,255,0.01693404634581105,95,0.01336898395721925,75,0.00267379679144385,15,0,0,0.44028520499108736,2470,0.1443850267379679,810,0.18538324420677363,0.4759725400457666,1040,0.5704099821746881,3200,0.5406593406593406,2460,0.13414634146341464,330,440,0.15798922800718132,2340,0.8402154398563735,1700,0.6104129263913824,650,0.3051643192488263,315,0.14788732394366197,1005,0.6860068259385665,220,0.15017064846416384,130,0.08873720136518772,15,0.01023890784982935,95,0.06484641638225255,0.05460750853242321,795,0.14171122994652408,350,0.0623885918003565,3041
experimental_farm_3042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3042
fallingbrook_3043,18030,0.15668330560177482,2825,41.1,42.8,1285,0.2084347120843471,1005,0.05574043261231281,52900,60950,11.9,51160,60850,8.3,550,0.03050471436494731,135,0.036,250,0.02182453077258839,160,0.05663716814159292,1010,2.8,5970,0.9234338747099768,0.0765661252900232,0.04534792806880375,290,3,1600,1588,495,6.1,22.9,1740,1720,3,0.14390467461044912,785,0.14390467461044912,1.8,128600,141000,89400,470,0.02606766500277315,0.00804215196894065,145,0.02828618968386023,510,0.01275651691625069,230,0.01331114808652246,240,0.0016638935108153,30,0.19550748752079863,3525,0.02745424292845258,495,0.02773155851358846,0.17985611510791366,500,0.2470881863560732,4455,0.6608927381745503,9920,0.07862903225806452,780,415,0.04196157735085945,9475,0.9580384226491404,7295,0.7376137512639029,4025,0.4403719912472648,780,0.08533916849015317,4235,0.831207065750736,550,0.10794896957801768,135,0.02649656526005888,25,0.00490677134445534,145,0.02845927379784102,0.06575073601570167,2300,0.12756516916250693,4570,0.25346644481419855,3043
findlay_creek_3044,14240,0.0684691011235955,975,33.4,32.8,970,0.1639898562975486,615,0.04318820224719101,51250,59000,12.1,48320,58500,7.6,870,0.06109550561797752,300,0.07334963325183375,480,0.05231607629427793,90,0.09278350515463918,620,3.2,3840,0.8747152619589977,0.1252847380410023,0.08796296296296297,380,7,2080,2072,555,4.5,21.9,2180,2010,3.4,0.1345646437994723,510,0.1345646437994723,2.1,127200,136000,90000,130,0.00912921348314606,0.0235252808988764,335,0.01439606741573033,205,0.00948033707865168,135,0.00351123595505617,50,0.00105337078651685,15,0.3925561797752809,5590,0.06460674157303371,920,0.0941011235955056,0.2530689329556185,1340,0.5783005617977528,8235,0.7368177613320999,7965,0.1098556183301946,875,515,0.06598334401024984,7285,0.9333760409993592,6070,0.777706598334401,3020,0.42595204513399154,600,0.0846262341325811,3555,0.879950495049505,215,0.05321782178217821,95,0.02351485148514851,10,0.00247524752475247,160,0.0396039603960396,0.03712871287128713,2035,0.14290730337078653,1070,0.07514044943820225,3044
fisher_heights_3045,4380,0.19292237442922375,845,41.4,38.8,305,0.244,425,0.09703196347031964,49920,54750,15,47240,54250,11.3,460,0.1050228310502283,165,0.19411764705882353,250,0.09293680297397768,55,0.06547619047619048,420,2.6,1085,0.6326530612244898,0.37026239067055394,0.11077844311377244,185,5.1,990,1432,635,4.7,21.7,1570,1690,2.9,0.14644351464435146,175,0.14644351464435146,1.8,114200,135000,72500,0,0,0.01598173515981735,70,0.01712328767123287,75,0.01027397260273972,45,0.00570776255707762,25,0,0,0.2522831050228311,1105,0.04223744292237443,185,0.05707762557077625,0.3184713375796178,250,0.3458904109589041,1515,0.627906976744186,2295,0.0784313725490196,180,160,0.07017543859649122,2125,0.9320175438596492,1705,0.7478070175438597,915,0.4346793349168646,170,0.08076009501187649,970,0.8185654008438819,110,0.09282700421940927,65,0.05485232067510549,15,0.01265822784810126,20,0.01687763713080168,0.03375527426160337,530,0.12100456621004566,115,0.02625570776255707,3045
