VAR_ID,3001,3002,3003,3004,3005,3006,3007,3008,3009,3010,3011,3012,3013,3014,3015,3016,3017,3018,3019,3020,3021,3022,3023,3024,3025,3026,3027,3028,3029,3030,3031,3032,3033,3034,3035,3036,3037,3038,3039,3040,3041,3042,3043,3044,3045,3046,3047,3048,3049,3050,3051,3052,3053,3054,3055,3056,3057,3058,3059,3060,3061,3062,3063,3065,3066,3067,3068,3069,3070,3071,3072,3073,3075,3074,3076,3077,3078,3079,3080,3081,3082,3083,3084,3085,3086,3087,3088,3089,3090,3091,3092,3093,3094,3095,3097,3098,3099,3100,3101,3102,3103,3104,3105,3106,3107,3108,3109,3110,3111,3112,3113,3114,3115,3116,3117
VAR2,0.254237288,0.195498392,0.133988074,0.187662338,0.220501475,NA,0.218781219,0.167268351,0.176170213,0.208955224,0.128094726,0.295302013,0.202785515,0.123127796,0.229129663,0.090439276,0.116576297,0.170940171,NA,0.115654952,0.181531176,0.204457364,0.187912088,0.129484931,0.188855806,0.107406107,0.088897993,0.154940711,0.160538117,NA,0.179545455,0.242361111,0.137254902,0.183967705,0.18489426,0.250945776,0.212258797,0.177237185,0.218644068,0.2,0.173796791,NA,0.156683306,0.068469101,0.192922374,0.21706399,0.198038476,0.147106764,0.152751423,0.132075472,0.166666667,0.120550162,0.141414141,0.135994087,0.137529138,0.146212566,NA,0.15026362,0.181318681,0.190562145,0.178715761,0.151119403,0.20740064,0.0975,0.20754717,0.17577548,0.171213547,0.254601227,0.220722892,0.181818182,0.3,0.145423439,0.195902689,0.184923439,0.180602007,0.265846736,0.188188188,0.102833158,0.140084765,0.198116074,0.144299287,0.15474339,NA,0.204454343,0.171122995,0.156016397,0.08361204,0.150563607,0.25838103,0.089662094,0.155606407,0.171561051,0.238875878,0.239520958,0.098566935,0.217821782,0.267918089,0.094463395,0.191355599,0.234042553,0.233254157,0.120612397,0.240740741,0.169433705,0.065558195,0.097560976,0.086956522,0.228033473,0.162779397,0.228652082,0.163120567,0.137254902,0.158083832,0.209177346,0.287829708
VAR9,0.084745763,0.084244373,0.12592073,0.133116883,0.104719764,NA,0.11988012,0.141997593,0.21787234,0.088308458,0.066738428,0.164734594,0.141504178,0.052907995,0.246891652,0.042635659,0.057707204,0.145909646,NA,0.179872204,0.056827151,0.152616279,0.089010989,0.39180354,0.065504041,0.050544051,0.041786153,0.089328063,0.147085202,NA,0.134090909,0.095138889,0.02875817,0.072087659,0.091238671,0.089533417,0.05107832,0.046915725,0.084745763,0.132721713,0.106060606,NA,0.055740433,0.043188202,0.097031963,0.072772898,0.187099208,0.077832111,0.039848197,0.075471698,0.133333333,0.088996764,0.064279155,0.171470806,0.302564103,0.065766295,NA,0.139718805,0.114468864,0.086642599,0.079928154,0.054104478,0.140246688,0.134642857,0.156089194,0.288035451,0.374412041,0.225153374,0.058313253,0.057649667,0.06779661,0.054747648,0.058898848,0.066548881,0.065217391,0.196783349,0.053053053,0.055823715,0.053981709,0.093892434,0.147862233,0.091757387,NA,0.059242762,0.053475936,0.159151194,0.105351171,0.081320451,0.130825838,0.055202409,0.090389016,0.105100464,0.120608899,0.088323353,0.048933939,0.155115512,0.081911263,0.054841249,0.18388998,0.042553191,0.079809976,0.27557879,0.146296296,0.056402092,0.042280285,0.067663257,0.050632911,0.083682008,0.243926142,0.290755116,0.060283688,0.145098039,0.293413174,0.226539893,0.216566404
VAR14,14.6,8.6,24.8,19.8,13.8,NA,16.8,18.5,21.3,15.3,16,16.2,15.8,10.2,21.7,9.8,10.2,15.6,NA,19,7.7,18.2,11.2,9.2,11.7,10,13.6,15.9,6.6,NA,13.8,14.7,9.8,18.1,18.1,10.6,11.2,8.6,16.4,16.6,28.2,NA,11.9,12.1,15,12.1,7.4,14.8,9.5,24.4,NA,16,19.5,24.6,11.3,17.7,NA,16.8,5,9.3,13.1,12.4,9.5,31.8,15,23.6,11.5,17.4,8.4,13,10.6,10.2,11.3,10.2,11.8,7.7,12,12.6,11.9,16.2,7.8,6.7,NA,13.5,13.5,24.7,31.2,18.7,11.8,11.5,12.9,12.7,16.4,15.4,10.4,17,9.2,8.7,16.1,2.6,13.1,13.8,21.1,9.5,10,9.1,10.5,13.3,17.4,26.8,12.2,14.6,17.4,9.2,14.7
VAR17,6.6,6.2,17.3,14.1,10.4,NA,12.4,13.6,14.6,11.1,10.7,13,11.3,7,16.5,6.3,7.1,10,NA,12.6,6.3,13.6,7.6,6.2,8.9,6.3,7.8,10.9,4.8,NA,9.6,11,6.5,13.2,12.6,8.2,8.1,6.1,11.8,12.3,20.3,NA,8.3,7.6,11.3,8.6,4.9,10.9,6.8,14.2,NA,10,12.4,16.9,7.9,11.6,NA,12,4.1,6.9,9.4,8.9,6.8,22.6,11.1,17.6,6.9,13.1,5.9,9.1,7.8,7.6,8.5,7.8,9.2,6,8.7,8.1,8,11.5,5.1,4.7,NA,9.6,9.6,17.6,21.4,12.2,9.3,7.6,9.2,9.2,12.5,11.9,6.2,12.6,8.8,5.6,11.7,1.6,9.5,8,14.4,7.1,6.1,5.9,6.3,10,12.6,19.6,9.1,10.2,12,7,11.2
VAR19,0.120689655,0.050160772,0.176429323,0.112337662,0.084870849,NA,0.058,0.102286402,0.230834753,0.06840796,0.078579117,0.088414634,0.072980501,0.045719844,0.171208531,0.052988691,0.02207591,0.131948687,NA,0.185563718,0.044198895,0.115310078,0.069192751,0.15752551,0.051892812,0.035451035,0.064754098,0.121835443,0.087892377,NA,0.084090909,0.041319444,0.033942559,0.101557992,0.057401813,0.042875158,0.030646992,0.020833333,0.049069374,0.083180428,0.212121212,NA,0.030504714,0.061095506,0.105022831,0.051442911,0.076226415,0.058703628,0.033681214,0.203703704,NA,0.105263158,0.102846648,0.175166297,0.133799534,0.099882491,NA,0.10456942,0.026581118,0.067302733,0.047576302,0.057728119,0.06898127,0.238214286,0.061643836,0.267553585,0.162746943,0.167484663,0.042912247,0.055432373,0.03220339,0.047904192,0.043533931,0.035335689000000003,0.068676717,0.071022727,0.031,0.059181532,0.050189605,0.101761847,0.133610451,0.048989114,NA,0.03342246,0.045495094,0.197251025,0.230962343,0.07568438,0.069501226,0.045492557,0.100686499,0.061823802,0.044444444,0.046906188,0.048234883,0.138613861,0.032423208,0.045132511,0.178388998,0.048632219,0.047980998,0.228987673,0.111111111,0.022975432,0.049406176,0.046813533,0.058154467,0.040837696,0.172581429,0.220028209,0.046017699,0.125736739,0.229341317,0.11368334,0.104118464
VAR21,0,0.038585209,0.281713344,0.182432432,0.10877193,NA,0.067484663,0.176056338,0.262820513,0.133531157,0.142191142,0.071748879,0.060714286,0.0562249,0.255905512,0.074505239,0.030015798,0.218340611,NA,0.261829653,0.034482759,0.172011662,0.074193548,0.199546485,0.077393075,0.034431138,0.074188563,0.180412371,0.078431373,NA,0.083333333,0.048736462,0.035714286,0.185483871,0.078688525,0.073529412,0,0,0,0.095070423,0.376,NA,0.036,0.073349633,0.194117647,0,0.032828283,0.080843585,0.0375,0,NA,0.178137652,0.149779736,0.235955056,0.129496403,0.173020528,NA,0.188571429,0,0.089411765,0.067391304,0.069565217,0.061643836,0.307799443,0.075268817,0.262096774,0.260869565,0.199203187,0.061176471,0.065217391,0,0.034615385,0.058064516,0.024752475,0.093023256,0.092592593,0.031111111,0.080843585,0.080270792999999993,0.169838946,0.054852321,0.048507463,NA,0.036231884,0.031390135,0.280924855,0.31511254,0.105263158,0.082949309,0.059574468,0.153846154,0.052631579,0.102040816,0.077809798,0.061255743,0.194630872,0,0.052478134,0.22972973,0.117647059,0.076212471,0.284671533,0.184210526,0.022308438,0.076388889,0.059347181,0.074487896,0.043478261,0.250825083,0.298136646,0,0.142857143,0.238341969,0.098191214,0.062893082
VAR23,0.138888889,0.05212766,0.142396561,0.091004184,0.081606218,NA,0.058064516,0.072727273,0.184501845,0.056745182,0.062132662,0.072961373,0.074652778,0.04045357,0.163323782,0.041411043,0.016979988,0.13108946,NA,0.161592506,0.040106952,0.101694915,0.071917808,0.146671981,0.048763251,0.026652452,0.051330798,0.116571429,0.107923497,NA,0.083044983,0.036218539,0.028397566,0.087415946,0.055555556,0.03930131,0.03364486,0.023021583,0.054495913,0.075195313,0.168639053,NA,0.021824531,0.052316076,0.092936803,0.043209877,0.082706767,0.049180328,0.033690658,0.210526316,NA,0.080856124,0.086158192,0.15631929,0.109980928,0.076438849,NA,0.09608091,0.028831563,0.061572052,0.03798393,0.043859649,0.067077872,0.190055249,0.051630435,0.252595156,0.166666667,0.142116183,0.036943745,0.043165468,0.034267913,0.047425474,0.040169133,0.032653061,0.04432133,0.076672104,0.027303754,0.048135161,0.042892591,0.08482371,0.161129568,0.048840049,NA,0.03646973,0.041018388,0.174639332,0.201273885,0.058240397,0.052173913,0.033438652,0.087719298,0.066350711,0.03968254,0.042480884,0.037882719,0.12455516,0.03343465,0.038398018,0.172985782,0.043478261,0.045685279,0.229326923,0.116766467,0.018695155,0.038793103,0.035802469,0.049331352,0.043399638,0.164788732,0.199143469,0.038043478,0.125373134,0.17671346,0.087753766,0.10801964
VAR25,0,0.056105611,0.178010471,0.107266436,0.073578595,NA,0.050458716,0.15942029,0.388349515,0.032738095,0.042194093,0.125773196,0.077134986,0.052132701,0.136950904,0.071428571,0.033333333,0.067857143,NA,0.192837466,0.069868996,0.108747045,0.055555556,0.20320197,0.027027027,0.091503268,0.138888889,0.091836735,0.016666667,NA,0.08974359,0.048780488,0.048076923,0.05,0.039215686,0.03030303,0.031914894,0.034313725,0.053846154,0.100609756,0.153061224,NA,0.056637168,0.092783505,0.06547619,0.104046243,0.085551331,0.063888889,0.031152648,0,NA,0.108108108,0.116883117,0.178378378,0.265306122,0.104,NA,0.058479532,0.03030303,0.059620596,0.060301508,0.1125,0.079295154,0.371323529,0.090163934,0.327731092,0.120879121,0.207729469,0.041394336,0.086419753,0,0.064327485,0.045454545,0.054140127,0.12037037,0.042553191,0.047619048,0.079429735,0.035087719,0.084355828,0.070247934,0.050251256,NA,0.021786492,0.078125,0.174652241,0.191919192,0.112299465,0.094936709,0.085981308,0.080882353,0.045045045,0.019704433,0.035490605,0.092198582,0.140703518,0.025316456,0.072022161,0.160164271,0,0.028513238,0.179566563,0.046153846,0.038978495,0.050724638,0.08097166,0.065263158,0.032110092,0.131343284,0.241486068,0.10989011,0.1,0.464150943,0.201980198,0.117552335
VAR50,0,0.008365508,0.01613469,0.037662338,0.003687316,NA,0,0.002406739,0.014480409,0.028002489,0.011308562,0.002439024,0.00389755,0.005251897,0.016587678,0.005815832,0.02788536,0.004884005,NA,0.020760141,0,0.050387597,0.002747253,0.006697496,0.024245002,0.032292032,0.006145023,0,0.001792115,NA,0.004545455,0.022916667,0.002614379,0.010963647,0.003021148,0.002522068,0.01814059,0.003472222,0.013559322,0.014067278,0.007130125,NA,0.026067665,0.009129213,0,0,0.004526594,0.006519967,0.003320683,0,0,0.012145749,0.006427916,0.031781227,0.008857809,0.01879037,NA,0.01407212,0.004578755,0.004383703,0.004490346,0,0.003654637,0.038227939,0.005136986,0.062084257,0.019755409,0.044785276,0.002409639,0,0,0.002568493,0,0,0.036789298,0.006628788,0,0.004407135,0.005799688,0.013673655,0.01010101,0.00155521,NA,0.024944321,0.003565062,0.050880154,0.025919732,0.023349436,0.011437908,0.03512293,0.005720824,0,0.022248244,0.022954092,0.001747641,0.01320132,0.008532423,0.003934942,0.026719057,0,0.016144349,0.027269331,0.003703704,0.001364877,0.002374169,0.001572945,0.00568703,0.003138075,0.044703596,0.058574453,0.033628319,0.043222004,0.005991612,0.009094667,0.002312673
