name,total_population,number_of_seniors_age_65,percent_of_pop_that_are_seniors_age_65,average_age_of_the_population,median_age_of_the_population,number_of_people_living_alone,percent_of_people_living_alone,number_of_after_tax_income_recipients_age_15,average_after_tax_income_in_2020_among_recipients,number_of_market_income_recipients_age_15,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_who_know_neither_english_nor_french,percent_of_people_who_know_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,number_of_pop_in_labour_force,percent_of_pop_in_labour_force_participation_rate,number_of_pop_unemployed,unemployment_rate,number_of_people_age_25_64_with_no_high_school_diploma,percent_of_people_age_25_64_with_no_high_school_diploma,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,percent_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_commute_for_60_minutes_and_over,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,ONS_ID
ottawa_blossom_park_timbermill_3011,2790,520,0.1863799283154122,47.6,49.2,155,0.05555555555555555,2480,47280,2150,50400,21.8,42000,48120,15.2,290,0.1039426523297491,125,0.04480286738351254,0,0,0,0,0,0,0,0,0.7795698924731183,2175,1650,0.6226415094339622,170,0.10303030303030304,235,0.1291208791208791,1585,0.8708791208791209,1245,0.6840659340659341,475,0.32094594594594594,210,0.14189189189189189,0.08080808080808081,230,0.08243727598566308,300,0.10752688172043012,3011
ottawa_borden_farm_fisher_glen_3012,2070,975,0.4710144927536232,59.2,63.2,305,0.1473429951690821,1950,47400,1750,50120,20.2,43640,48600,17.3,295,0.14251207729468598,115,0.05555555555555555,0,0,0,0,0,0,0,0,0.5579710144927537,1155,875,0.43640897755610975,75,0.08571428571428572,85,0.08994708994708994,860,0.91005291005291,730,0.7724867724867724,355,0.44654088050314467,75,0.09433962264150944,0.03370786516853932,50,0.02415458937198067,80,0.03864734299516908,3012
ottawa_braemar_park_belair_heights_copeland_park_3013,1880,600,0.3191489361702128,50.6,50,235,0.125,1700,44080,1500,45080,22.2,41360,46520,16.5,230,0.12234042553191488,60,0.03191489361702127,0,0,0,0,0,0,0,0,0.648,1215,1025,0.5774647887323944,140,0.13658536585365855,105,0.1,940,0.8952380952380953,785,0.7476190476190476,330,0.3728813559322034,50,0.05649717514124294,0.04504504504504504,75,0.0398936170212766,125,0.06648936170212766,3013
ottawa_bridlewood_emerald_meadows_3014,6770,1245,0.18389955686853768,48.3,48.8,300,0.04431314623338257,6210,55200,5610,67000,11.8,52350,66900,7.8,520,0.07675276752767528,255,0.03763837638376383,0,0,0,0,0,0,0,0,0.647970479704797,4390,4550,0.7098283931357254,410,0.09010989010989012,150,0.03164556962025317,4590,0.9683544303797468,4085,0.8618143459915611,2055,0.4957780458383595,220,0.05307599517490953,0.05060240963855422,315,0.04649446494464945,425,0.06277695716395865,3014
ottawa_britannia_3015,2600,645,0.24807692307692308,47.6,46.8,510,0.19615384615384615,2295,40080,1855,41120,27.2,35800,39560,21,500,0.19230769230769232,90,0.03461538461538462,0,0,0,0,0,0,0,0,0.649325626204239,1685,1350,0.5567010309278351,230,0.17037037037037037,195,0.12956810631229235,1310,0.8704318936877077,1080,0.717607973421927,405,0.3632286995515695,110,0.09865470852017937,0.06428571428571428,325,0.125,275,0.10576923076923075,3015
ottawa_brookside_briarbrook_morgans_grant_3016,5690,760,0.1335676625659051,45.5,46.4,225,0.03954305799648506,5155,55150,4675,66900,10.5,51700,65600,6.7,270,0.04745166959578207,220,0.03866432337434095,0,0,0,0,0,0,0,0,0.8031634446397188,4570,3895,0.7328316086547507,375,0.0962772785622593,75,0.01794258373205741,4105,0.9820574162679426,3645,0.8720095693779905,1930,0.5475177304964539,205,0.05815602836879433,0.06349206349206349,235,0.04130052724077329,380,0.06678383128295255,3016
ottawa_cardinal_creek_3017,2560,360,0.140625,46.7,47.6,125,0.048828125,2370,52750,2165,59750,13.2,48640,58200,9.1,130,0.05068226120857699,50,0.01949317738791423,0,0,0,0,0,0,0,0,0.78125,2000,1855,0.7618069815195072,180,0.09703504043126684,105,0.05630026809651475,1765,0.9463806970509384,1570,0.8418230563002681,685,0.408955223880597,115,0.06865671641791045,0.10824742268041238,555,0.2163742690058479,210,0.08203125,3017
ottawa_carleton_heights_courtland_park_3018,2450,730,0.2979591836734694,51.4,52.4,335,0.13673469387755102,2300,46240,2030,49760,19.8,42320,49520,14,275,0.11224489795918367,185,0.07551020408163266,0,0,0,0,0,0,0,0,0.6441717791411042,1575,1365,0.5783898305084746,180,0.13186813186813187,135,0.09278350515463918,1325,0.9106529209621992,1145,0.7869415807560137,420,0.35443037974683544,130,0.10970464135021098,0.03448275862068965,85,0.03469387755102041,180,0.07346938775510205,3018
ottawa_carleton_university_3019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3019
ottawa_carlington_3020,4925,885,0.17969543147208122,45.6,45.6,750,0.15228426395939088,4390,38800,3530,41680,26.4,35960,41840,18.8,1095,0.22233502538071065,330,0.06700507614213198,0.00203045685279187,10,0,0,0,0,0,0,0.7939086294416243,3910,2790,0.6071817192600653,405,0.14516129032258066,515,0.15944272445820434,2720,0.8421052631578947,2175,0.673374613003096,710,0.2976939203354298,320,0.13417190775681342,0.03603603603603603,445,0.09035532994923856,480,0.09746192893401016,3020
