name,total_population,percent_of_pop_that_are_seniors_65,number_of_seniors_65,average_age_of_the_population,median_age_of_the_population,number_of_children_living_in_one_parent_families,percent_of_children_living_in_one_parent_families,number_of_pop_living_alone,percent_of_pop_living_alone,average_after_tax_income_in_2020_among_recipients,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,number_of_pop_living_alone_i_e_1_person_household,average_household_size,number_of_owner_households,percent_of_owner_households,percent_of_renter_households,percent_of_households_living_in_core_housing_need,number_of_households_living_in_core_housing_need,percent_of_owner_households_in_core_housing_need,median_monthly_shelter_costs_for_owned_dwellings,average_monthly_shelter_costs_for_owned_dwellings,number_of_tenant_households,percent_of_tenant_households_living_in_subsidized_housing,percent_of_renter_households_in_core_housing_need,median_monthly_shelter_costs_for_rented_dwellings,average_monthly_shelter_costs_for_rented_dwellings,average_size_of_census_families,percent_of_census_families_that_are_one_parent_families,number_of_one_parent_families,percent_of_all_census_families_that_are_one_parent_families,average_number_of_children_in_census_families_with_children,average_after_tax_income_of_all_economic_families,average_after_tax_income_of_couple_with_children_economic_families,average_after_tax_income_of_one_parent_economic_families,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_pop_with_knowledge_of_neither_english_nor_french,number_of_people_with_knowledge_of_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,percent_of_pop_that_are_immigrants,number_of_immigrants,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,number_of_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,number_of_refugees,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,percent_in_the_labour_force_participation_rate,number_of_pop_in_labour_force,unemployment_rate,number_of_pop_unemployed,number_of_people_age_25_64_w_no_high_school_diploma_or_equivalent,percent_of_pop_age_25_64_with_no_high_school_diploma_or_equivalent,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,percent_of_pop_age_25_64_with_postsecondary_degree_diploma_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,percent_of_workers_who_commute_for_60_minutes_and_over,number_of_youth_age_15_24,percent_of_of_pop_that_are_youth_age_15_24,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,ONS_ID
island_park_wellington_village_3059,5460,0.181318681,990,41.8,43.2,135,0.08490566,625,0.114468864,86500,118300,5,80800,107500,4.1,145,0.026581118,0,0,95,0.028831563,30,0.03030303,625,2.4,1735,0.776286353,0.223713647,0.058690745,130,2.6,1510,2056,500,0,18.4,1450,1690,3,0.051612903,80,0.051612903,1.8,214800,184000,164000,25,0.004578755,0.004578755,25,0.021081577,115,0.010999083,60,0.007332722,40,0,0,0.139321723,760,0.010082493,55,0.005494505,0.072289157,30,0.113657195,620,0.680355161,3065,0.066884176,205,55,0.018739353,2880,0.981260647,2635,0.897785349,1820,1820,80,80,555,0.538834951,160,0.155339806,215,0.208737864,85,0.082524272,15,0.014563107,0.029126214,580,0.106227106,230,0.042124542,3059
kanata_lakes_3060,19390,0.190562145,3695,42.5,44.8,870,0.137876387,1680,0.086642599,59850,74100,9.3,57300,71700,6.9,1305,0.067302733,380,0.089411765,705,0.061572052,220,0.059620596,1685,2.7,4985,0.682876712,0.317123288,0.063965885,450,3.5,1570,1776,2315,1.1,13.3,2120,2218,3,0.098765432,560,0.098765432,1.8,142600,158000,89600,85,0.004383703,0.033780299,655,0.009283136,180,0.003867973,75,0.004899433,95,0,0,0.407684373,7905,0.071170707,1380,0.023723569,0.065902579,460,0.492779783,9555,0.618691589,9930,0.098187311,975,205,0.02086514,9620,0.97913486,8690,0.884478372,4955,4955,495,495,3375,0.856598985,230,0.058375635,130,0.032994924,45,0.01142132,165,0.041878173,0.057106599,2535,0.130737494,660,0.034038164,3060
katimavik_hazeldean_3061,11135,0.178715761,1990,41.4,41.6,860,0.246418338,890,0.079928154,50800,56950,13.1,48840,56900,9.4,530,0.047576302,155,0.067391304,260,0.03798393,120,0.060301508,890,2.6,3525,0.813148789,0.186851211,0.07629108,325,4.7,1360,1398,815,8,20.3,1510,1488,2.9,0.1634757,555,0.1634757,1.7,116800,135000,74800,50,0.004490346,0.014818141,165,0.016606822,185,0.011220826,125,0.004039497,45,0,0,0.227109515,2530,0.042639138,475,0.03726987,0.20906801,415,0.232046679,2585,0.651891892,6030,0.101160862,610,345,0.056883759,5720,0.943116241,4745,0.782357791,2395,2395,355,355,2490,0.825870647,205,0.067993367,140,0.046434494,30,0.009950249,145,0.048092869,0.029850746,1195,0.107319264,395,0.035473731,3061
kinburn_3062,2680,0.151119403,405,40.6,42,90,0.100558659,145,0.054104478,50440,58200,12.4,49520,58600,8.9,155,0.057728119,40,0.069565217,75,0.043859649,45,0.1125,145,2.8,905,0.932989691,0.067010309,0.05,45,4.2,1440,1484,60,0,0,1110,1000,3.1,0.068322981,55,0.068322981,1.8,120600,136000,74000,0,0,0,0,0.03538175,95,0.005586592,15,0.020484171,55,0,0,0.055865922,150,0,0,0.003731343,0.117647059,10,0.039106145,105,0.733031674,1620,0.061728395,100,95,0.06440678,1375,0.93220339,1045,0.708474576,515,515,190,190,920,0.924623116,0,0,45,0.045226131,0,0,25,0.025125628,0.030150754,335,0.125,70,0.026070764,3062
laurentian_3063,10945,0.20740064,2270,43.4,45.6,695,0.220285261,1535,0.140246688,63400,78900,9.5,62150,79300,6.8,755,0.06898127,135,0.061643836,435,0.067077872,180,0.079295154,1535,2.3,2805,0.584375,0.415625,0.136315229,640,2.7,1360,1926,2000,2.5,29.7,1310,1394,2.9,0.153354633,480,0.153354633,1.7,148200,178000,90800,40,0.003654637,0.009593422,105,0.019186843,210,0.010507081,115,0.005025126,55,0.001827318,20,0.182731841,2000,0.033348561,365,0.015989036,0.126353791,175,0.163088168,1785,0.623644252,5750,0.099130435,570,190,0.033421284,5495,0.966578716,4855,0.854001759,2810,2810,300,300,1630,0.689217759,320,0.135306554,255,0.10782241,70,0.029598309,80,0.033826638,0.038054968,1270,0.116034719,390,0.035632709,3063
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ledbury_heron_gate_ridgemont_3065,14000,0.0975,1365,34.4,31.8,2180,0.418426104,1885,0.134642857,34040,33480,31.8,29840,33480,22.6,3335,0.238214286,1105,0.307799443,1720,0.190055249,505,0.371323529,1880,2.5,1270,0.229864253,0.769230769,0.278765201,1490,13.2,1360,1380,4255,31.4,32.5,1180,1121,3.3,0.347893916,1115,0.347893916,2.2,76000,83000,59900,535,0.038227939,0.051804216,725,0.022142857,310,0.008571429,120,0.011071429,155,0.001785714,25,0.474285714,6640,0.135714286,1900,0.230357143,0.520581114,3225,0.691785714,9685,0.60199456,6640,0.15436747,1025,1490,0.202308215,5875,0.797691785,4290,0.582484725,1415,1415,800,800,2860,0.685851319,940,0.225419664,200,0.047961631,40,0.009592326,125,0.029976019,0.073141487,2300,0.164285714,1530,0.109324759,3065
leslie_park_bruce_farm_3066,2915,0.20754717,605,44.8,45.6,245,0.342657343,455,0.156089194,50400,54500,15,45720,52000,11.1,180,0.061643836,35,0.075268817,95,0.051630435,55,0.090163934,460,2.2,990,0.733333333,0.266666667,0.096654275,130,7.6,1320,1336,365,0,15.3,1680,1720,2.7,0.219512195,180,0.219512195,1.6,106600,116000,84000,15,0.005136986,0.020547945,60,0.042808219,125,0.015410959,45,0.022260274,65,0.003424658,10,0.253424658,740,0.044520548,130,0.058319039,0.285714286,170,0.239726027,700,0.648111332,1630,0.110429448,180,50,0.02994012,1615,0.967065868,1325,0.793413174,630,630,170,170,615,0.75,125,0.152439024,60,0.073170732,0,0,20,0.024390244,0.06097561,240,0.082332762,155,0.053082192,3066
lowertown_east_3067,6770,0.17577548,1190,39.4,35.2,855,0.513513514,1950,0.288035451,40560,44680,23.6,36920,44120,17.6,1810,0.267553585,325,0.262096774,1095,0.252595156,390,0.327731092,1950,1.9,510,0.140302613,0.858321871,0.20729927,710,6.1,1500,1720,3120,38,23.2,1100,1103,2.9,0.316901408,450,0.316901408,2,86700,98000,62000,420,0.062084257,0.017738359,120,0.03030303,205,0.019955654,135,0.009608278,65,0,0,0.290465632,1965,0.056171471,380,0.117429838,0.439226519,795,0.413895048,2800,0.562988705,3240,0.143518519,465,445,0.124475524,3130,0.875524476,2535,0.709090909,1235,1235,245,245,690,0.450980392,370,0.241830065,355,0.232026144,60,0.039215686,45,0.029411765,0.065359477,990,0.146233383,1675,0.247597931,3067
lowertown_west_3068,5315,0.171213547,910,43.8,40.4,205,0.5,1990,0.374412041,53150,63150,11.5,49720,62450,6.9,865,0.162746943,60,0.260869565,695,0.166666667,110,0.120879121,1990,1.5,1145,0.329971182,0.670028818,0.156534954,515,5.5,1700,1832,2330,12,20.5,1300,1346,2.2,0.131687243,160,0.131687243,1.3,106800,113000,60400,105,0.019755409,0.001881468,10,0.039510818,210,0.022577611,120,0.013170273,70,0,0,0.222953904,1185,0.041392286,220,0.028222013,0.153061224,150,0.263405456,1400,0.715676728,3675,0.114285714,420,145,0.041076487,3380,0.957507082,2975,0.842776204,1730,1730,180,180,535,0.355481728,270,0.179401993,570,0.378737542,50,0.033222591,85,0.056478405,0.053156146,700,0.131702728,995,0.187206021,3068
manor_park_3069,8150,0.254601227,2075,46.2,47.6,610,0.334246575,1835,0.225153374,48240,56200,17.4,45360,56150,13.1,1365,0.167484663,250,0.199203187,685,0.142116183,430,0.207729469,1840,1.9,2040,0.480565371,0.520612485,0.170673077,710,7.5,1280,1596,2210,27.8,26.1,1160,1134,2.6,0.217977528,485,0.217977528,1.5,101800,111000,59800,365,0.044785276,0.011656442,95,0.03803681,310,0.012883436,105,0.019631902,160,0.003680982,30,0.252147239,2055,0.060736196,495,0.065030675,0.309037901,530,0.272392638,2220,0.561130742,3970,0.115869018,460,430,0.097727273,3965,0.901136364,3210,0.729545455,1410,1410,325,325,1355,0.648325359,395,0.188995215,175,0.083732057,70,0.033492823,95,0.045454545,0.062200957,605,0.074233129,2180,0.267484663,3069
manotick_3070,10375,0.220722892,2290,44.2,48,375,0.114854518,605,0.058313253,69500,88300,8.4,67300,88200,5.9,445,0.042912247,130,0.061176471,220,0.036943745,95,0.041394336,600,2.7,3550,0.929319372,0.070680628,0.038873995,145,2.6,1490,1978,270,13,22.4,1620,1860,2.9,0.078220859,255,0.078220859,1.8,166600,172000,103000,25,0.002409639,0.003855422,40,0.025554484,265,0.013982642,145,0.009161041,95,0,0,0.163934426,1700,0.008196721,85,0.013493976,0.14,140,0.118611379,1230,0.62716763,5425,0.101382488,550,165,0.032352941,4940,0.968627451,4150,0.81372549,2310,2310,375,375,2360,0.921875,20,0.0078125,90,0.03515625,10,0.00390625,80,0.03125,0.033203125,1250,0.120481928,365,0.035180723,3070
marlborough_3071,2255,0.181818182,410,42.8,45.6,100,0.147058824,130,0.057649667,52500,59750,13,50880,59050,9.1,125,0.055432373,30,0.065217391,60,0.043165468,35,0.086419753,125,2.7,760,0.904761905,0.095238095,0.06918239,55,6.9,1340,1448,75,0,0,1120,1120,2.8,0.127659574,90,0.127659574,1.8,125600,137000,108000,0,0,0,0,0.035476718,80,0,0,0.028824834,65,0,0,0.073170732,165,0,0,0,0,0,0.017738359,40,0.680851064,1280,0.0859375,110,80,0.06557377,1140,0.93442623,865,0.709016393,365,365,210,210,755,0.937888199,15,0.01863354,0,0,0,0,30,0.037267081,0.086956522,245,0.10864745,60,0.026607539,3071
merivale_gardens_grenfell_glen_pineglen_country_place_3072,2950,0.3,885,48.3,52.4,135,0.160714286,200,0.06779661,64700,78500,10.6,64600,81900,7.8,95,0.03220339,0,0,55,0.034267913,0,0,200,2.6,1085,0.951754386,0.052631579,0.048672566,55,4.7,1120,1588,60,0,0,1900,1850,2.8,0.102150538,95,0.102150538,1.7,154000,170000,114000,0,0,0.008474576,25,0.016949153,50,0.008474576,25,0.008474576,25,0,0,0.222033898,655,0.011864407,35,0.016949153,0.14084507,50,0.179661017,530,0.566990291,1460,0.078767123,115,55,0.041044776,1285,0.958955224,1090,0.813432836,635,635,160,160,635,0.90070922,15,0.021276596,20,0.028368794,10,0.014184397,15,0.021276596,0.021276596,355,0.120338983,85,0.028813559,3072
metcalfe_3073,5845,0.145423439,850,41,43.6,235,0.126344086,320,0.054747648,53600,63000,10.2,51750,63350,7.6,280,0.047904192,45,0.034615385,175,0.047425474,55,0.064327485,315,2.7,1890,0.88317757,0.114485981,0.050847458,105,2.2,1620,1670,240,14.6,28.9,1210,1180,2.9,0.096685083,175,0.096685083,1.8,126800,140000,96000,15,0.002568493,0.004280822,25,0.045337896,265,0.020530368,120,0.020530368,120,0.001710864,10,0.070145423,410,0.00855432,50,0.005132592,0.133333333,30,0.05132592,300,0.685146444,3275,0.064122137,210,235,0.07208589,3035,0.930981595,2240,0.687116564,980,980,405,405,1945,0.932853717,0,0,50,0.023980815,0,0,75,0.035971223,0.026378897,665,0.113772455,330,0.056506849,3073
munster_ashton_3075,3905,0.195902689,765,43.2,46.4,165,0.142857143,230,0.058898848,55300,65300,11.3,54400,66000,8.5,170,0.043533931,45,0.058064516,95,0.040169133,35,0.045454545,230,2.7,1355,0.931271478,0.068728522,0.054347826,75,5,1570,1708,100,0,0,1660,1640,2.9,0.076612903,95,0.076612903,1.7,129600,147000,73000,0,0,0.005121639,20,0.037131882,145,0.024327785,95,0.011523688,45,0,0,0.088348271,345,0.005121639,20,0.010243278,0.205128205,40,0.04865557,190,0.642424242,2120,0.068396226,145,120,0.057831325,1950,0.939759036,1520,0.73253012,735,735,300,300,1185,0.951807229,10,0.008032129,10,0.008032129,0,0,40,0.032128514,0.040160643,460,0.117797695,20,0.005121639,3075
richmond_3074,8490,0.184923439,1570,41.5,43.6,395,0.146025878,565,0.066548881,59600,72100,10.2,57750,70300,7.8,300,0.035335689,50,0.024752475,160,0.032653061,85,0.054140127,560,2.7,2800,0.88748019,0.110935024,0.057377049,175,3.3,1600,1706,350,14.3,24.6,1230,1264,3,0.097465887,250,0.097465887,1.8,142600,147000,87000,0,0,0,0,0.030035336,255,0.016489988,140,0.012367491,105,0,0,0.09540636,810,0.010600707,90,0.008244994,0.142857143,70,0.058303887,495,0.679824561,4650,0.077419355,360,235,0.053837342,4125,0.945017182,3380,0.774341352,1700,1700,525,525,2390,0.92815534,45,0.017475728,95,0.036893204,10,0.003883495,35,0.013592233,0.044660194,910,0.107184923,210,0.024749558,3074
navan_sarsfield_3076,2990,0.180602007,540,42.2,44.8,110,0.117647059,195,0.065217391,52150,59000,11.8,50200,58100,9.2,205,0.068676717,60,0.093023256,80,0.04432133,65,0.12037037,195,2.7,915,0.839449541,0.160550459,0.085308057,90,5.1,1240,1644,170,14.7,26.5,980,1080,3,0.071428571,65,0.071428571,2,126200,139000,58000,110,0.036789298,0,0,0.055276382,165,0.033500838,100,0.020100503,60,0,0,0.05360134,160,0,0,0.011705686,0.388888889,35,0.061976549,185,0.655737705,1600,0.065625,105,135,0.085443038,1445,0.914556962,1000,0.632911392,460,460,225,225,950,0.922330097,20,0.019417476,25,0.024271845,0,0,25,0.024271845,0.038834951,325,0.108695652,1045,0.349498328,3076
new_edinburgh_3077,5285,0.265846736,1405,46.8,48,315,0.276315789,1040,0.196783349,72200,91700,7.7,69600,89100,6,375,0.071022727,75,0.092592593,235,0.076672104,60,0.042553191,1040,2,1420,0.533834586,0.464285714,0.089494163,230,2.5,1540,2008,1240,2,16.2,1500,1676,2.6,0.142857143,220,0.142857143,1.6,159800,168000,99000,35,0.006628788,0.006628788,35,0.021780303,115,0.009469697,50,0.013257576,70,0,0,0.232954545,1230,0.024621212,130,0.013245033,0.084848485,70,0.149621212,790,0.615715823,2860,0.078671329,225,50,0.01814882,2710,0.983666062,2510,0.91107078,1500,1500,115,115,645,0.57079646,110,0.097345133,215,0.190265487,85,0.075221239,85,0.075221239,0.022123894,475,0.08987701,820,0.15530303,3077
north_gower_kars_3078,4995,0.188188188,940,41.7,44,210,0.12962963,265,0.053053053,54550,62350,12,53300,62650,8.7,155,0.031,35,0.031111111,80,0.027303754,45,0.047619048,265,2.8,1610,0.899441341,0.100558659,0.054913295,95,3.2,1460,1510,175,14.3,26.5,1080,1100,3,0.091503268,140,0.091503268,1.9,132000,145000,94000,0,0,0,0,0.029,145,0.013,65,0.01,50,0.003,15,0.074,370,0.006,30,0.003003003,0.081081081,15,0.041,205,0.676866585,2765,0.072332731,200,120,0.046511628,2465,0.955426357,1925,0.746124031,925,925,355,355,1515,0.929447853,20,0.012269939,70,0.042944785,0,0,20,0.012269939,0.030674847,555,0.111111111,155,0.031,3078
old_barrhaven_east_3079,23825,0.102833158,2450,37.3,37.2,2030,0.230028329,1330,0.055823715,49120,56050,12.6,45920,54850,8.1,1410,0.059181532,460,0.080843585,755,0.048135161,195,0.079429735,1330,2.9,6385,0.784398034,0.215601966,0.08089608,650,5.8,1600,1572,1760,10.5,16.5,1860,1746,3.1,0.183763838,1245,0.183763838,1.8,119700,129000,85600,105,0.004407135,0.023294858,555,0.022455404,535,0.011752361,280,0.009653725,230,6.30E-04,15,0.337460651,8040,0.056033578,1335,0.061070304,0.203781513,1455,0.448688353,10690,0.718733783,13850,0.107220217,1485,760,0.057597575,12435,0.942402425,10210,0.773777946,5085,5085,1090,1090,5840,0.807187284,785,0.108500346,270,0.03731859,60,0.00829302,280,0.03870076,0.06081548,3630,0.152360965,1145,0.048058762,3079
old_barrhaven_west_3080,22415,0.140084765,3140,39.2,40,1465,0.186862245,1210,0.053981709,51750,59350,11.9,50440,59900,8,1125,0.050189605,415,0.080270793,605,0.042892591,110,0.035087719,1215,2.9,6970,0.889597958,0.110402042,0.051646223,400,3.2,1580,1588,870,4.6,20.7,1860,1812,3,0.136192626,905,0.136192626,1.9,123400,136000,83000,130,0.005799688,0.012937765,290,0.02498327,560,0.01226857,275,0.009591791,215,0.001338389,30,0.221280393,4960,0.031229088,700,0.035467321,0.189285714,795,0.299576177,6715,0.673919031,12235,0.10584389,1295,570,0.046990932,11560,0.953009068,9180,0.756801319,4555,4555,995,995,5385,0.848699764,460,0.07249803,255,0.040189125,50,0.007880221,200,0.031520883,0.052009456,2885,0.128708454,885,0.039482489,3080
old_hunt_club_3081,16455,0.198116074,3260,41.1,39.6,1560,0.287822878,1545,0.093892434,49120,54900,16.2,46200,55350,11.5,1675,0.101761847,580,0.169838946,830,0.08482371,275,0.084355828,1545,2.6,3945,0.61640625,0.38359375,0.118536197,745,5.8,1360,1502,2450,27.3,21.8,1240,1318,3,0.197611292,910,0.197611292,1.9,113200,117000,78600,225,0.013673655,0.01519295,250,0.028250304,465,0.014884569,245,0.011543135,190,9.11E-04,15,0.339914945,5595,0.057411908,945,0.081434215,0.281217209,1340,0.422843256,6960,0.609460946,8310,0.11612515,965,600,0.072202166,7710,0.927797834,6145,0.739470517,2730,2730,770,770,3685,0.801086957,595,0.129347826,130,0.02826087,25,0.005434783,155,0.033695652,0.047826087,2065,0.125493771,1485,0.090246126,3081
old_ottawa_east_3082,8420,0.144299287,1215,39.1,35.6,295,0.182662539,1245,0.147862233,62900,80000,7.8,58400,77400,5.1,1125,0.133610451,65,0.054852321,970,0.161129568,85,0.070247934,1245,2.1,1955,0.496192893,0.502538071,0.093922652,340,2.8,1740,2056,1980,4,17,1360,1436,2.7,0.101654846,215,0.101654846,1.6,154000,182000,94000,85,0.01010101,0.004753417,40,0.021971496,185,0.008313539,70,0.010095012,85,0.002375297,20,0.200118765,1685,0.052850356,445,0.027315914,0.171641791,230,0.292755344,2465,0.692982456,5135,0.102239533,525,125,0.026624068,4570,0.973375932,4105,0.874334398,2455,2455,250,250,1145,0.536299766,460,0.215456674,310,0.145199063,140,0.06557377,80,0.037470726,0.037470726,1505,0.178741093,865,0.102792632,3082
old_ottawa_south_3083,6430,0.15474339,995,40.2,41.6,320,0.162849873,590,0.091757387,72700,92800,6.7,68700,88200,4.7,315,0.048989114,65,0.048507463,200,0.048840049,50,0.050251256,590,2.6,1830,0.724752475,0.273267327,0.054878049,135,1.7,1760,2048,690,10.1,16.2,1550,1704,3,0.133704735,240,0.133704735,1.7,179000,184000,98000,10,0.00155521,0.002332815,15,0.01399689,90,0.008553655,55,0.003888025,25,0,0,0.164852255,1060,0.01088647,70,0.011664075,0.109489051,75,0.15474339,995,0.672237697,3620,0.102209945,370,60,0.01863354,3160,0.98136646,2940,0.913043478,1900,1900,185,185,815,0.605947955,125,0.092936803,250,0.185873606,115,0.085501859,40,0.029739777,0.040892193,1170,0.181959565,385,0.059875583,3083
orleans_industrial_3084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3084
orleans_village_chateauneuf_3085,11225,0.204454343,2295,43.5,46,740,0.214804064,665,0.059242762,51450,56500,13.5,49120,56750,9.6,375,0.03342246,75,0.036231884,250,0.03646973,50,0.021786492,660,2.7,3800,0.902612827,0.097387173,0.035971223,150,2.4,1250,1384,410,9.8,15,1520,1440,2.9,0.126961484,445,0.126961484,1.8,122900,136000,96400,280,0.024944321,0.002227171,25,0.029411765,330,0.012477718,140,0.015597148,175,0,0,0.177807487,1995,0.015597148,175,0.020935412,0.157718121,235,0.242424242,2720,0.622163588,5895,0.094995759,560,315,0.052852349,5645,0.947147651,4415,0.740771812,2195,2195,480,480,2655,0.845541401,245,0.078025478,110,0.035031847,25,0.007961783,100,0.031847134,0.054140127,1215,0.108240535,3120,0.277951002,3085
osgoode_vernon_3086,5610,0.171122995,960,41.9,43.6,265,0.15497076,300,0.053475936,51160,58200,13.5,48720,57200,9.6,255,0.045495094,35,0.031390135,145,0.041018388,75,0.078125,300,2.7,1850,0.898058252,0.101941748,0.075757576,150,4.8,1540,1524,210,14.3,31,1010,1270,2.9,0.101694915,180,0.101694915,1.7,122900,137000,86000,20,0.003565062,0.005347594,30,0.029438002,165,0.022301517,125,0.005352364,30,0,0,0.08117752,455,0.002676182,15,0.006238859,0.132075472,35,0.050847458,285,0.711373391,3315,0.066365008,220,285,0.091492777,2830,0.908507223,2105,0.67576244,1075,1075,545,545,1890,0.940298507,20,0.009950249,65,0.032338308,0,0,35,0.017412935,0.049751244,585,0.104278075,155,0.027629234,3086
overbrook_3087,20735,0.156016397,3235,39.4,37.6,2610,0.403400309,3300,0.159151194,39960,42520,24.7,36920,43160,17.6,4090,0.197251025,1215,0.280924855,2300,0.174639332,565,0.174652241,3305,2.3,3190,0.355629877,0.644370123,0.194046938,1695,7.9,1320,1418,5780,28.1,26,1210,1237,3,0.288557214,1450,0.288557214,2,89300,96000,66800,1055,0.050880154,0.023149265,480,0.039064384,810,0.021702435,450,0.009163251,190,0.006269592,130,0.312997347,6490,0.088256571,1830,0.117916566,0.424479167,2445,0.444899928,9225,0.573220537,9825,0.149618321,1470,1750,0.156950673,9400,0.843049327,7060,0.633183857,2710,2710,990,990,3780,0.674397859,1135,0.20249777,415,0.074041035,125,0.022301517,150,0.02676182,0.074041035,2760,0.133108271,4835,0.233180612,3087
parkwood_hills_3088,5980,0.08361204,500,32,28.4,585,0.281927711,630,0.105351171,33040,30760,31.2,28200,30440,21.4,1380,0.230962343,490,0.31511254,790,0.201273885,95,0.191919192,630,2.7,280,0.125279642,0.876957494,0.321016166,695,23.2,840,1140,1955,8.4,33.4,1430,1454,3.3,0.257692308,335,0.257692308,2.3,71300,73500,61400,155,0.025919732,0.045986622,275,0.020083682,120,0.013389121,80,0.005020921,30,0,0,0.455230126,2720,0.226778243,1355,0.237458194,0.544061303,1420,0.635146444,3795,0.645021645,2980,0.176174497,525,530,0.174055829,2515,0.825944171,1815,0.596059113,490,490,380,380,1210,0.622107969,520,0.267352185,135,0.06940874,35,0.017994859,50,0.025706941,0.100257069,1075,0.179765886,380,0.063545151,3088
pineview_3089,6210,0.150563607,935,39.5,38.4,700,0.335731415,505,0.081320451,43720,46720,18.7,41600,49320,12.2,470,0.07568438,130,0.105263158,235,0.058240397,105,0.112299465,505,2.7,1530,0.658064516,0.344086022,0.111111111,255,5.6,1440,1418,795,8.8,21.3,1460,1392,3,0.247093023,425,0.247093023,1.9,104300,114000,77600,145,0.023349436,0.012077295,75,0.037037037,230,0.02173913,135,0.010466989,65,0.004025765,25,0.295491143,1835,0.036231884,225,0.093397746,0.375404531,580,0.399355878,2480,0.644787645,3340,0.100299401,335,385,0.112737921,3030,0.887262079,2215,0.648609078,945,945,390,390,1585,0.771289538,310,0.150851582,105,0.051094891,10,0.00486618,50,0.0243309,0.03649635,825,0.132850242,1085,0.174718196,3089
playfair_park_guildwood_estates_3090,6115,0.25838103,1580,45.4,46.4,405,0.221917808,800,0.130825838,58750,70100,11.8,56400,68700,9.3,425,0.069501226,90,0.082949309,180,0.052173913,150,0.094936709,800,2.4,1830,0.707930368,0.290135397,0.115913556,295,5,1040,1550,755,6,28.6,1400,1400,2.9,0.150289017,260,0.150289017,1.8,137800,168000,97000,70,0.011437908,0.009803922,60,0.01635323,100,0.006541292,40,0.007358953,45,0,0,0.238757155,1460,0.033524121,205,0.041700736,0.253731343,255,0.250204415,1530,0.588803089,3050,0.080327869,245,180,0.061433447,2750,0.938566553,2315,0.790102389,1315,1315,190,190,1070,0.718120805,205,0.137583893,90,0.060402685,30,0.020134228,85,0.05704698,0.043624161,675,0.110384301,800,0.130718954,3090
