name,total_population,number_of_seniors_age_65,percent_of_pop_that_are_seniors_age_65,average_age_of_the_population,median_age_of_the_population,number_of_people_living_alone,percent_of_people_living_alone,number_of_after_tax_income_recipients_age_15,average_after_tax_income_in_2020_among_recipients,number_of_market_income_recipients_age_15,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_0_17_in_low_income_based_on_lim_at,percent_of_people_0_17_in_low_income_based_on_lim_at,number_of_people_18_64_in_low_income_based_on_lim_at,percent_of_people_18_64_in_low_income_based_on_lim_at,number_of_people_65_in_low_income_based_on_lim_at,percent_of_people_65_in_low_income_based_on_lim_at,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_with_knowledge_of_only_french_as_an_official_language,percent_of_people_with_knowledge_of_only_french_as_an_official_language,number_of_people_who_know_neither_english_nor_french,percent_of_people_who_know_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,number_of_immigrants,percent_of_pop_that_are_immigrants,percent_of_pop_that_are_recent_immigrants_arr_2016_2021,number_of_recent_immigrants_arr_2016_2021,percent_of_pop_that_are_refugees,percent_of_immigrants_that_are_refugees,number_of_refugees,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,number_of_pop_in_labour_force,percent_of_pop_in_labour_force_participation_rate,number_of_pop_unemployed,unemployment_rate,number_of_people_age_25_64_with_no_high_school_diploma,percent_of_people_age_25_64_with_no_high_school_diploma,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,percent_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,number_of_workers_age_15_who_commute_by_car_truck_or_van,percent_of_workers_age_15_who_commute_by_car_truck_or_van,number_of_workers_age_15_who_commute_by_public_transit,percent_of_workers_age_15_who_commute_by_public_transit,number_of_workers_age_15_who_commute_by_walking,percent_of_workers_age_15_who_commute_by_walking,number_of_workers_age_15_who_commute_by_bicycle,percent_of_workers_age_15_who_commute_by_bicycle,number_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_by_other_means,percent_of_workers_age_15_who_commute_for_60_minutes_and_over,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24,ONS_ID
ottawa_kanata_lakes_3060,4575,485,0.10601092896174864,38.5,41.2,125,0.0273224043715847,3365,58800,3120,75000,6.3,56900,72900,4.3,1210,0.2644808743169399,2880,0.6295081967213115,485,0.10601092896174864,340,0.07431693989071038,10,0.00218340611353711,445,0.09716157205240177,0,0,0,0,0,0,0,0,3040,0.6637554585152838,0.1091703056768559,500,0.00327868852459016,0.00512820512820512,15,1,4580,2415,0.6689750692520776,170,0.07039337474120083,45,0.01778656126482213,2485,0.982213438735178,2380,0.9407114624505928,1530,0.6815144766146993,65,0.02895322939866369,615,0.8848920863309353,60,0.08633093525179857,0,0,0,0,15,0.02158273381294964,0.08633093525179857,0,0,590,0.12896174863387977,3060
ottawa_katimavik_hazeldean_3061,585,165,0.28205128205128205,48.3,55.6,45,0.07692307692307693,500,50200,465,56000,13.2,48000,57200,8.8,70,0.11965811965811966,350,0.5982905982905983,165,0.28205128205128205,55,0.09401709401709402,0,0,60,0.10256410256410256,0,0,0,0,0,0,0,0,380,0.6495726495726496,0.05982905982905983,35,0.01709401709401709,0.03174603174603174,10,1,585,265,0.4907407407407408,10,0.03773584905660377,15,0.04761904761904761,300,0.9523809523809524,275,0.873015873015873,105,0.40384615384615385,15,0.05769230769230769,100,0.6666666666666666,30,0.2,10,0.06666666666666667,0,0,10,0.06666666666666667,0,0,0,55,0.09401709401709402,3061
ottawa_kinburn_3062,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,3062
ottawa_laurentian_3063,330,35,0.10606060606060606,38.3,37.2,30,0.09090909090909093,230,67000,225,91000,6.7,85000,109000,4.5,90,0.2727272727272727,205,0.6212121212121212,35,0.10606060606060606,40,0.12121212121212122,0,0,30,0.09090909090909093,0,0,0,0,0,0,0,0,165,0.5,0.06060606060606061,20,0,0,0,1,330,155,0.62,0,0,0,0,175,1,175,1,85,0.5483870967741935,0,0,40,0.5714285714285714,10,0.14285714285714285,0,0,15,0.21428571428571427,0,0,0,10,0.0303030303030303,35,0.10606060606060606,3063
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ledbury_heron_gate_ridgemont_3065,280,55,0.19642857142857145,42.6,39.2,75,0.26785714285714285,255,32400,220,32800,23.6,30200,38400,15.8,15,0.05263157894736842,210,0.7368421052631579,55,0.19298245614035087,105,0.3684210526315789,0,0,30,0.10526315789473684,0,0,0,0,0,0,0,0,150,0.5263157894736842,0,0,0.03571428571428571,0.09090909090909093,10,1,285,155,0.5740740740740741,0,0,10,0.06666666666666667,140,0.9333333333333332,105,0.7,20,0.13793103448275862,10,0.06896551724137931,105,0.84,20,0.16,0,0,0,0,0,0,0.12,0,0,55,0.19642857142857145,3065
ottawa_leslie_park_bruce_farm_3066,120,35,0.2916666666666667,52.4,54.4,10,0.08333333333333333,110,44000,105,49000,14,39000,45000,9.6,0,0,80,0.6666666666666666,35,0.2916666666666667,0,0,0,0,20,0.16666666666666666,0,0,0,0,0,0,0,0,95,0.7916666666666666,0,0,0,0,0,1,120,75,0.6818181818181818,20,0.26666666666666666,10,0.125,65,0.8125,50,0.625,40,0.7272727272727273,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3066
ottawa_lowertown_east_3067,140,30,0.21428571428571427,39.2,28.8,50,0.35714285714285715,115,33500,90,38500,23,28800,37000,14.4,0,0,100,0.7142857142857143,30,0.21428571428571427,85,0.6071428571428571,0,0,25,0.18518518518518515,0,0,0,0,0,0,0,0,55,0.4074074074074074,0,0,0,0,0,1,135,65,0.5,0,0,10,0.13333333333333333,65,0.8666666666666667,55,0.7333333333333333,20,0.3333333333333333,10,0.16666666666666666,30,0.75,0,0,10,0.25,0,0,0,0,0,0,0,20,0.14285714285714285,3067
ottawa_lowertown_west_3068,170,10,0.0588235294117647,36.2,31,75,0.4411764705882353,150,46000,150,48000,10,43000,54000,2.6,15,0.08823529411764706,145,0.8529411764705882,0,0,45,0.2647058823529412,0,0,10,0.0588235294117647,0,0,0,0,0,0,0,0,65,0.37142857142857144,0.05714285714285714,10,0,0,0,1,175,130,0.8125,15,0.1153846153846154,0,0,125,1,120,0.96,60,0.5217391304347826,0,0,10,0.16666666666666666,10,0.16666666666666666,30,0.5,0,0,0,0,0,0,0,20,0.1176470588235294,3068
ottawa_manor_park_3069,85,15,0.17647058823529413,37.2,36.8,0,0,60,31000,55,29000,18,30000,30000,15,30,0.35294117647058826,40,0.4705882352941176,0,0,0,0,0,0,20,0.2352941176470588,0,0,0,0,0,0,0,0,45,0.5294117647058824,0.2352941176470588,20,0,0,0,1,85,25,0.38461538461538464,0,0,0,0,40,1,40,1,0,0,0,0,10,0.5,0,0,0,0,0,0,0,0,0,15,0.17647058823529413,0,0,3069
