name,total_population,number_of_seniors_age_65,percent_of_pop_that_are_seniors_age_65,average_age_of_the_population,median_age_of_the_population,number_of_people_living_alone,percent_of_people_living_alone,number_of_after_tax_income_recipients_age_15,average_after_tax_income_in_2020_among_recipients,number_of_market_income_recipients_age_15,average_market_income_in_2020_among_recipients,percent_of_income_from_government_transfers_2020,average_after_tax_income_in_2019_among_recipients,average_market_income_in_2019_among_recipients,percent_of_income_from_government_transfers_2019,number_of_people_in_low_income_based_on_lim_at,percent_of_people_in_low_income_based_on_lim_at,number_of_people_who_know_neither_english_nor_french,percent_of_people_who_know_neither_english_nor_french,percent_of_pop_that_are_indigenous,number_of_people_who_are_indigenous,percent_of_pop_that_are_fn,number_of_people_who_are_fn,percent_of_pop_that_are_metis,number_of_people_who_are_metis,percent_of_pop_that_are_inuit,number_of_people_who_are_inuit,percent_of_pop_that_are_visible_minority,number_of_people_who_are_visible_minority,number_of_pop_in_labour_force,percent_of_pop_in_labour_force_participation_rate,number_of_pop_unemployed,unemployment_rate,number_of_people_age_25_64_with_no_high_school_diploma,percent_of_people_age_25_64_with_no_high_school_diploma,number_of_people_age_25_64_with_a_high_school_diploma,percent_of_people_age_25_64_with_a_high_school_diploma,number_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,percent_of_people_age_25_64_with_a_postsecondary_degree_diploma_or_certificate,number_of_workers_age_15_who_work_at_home,percent_of_workers_age_15_who_work_at_home,number_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_have_no_fixed_workplace_address,percent_of_workers_age_15_who_commute_for_60_minutes_and_over,number_of_people_with_french_as_a_language_most_spoken_at_home,percent_of_people_with_french_as_a_language_most_spoken_at_home,number_of_youth_age_15_24,percent_of_pop_that_are_youth_age_15_24
ottawa_ons2022_lanark_highlands_3404_00000_7_3_percent,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA
ottawa_ons2022_laurentian_3063_00000_1_7_percent,275,20,0.07272727272727272,36.6,36.4,35,0.12727272727272726,195,45200,180,50800,12.8,37600,46000,5.9,0,0,10,0.03571428571428571,0,0,0,0,0,0,0,0,1,280,165,0.7333333333333333,15,0.09090909090909091,10,0.05714285714285714,170,0.9714285714285714,140,0.8,50,0.3333333333333333,35,0.23333333333333334,0.10526315789473684,10,0.03571428571428571,35,0.12727272727272726
ottawa_ons2022_laurentian_hills_3710_00000_3_6_percent,15,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,1,15,10,1,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0
ottawa_ons2022_laurentian_valley_3711_00000_1_9_percent,25,0,0,27,NA,0,0,15,60000,0,NA,NA,60000,60000,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,25,10,0.5,0,0,0,0,10,1,0,0,0,0,0,0,NA,0,0,0,0
ottawa_ons2022_lebreton_development_3064_00999_20_0_percent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ottawa_ons2022_ledbury_heron_gate_ridgemont_3065_00000_6_2_percent,4850,225,0.04639175257731959,28.6,25.6,360,0.07422680412371134,3145,31640,2465,26400,39.1,26800,26680,28,1260,0.2597938144329897,205,0.042268041237113405,0,0,0,0,0,0,0,0,1,4850,2135,0.6224489795918368,435,0.20374707259953162,490,0.21875,1755,0.7834821428571429,1340,0.5982142857142857,370,0.21764705882352942,295,0.17352941176470588,0.1183206106870229,1100,0.2268041237113402,970,0.2
ottawa_ons2022_leslie_park_bruce_farm_3066_00000_3_8_percent,115,15,0.13043478260869565,34.4,29.4,15,0.13043478260869565,80,48000,75,52000,14,37000,40000,14,0,0,0,0,0,0,0,0,0,0,0,0,1,115,65,0.7647058823529411,0,0,0,0,55,0.9166666666666666,40,0.6666666666666666,25,0.4166666666666667,0,0,0,0,0,10,0.08695652173913043
ottawa_ons2022_lowertown_east_3067_00000_6_5_percent,1705,85,0.04985337243401759,29.2,26.6,365,0.21407624633431085,1100,30400,850,23760,43.4,25700,23280,34.6,620,0.36363636363636365,25,0.014705882352941176,0,0,0,0,0,0,0,0,1,1700,710,0.5772357723577236,130,0.18309859154929578,110,0.13836477987421383,685,0.8616352201257862,530,0.6666666666666666,145,0.24786324786324787,85,0.1452991452991453,0.125,710,0.4176470588235294,360,0.21114369501466276
ottawa_ons2022_lowertown_west_3068_00000_6_2_percent,365,20,0.0547945205479452,36,34,155,0.4246575342465753,315,40000,285,40400,21.2,33200,38800,12.2,60,0.1643835616438356,0,0,0,0,0,0,0,0,0,0,1,365,240,0.7058823529411765,35,0.14583333333333334,15,0.061224489795918366,230,0.9387755102040817,200,0.8163265306122449,95,0.4634146341463415,20,0.0975609756097561,0.09090909090909091,135,0.3698630136986301,75,0.2054794520547945
ottawa_ons2022_madawaska_valley_3712_00000_7_7_percent,65,0,0,25.6,17.8,0,0,40,52000,40,48000,18,44000,48000,7,0,0,0,0,0,0,0,0,0,0,0,0,1,70,30,0.6,0,0,0,0,20,0.8,15,0.6,10,0.3333333333333333,10,0.3333333333333333,0,0,0,15,0.23076923076923078
ottawa_ons2022_manor_park_3069_00000_2_5_percent,865,95,0.10982658959537572,34.4,33.2,115,0.1329479768786127,620,35600,490,34800,30.6,29000,33200,23,275,0.31976744186046513,0,0,0,0,0,0,0,0,0,0,1,865,445,0.6846153846153846,80,0.1797752808988764,60,0.13333333333333333,390,0.8666666666666667,330,0.7333333333333333,60,0.16216216216216217,75,0.20270270270270271,0.06451612903225806,360,0.4161849710982659,110,0.12716763005780346
