3001,3002,3003,3004,3005,3006,3007,3008,3009,3010,3011,3012,3013,3014,3015,3016,3017,3018,3019,3020,3021,3022,3023,3024,3025,3026,3027,3028,3029,3030,3031,3032,3033,3034,3035,3036,3037,3038,3039,3040,3041,3042,3043,3044,3045,3046,3047,3048,3049,3050,3051,3052,3053,3054,3055,3056,3057,3058,3059,3060,3061,3062,3063,3065,3066,3067,3068,3069,3070,3071,3072,3073,3075,3074,3076,3077,3078,3079,3080,3081,3082,3083,3084,3085,3086,3087,3088,3089,3090,3091,3092,3093,3094,3095,3097,3098,3099,3100,3101,3102,3103,3104,3105,3106,3107,3108,3109,3110,3111,3112,3113,3114,3115,3116,3117,VAR_ID
0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAR2
0,0.024875622,0.034567901,0.049450549,0,NA,0,0.022988506,0.12254902,0,0.007692308,0.022727273,0.044052863,0.007407407,0.058510638,0,0.008379888,0.076023392,NA,0.077889447,0,0.052830189,0.015209125,0.27654321,0,0.013089005,0,0.022556391,0.12987013,NA,0,0.029900332,0,0.007968127,0.014150943,0.026315789,0.019417476,0,0,0.023668639000000002,0.031446541,NA,0,0,0.046728972,0,0.081364829,0.014354067,0,0,NA,0.021052632,0,0.072727273,0.164021164,0,NA,0.057894737,0.034482759,0.017751479,0.008368201,0.029850746,0.035573123,0.045553145,0,0.116161616,0.244604317,0.033333333,0.008,0,0,0,0,0,0,0.042105263,0,0.008264463,0,0.012077295,0.099667774,0.030042918,NA,0.012295082,0,0.050816697,0.055813953,0.030120482,0.02962963,0.007444169,0,0.02739726,0.026666667,0.01010101,0.009310987,0.033333333,0.03125,0.004210526,0.088516746,0,0.007246377,0.171428571,0.0625,0.003454231,0.014634146,0,0.012121212,0.02020202,0.144927536,0.095541401,0,0.052631579,0.122641509,0.084656085,0.053811659,VAR9
NA,29.6,30.5,32.4,30.2,NA,20,23.8,27.6,31.4,29.2,24.4,22.5,26.8,34.4,29.4,29.4,29.4,NA,32.3,29.2,32.2,27.4,21.1,27.2,26.9,31,23,25.2,NA,24,29.1,24,32.2,29.9,22.8,29,23.4,17.5,33.6,39.2,NA,27.7,28.3,23.4,16.4,24.5,26.2,27.7,50,NA,31.4,35.2,25.2,19.6,30.5,NA,23.5,20.2,25.6,28.4,24.4,25.3,32.7,34,28.5,28.2,31.4,25.2,19.5,26,15.5,21.6,20.2,15.4,28.8,26,25.9,26.5,31.6,26.1,28.1,NA,29,19.4,33.4,29.9,27.8,22.2,30.8,31,23.2,20,28,27.9,34.4,28,30.8,23.4,22.8,30.5,29.8,30.6,24.1,26,27.7,30.5,33.2,27.2,36.8,18,25.6,26.4,24.4,20.6,VAR14
NA,5.6,8.9,11.5,6.5,NA,5.5,9,6.9,8.5,9.8,5.4,7.9,6.1,10.8,7.3,5.9,6.5,NA,10,7.9,9.7,6.3,5.8,5.5,6.5,4.8,5.4,6.9,NA,6.6,6.9,5.5,11.5,8.8,5.6,6.7,7.4,4.6,11.7,16,NA,6.7,7.1,4.7,4.1,4.8,9.1,6.8,5,NA,8.4,6,7.3,7.6,7.2,NA,5.5,5.4,5.4,6,8.6,6.1,10.3,6.6,6.8,8.2,9.8,5.8,8.4,9,4.2,8.8,7.4,4.2,8.6,5.8,6.1,6.8,8.6,6.6,8.3,NA,6,6.5,10.9,10.5,7.4,6.3,6.2,9.4,8,5.2,8.9,5.3,9.6,6,7.2,6.3,5,5.2,6.1,7,5.7,5.2,5.2,6.6,7.4,8.6,10.4,5.4,7,7,5.6,4.2,VAR17
0,0.07960199,0.115763547,0.120879121,0.06875,NA,0,0.045977011,0.333333333,0.082840237,0.084291188,0.130681818,0.078947368,0.040059347,0.154255319,0.048165138,0.016759777,0.196480938,NA,0.175879397,0.034090909,0.147169811,0.102661597,0.259259259,0.053691275,0.034031414,0.059945504,0.12406015,0.300653595,NA,0,0.052980132,0,0.123505976,0.122641509,0,0.029126214,0,0,0.059171598,0.202531646,NA,0.015217391,0.088452088,0.102803738,0,0.138743455,0.09047619,0.04526749,0,NA,0.1,0.116129032,0.187878788,0.126984127,0.083636364,NA,0.095238095,0,0.063241107,0.016666667,0,0.051383399,0.199566161,0,0.294416244,0.323741007,0.2,0.027888446,0,0,0.045112782,0,0.027624309,0,0.115789474,0,0.044077135,0.048442907,0.11352657,0.34551495,0.068669528,NA,0.041152263,0,0.221415608,0.209302326,0.078313253,0.029850746,0.045905707,0.077586207,0.121621622,0,0.055555556,0.044692737,0.222222222,0,0.042016807,0.279904306,0,0.047101449,0.320779221,0.145833333,0.015544041,0.058252427,0.040740741,0.051515152,0.04040404,0.231884058,0.280254777,0,0.140350877,0.259433962,0.143617021,0.125560538,VAR19
0.625,0.293532338,0.221674877,0.230769231,0.39375,NA,0.24742268,0.137931034,0.088235294,0.26035503,0.348659004,0.232954545,0.184210526,0.348664688,0.234042553,0.371559633,0.346368715,0.11143695,NA,0.226130653,0.392045455,0.256603774,0.228136882,0.085185185,0.305369128,0.287958115,0.326975477,0.116541353,0.267973856,NA,0.295454545,0.357615894,0.35106383,0.266932271,0.245283019,0.324675325,0.368932039,0.361111111,0.333333333,0.26035503,0.246835443,NA,0.317391304,0.326781327,0.23364486,0.316455696,0.214659686,0.314285714,0.341563786,0,NA,0.242105263,0.225806452,0.218181818,0.195767196,0.232727273,NA,0.132275132,0.379310345,0.35770751,0.345833333,0.298507463,0.367588933,0.268980477,0.276595745,0.233502538,0.071942446,0.291666667,0.3187251,0.34,0.242857143,0.353383459,0.35483871,0.408839779,0.292307692,0.357894737,0.378378378,0.314049587,0.314878893,0.287439614,0.119601329,0.253218884,NA,0.267489712,0.284482759,0.264972777,0.181395349,0.253012048,0.223880597,0.347394541,0.25,0.243243243,0.306666667,0.333333333,0.338919926,0.211111111,0.15625,0.367647059,0.14354067,0.338983051,0.326086957,0.076623377,0.15625,0.341968912,0.344660194,0.340740741,0.383333333,0.262626263,0.202898551,0.191082803,0.328358209,0.210526316,0.117924528,0.292553191,0.242152466,VAR21
0,0.706467662,0.775862069,0.769230769,0.6125,NA,0.75257732,0.862068966,0.911764706,0.733727811,0.651340996,0.767045455,0.811403509,0.651335312,0.765957447,0.628440367,0.656424581,0.891495601,NA,0.77638191,0.607954545,0.747169811,0.768060837,0.914814815,0.697986577,0.712041885,0.673024523,0.883458647,0.738562092,NA,0.704545455,0.639072848,0.638297872,0.729083665,0.754716981,0.662337662,0.640776699,0.645833333,0.666666667,0.74556213,0.759493671,NA,0.682608696,0.673218673,0.76635514,0.670886076,0.782722513,0.680952381,0.658436214,0.571428571,NA,0.752631579,0.774193548,0.781818182,0.804232804,0.763636364,NA,0.867724868,0.620689655,0.644268775,0.654166667,0.701492537,0.632411067,0.728850325,0.744680851,0.771573604,0.920863309,0.7,0.677290837,0.68,0.757142857,0.639097744,0.634408602,0.591160221,0.692307692,0.631578947,0.630630631,0.685950413,0.685121107,0.710144928,0.88372093,0.751072961,NA,0.736625514,0.715517241,0.735027223,0.818604651,0.746987952,0.776119403,0.652605459,0.75,0.756756757,0.693333333,0.666666667,0.662942272,0.788888889,0.84375,0.630252101,0.858851675,0.677966102,0.673913043,0.923376623,0.854166667,0.658031088,0.655339806,0.659259259,0.616666667,0.737373737,0.801932367,0.808917197,0.656716418,0.789473684,0.877358491,0.707446809,0.757847534,VAR23
0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAR25
0,0,0,0.049180328,0,NA,0,0,0,0,0.019230769,0,0,0.004444444,0,0,0.008356546,0,NA,0.025062657,0,0.067669173,0,0,0.010033445,0.010471204,0,0,0,NA,0,0,0,0,0.009433962,0,0,0,0,0.017647059,0,NA,0.008714597,0.004914005,0,0,0,0,0,0,NA,0,0,0.024242424,0.015957447,0.007272727,NA,0,0,0.00591716,0,0,0,0,0,0.035353535,0.035971223,0.016666667,0,0,0,0,0,0,0.046153846,0,0,0.004132231,0.006932409,0,0.023255814,0,NA,0,0,0.019963702,0.023255814,0,0,0.014888337,0,0,0,0,0,0,0,0,0.021582734,0,0.007246377,0.009102731,0,0,0,0,0.006060606,0,0.019230769,0.012658228,0,0,0,0,0,VAR50
