ONS_ID,name,value,value_rounded
3046,food_grocery_num_per_1000_res_plus_buffer,0,0
3047,food_grocery_num_per_1000_res_plus_buffer,0.295,0.3
3048,food_grocery_num_per_1000_res_plus_buffer,0.399,0.4
3049,food_grocery_num_per_1000_res_plus_buffer,0.094,0.09
3050,food_grocery_num_per_1000_res_plus_buffer,0,0
3051,food_grocery_num_per_1000_res_plus_buffer,6.25,6.25
3052,food_grocery_num_per_1000_res_plus_buffer,0,0
3053,food_grocery_num_per_1000_res_plus_buffer,0,0
3054,food_grocery_num_per_1000_res_plus_buffer,0,0
3055,food_grocery_num_per_1000_res_plus_buffer,0.091,0.09
3056,food_grocery_num_per_1000_res_plus_buffer,0,0
3057,food_grocery_num_per_1000_res_plus_buffer,0,0
3058,food_grocery_num_per_1000_res_plus_buffer,0,0
3059,food_grocery_num_per_1000_res_plus_buffer,0.364,0.36
3060,food_grocery_num_per_1000_res_plus_buffer,0.1,0.1
3061,food_grocery_num_per_1000_res_plus_buffer,0.35,0.35
3062,food_grocery_num_per_1000_res_plus_buffer,0,0
3063,food_grocery_num_per_1000_res_plus_buffer,0.175,0.17
3064,food_grocery_num_per_1000_res_plus_buffer,0,0
3065,food_grocery_num_per_1000_res_plus_buffer,0.214,0.21
3066,food_grocery_num_per_1000_res_plus_buffer,0,0
3067,food_grocery_num_per_1000_res_plus_buffer,0.145,0.14
3068,food_grocery_num_per_1000_res_plus_buffer,0.673,0.67
3069,food_grocery_num_per_1000_res_plus_buffer,0.124,0.12
3070,food_grocery_num_per_1000_res_plus_buffer,0.096,0.1
3071,food_grocery_num_per_1000_res_plus_buffer,0,0
3072,food_grocery_num_per_1000_res_plus_buffer,0,0
3073,food_grocery_num_per_1000_res_plus_buffer,0,0
3074,food_grocery_num_per_1000_res_plus_buffer,0.232,0.23
3075,food_grocery_num_per_1000_res_plus_buffer,0,0
3076,food_grocery_num_per_1000_res_plus_buffer,0,0
3077,food_grocery_num_per_1000_res_plus_buffer,0,0
3078,food_grocery_num_per_1000_res_plus_buffer,0,0
3079,food_grocery_num_per_1000_res_plus_buffer,0.041,0.04
3080,food_grocery_num_per_1000_res_plus_buffer,0.045,0.04
3081,food_grocery_num_per_1000_res_plus_buffer,0.06,0.06
3082,food_grocery_num_per_1000_res_plus_buffer,0.117,0.12
3083,food_grocery_num_per_1000_res_plus_buffer,0.154,0.15
3084,food_grocery_num_per_1000_res_plus_buffer,0,0
3085,food_grocery_num_per_1000_res_plus_buffer,0.088,0.09
3086,food_grocery_num_per_1000_res_plus_buffer,0.175,0.17
3087,food_grocery_num_per_1000_res_plus_buffer,0.189,0.19
3088,food_grocery_num_per_1000_res_plus_buffer,0,0
3089,food_grocery_num_per_1000_res_plus_buffer,0,0
3090,food_grocery_num_per_1000_res_plus_buffer,0,0
3091,food_grocery_num_per_1000_res_plus_buffer,0.2,0.2
3092,food_grocery_num_per_1000_res_plus_buffer,0,0
3093,food_grocery_num_per_1000_res_plus_buffer,0,0
3094,food_grocery_num_per_1000_res_plus_buffer,0,0
3095,food_grocery_num_per_1000_res_plus_buffer,0.195,0.2
3097,food_grocery_num_per_1000_res_plus_buffer,0.137,0.14
3098,food_grocery_num_per_1000_res_plus_buffer,0,0
3099,food_grocery_num_per_1000_res_plus_buffer,0,0
3100,food_grocery_num_per_1000_res_plus_buffer,0.052,0.05
3101,food_grocery_num_per_1000_res_plus_buffer,0.521,0.52
3102,food_grocery_num_per_1000_res_plus_buffer,0,0
3103,food_grocery_num_per_1000_res_plus_buffer,0,0
3104,food_grocery_num_per_1000_res_plus_buffer,0.145,0.14
3105,food_grocery_num_per_1000_res_plus_buffer,1.079,1.08
3106,food_grocery_num_per_1000_res_plus_buffer,0.09,0.09
3107,food_grocery_num_per_1000_res_plus_buffer,0.285,0.28
3108,food_grocery_num_per_1000_res_plus_buffer,0.156,0.16
3109,food_grocery_num_per_1000_res_plus_buffer,0.144,0.14
3110,food_grocery_num_per_1000_res_plus_buffer,0.213,0.21
3111,food_grocery_num_per_1000_res_plus_buffer,0.095,0.1
3112,food_grocery_num_per_1000_res_plus_buffer,0.273,0.27
3113,food_grocery_num_per_1000_res_plus_buffer,0,0
3114,food_grocery_num_per_1000_res_plus_buffer,0,0
3115,food_grocery_num_per_1000_res_plus_buffer,0.227,0.23
3116,food_grocery_num_per_1000_res_plus_buffer,0.244,0.24
3117,food_grocery_num_per_1000_res_plus_buffer,0.087,0.09
0,food_grocery_dist_closest_3_popwt,2.606,2.61
3001,food_grocery_dist_closest_3_popwt,2.937,2.94
3002,food_grocery_dist_closest_3_popwt,1.415,1.42
3003,food_grocery_dist_closest_3_popwt,2.349,2.35
3004,food_grocery_dist_closest_3_popwt,1.334,1.33
3005,food_grocery_dist_closest_3_popwt,2.318,2.32
3006,food_grocery_dist_closest_3_popwt,NA,NA
3007,food_grocery_dist_closest_3_popwt,1.655,1.66
3008,food_grocery_dist_closest_3_popwt,1.857,1.86
3009,food_grocery_dist_closest_3_popwt,0.922,0.92
3010,food_grocery_dist_closest_3_popwt,3.174,3.17
3011,food_grocery_dist_closest_3_popwt,1.527,1.53
3012,food_grocery_dist_closest_3_popwt,1.153,1.15
3013,food_grocery_dist_closest_3_popwt,1.458,1.46
3014,food_grocery_dist_closest_3_popwt,1.723,1.72
3015,food_grocery_dist_closest_3_popwt,1.15,1.15
3016,food_grocery_dist_closest_3_popwt,3.392,3.39
3017,food_grocery_dist_closest_3_popwt,2.62,2.62
3018,food_grocery_dist_closest_3_popwt,1.451,1.45
3019,food_grocery_dist_closest_3_popwt,NA,NA
3020,food_grocery_dist_closest_3_popwt,1.334,1.33
3021,food_grocery_dist_closest_3_popwt,10.586,10.59
3022,food_grocery_dist_closest_3_popwt,1.59,1.59
3023,food_grocery_dist_closest_3_popwt,2.629,2.63
3024,food_grocery_dist_closest_3_popwt,0.681,0.68
3025,food_grocery_dist_closest_3_popwt,2.073,2.07
3026,food_grocery_dist_closest_3_popwt,3.356,3.36
3027,food_grocery_dist_closest_3_popwt,1.329,1.33
3028,food_grocery_dist_closest_3_popwt,1.42,1.42
3029,food_grocery_dist_closest_3_popwt,1.585,1.58
3030,food_grocery_dist_closest_3_popwt,NA,NA
3031,food_grocery_dist_closest_3_popwt,19.841,19.84
3032,food_grocery_dist_closest_3_popwt,1.58,1.58
3033,food_grocery_dist_closest_3_popwt,13.429,13.43
3034,food_grocery_dist_closest_3_popwt,2.859,2.86
3035,food_grocery_dist_closest_3_popwt,1.518,1.52
3036,food_grocery_dist_closest_3_popwt,3.8,3.8
3037,food_grocery_dist_closest_3_popwt,4.427,4.43
3038,food_grocery_dist_closest_3_popwt,11.057,11.06
3039,food_grocery_dist_closest_3_popwt,9.692,9.69
3040,food_grocery_dist_closest_3_popwt,1.453,1.45
3041,food_grocery_dist_closest_3_popwt,1.117,1.12
3042,food_grocery_dist_closest_3_popwt,NA,NA
3043,food_grocery_dist_closest_3_popwt,1.968,1.97
3044,food_grocery_dist_closest_3_popwt,4.235,4.24
3045,food_grocery_dist_closest_3_popwt,1.138,1.14
3046,food_grocery_dist_closest_3_popwt,19.633,19.63
3047,food_grocery_dist_closest_3_popwt,0.791,0.79
3048,food_grocery_dist_closest_3_popwt,1.166,1.17
3049,food_grocery_dist_closest_3_popwt,8.113,8.11
3050,food_grocery_dist_closest_3_popwt,2.434,2.43
3051,food_grocery_dist_closest_3_popwt,3.45,3.45
3052,food_grocery_dist_closest_3_popwt,2.301,2.3
3053,food_grocery_dist_closest_3_popwt,1.3,1.3
3054,food_grocery_dist_closest_3_popwt,1.443,1.44
3055,food_grocery_dist_closest_3_popwt,1.017,1.02
3056,food_grocery_dist_closest_3_popwt,3.465,3.46
3057,food_grocery_dist_closest_3_popwt,NA,NA
3058,food_grocery_dist_closest_3_popwt,2.408,2.41
3059,food_grocery_dist_closest_3_popwt,0.729,0.73
3060,food_grocery_dist_closest_3_popwt,2.299,2.3
3061,food_grocery_dist_closest_3_popwt,1.157,1.16
3062,food_grocery_dist_closest_3_popwt,17.857,17.86
3063,food_grocery_dist_closest_3_popwt,1.194,1.19
3064,food_grocery_dist_closest_3_popwt,NA,NA
3065,food_grocery_dist_closest_3_popwt,1.086,1.09
3066,food_grocery_dist_closest_3_popwt,2.806,2.81
3067,food_grocery_dist_closest_3_popwt,0.88,0.88
3068,food_grocery_dist_closest_3_popwt,0.629,0.63
3069,food_grocery_dist_closest_3_popwt,1.336,1.34
3070,food_grocery_dist_closest_3_popwt,6.069,6.07
3071,food_grocery_dist_closest_3_popwt,14.485,14.48
3072,food_grocery_dist_closest_3_popwt,3.194,3.19
3073,food_grocery_dist_closest_3_popwt,11.563,11.56
3074,food_grocery_dist_closest_3_popwt,6.874,6.87
3075,food_grocery_dist_closest_3_popwt,14.047,14.05
3076,food_grocery_dist_closest_3_popwt,10.453,10.45
3077,food_grocery_dist_closest_3_popwt,1.413,1.41
3078,food_grocery_dist_closest_3_popwt,11.887,11.89
3079,food_grocery_dist_closest_3_popwt,1.588,1.59
3080,food_grocery_dist_closest_3_popwt,2.18,2.18
3081,food_grocery_dist_closest_3_popwt,2.001,2
3082,food_grocery_dist_closest_3_popwt,1.264,1.26
3083,food_grocery_dist_closest_3_popwt,1.042,1.04
3084,food_grocery_dist_closest_3_popwt,NA,NA
3085,food_grocery_dist_closest_3_popwt,1.233,1.23
3086,food_grocery_dist_closest_3_popwt,10.484,10.48
3087,food_grocery_dist_closest_3_popwt,1.093,1.09
3088,food_grocery_dist_closest_3_popwt,1.201,1.2
3089,food_grocery_dist_closest_3_popwt,1.625,1.62
3090,food_grocery_dist_closest_3_popwt,1.709,1.71
3091,food_grocery_dist_closest_3_popwt,2.094,2.09
3092,food_grocery_dist_closest_3_popwt,2.869,2.87
3093,food_grocery_dist_closest_3_popwt,1.453,1.45
3094,food_grocery_dist_closest_3_popwt,2.369,2.37
3095,food_grocery_dist_closest_3_popwt,1.48,1.48
3097,food_grocery_dist_closest_3_popwt,1.589,1.59
3098,food_grocery_dist_closest_3_popwt,2.19,2.19
3099,food_grocery_dist_closest_3_popwt,2.324,2.32
3100,food_grocery_dist_closest_3_popwt,2.918,2.92
3101,food_grocery_dist_closest_3_popwt,1.661,1.66
3102,food_grocery_dist_closest_3_popwt,1.068,1.07
3103,food_grocery_dist_closest_3_popwt,2.058,2.06
3104,food_grocery_dist_closest_3_popwt,1.163,1.16
3105,food_grocery_dist_closest_3_popwt,0.717,0.72
3106,food_grocery_dist_closest_3_popwt,2.724,2.72
3107,food_grocery_dist_closest_3_popwt,1.82,1.82
3108,food_grocery_dist_closest_3_popwt,1.9,1.9
3109,food_grocery_dist_closest_3_popwt,2.735,2.73
3110,food_grocery_dist_closest_3_popwt,2.787,2.79
3111,food_grocery_dist_closest_3_popwt,1.345,1.34
3112,food_grocery_dist_closest_3_popwt,1.108,1.11
3113,food_grocery_dist_closest_3_popwt,13.287,13.29
3114,food_grocery_dist_closest_3_popwt,2.112,2.11
3115,food_grocery_dist_closest_3_popwt,0.928,0.93
3116,food_grocery_dist_closest_3_popwt,0.987,0.99
3117,food_grocery_dist_closest_3_popwt,1.274,1.27
0,food_grocery_pct_within_15_mins,0.543,0.54
3001,food_grocery_pct_within_15_mins,0,0
3002,food_grocery_pct_within_15_mins,0.559,0.56
3003,food_grocery_pct_within_15_mins,0.178,0.18
3004,food_grocery_pct_within_15_mins,0.948,0.95
3005,food_grocery_pct_within_15_mins,0.424,0.42
3006,food_grocery_pct_within_15_mins,NA,NA
3007,food_grocery_pct_within_15_mins,0.593,0.59
3008,food_grocery_pct_within_15_mins,1,1
3009,food_grocery_pct_within_15_mins,0.966,0.97
3010,food_grocery_pct_within_15_mins,0.839,0.84
3011,food_grocery_pct_within_15_mins,0.872,0.87
3012,food_grocery_pct_within_15_mins,0.71,0.71
3013,food_grocery_pct_within_15_mins,0.717,0.72
3014,food_grocery_pct_within_15_mins,0.494,0.49
3015,food_grocery_pct_within_15_mins,0.899,0.9
3016,food_grocery_pct_within_15_mins,0.498,0.5
3017,food_grocery_pct_within_15_mins,0.468,0.47
3018,food_grocery_pct_within_15_mins,0.865,0.86
3019,food_grocery_pct_within_15_mins,NA,NA
3020,food_grocery_pct_within_15_mins,0.956,0.96
3021,food_grocery_pct_within_15_mins,0.003,0
3022,food_grocery_pct_within_15_mins,0.49,0.49
3023,food_grocery_pct_within_15_mins,0.08,0.08
3024,food_grocery_pct_within_15_mins,1,1
3025,food_grocery_pct_within_15_mins,0.472,0.47
3026,food_grocery_pct_within_15_mins,0.018,0.02
3027,food_grocery_pct_within_15_mins,0.844,0.84
3028,food_grocery_pct_within_15_mins,0.635,0.64
3029,food_grocery_pct_within_15_mins,0.377,0.38
3030,food_grocery_pct_within_15_mins,NA,NA
3031,food_grocery_pct_within_15_mins,0,0
3032,food_grocery_pct_within_15_mins,0.792,0.79
3033,food_grocery_pct_within_15_mins,0,0
3034,food_grocery_pct_within_15_mins,0.197,0.2
3035,food_grocery_pct_within_15_mins,0.594,0.59
3036,food_grocery_pct_within_15_mins,0.084,0.08
3037,food_grocery_pct_within_15_mins,0.021,0.02
3038,food_grocery_pct_within_15_mins,0.02,0.02
3039,food_grocery_pct_within_15_mins,0,0
3040,food_grocery_pct_within_15_mins,0.678,0.68
3041,food_grocery_pct_within_15_mins,0.77,0.77
3042,food_grocery_pct_within_15_mins,NA,NA
3043,food_grocery_pct_within_15_mins,0.426,0.43
3044,food_grocery_pct_within_15_mins,0.564,0.56
3045,food_grocery_pct_within_15_mins,0.673,0.67
3046,food_grocery_pct_within_15_mins,0.012,0.01
3047,food_grocery_pct_within_15_mins,0.911,0.91
3048,food_grocery_pct_within_15_mins,0.86,0.86
3049,food_grocery_pct_within_15_mins,0.101,0.1
3050,food_grocery_pct_within_15_mins,0.364,0.36
3051,food_grocery_pct_within_15_mins,0,0
3052,food_grocery_pct_within_15_mins,0,0
3053,food_grocery_pct_within_15_mins,0.646,0.65
3054,food_grocery_pct_within_15_mins,0.879,0.88
3055,food_grocery_pct_within_15_mins,1,1
3056,food_grocery_pct_within_15_mins,0.001,0
3057,food_grocery_pct_within_15_mins,NA,NA
3058,food_grocery_pct_within_15_mins,0.192,0.19
3059,food_grocery_pct_within_15_mins,1,1
3060,food_grocery_pct_within_15_mins,0.313,0.31
3061,food_grocery_pct_within_15_mins,0.948,0.95
3062,food_grocery_pct_within_15_mins,0,0
3063,food_grocery_pct_within_15_mins,0.92,0.92
3064,food_grocery_pct_within_15_mins,NA,NA
3065,food_grocery_pct_within_15_mins,0.909,0.91
3066,food_grocery_pct_within_15_mins,0,0
3067,food_grocery_pct_within_15_mins,1,1
3068,food_grocery_pct_within_15_mins,1,1
3069,food_grocery_pct_within_15_mins,0.627,0.63
3070,food_grocery_pct_within_15_mins,0.117,0.12
3071,food_grocery_pct_within_15_mins,0,0
3072,food_grocery_pct_within_15_mins,0,0
3073,food_grocery_pct_within_15_mins,0,0
3074,food_grocery_pct_within_15_mins,0.202,0.2
3075,food_grocery_pct_within_15_mins,0,0
3076,food_grocery_pct_within_15_mins,0,0
3077,food_grocery_pct_within_15_mins,0.967,0.97
3078,food_grocery_pct_within_15_mins,0,0
3079,food_grocery_pct_within_15_mins,0.648,0.65
3080,food_grocery_pct_within_15_mins,0.268,0.27
3081,food_grocery_pct_within_15_mins,0.473,0.47
3082,food_grocery_pct_within_15_mins,0.989,0.99
3083,food_grocery_pct_within_15_mins,0.941,0.94
3084,food_grocery_pct_within_15_mins,NA,NA
3085,food_grocery_pct_within_15_mins,0.851,0.85
3086,food_grocery_pct_within_15_mins,0.288,0.29
3087,food_grocery_pct_within_15_mins,0.863,0.86
3088,food_grocery_pct_within_15_mins,0.35,0.35
3089,food_grocery_pct_within_15_mins,0.352,0.35
3090,food_grocery_pct_within_15_mins,0.471,0.47
3091,food_grocery_pct_within_15_mins,0.314,0.31
3092,food_grocery_pct_within_15_mins,0,0
3093,food_grocery_pct_within_15_mins,0.78,0.78
3094,food_grocery_pct_within_15_mins,0,0
3095,food_grocery_pct_within_15_mins,0.66,0.66
3097,food_grocery_pct_within_15_mins,0.692,0.69
3098,food_grocery_pct_within_15_mins,0.017,0.02
3099,food_grocery_pct_within_15_mins,0.099,0.1
3100,food_grocery_pct_within_15_mins,0.317,0.32
3101,food_grocery_pct_within_15_mins,0.482,0.48
3102,food_grocery_pct_within_15_mins,0.859,0.86
3103,food_grocery_pct_within_15_mins,0.616,0.62
3104,food_grocery_pct_within_15_mins,0.779,0.78
3105,food_grocery_pct_within_15_mins,1,1
3106,food_grocery_pct_within_15_mins,0.251,0.25
3107,food_grocery_pct_within_15_mins,0.335,0.34
3108,food_grocery_pct_within_15_mins,0.658,0.66
3109,food_grocery_pct_within_15_mins,0.07,0.07
3110,food_grocery_pct_within_15_mins,0.517,0.52
3111,food_grocery_pct_within_15_mins,0.827,0.83
3112,food_grocery_pct_within_15_mins,1,1
3113,food_grocery_pct_within_15_mins,0,0
3114,food_grocery_pct_within_15_mins,0,0
3115,food_grocery_pct_within_15_mins,0.946,0.95
3116,food_grocery_pct_within_15_mins,0.92,0.92
3117,food_grocery_pct_within_15_mins,0.868,0.87
0,food_resto_num_region_plus_buffer,1071,1071
3001,food_resto_num_region_plus_buffer,8,8
3002,food_resto_num_region_plus_buffer,10,10
3003,food_resto_num_region_plus_buffer,5,5
3004,food_resto_num_region_plus_buffer,7,7
3005,food_resto_num_region_plus_buffer,2,2
3006,food_resto_num_region_plus_buffer,4,4
3007,food_resto_num_region_plus_buffer,16,16
3008,food_resto_num_region_plus_buffer,6,6
3009,food_resto_num_region_plus_buffer,13,13
3010,food_resto_num_region_plus_buffer,2,2
3011,food_resto_num_region_plus_buffer,3,3
3012,food_resto_num_region_plus_buffer,5,5
3013,food_resto_num_region_plus_buffer,2,2
3014,food_resto_num_region_plus_buffer,5,5
3015,food_resto_num_region_plus_buffer,9,9
3016,food_resto_num_region_plus_buffer,22,22
3017,food_resto_num_region_plus_buffer,2,2
3018,food_resto_num_region_plus_buffer,8,8
3019,food_resto_num_region_plus_buffer,5,5
3020,food_resto_num_region_plus_buffer,16,16
3021,food_resto_num_region_plus_buffer,4,4
3022,food_resto_num_region_plus_buffer,12,12
3023,food_resto_num_region_plus_buffer,5,5
3024,food_resto_num_region_plus_buffer,143,143
3025,food_resto_num_region_plus_buffer,11,11
3026,food_resto_num_region_plus_buffer,6,6
3027,food_resto_num_region_plus_buffer,3,3
3028,food_resto_num_region_plus_buffer,17,17
3029,food_resto_num_region_plus_buffer,1,1
3030,food_resto_num_region_plus_buffer,19,19
3031,food_resto_num_region_plus_buffer,1,1
3032,food_resto_num_region_plus_buffer,15,15
3033,food_resto_num_region_plus_buffer,0,0
3034,food_resto_num_region_plus_buffer,2,2
3035,food_resto_num_region_plus_buffer,10,10
3036,food_resto_num_region_plus_buffer,3,3
3037,food_resto_num_region_plus_buffer,1,1
3038,food_resto_num_region_plus_buffer,3,3
3039,food_resto_num_region_plus_buffer,4,4
3040,food_resto_num_region_plus_buffer,3,3
3041,food_resto_num_region_plus_buffer,3,3
3042,food_resto_num_region_plus_buffer,0,0
3043,food_resto_num_region_plus_buffer,5,5
3044,food_resto_num_region_plus_buffer,4,4
3045,food_resto_num_region_plus_buffer,20,20
3046,food_resto_num_region_plus_buffer,0,0
3047,food_resto_num_region_plus_buffer,44,44
3048,food_resto_num_region_plus_buffer,17,17
3049,food_resto_num_region_plus_buffer,6,6
3050,food_resto_num_region_plus_buffer,5,5
3051,food_resto_num_region_plus_buffer,0,0
3052,food_resto_num_region_plus_buffer,0,0
3053,food_resto_num_region_plus_buffer,1,1
3054,food_resto_num_region_plus_buffer,3,3
3055,food_resto_num_region_plus_buffer,27,27
3056,food_resto_num_region_plus_buffer,1,1
3057,food_resto_num_region_plus_buffer,10,10
3058,food_resto_num_region_plus_buffer,6,6
3059,food_resto_num_region_plus_buffer,25,25
3060,food_resto_num_region_plus_buffer,20,20
3061,food_resto_num_region_plus_buffer,11,11
3062,food_resto_num_region_plus_buffer,0,0
3063,food_resto_num_region_plus_buffer,23,23
3064,food_resto_num_region_plus_buffer,1,1
3065,food_resto_num_region_plus_buffer,17,17
3066,food_resto_num_region_plus_buffer,1,1
3067,food_resto_num_region_plus_buffer,14,14
3068,food_resto_num_region_plus_buffer,91,91
3069,food_resto_num_region_plus_buffer,5,5
3070,food_resto_num_region_plus_buffer,17,17
3071,food_resto_num_region_plus_buffer,1,1
3072,food_resto_num_region_plus_buffer,0,0
3073,food_resto_num_region_plus_buffer,2,2
3074,food_resto_num_region_plus_buffer,7,7
3075,food_resto_num_region_plus_buffer,1,1
3076,food_resto_num_region_plus_buffer,2,2
3077,food_resto_num_region_plus_buffer,8,8
3078,food_resto_num_region_plus_buffer,1,1
3079,food_resto_num_region_plus_buffer,22,22
3080,food_resto_num_region_plus_buffer,19,19
3081,food_resto_num_region_plus_buffer,10,10
3082,food_resto_num_region_plus_buffer,5,5
3083,food_resto_num_region_plus_buffer,10,10
3084,food_resto_num_region_plus_buffer,3,3
3085,food_resto_num_region_plus_buffer,21,21
3086,food_resto_num_region_plus_buffer,3,3
3087,food_resto_num_region_plus_buffer,28,28
3088,food_resto_num_region_plus_buffer,2,2
3089,food_resto_num_region_plus_buffer,5,5
3090,food_resto_num_region_plus_buffer,0,0
3091,food_resto_num_region_plus_buffer,19,19
3092,food_resto_num_region_plus_buffer,0,0
3093,food_resto_num_region_plus_buffer,0,0
3094,food_resto_num_region_plus_buffer,0,0
3095,food_resto_num_region_plus_buffer,10,10
3097,food_resto_num_region_plus_buffer,0,0
3098,food_resto_num_region_plus_buffer,2,2
3099,food_resto_num_region_plus_buffer,0,0
3100,food_resto_num_region_plus_buffer,4,4
3101,food_resto_num_region_plus_buffer,17,17
3102,food_resto_num_region_plus_buffer,1,1
3103,food_resto_num_region_plus_buffer,9,9
3104,food_resto_num_region_plus_buffer,38,38
3105,food_resto_num_region_plus_buffer,6,6
3106,food_resto_num_region_plus_buffer,13,13
3107,food_resto_num_region_plus_buffer,8,8
3108,food_resto_num_region_plus_buffer,14,14
3109,food_resto_num_region_plus_buffer,13,13
3110,food_resto_num_region_plus_buffer,6,6
3111,food_resto_num_region_plus_buffer,21,21
3112,food_resto_num_region_plus_buffer,15,15
3113,food_resto_num_region_plus_buffer,0,0
3114,food_resto_num_region_plus_buffer,4,4
3115,food_resto_num_region_plus_buffer,85,85
3116,food_resto_num_region_plus_buffer,22,22
3117,food_resto_num_region_plus_buffer,9,9
0,food_resto_num_per_1000_res_plus_buffer,1.053,1.05
3001,food_resto_num_per_1000_res_plus_buffer,25.397,25.4
3002,food_resto_num_per_1000_res_plus_buffer,1.288,1.29
3003,food_resto_num_per_1000_res_plus_buffer,0.349,0.35
3004,food_resto_num_per_1000_res_plus_buffer,0.904,0.9
3005,food_resto_num_per_1000_res_plus_buffer,0.299,0.3
3006,food_resto_num_per_1000_res_plus_buffer,NA,NA
3007,food_resto_num_per_1000_res_plus_buffer,3.065,3.06
3008,food_resto_num_per_1000_res_plus_buffer,1.386,1.39
3009,food_resto_num_per_1000_res_plus_buffer,2.143,2.14
3010,food_resto_num_per_1000_res_plus_buffer,0.242,0.24
3011,food_resto_num_per_1000_res_plus_buffer,0.329,0.33
3012,food_resto_num_per_1000_res_plus_buffer,0.585,0.58
3013,food_resto_num_per_1000_res_plus_buffer,0.22,0.22
3014,food_resto_num_per_1000_res_plus_buffer,0.194,0.19
3015,food_resto_num_per_1000_res_plus_buffer,1.05,1.05
3016,food_resto_num_per_1000_res_plus_buffer,1.417,1.42
3017,food_resto_num_per_1000_res_plus_buffer,0.154,0.15
3018,food_resto_num_per_1000_res_plus_buffer,0.97,0.97
3019,food_resto_num_per_1000_res_plus_buffer,500,500
3020,food_resto_num_per_1000_res_plus_buffer,0.995,1
3021,food_resto_num_per_1000_res_plus_buffer,0.624,0.62
3022,food_resto_num_per_1000_res_plus_buffer,1.128,1.13
3023,food_resto_num_per_1000_res_plus_buffer,0.54,0.54
3024,food_resto_num_per_1000_res_plus_buffer,4.484,4.48
3025,food_resto_num_per_1000_res_plus_buffer,0.933,0.93
3026,food_resto_num_per_1000_res_plus_buffer,0.416,0.42
3027,food_resto_num_per_1000_res_plus_buffer,0.248,0.25
3028,food_resto_num_per_1000_res_plus_buffer,2.558,2.56
3029,food_resto_num_per_1000_res_plus_buffer,0.174,0.17
3030,food_resto_num_per_1000_res_plus_buffer,950,950
3031,food_resto_num_per_1000_res_plus_buffer,0.437,0.44
3032,food_resto_num_per_1000_res_plus_buffer,1.016,1.02
3033,food_resto_num_per_1000_res_plus_buffer,0,0
3034,food_resto_num_per_1000_res_plus_buffer,0.228,0.23
3035,food_resto_num_per_1000_res_plus_buffer,1.204,1.2
3036,food_resto_num_per_1000_res_plus_buffer,0.761,0.76
3037,food_resto_num_per_1000_res_plus_buffer,0.217,0.22
3038,food_resto_num_per_1000_res_plus_buffer,0.531,0.53
3039,food_resto_num_per_1000_res_plus_buffer,1.311,1.31
3040,food_resto_num_per_1000_res_plus_buffer,0.368,0.37
3041,food_resto_num_per_1000_res_plus_buffer,0.517,0.52
3042,food_resto_num_per_1000_res_plus_buffer,0,0
3043,food_resto_num_per_1000_res_plus_buffer,0.278,0.28
3044,food_resto_num_per_1000_res_plus_buffer,0.28,0.28
3045,food_resto_num_per_1000_res_plus_buffer,4.41,4.41
3046,food_resto_num_per_1000_res_plus_buffer,0,0
3047,food_resto_num_per_1000_res_plus_buffer,3.244,3.24
3048,food_resto_num_per_1000_res_plus_buffer,1.356,1.36
3049,food_resto_num_per_1000_res_plus_buffer,0.566,0.57
3050,food_resto_num_per_1000_res_plus_buffer,4.292,4.29
3051,food_resto_num_per_1000_res_plus_buffer,0,0
3052,food_resto_num_per_1000_res_plus_buffer,0,0
3053,food_resto_num_per_1000_res_plus_buffer,0.18,0.18
3054,food_resto_num_per_1000_res_plus_buffer,0.441,0.44
3055,food_resto_num_per_1000_res_plus_buffer,2.462,2.46
3056,food_resto_num_per_1000_res_plus_buffer,0.118,0.12
3057,food_resto_num_per_1000_res_plus_buffer,200,200
3058,food_resto_num_per_1000_res_plus_buffer,1.018,1.02
3059,food_resto_num_per_1000_res_plus_buffer,4.554,4.55
3060,food_resto_num_per_1000_res_plus_buffer,1.003,1
3061,food_resto_num_per_1000_res_plus_buffer,0.962,0.96
3062,food_resto_num_per_1000_res_plus_buffer,0,0
3063,food_resto_num_per_1000_res_plus_buffer,2.014,2.01
3064,food_resto_num_per_1000_res_plus_buffer,9.091,9.09
3065,food_resto_num_per_1000_res_plus_buffer,1.21,1.21
3066,food_resto_num_per_1000_res_plus_buffer,0.314,0.31
3067,food_resto_num_per_1000_res_plus_buffer,2.033,2.03
3068,food_resto_num_per_1000_res_plus_buffer,15.32,15.32
3069,food_resto_num_per_1000_res_plus_buffer,0.62,0.62
3070,food_resto_num_per_1000_res_plus_buffer,1.628,1.63
3071,food_resto_num_per_1000_res_plus_buffer,0.428,0.43
3072,food_resto_num_per_1000_res_plus_buffer,0,0
3073,food_resto_num_per_1000_res_plus_buffer,0.346,0.35
3074,food_resto_num_per_1000_res_plus_buffer,0.813,0.81
3075,food_resto_num_per_1000_res_plus_buffer,0.257,0.26
3076,food_resto_num_per_1000_res_plus_buffer,0.655,0.66
3077,food_resto_num_per_1000_res_plus_buffer,1.425,1.43
3078,food_resto_num_per_1000_res_plus_buffer,0.203,0.2
3079,food_resto_num_per_1000_res_plus_buffer,0.913,0.91
3080,food_resto_num_per_1000_res_plus_buffer,0.851,0.85
3081,food_resto_num_per_1000_res_plus_buffer,0.601,0.6
3082,food_resto_num_per_1000_res_plus_buffer,0.586,0.59
3083,food_resto_num_per_1000_res_plus_buffer,1.543,1.54
