VAR2,VAR9,VAR14,VAR17,VAR19,VAR21,VAR23,VAR25,VAR50,VAR51,VAR53,VAR55,VAR57,VAR59,VAR61,VAR63,VAR65,VAR66,VAR68,VAR70,VAR72,VAR75,VAR77,VAR79,VAR81,VAR83,VAR85,VAR87,VAR89,VAR91,VAR93,VAR94,VAR96,VAR98,VAR5,VAR4,VAR11,VAR13,VAR15,VAR16
0,0,15.4,4.2,0,0.292307692,0.692307692,0,0.046153846,0,0.107692308,0.046153846,0.061538462,0,0,0,0,NA,0.123076923,0.738461538,0.125,NA,NA,NA,0.097560976,0.12195122,0.918918919,0,0.054054054,0,0,0,1.015625,0.4,19.8,19.8,21800,20000,18000,18600
0,0.042105263,28.8,8.6,0.115789474,0.357894737,0.631578947,0,0,0,0.03125,0.020833333,0,0,0.15625,0.052083333,0.031578947,0.2,0.177083333,0.53125,0.294117647,NA,NA,NA,0.444444444,0.083333333,0.5,0.15,0.2,0,0,0,1.010526316,0.1875,19.4,19.6,17400,14400,15900,16000
0,0,26,5.8,0,0.378378378,0.630630631,0,0,0,0.036036036,0.018018018,0.018018018,0,0.018018018,0,0,0,0.036036036,0.675675676,0.2,NA,NA,NA,0.06779661,0.271186441,0.963636364,0,0,0,0,0,1,0.018018018,18.8,19.2,16400,13350,14050,14050
0,0.008264463,25.9,6.1,0.044077135,0.314049587,0.685950413,0,0.004132231,0,0.03030303,0.009641873,0.019283747,0,0.219008264,0.055096419,0.05922865,0.270440252,0.517906336,0.602758621,0.263157895,NA,NA,NA,0.229813665,0.108695652,0.739837398,0.146341463,0.056910569,0.020325203,0.036585366,0.052845528,1,0.033057851,19.8,19.9,19080,16320,15200,15800
0,0,26.5,6.8,0.048442907,0.314878893,0.685121107,0,0.006932409,0,0.019064125,0.013864818,0.005199307,0,0.109185442,0.022530329,0.022530329,0.206349206,0.344887348,0.589254766,0.308823529,NA,NA,NA,0.217948718,0.145299145,0.804347826,0.130434783,0.048913043,0,0.010869565,0.048913043,1,0.048526863,19.8,19.8,18440,15640,14540,14920
0,0.012077295,31.6,8.6,0.11352657,0.287439614,0.710144928,0,0,0,0.026570048,0.007246377,0.019323671,0,0.280193237,0.094202899,0.101449275,0.362068966,0.589371981,0.579710145,0.283333333,NA,NA,NA,0.180232558,0.110465116,0.666666667,0.255319149,0.042553191,0.014184397,0.028368794,0.056737589,0.997584541,0.084541063,20.4,20.1,18500,14580,13900,14080
0,0.099667774,26.1,6.6,0.34551495,0.119601329,0.88372093,0,0.023255814,0,0.029900332,0.016611296,0.013289037,0,0.069767442,0.016611296,0.023255814,0.333333333,0.518272425,0.642384106,0.24742268,NA,NA,NA,0.397260274,0.082191781,0.413793103,0.298850575,0.206896552,0.068965517,0.045977011,0.057471264,1,0.126245847,22,21.6,18120,15200,12340,13160
0,0.030042918,28.1,8.3,0.068669528,0.253218884,0.751072961,0,0,0,0.017094017,0.008547009,0.008547009,0,0.068376068,0.008547009,0,0,0.247863248,0.594017094,0.345323741,NA,NA,NA,0.351648352,0.164835165,0.45,0.233333333,0.233333333,0.05,0.033333333,0.1,1,0.042735043,20.6,20.3,19560,15640,15000,14560
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0.012295082,29,6,0.041152263,0.267489712,0.736625514,0,0,0,0.053497942,0.024691358,0.028806584,0,0.115226337,0.016460905,0.024590164,0.214285714,0.349794239,0.650205761,0.208860759,NA,NA,NA,0.288,0.088,0.733333333,0.144444444,0.1,0.022222222,0,0.033333333,1,0.288065844,20,20,20200,16200,14720,14840
0,0,19.4,6.5,0,0.284482759,0.715517241,0,0,0,0.051282051,0.025641026,0.017094017,0,0.017094017,0,0,0,0.025641026,0.709401709,0.072289157,NA,NA,NA,0.13924050599999999,0.240506329,0.909090909,0,0.060606061,0,0,0.03030303,1.00862069,0.042735043,20,20.1,22000,20100,17400,18300
0,0.050816697,33.4,10.9,0.221415608,0.264972777,0.735027223,0,0.019963702,0.003629764,0.025408348,0.012704174,0.005444646,0.007259528,0.263157895,0.099818512,0.163339383,0.620689655,0.577132486,0.523550725,0.259515571,NA,NA,NA,0.228971963,0.112149533,0.515151515,0.303030303,0.133333333,0.03030303,0.024242424,0.060606061,1.001814882,0.212341198,20.6,20.4,20140,16560,16320,16860
0,0.055813953,29.9,10.5,0.209302326,0.181395349,0.818604651,0,0.023255814,0.009302326,0.023255814,0.013953488,0.009302326,0,0.334883721,0.181395349,0.241860465,0.722222222,0.63255814,0.679069767,0.239726027,NA,NA,NA,0.117117117,0.162162162,0.448979592,0.43877551,0.081632653,0.020408163,0.020408163,0.142857143,1,0.051162791,21.4,21,21360,17440,15600,16000
0,0.030120482,27.8,7.4,0.078313253,0.253012048,0.746987952,0,0,0,0.024096386,0.018072289,0,0,0.234939759,0.054216867,0.126506024,0.538461538,0.63253012,0.628742515,0.152380952,NA,NA,NA,0.25,0.125,0.537313433,0.373134328,0.044776119,0,0.029850746,0,0.993975904,0.13253012,20.8,20.5,23120,18500,15350,15400
0,0.02962963,22.2,6.3,0.029850746,0.223880597,0.776119403,0,0,0,0.02238806,0.014925373,0,0,0.059701493,0.029850746,0.022222222,0.375,0.231343284,0.574626866,0.220779221,NA,NA,NA,0.216666667,0.05,0.673913043,0.239130435,0.065217391,0.043478261,0,0,1,0.164179104,21,20.6,20300,18400,15750,16200
0,0.007444169,30.8,6.2,0.045905707,0.347394541,0.652605459,0,0.014888337,0,0.027295285,0.012406948,0.014888337,0,0.236972705,0.040942928,0.058312655,0.246073298,0.555831266,0.575682382,0.269396552,NA,NA,NA,0.244837758,0.091445428,0.783464567,0.122047244,0.078740157,0,0.015748031,0.051181102,1.001240695,0.29528536,19.4,19.6,18340,14600,14340,14600
0,0,31,9.4,0.077586207,0.25,0.75,0,0,0,0.017241379,0,0,0,0.103448276,0.017241379,0.051282051,0.5,0.353448276,0.603448276,0.357142857,NA,NA,NA,0.304347826,0.065217391,0.636363636,0.242424242,0.090909091,0,0,0,0.991452991,0.068965517,20.4,20.3,17500,13600,14200,13800
0,0.02739726,23.2,8,0.121621622,0.243243243,0.756756757,0,0,0,0.02739726,0.02739726,0,0,0.109589041,0.04109589,0.04109589,0.375,0.246575342,0.575342466,0.333333333,NA,NA,NA,0.25,0.25,0.714285714,0.142857143,0.095238095,0,0,0,1.01369863,0.068493151,20.2,20.2,23000,24200,15600,16400
0,0.026666667,20,5.2,0,0.306666667,0.693333333,0,0,0,0.026666667,0.026666667,0,0,0.08,0.04,0.026666667,0.333333333,0.24,0.6,0.2,NA,NA,NA,0.138888889,0.111111111,0.766666667,0.133333333,0.066666667,0,0,0.066666667,1.013333333,0.253333333,19.4,19.8,21600,20400,15700,17200
0,0.01010101,28,8.9,0.055555556,0.333333333,0.666666667,0,0,0,0.045454545,0.02020202,0.02020202,0,0.085858586,0.01010101,0,0,0.282828283,0.636363636,0.214285714,NA,NA,NA,0.202020202,0.141414141,0.75,0.0875,0.0875,0.025,0.0375,0.0375,1,0.207070707,19.4,19.7,19360,16480,16120,16300
0,0.009310987,27.9,5.3,0.044692737,0.338919926,0.662942272,0,0,0.003717472,0.018587361,0.007434944,0.00929368,0,0.109665428,0.020446097,0.022346369,0.203389831,0.440520446,0.562383613,0.278145695,NA,NA,NA,0.253456221,0.105990783,0.802469136,0.098765432,0.080246914,0.012345679,0,0.030864198,1.001862197,0.039033457,19.4,19.7,16580,13600,13960,14340
0,0.033333333,34.4,9.6,0.222222222,0.211111111,0.788888889,0,0,0,0.054945055,0.032967033,0.021978022,0,0.21978022,0.131868132,0.144444444,0.65,0.516483516,0.593406593,0.333333333,NA,NA,NA,0.25,0.194444444,0.62962963,0.296296296,0,0,0,0.148148148,1.011111111,0.065934066,21.2,20.9,16900,13250,13100,13000
0,0.03125,28,6,0,0.15625,0.84375,0,0,0,0.046153846,0,0,0,0.030769231,0,0,0,0.184615385,0.692307692,0.222222222,NA,NA,NA,0.285714286,0.142857143,0.615384615,0.192307692,0,0,0.153846154,0.076923077,1,0.030769231,20.6,20.5,17000,13700,12000,12400
0,0.004210526,30.8,7.2,0.042016807,0.367647059,0.630252101,0,0,0,0.037894737,0.018947368,0.016842105,0,0.115789474,0.012631579,0.023157895,0.2,0.328421053,0.600840336,0.248251748,NA,NA,NA,0.219626168,0.182242991,0.833333333,0.071428571,0.06547619,0.011904762,0.011904762,0.035714286,1.002105263,0.050526316,19.4,19.5,17200,13880,13920,14140
0,0.088516746,23.4,6.3,0.279904306,0.14354067,0.858851675,0,0.021582734,0,0.019138756,0.007177033,0.011961722,0,0.203349282,0.06937799,0.074162679,0.364705882,0.633971292,0.605263158,0.225296443,NA,NA,NA,0.346938776,0.102040816,0.488188976,0.377952756,0.102362205,0.031496063,0,0.062992126,1,0.095923261,22.4,21.6,20900,18720,15040,16060
0,0,22.8,5,0,0.338983051,0.677966102,0,0,0,0,0,0,0,0,0,0,NA,0.183333333,0.4,0.25,NA,NA,NA,0.444444444,0,0.625,0,0.25,0,0,0,1,0,19.4,19.6,15300,15400,14900,16000
0,0.007246377,30.5,5.2,0.047101449,0.326086957,0.673913043,0,0.007246377,0,0.039855072,0.02173913,0.010869565,0,0.221014493,0.061594203,0.057971014,0.262295082,0.40942029,0.586956522,0.327160494,NA,NA,NA,0.321100917,0.073394495,0.702702703,0.108108108,0.135135135,0.027027027,0,0.040540541,1,0.141304348,19.4,19.6,16560,12620,13440,13920
0,0.171428571,29.8,6.1,0.320779221,0.076623377,0.923376623,0,0.009102731,0,0.036410923,0.015604681,0.019505852,0,0.119635891,0.020806242,0.028571429,0.239130435,0.400520156,0.668831169,0.302912621,NA,NA,NA,0.362116992,0.111420613,0.323144105,0.301310044,0.292576419,0.043668122,0.048034934,0.048034934,1,0.158647594,21.6,21.4,20540,16260,15920,15820
0,0.0625,30.6,7,0.145833333,0.15625,0.854166667,0,0,0,0.030927835,0,0,0.020618557,0.195876289,0.092783505,0.052083333,0.263157895,0.505154639,0.677083333,0.292307692,NA,NA,NA,0.347826087,0.065217391,0.433333333,0.333333333,0.133333333,0.1,0,0.1,1,0.072164948,21.4,21.2,18700,14900,13150,14250
0,0.003454231,24.1,5.7,0.015544041,0.341968912,0.658031088,0,0,0,0.027633851,0.010362694,0.018998273,0,0.046632124,0.01208981,0.006908463,0.148148148,0.162348877,0.656303972,0.281578947,NA,NA,NA,0.161764706,0.117647059,0.872807018,0.035087719,0.057017544,0.021929825,0.013157895,0.021929825,1,0.015544041,19.4,19.5,17060,14500,13320,13500
0,0.014634146,26,5.2,0.058252427,0.344660194,0.655339806,0,0,0,0.024271845,0.014563107,0.014563107,0,0.300970874,0.082524272,0.058536585,0.193548387,0.567961165,0.59223301,0.213114754,NA,NA,NA,0.244680851,0.095744681,0.819444444,0.111111111,0.041666667,0.027777778,0,0.055555556,1,0.082524272,19.8,19.8,21120,17640,16300,17300
0,0,27.7,5.2,0.040740741,0.340740741,0.659259259,0,0,0,0.033333333,0.018518519,0.011111111,0,0.137037037,0.022222222,0.018518519,0.135135135,0.3,0.618518519,0.25748503,NA,NA,NA,0.219512195,0.048780488,0.768421053,0.094736842,0.094736842,0.021052632,0,0.042105263,1,0.011111111,19.4,19.7,17280,14240,14040,14400
0,0.012121212,30.5,6.6,0.051515152,0.383333333,0.616666667,0,0.006060606,0,0.024242424,0.006060606,0.015151515,0,0.228787879,0.037878788,0.025757576,0.112582781,0.566666667,0.531818182,0.262108262,NA,NA,NA,0.303846154,0.103846154,0.833333333,0.105555556,0.038888889,0.022222222,0,0.055555556,0.998484848,0.053030303,19.2,19.5,17580,13840,14060,14160
0,0.02020202,33.2,7.4,0.04040404,0.262626263,0.737373737,0,0,0,0,0,0,0,0.131313131,0.050505051,0.070707071,0.538461538,0.272727273,0.606060606,0.3,NA,NA,NA,0.261904762,0.142857143,0.677419355,0.064516129,0.129032258,0,0.096774194,0,1,0.04040404,20.4,20.2,19200,13800,14400,13850
0,0.144927536,27.2,8.6,0.231884058,0.202898551,0.801932367,0,0.019230769,0.014423077,0.076923077,0.033653846,0.019230769,0.014423077,0.144230769,0.052884615,0.06763285,0.466666667,0.379807692,0.629807692,0.251908397,NA,NA,NA,0.278350515,0.103092784,0.507042254,0.281690141,0.154929577,0,0.070422535,0.084507042,1,0.197115385,21.8,21.1,22320,19320,17440,18360
0,0.095541401,36.8,10.4,0.280254777,0.191082803,0.808917197,0,0.012658228,0,0.063291139,0.063291139,0,0,0.221518987,0.094936709,0.089171975,0.4,0.582278481,0.670886076,0.330188679,NA,NA,NA,0.171428571,0.171428571,0.474576271,0.322033898,0.118644068,0,0.06779661,0.050847458,1.006369427,0.17721519,21.4,21,20960,15000,15650,15150
0,0,18,5.4,0,0.328358209,0.656716418,0,0,0,0.090909091,0.045454545,0.03030303,0,0,0,0,NA,0,0.666666667,0.113636364,NA,NA,NA,0.179487179,0.205128205,1,0,0,0,0,0,1,0.5,19.4,19.7,20400,20000,17400,18600
0,0.052631579,25.6,7,0.140350877,0.210526316,0.789473684,0,0,0,0,0,0,0,0.245614035,0.035087719,0.105263158,0.428571429,0.631578947,0.49122807,0.214285714,NA,NA,NA,0.136363636,0.090909091,0.888888889,0,0,0,0,0,1.01754386,0.192982456,21,20.7,23600,20400,18800,19600
0,0.122641509,26.4,7,0.259433962,0.117924528,0.877358491,0,0,0,0.061611373999999997,0.047393365,0,0.014218009,0.118483412,0.023696682,0.037735849,0.32,0.426540284,0.658767773,0.230215827,NA,NA,NA,0.355140187,0.14953271,0.457142857,0.314285714,0.2,0,0,0.071428571,0.990566038,0.042654028,22.4,21.6,24520,21080,19040,20200
0,0.084656085,24.4,5.6,0.143617021,0.292553191,0.707446809,0,0,0,0.015873016,0.010582011,0.010582011,0,0.137566138,0.052910053,0.052910053,0.384615385,0.317460317,0.60106383,0.265486726,NA,NA,NA,0.43373494,0.13253012,0.553191489,0.127659574,0.276595745,0.063829787,0,0.042553191,1,0.026455026,20.6,20.4,21520,18800,16800,17100
0,0.053811659,20.6,4.2,0.125560538,0.242152466,0.757847534,0,0,0,0.022421525,0.022421525,0,0,0.143497758,0.058295964,0.067264574,0.46875,0.399103139,0.632286996,0.219858156,NA,NA,NA,0.2,0.145454545,0.590909091,0.295454545,0.079545455,0,0.022727273,0.113636364,1,0.040358744,21,20.5,21200,22640,22200,27050
